date,asin,Spend,adGroupName,ams_orders,campaignId,14 Day Total Units (#),Impressions,raw_sku,adGroupId,14 Day Total Sales (₹),Clicks,campaignName,sku,model,brand,category_l0,category_l1,category_l2
2026-06-05,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-06,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-07,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-08,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-09,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-10,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-11,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-12,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-13,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
2026-06-05,B0CPFS24ML,0.0,White Mulberry - Desks- Large,0,361078712059932,0,0,FBA79167,473670246598934,0.0,0,SD_VRM_Top Selling ASINs 8c3467,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,
