asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B0F43P6D23,FBA79652,1,2964.4,33.9,0.0,2026-09-05T06:27:44+00:00,CCX1,408-2819180-9358756,INR,NEXLEV,2964.4
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T05:50:49+00:00,CCX1,406-0253961-9229964,INR,NEXLEV,5083.9
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T05:45:43+00:00,CCX1,407-1193748-8478761,INR,NEXLEV,5083.9
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T05:36:47+00:00,DED4,408-4660057-5992338,INR,NEXLEV,2964.4
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T05:31:58+00:00,BLR8,407-2080968-3921906,INR,NEXLEV,3388.14
B0CYSLCRQS,FBA79263,1,2540.68,0.0,0.0,2026-09-05T05:21:49+00:00,BLR7,402-7499594-0698702,INR,NEXLEV,2540.68
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T05:12:50+00:00,BLR8,405-3874480-4656306,INR,NEXLEV,3388.14
B0DGTGKPJR,FBA79436,1,253.39,0.0,0.0,2026-09-05T05:11:49+00:00,DEL5,403-2109312-8212303,INR,NEXLEV,253.39
B0FSF1N457,FBA79811,1,448.3,0.0,0.0,2026-09-05T05:01:49+00:00,HYD3,407-1513360-0865915,INR,NEXLEV,448.3
B0CYSLCRQS,FBA79263,1,2540.68,33.9,0.0,2026-09-05T04:59:56+00:00,DEL5,402-5190793-4357951,INR,NEXLEV,2540.68
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T04:59:51+00:00,BLR8,405-0439598-1768352,INR,NEXLEV,2964.4
B0FS6TB7CP,FBA79812,1,1863.56,33.9,0.0,2026-09-05T04:59:51+00:00,AMD2,407-2099182-3784361,INR,NEXLEV,1863.56
B0CYSLCRQS,FBA79263,1,2540.68,33.9,0.0,2026-09-05T04:55:53+00:00,DEL5,404-7510123-4125902,INR,NEXLEV,2540.68
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-05T04:46:48+00:00,DEL5,406-6961685-6585107,INR,NEXLEV,3388.14
B0D9KFZYG8,FBA79404,1,1481.36,0.0,0.0,2026-09-05T04:44:42+00:00,AMD2,408-0099523-4430702,INR,NEXLEV,1481.36
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T04:42:46+00:00,DED4,403-5571040-8314707,INR,NEXLEV,1694.06
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T04:30:50+00:00,BOM5,405-7806964-5349909,INR,NEXLEV,5083.9
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T04:24:43+00:00,DED4,407-1599725-0161929,INR,NEXLEV,1694.07
B0CDPMX152,FBA78980,1,1787.28,33.9,0.0,2026-09-05T04:23:43+00:00,MAA4,402-4398998-3609943,INR,NEXLEV,1787.28
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T04:22:51+00:00,BLR7,405-9413431-6019513,INR,NEXLEV,1694.07
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T04:19:31+00:00,MAA4,NLshop-11620/26-27,INR,NEXLEV,0.0
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T04:11:47+00:00,BLR8,406-3273194-9112327,INR,NEXLEV,1694.06
B0DCK7ZH5P,FBA79439,1,2880.5,0.0,0.0,2026-09-05T03:54:47+00:00,BOM5,402-6987012-7954750,INR,NEXLEV,2880.5
B0DCGHVN81,FBA79452,1,1778.82,33.9,0.0,2026-09-05T03:45:47+00:00,HYD8,405-7520195-7580350,INR,NEXLEV,1778.82
B0HDCT9QW5,FBA80253,1,1694.07,0.0,0.0,2026-09-05T03:35:51+00:00,DED4,406-3195921-5529110,INR,NEXLEV,1694.07
B0HDD2LYLZ,FBA80252,1,846.61,0.0,0.0,2026-09-05T03:35:51+00:00,DED4,406-3195921-5529110,INR,NEXLEV,846.61
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T03:27:55+00:00,CJB1,403-4689493-9559530,INR,NEXLEV,2964.41
B0DJFH6RTL,FBA79473,1,1355.08,33.9,0.0,2026-09-05T03:25:44+00:00,HYD3,402-3228523-6940338,INR,NEXLEV,1355.08
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-05T03:19:46+00:00,BLR7,404-2752264-6718731,INR,NEXLEV,3388.14
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-04T23:15:47+00:00,BLR8,405-0149680-1165166,INR,NEXLEV,2964.41
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-04T23:00:58+00:00,CCX1,408-1753209-7909956,INR,NEXLEV,1787.29
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-04T22:39:45+00:00,PNQ3,404-9921385-4342739,INR,NEXLEV,1694.06
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-04T22:27:50+00:00,CJB1,405-8953740-2306709,INR,NEXLEV,1694.07
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-04T22:27:50+00:00,CJB1,405-8953740-2306709,INR,NEXLEV,1694.07
B0GLHC8CB3,FBK80024,1,1100.85,0.0,0.0,2026-09-04T22:02:46+00:00,PNQ3,404-5622626-2377154,INR,NEXLEV,1100.85
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-04T21:52:48+00:00,CCX2,406-3317764-2973144,INR,NEXLEV,1787.29
B0D2LJSQXZ,FBA79276,1,3050.0,0.0,0.0,2026-09-04T21:41:19+00:00,BLR8,403-3195758-7804328,INR,NEXLEV,3050.0
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-04T21:28:45+00:00,DED4,407-2230529-9210720,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-04T21:26:46+00:00,CCX1,408-0560856-3084328,INR,NEXLEV,1787.29
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-04T20:59:54+00:00,DED4,406-0367023-2096349,INR,NEXLEV,1694.07
B0FSF1N457,FBA79811,1,0.0,0.0,0.0,2026-09-04T20:34:41+00:00,BOM7,404-6818887-6599565,INR,NEXLEV,0.0
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-04T19:55:46+00:00,PNQ3,408-8444353-8278749,INR,NEXLEV,3388.14
B0CDPP45BM,FBA78981,1,3388.14,16.1,0.0,2026-09-04T19:47:46+00:00,HYD3,408-0482138-4790740,INR,NEXLEV,3388.14
B0DQCWRG3H,FBA79493,1,1694.06,0.0,0.0,2026-09-04T19:34:46+00:00,MAA4,406-0443698-2972348,INR,NEXLEV,1694.06
B0DQCWRG3H,FBA79493,1,1694.07,66.95,0.0,2026-09-04T19:32:47+00:00,CJB1,408-7476174-6419540,INR,NEXLEV,1694.07
B0D9KFP4MG,FBA79405,1,1524.58,0.0,0.0,2026-09-04T19:27:49+00:00,HYD8,405-4902542-0372352,INR,NEXLEV,1524.58
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-04T19:27:48+00:00,PNQ3,171-3512750-1411520,INR,NEXLEV,3388.14
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-04T19:21:47+00:00,CJB1,402-3450426-8325966,INR,NEXLEV,1694.07
B0CDPMX152,FBA78980,1,1787.29,0.0,0.0,2026-09-04T19:18:55+00:00,CJB1,408-7660711-1257102,INR,NEXLEV,1787.29
B0D9KFP4MG,FBA79405,1,1524.58,16.1,0.0,2026-09-04T19:12:49+00:00,BLR7,403-3930304-5916311,INR,NEXLEV,1524.58
