asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-05T23:42:46+00:00,CCX2,408-3635492-1289934,INR,NEXLEV,1787.29
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-05T23:41:46+00:00,CCX2,408-5524284-0750763,INR,NEXLEV,1787.29
B0D9KDQCCM,FBA79349,1,951.42,0.0,0.0,2026-09-05T23:23:49+00:00,HYD8,407-3173669-9495547,INR,NEXLEV,951.42
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T23:05:50+00:00,BLR8,171-5525024-3942715,INR,NEXLEV,1694.06
B0FSF1N457,FBA79811,1,448.3,33.9,0.0,2026-09-05T22:55:52+00:00,BLR7,404-9078469-3199539,INR,NEXLEV,448.3
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T22:52:44+00:00,AMD2,171-6153373-0941951,INR,NEXLEV,1694.06
B0D9KFP4MG,FBA79405,1,1524.58,33.9,0.0,2026-09-05T22:45:50+00:00,DED4,402-8667360-2619566,INR,NEXLEV,1524.58
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T22:29:49+00:00,DEL4,404-8019310-6842701,INR,NEXLEV,3388.14
B0DQCWRG3H,FBA79493,1,1694.06,0.0,0.0,2026-09-05T22:19:56+00:00,PNQ3,402-9731752-7746745,INR,NEXLEV,1694.06
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T22:12:48+00:00,BLR7,403-4352706-2241145,INR,NEXLEV,1694.06
B0D2LJSQXZ,FBA79276,1,0.0,0.0,0.0,2026-09-05T21:45:46+00:00,BLR7,404-3529792-5132322,INR,NEXLEV,0.0
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T21:41:49+00:00,PNQ3,403-8276567-2221147,INR,NEXLEV,3388.14
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T21:35:45+00:00,BOM5,405-0271935-3173165,INR,NEXLEV,2964.4
B0DFCDZWND,FBA79472,1,1189.52,0.0,0.0,2026-09-05T21:00:44+00:00,MAA4,408-8243888-0290714,INR,NEXLEV,1189.52
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-05T19:47:51+00:00,HYD8,402-1101094-2052325,INR,NEXLEV,3388.14
B0DK9LYT4P,FBA79467,1,0.0,0.0,0.0,2026-09-05T19:37:34+00:00,CJB1,NLshop-11627/26-27,INR,NEXLEV,0.0
B0DCK7ZH5P,FBA79439,1,2880.51,0.0,0.0,2026-09-05T19:34:50+00:00,LKO1,403-3619255-6034700,INR,NEXLEV,2880.51
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T19:33:47+00:00,DEL5,402-1030705-4828313,INR,NEXLEV,1694.07
B0CDPMX152,FBA78980,1,1787.28,16.1,0.0,2026-09-05T19:26:44+00:00,MAA4,402-6681025-2221159,INR,NEXLEV,1787.28
B0CDPP45BM,FBA78981,1,3388.14,16.1,0.0,2026-09-05T19:25:52+00:00,BLR7,402-9484907-1118764,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,1787.28,33.9,0.0,2026-09-05T19:15:49+00:00,BOM5,403-9423519-8794718,INR,NEXLEV,1787.28
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T19:14:56+00:00,BLR8,406-7863804-1997932,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T18:52:34+00:00,BOM5,NLshop-11628/26-27,INR,NEXLEV,0.0
B0F43P6D23,FBA79652,1,2964.41,5.36,0.0,2026-09-05T18:51:53+00:00,DED4,402-7143861-9000324,INR,NEXLEV,2964.41
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T18:51:53+00:00,DED4,408-7643118-2181903,INR,NEXLEV,2964.41
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T18:45:46+00:00,DED4,404-9893069-0590752,INR,NEXLEV,1694.07
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T18:44:49+00:00,DED4,405-1765738-2091538,INR,NEXLEV,2964.41
B0DCK7ZH5P,FBA79439,1,2880.5,0.0,0.0,2026-09-05T18:21:48+00:00,BLR7,405-9401799-2871538,INR,NEXLEV,2880.5
B0CDPMX152,FBA78980,1,1787.29,33.9,0.0,2026-09-05T18:13:47+00:00,DED4,171-6705291-0585152,INR,NEXLEV,1787.29
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T18:06:56+00:00,BOM5,404-9495129-9433935,INR,NEXLEV,10168.64
B0D9KFP4MG,FBA79405,1,1524.58,33.9,0.0,2026-09-05T18:04:53+00:00,HYD8,403-0186267-0693947,INR,NEXLEV,1524.58
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T17:56:41+00:00,BOM5,404-0320856-4927557,INR,NEXLEV,5083.9
B0DNJS23HS,FBA79567,1,5083.9,33.9,0.0,2026-09-05T17:55:49+00:00,BOM5,405-9692404-9328368,INR,NEXLEV,5083.9
B0CDPP45BM,FBA78981,1,0.0,0.0,0.0,2026-09-05T17:46:43+00:00,BOM5,405-2473461-0225913,INR,NEXLEV,0.0
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T17:37:49+00:00,BLR8,405-8940435-4287505,INR,NEXLEV,2964.4
B0CYSLCRQS,FBA79263,1,2540.68,8.05,0.0,2026-09-05T17:35:50+00:00,DEL5,405-4911032-9593939,INR,NEXLEV,2540.68
B0CDPMX152,FBA78980,1,1787.28,33.9,0.0,2026-09-05T17:34:49+00:00,AMD2,402-8128992-9805917,INR,NEXLEV,1787.28
B0D81DLSFT,FBA79348,1,846.61,0.0,0.0,2026-09-05T17:34:05+00:00,CCX1,171-8268279-5369112,INR,NEXLEV,846.61
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T17:32:50+00:00,BOM5,407-4215750-7669136,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T17:20:32+00:00,BOM5,NLshop-11630/26-27,INR,NEXLEV,0.0
B0D9KFP4MG,FBA79405,1,1524.58,33.9,0.0,2026-09-05T17:04:47+00:00,DEL5,402-9455562-1639505,INR,NEXLEV,1524.58
B0DQCWRG3H,FBA79493,1,1694.06,66.94,0.0,2026-09-05T16:45:45+00:00,CJB1,405-6606960-1434729,INR,NEXLEV,1694.06
B0D845B2DG,FBA79280,1,1270.34,33.9,0.0,2026-09-05T16:33:55+00:00,BOM5,403-0598110-8580324,INR,NEXLEV,1270.34
B0D8445KJN,FBA79279,1,761.86,0.0,0.0,2026-09-05T16:07:50+00:00,AMD2,408-1379609-7320300,INR,NEXLEV,761.86
B0CYSLCRQS,FBA79263,1,2540.68,0.0,0.0,2026-09-05T16:06:53+00:00,BOM5,171-0618687-7844301,INR,NEXLEV,2540.68
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T16:06:44+00:00,BOM5,171-6409745-4793918,INR,NEXLEV,2964.4
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T16:03:51+00:00,AMD2,405-1114653-0201123,INR,NEXLEV,2964.4
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-05T15:46:48+00:00,AMD2,405-2863640-9002752,INR,NEXLEV,3388.14
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T15:33:51+00:00,BLR8,408-1461752-0849930,INR,NEXLEV,1694.07
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T15:33:49+00:00,HYD8,407-3424198-7913116,INR,NEXLEV,3388.14
B0DQCWRG3H,FBA79493,1,1694.06,66.94,0.0,2026-09-05T15:29:51+00:00,HYD8,171-7798805-6929124,INR,NEXLEV,1694.06
B0D67727VG,FBP79350,1,0.0,0.0,0.0,2026-09-05T15:28:47+00:00,BOM5,404-9282801-2628357,INR,NEXLEV,0.0
B0FSF1N457,FBA79811,1,448.3,16.1,0.0,2026-09-05T15:17:53+00:00,BLR7,404-3789406-0693137,INR,NEXLEV,448.3
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T15:12:55+00:00,BOM5,408-5094921-2670742,INR,NEXLEV,3388.14
B0FS6TB7CP,FBA79812,1,1863.56,16.1,0.0,2026-09-05T15:04:42+00:00,BLR7,171-2715447-8723556,INR,NEXLEV,1863.56
B0F43P6D23,FBA79652,1,2964.4,16.1,0.0,2026-09-05T15:03:51+00:00,BLR8,403-9807196-8501911,INR,NEXLEV,2964.4
B0F43P6D23,FBA79652,1,2964.4,16.1,0.0,2026-09-05T15:03:46+00:00,BLR8,408-5598754-4213137,INR,NEXLEV,2964.4
B0F43P6D23,FBA79652,1,2964.4,33.9,0.0,2026-09-05T15:03:44+00:00,PNQ3,408-4593446-5200367,INR,NEXLEV,2964.4
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T14:58:46+00:00,BLR8,407-0867653-0028334,INR,NEXLEV,2964.4
B0DQCWRG3H,FBA79493,1,1694.07,50.0,0.0,2026-09-05T14:53:54+00:00,AMD2,402-5899162-4415565,INR,NEXLEV,1694.07
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T14:49:47+00:00,AMD2,403-3246979-3028308,INR,NEXLEV,3388.14
B0FSF1N457,FBA79811,1,448.31,0.0,0.0,2026-09-05T14:40:49+00:00,BLR8,408-6919469-7791517,INR,NEXLEV,448.31
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T14:36:53+00:00,BLR8,405-3569123-9363561,INR,NEXLEV,1694.07
B0F43P6D23,FBA79652,1,2964.4,16.1,0.0,2026-09-05T14:28:50+00:00,DED4,405-3157098-5595569,INR,NEXLEV,2964.4
B0DCGHKRXX,FBA79440,1,0.0,0.0,0.0,2026-09-05T14:17:34+00:00,DEL4,NLshop-11625/26-27,INR,NEXLEV,0.0
B0DK9LYT4P,FBA79467,1,0.0,0.0,0.0,2026-09-05T14:08:32+00:00,CJB1,NLshop-11626/26-27,INR,NEXLEV,0.0
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T14:01:42+00:00,MAA4,404-8950262-8745152,INR,NEXLEV,0.0
B0DNJS23HS,FBA79567,1,5083.9,33.9,0.0,2026-09-05T13:56:47+00:00,BOM5,402-1915098-7059516,INR,NEXLEV,5083.9
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T13:56:47+00:00,BOM5,406-4875438-6908342,INR,NEXLEV,5083.9
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T13:51:48+00:00,BOM5,171-0117561-3018744,INR,NEXLEV,10168.64
B0GN94YDY2,FBA79992,1,9321.18,0.0,0.0,2026-09-05T13:43:43+00:00,MAA4,402-9527843-5116340,INR,NEXLEV,9321.18
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T13:39:43+00:00,MAA4,404-1551800-2190715,INR,NEXLEV,0.0
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T13:27:44+00:00,BLR8,403-2913731-9039557,INR,NEXLEV,1694.06
B0DCK7ZH5P,FBA79439,1,0.0,0.0,0.0,2026-09-05T12:55:45+00:00,BOM5,406-4425583-7192300,INR,NEXLEV,0.0
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T12:51:47+00:00,HYD8,405-9493534-3913145,INR,NEXLEV,1694.07
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T12:50:44+00:00,BOM7,404-0055117-5607513,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,1787.28,0.0,0.0,2026-09-05T12:45:49+00:00,PNQ3,405-1264391-0336359,INR,NEXLEV,1787.28
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T12:42:43+00:00,BOM5,404-8956822-6856357,INR,NEXLEV,10168.64
B0CDPMX152,FBA78980,3,1787.29,0.0,0.0,2026-09-05T12:31:47+00:00,HYD8,402-0320162-3350728,INR,NEXLEV,5361.87
B0CYSLCRQS,FBA79263,1,2540.68,16.1,0.0,2026-09-05T12:31:45+00:00,HYD8,404-0273319-9858714,INR,NEXLEV,2540.68
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T12:29:49+00:00,BOM5,407-0509137-4874713,INR,NEXLEV,2964.4
B0CYSLCRQS,FBA79263,1,2540.68,33.9,0.0,2026-09-05T12:22:44+00:00,BOM5,405-5747484-4341155,INR,NEXLEV,2540.68
B0D383WQPB,FBA79268,1,1651.69,33.9,0.0,2026-09-05T12:18:54+00:00,HYD8,404-2162870-6069167,INR,NEXLEV,1651.69
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T12:12:51+00:00,BOM7,403-5793849-4781960,INR,NEXLEV,3388.14
B0GGHZWMVW,FBA79971,1,10168.64,33.9,0.0,2026-09-05T12:10:42+00:00,BOM5,405-0203922-8566732,INR,NEXLEV,10168.64
B0FSF1N457,FBA79811,1,448.3,33.9,0.0,2026-09-05T12:05:43+00:00,AMD2,403-7029903-3358751,INR,NEXLEV,448.3
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T12:00:59+00:00,LKO1,404-4421690-4564349,INR,NEXLEV,2964.41
B0D83Q7L8W,FBA79271,1,1185.6,33.9,0.0,2026-09-05T11:50:47+00:00,MAA4,403-7942819-0317134,INR,NEXLEV,1185.6
B0DK9LYT4P,FBA79467,1,0.0,0.0,0.0,2026-09-05T11:50:37+00:00,BLR8,NLshop-11621/26-27,INR,NEXLEV,0.0
B0GM1CZC7Y,FBA79984,1,4490.68,0.0,0.0,2026-09-05T11:47:50+00:00,BOM5,402-7400687-8769145,INR,NEXLEV,4490.68
B0DQCWRG3H,FBA79493,1,1694.07,50.0,0.0,2026-09-05T11:32:47+00:00,AMD2,404-5353619-1064313,INR,NEXLEV,1694.07
B0FS6TB7CP,FBA79812,1,1863.56,33.9,0.0,2026-09-05T11:31:49+00:00,CCX1,406-9150829-6216362,INR,NEXLEV,1863.56
B0DQCWRG3H,FBA79493,1,1694.06,66.94,0.0,2026-09-05T11:29:44+00:00,BOM5,408-9945396-8490744,INR,NEXLEV,1694.06
B0CDPP45BM,FBA78981,1,3388.14,16.1,0.0,2026-09-05T11:07:50+00:00,BLR7,408-4167043-2931521,INR,NEXLEV,3388.14
B0DCGHVN81,FBA79452,1,1778.81,0.0,0.0,2026-09-05T10:46:47+00:00,DEL4,404-6268466-7865109,INR,NEXLEV,1778.81
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T10:40:46+00:00,AMD2,402-1413908-6461107,INR,NEXLEV,3388.14
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T10:39:48+00:00,DED4,407-6518103-7236330,INR,NEXLEV,2964.41
B0D9KDQCCM,FBA79349,1,951.43,0.0,0.0,2026-09-05T10:32:44+00:00,CJB1,405-9255037-3166753,INR,NEXLEV,951.43
B0CDPMX152,FBA78980,1,1787.29,0.0,0.0,2026-09-05T10:29:52+00:00,DED4,403-5230722-8046738,INR,NEXLEV,1787.29
B0FJ1ZB4G9,FBA79707,1,0.0,0.0,0.0,2026-09-05T09:55:32+00:00,AMD2,NLshop-11624/26-27,INR,NEXLEV,0.0
B0FJ1ZB4G9,FBA79707,1,0.0,0.0,0.0,2026-09-05T09:55:32+00:00,AMD2,NLshop-11624/26-27,INR,NEXLEV,0.0
B0DCK3N2JJ,FBA79406,1,2424.58,0.0,0.0,2026-09-05T09:38:54+00:00,CCX1,171-5110942-9577159,INR,NEXLEV,2424.58
B0D845B2DG,FBA79280,1,1270.34,33.9,0.0,2026-09-05T09:33:46+00:00,DEL4,405-0462716-9918705,INR,NEXLEV,1270.34
B0CYSLCRQS,FBA79263,1,2540.68,33.9,0.0,2026-09-05T09:16:48+00:00,DEL5,402-1085741-7223553,INR,NEXLEV,2540.68
B0F43P6D23,FBA79652,1,2964.4,0.0,0.0,2026-09-05T08:51:54+00:00,BOM5,403-3248883-0435550,INR,NEXLEV,2964.4
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T08:50:43+00:00,BOM5,408-2852901-3349157,INR,NEXLEV,10168.64
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T08:49:43+00:00,BOM5,171-4814157-4798733,INR,NEXLEV,10168.64
B0CDPP45BM,FBA78981,1,3388.14,33.9,0.0,2026-09-05T08:47:45+00:00,PNQ3,407-0097722-8374752,INR,NEXLEV,3388.14
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T08:39:33+00:00,LKO1,NLshop-11622/26-27,INR,NEXLEV,0.0
B0FSF1N457,FBA79811,1,448.3,33.9,0.0,2026-09-05T08:34:43+00:00,AMD2,405-7887288-5141115,INR,NEXLEV,448.3
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T08:27:45+00:00,BLR7,405-2709181-0533917,INR,NEXLEV,1694.06
B0CDPMX152,FBA78980,1,1787.29,0.0,0.0,2026-09-05T08:13:42+00:00,DED4,404-1353058-9508322,INR,NEXLEV,1787.29
B0D8445KJN,FBA79279,1,761.86,33.9,0.0,2026-09-05T08:00:47+00:00,DEL5,171-1260026-3249158,INR,NEXLEV,761.86
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T07:49:42+00:00,PNQ3,404-8012107-4720349,INR,NEXLEV,1694.07
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T07:40:44+00:00,AMD2,171-6602097-4705943,INR,NEXLEV,2964.41
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T07:38:48+00:00,BLR8,407-3573660-8513953,INR,NEXLEV,2964.41
B0CDPP45BM,FBA78981,1,3388.14,0.0,0.0,2026-09-05T07:26:47+00:00,BLR8,408-2143288-7312354,INR,NEXLEV,3388.14
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T07:24:48+00:00,BLR8,404-1851903-6321118,INR,NEXLEV,2964.41
B0CYSLCRQS,FBA79263,1,2540.68,33.9,0.0,2026-09-05T07:21:46+00:00,DED4,405-9807337-4829131,INR,NEXLEV,2540.68
B0F43P6D23,FBA79652,1,2964.41,0.0,0.0,2026-09-05T07:11:48+00:00,CCX1,408-7653476-7063508,INR,NEXLEV,2964.41
B0DQCWRG3H,FBA79493,1,1694.06,33.9,0.0,2026-09-05T07:08:47+00:00,DED4,171-3420223-1449114,INR,NEXLEV,1694.06
B0DQCWRG3H,FBA79493,1,1694.07,33.9,0.0,2026-09-05T07:07:48+00:00,DED4,407-3280791-5890752,INR,NEXLEV,1694.07
B0F43P6D23,FBA79652,1,2964.41,33.9,0.0,2026-09-05T07:06:49+00:00,BLR8,407-9200106-7902732,INR,NEXLEV,2964.41
B0DCK7ZH5P,FBA79439,1,2880.5,0.0,0.0,2026-09-05T07:02:49+00:00,LKO1,408-6053509-8559544,INR,NEXLEV,2880.5
B0CDPMX152,FBA78980,1,0.0,0.0,0.0,2026-09-05T06:59:35+00:00,HYD8,NLshop-11623/26-27,INR,NEXLEV,0.0
B0GGHZWMVW,FBA79971,1,10168.64,0.0,0.0,2026-09-05T06:56:42+00:00,BOM5,403-9365916-7449905,INR,NEXLEV,10168.64
B0DQCWRG3H,FBA79493,1,1694.07,0.0,0.0,2026-09-05T06:39:45+00:00,BLR7,402-8163605-5414737,INR,NEXLEV,1694.07
