asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B0BFWD6SNF,FBA76415,1,7033.06,0.0,0.0,2026-09-03T14:44:52+00:00,BLX1,408-2116522-4521128,INR,WHITEMULBERRY,7033.06
B0BFVMDJ2K,FBA76417,1,7033.05,0.0,0.0,2026-09-03T09:14:17+00:00,SDEG,404-3886568-5498712,INR,WHITEMULBERRY,7033.05
B0BFW59TRG,FBA76416,1,7033.06,0.0,0.0,2026-09-03T06:34:33+00:00,SDEG,404-1770602-1424300,INR,WHITEMULBERRY,7033.06
B0BFVNS8HS,FBA76418,1,7033.05,0.0,0.0,2026-09-03T04:11:38+00:00,SDEG,402-5315304-5343546,INR,WHITEMULBERRY,7033.05
B0BFVMDJ2K,FBA76417,1,7033.06,0.0,0.0,2026-09-02T06:21:45+00:00,LMAA,407-5164252-9960317,INR,WHITEMULBERRY,7033.06
B0CPFS24ML,FBA79167,1,7287.28,0.0,0.0,2026-08-31T19:44:48+00:00,HYD3,403-5936125-8575517,INR,WHITEMULBERRY,7287.28
B0CPFS24ML,FBA79167,1,7287.29,33.9,0.0,2026-08-31T17:06:03+00:00,BLR7,403-5401999-0617159,INR,WHITEMULBERRY,7287.29
B0CPFS24ML,FBA79167,1,7287.28,0.0,0.0,2026-08-31T15:17:49+00:00,BLR7,407-2573170-3297968,INR,WHITEMULBERRY,7287.28
B0BFVNS8HS,FBA76418,1,7033.06,0.0,0.0,2026-08-31T14:44:49+00:00,BLX1,407-6622621-4150713,INR,WHITEMULBERRY,7033.06
B0BFW59TRG,FBA76416,1,7033.06,0.0,0.0,2026-08-31T14:21:55+00:00,BLX1,405-0317818-3594726,INR,WHITEMULBERRY,7033.06
B0CPFS24ML,FBA79167,1,7287.29,0.0,0.0,2026-08-31T14:14:48+00:00,MAA4,406-9464177-5374747,INR,WHITEMULBERRY,7287.29
B0BFVMDJ2K,FBA76417,1,7033.06,0.0,0.0,2026-08-31T13:48:48+00:00,BLX1,402-9966477-8374768,INR,WHITEMULBERRY,7033.06
B0BFVMDJ2K,FBA76417,1,6962.72,0.0,0.0,2026-08-31T08:35:03+00:00,SDEG,407-6327801-0225930,INR,WHITEMULBERRY,6962.72
B0CPFS24ML,FBA79167,1,7287.29,0.0,0.0,2026-08-31T07:02:49+00:00,BLR7,407-6316633-8824324,INR,WHITEMULBERRY,7287.29
B0CPFS24ML,FBA79167,1,7287.28,0.0,0.0,2026-08-31T05:28:45+00:00,DEL4,406-8597228-1491541,INR,WHITEMULBERRY,7287.28
B0CPFS24ML,FBA79167,1,7287.29,0.0,0.0,2026-08-31T03:42:51+00:00,BLR7,407-2590641-5435543,INR,WHITEMULBERRY,7287.29
B0BFVNS8HS,FBA76418,1,7033.06,0.0,0.0,2026-08-30T21:34:23+00:00,SHTI,405-9695835-4429122,INR,WHITEMULBERRY,7033.06
B0CPFS24ML,FBA79167,1,0.0,0.0,0.0,2026-08-30T19:45:44+00:00,DEL4,404-7195932-6944357,INR,WHITEMULBERRY,0.0
B0CPT3Q25C,FBA79179,1,12092.38,0.0,0.0,2026-08-30T17:44:05+00:00,LMAA,407-3800735-3419523,INR,WHITEMULBERRY,12092.38
B0BFWD6SNF,FBA76415,1,7033.06,0.0,0.0,2026-08-30T14:09:52+00:00,BLX1,404-9668436-5154742,INR,WHITEMULBERRY,7033.06
B0BFWD6SNF,FBA76415,1,7033.06,0.0,0.0,2026-08-30T12:06:45+00:00,BLX1,408-9005078-3657918,INR,WHITEMULBERRY,7033.06
B0BFWD6SNF,FBA76415,1,7033.06,0.0,0.0,2026-08-30T11:51:42+00:00,SBOB,403-0640151-3676356,INR,WHITEMULBERRY,7033.06
B0BFVMDJ2K,FBA76417,1,7033.05,0.0,0.0,2026-08-30T10:18:43+00:00,LMAA,408-9045305-2663523,INR,WHITEMULBERRY,7033.05
B0BFVMDJ2K,FBA76417,1,7033.06,0.0,0.0,2026-08-30T10:09:42+00:00,SHTI,406-9518044-1233124,INR,WHITEMULBERRY,7033.06
B0CPFS24ML,FBA79167,1,7287.28,0.0,0.0,2026-08-30T08:38:49+00:00,BOM5,408-5734114-0709964,INR,WHITEMULBERRY,7287.28
B0CPFS24ML,FBA79167,1,7287.29,33.9,0.0,2026-08-30T04:44:51+00:00,DEL4,407-1265853-7850705,INR,WHITEMULBERRY,7287.29
B0CPFS24ML,FBA79167,1,7287.28,0.0,0.0,2026-08-30T03:52:55+00:00,BLR7,171-3566377-5984341,INR,WHITEMULBERRY,7287.28
B0CPFS24ML,FBA79167,1,7287.29,33.9,0.0,2026-08-30T03:51:51+00:00,BLR7,171-5196216-8865165,INR,WHITEMULBERRY,7287.29
