"sku","fnsku","asin","product-name","condition","your-price","mfn-listing-exists","mfn-fulfillable-quantity","afn-listing-exists","afn-warehouse-quantity","afn-fulfillable-quantity","afn-unsellable-quantity","afn-reserved-quantity","afn-total-quantity","per-unit-volume","afn-inbound-working-quantity","afn-inbound-shipped-quantity","afn-inbound-receiving-quantity","afn-researching-quantity","afn-reserved-future-supply","afn-future-supply-buyable","store"
"FBA75673","X001L46QAP","B0B4DPX2J2","Audio Array AM-C1 USB Condenser Microphone Kit | 192kHz/24bit | 20-20KHz | 16mm Diaphram | BoomArm,Pop Filter, Mic Cover, Shock Mount,Tripod & 2.5M USB Cable | Podcasting,Gaming & Singing","New","2779.00","No",,"Yes","51","39","2","4","51","7540.51","0","0","0","6","0","0",
"FBA75674","X001L4QVU5","B0B4G19R58","Audio Array AM-C2 XLR Condenser Microphone Kit | Boom Arm, 2M Cable, Pop Filter & Mic Cover | Compatible with Audio Interface, Mixer & preamp | Recording, Podcasting, Streaming, Home Studio (Black)","New","3999.00","No",,"Yes","14","11","0","3","14","12496.61","0","0","0","0","0","0",
"FBA75675","X001L4RWFN","B0B4G8ZB64","Audio Array AM-C3 XLR to TRS Dynamic Handheld Karaoke Microphone | Premium Metal Built with 3M Cable | Singing, Public Meetings, Studio Recording, Live Show, Party, Church, Wedding","New","899.00","No",,"Yes","27","27","0","0","27","1861.57","0","0","0","0","0","0",
"FBA75676","X001L4B62N","B0B4DS678Q","Audio Array AM-C4 USB Plug & Play Condenser Microphone with Tripod, Pop-Filter & Shock Mount | for Conference, Gaming, Podcasting, Voice Over, YouTube, Skype, Zoom & Live Streaming on iOS,Windows","New","1999.00","No",,"Yes","17","17","0","0","17","3530.1","0","0","0","0","0","0",
"FBA75677","X001L5ZA2J","B0B4KC7VBM","Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)","New","2349.00","No",,"Yes","49","49","0","0","49","2202.26","0","0","0","0","0","0",
"FBA75678","X001L4X3H9","B0B4G8PH2P","Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties","New","2149.00","No",,"Yes","20","20","0","0","20","7223.25","0","0","0","0","0","0",
"FBA75679","X001L5GHUN","B0B4JRQP22","Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","New","2499.00","No",,"Yes","74","73","0","1","74","10111.64","0","0","0","0","0","0",
"FBA75680","X001L4N6P3","B0B4G1PXWV","Audio Array AM-C6 USB Plug & Play Condenser Microphone Kit | with pop-Filter & Shock Mount | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | Gaming, Podcasting & Streaming","New","1999.00","No",,"Yes","5","5","0","0","5","2223.89","0","0","0","0","0","0",
"FBA75681","X001L4O3UP","B0B4FZS38V","Audio Array AM-C7 USB 2 in 1 Plug & Play Condenser Microphone Kit with Boom Arm | 3.5 mm No Latency Monitoring, Volume Control & Mute Button| for Conference, Gaming, Podcasting & Live Streaming","New","2199.00","No",,"Yes","17","16","0","1","17","4850.57","0","0","0","0","0","0",
"FBA75683","X001L4TMU1","B0B4G94VP3","Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.","New","499.00","No",,"Yes","17","15","0","2","17","1326.7","0","0","0","0","0","0",
"FBA75684","X001L4RK0P","B0B4G7VWXD","Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc","New","1749.00","No",,"Yes","16","15","0","1","16","2578.67","0","0","0","0","0","0",
"FBA75686","X001L4TA53","B0B4G89VQJ","Audio Array AM-W10 Professional Dual Wireless Lapel Mics | Upto 10hr Battery & 100m Range | 2X Lapel mics, Type C Adapter for Easy Plug&Play | Volume & Mute Function | Vlogging, Streaming, YouTube","New","4015.00","No",,"Yes","1","0","1","0","1","1360.62","0","0","0","0","0","0",
"FBA75687","X001L4RF0P","B0B4G5ZLTB","Audio Array AM-W11 Wireless Mic | Upto 4hr Battery & 60m Range | Volume & Mute Buttons with Indicators | Streaming, Vlogging, YouTube | 1x Lapel mic, Type C Adapter for Plug & Play | 2 Year Warranty","New","2299.00","No",,"Yes","6","6","0","0","6","683.01","0","0","0","0","0","0",
