ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07Y1C6GDS,648,0,105,9,1687373.05,2026-07-25
B09Q2ZZGH2,609,0,73,9,1420348.9,2026-07-25
B06XCKGLTP,600,15,2,8,1026903.03,2026-07-25
B07JGQ9L5B,472,0,96,60,229439.81,2026-07-25
B07JJ62B1B,437,0,437,8,886087.38,2026-07-25
B09JG62KDJ,365,0,103,8,707523.85,2026-07-25
B07JHDKXK4,351,0,73,33,822538.53,2026-07-25
B08CF614NK,164,0,160,2,588133.65,2026-07-25
B09LCL456X,152,0,150,11,182756.85,2026-07-25
B0002OOMW6,151,0,140,0,61310.84,2026-07-25
B08FW1Q676,143,0,137,11,450561.75,2026-07-25
B084P1CXFD,138,1,93,3,1270554.37,2026-07-25
B09XKD3H6C,135,4,30,1,312462.53,2026-07-25
B0BMFQP2ZZ,94,0,0,4,341151.07,2026-07-25
B09V12PT9H,83,0,0,1,164057.48,2026-07-25
B07RM4B5LJ,67,0,6,1,513112.53,2026-07-25
B09V14JDTF,59,0,0,1,116619.17,2026-07-25
B000EEJBDE,55,32,0,1,19409.93,2026-07-25
B09L7ZXKKF,54,0,54,0,395842.63,2026-07-25
B00LM7ZYJC,54,6,1,0,21942.73,2026-07-25
B09BQQTLC8,50,0,0,0,31070.45,2026-07-25
B07RL6VG3H,47,0,0,2,352527.85,2026-07-25
B0002DUS8E,45,23,1,1,18458.46,2026-07-25
B07JHMWKBF,44,0,0,5,10964.35,2026-07-25
B09GTMFRGB,38,0,38,2,133210.02,2026-07-25
B00BSL5Z1E,37,0,0,0,649623.32,2026-07-25
B001D7UYBO,36,20,0,2,337382.65,2026-07-25
B0BFBDT2D2,36,1,0,0,502491.69,2026-07-25
B000EEL9G6,31,16,4,0,11031.92,2026-07-25
B00MMKQOEM,28,1,27,0,445274.17,2026-07-25
B00T8L17N6,25,35,1,0,9138.62,2026-07-25
B00KQEXK2A,25,0,4,2,159372.09,2026-07-25
B00JDJ89DE,25,11,0,0,31352.48,2026-07-25
B00HVUSRY8,22,23,0,0,19311.53,2026-07-25
B09NZY68GM,21,0,5,0,44932.15,2026-07-25
B001EM180O,18,0,17,0,341174.95,2026-07-25
B000XXO7B2,17,0,1,1,262160.71,2026-07-25
B07G4CCMYL,17,15,2,2,94437.46,2026-07-25
B003AYM8BW,16,0,16,0,11024.87,2026-07-25
B017LUP20O,15,0,0,0,102458.09,2026-07-25
B00X5TXLN6,14,0,0,0,83796.62,2026-07-25
B07FYQP9ML,14,0,1,1,250694.8,2026-07-25
B00B5LEAFE,14,3,0,0,5556.44,2026-07-25
B003B0CEVY,14,0,14,0,5782.46,2026-07-25
B07XD6H6P6,13,0,0,0,505727.99,2026-07-25
B07X8Z1BRG,13,56,0,0,227577.65,2026-07-25
B083F7HJMX,12,0,0,0,5120.4,2026-07-25
B0002J6I7S,12,0,12,0,21541.7,2026-07-25
B074SYXZV9,12,0,12,0,352287.83,2026-07-25
B0064RVAUC,12,0,0,1,219833.37,2026-07-25
B00B3PB11I,12,0,12,0,45471.59,2026-07-25
B088NFWLZP,11,0,11,6,15863.25,2026-07-25
B00JDIE0AG,11,0,0,0,12177.96,2026-07-25
B00BL70Y7U,11,0,0,0,188411.88,2026-07-25
B003B01KV4,11,0,11,0,7579.6,2026-07-25
B00YAZHRZM,10,0,0,0,200325.82,2026-07-25
B003XEXGNS,10,0,0,0,61984.9,2026-07-25
B081S9BCHF,9,12,0,0,205504.23,2026-07-25
B00EGHMOZC,8,4,0,0,108802.59,2026-07-25
B00OB47PF4,8,0,2,0,12019.41,2026-07-25
B09NQBDGT3,8,8,0,1,75119.13,2026-07-25
B0749GV5L3,8,2,0,0,216169.08,2026-07-25
B0BF9MN8R2,8,2,4,0,35257.03,2026-07-25
B00S5WRW6U,8,9,0,1,36418.88,2026-07-25
B08FRYTVSZ,8,0,0,0,11576.91,2026-07-25
B00KQPGRRE,7,0,7,0,88012.95,2026-07-25
B01N6448Q4,7,0,0,0,27255.88,2026-07-25
B06XF43R53,7,14,0,0,2717.31,2026-07-25
B00LM7ZV1I,7,0,7,0,2660.21,2026-07-25
B003ZVBO8I,7,0,5,0,7123.06,2026-07-25
B00O46Y8F4,7,0,1,0,10516.06,2026-07-25
B06XF4DM7Z,7,4,0,0,2716.21,2026-07-25
B0BF9PCGM8,7,5,0,0,23039.97,2026-07-25
B0030YEPKY,6,0,1,0,68964.45,2026-07-25
B003AMV7SO,6,2,0,0,2724.22,2026-07-25
B07RM21D8X,6,0,4,0,56552.47,2026-07-25
B0002DUS16,6,0,6,0,3108.25,2026-07-25
B06Y25Y2LK,6,0,0,0,24511.94,2026-07-25
B073W8ZYPJ,5,0,5,0,8449.47,2026-07-25
B07N29RF9W,5,0,0,0,145596.5,2026-07-25
B018KIJGU8,5,0,3,0,29042.29,2026-07-25
B005M02VNW,5,0,5,0,111518.81,2026-07-25
B00LE6IE0C,5,0,5,0,40828.23,2026-07-25
B0064RD6B8,5,0,5,0,6950.55,2026-07-25
B06XF31654,5,1,0,0,1940.15,2026-07-25
B003B03XB4,5,4,0,0,2106.17,2026-07-25
B000FPAZS2,5,0,5,0,5080.4,2026-07-25
B0019ENBAW,5,0,5,0,5080.9,2026-07-25
B09NZNSYHN,5,0,1,0,15361.51,2026-07-25
B0002KZDGY,5,0,0,0,5460.43,2026-07-25
B0002F7J5M,5,0,2,0,7971.63,2026-07-25
B000979O0G,5,0,5,0,42738.38,2026-07-25
B06XF3VK6Y,5,2,0,0,1940.15,2026-07-25
B00SKJJTBE,5,0,0,0,68405.4,2026-07-25
B0002F4WLG,5,0,5,0,90067.11,2026-07-25
B00MWRZ9NM,5,0,5,0,7516.74,2026-07-25
B0002E3L0K,4,0,4,0,5356.42,2026-07-25
B018BPG6U8,4,0,0,0,9872.78,2026-07-25
B07BCN55VP,4,0,1,1,95007.51,2026-07-25
B08PJRGZ98,4,2,0,0,44003.48,2026-07-25
B08D7SWGG5,4,0,4,0,30442.4,2026-07-25
B06XF3735J,4,0,0,0,1632.13,2026-07-25
B0030Y6Z84,4,0,0,0,22222.36,2026-07-25
B00S2Z992A,4,0,4,0,35494.8,2026-07-25
B09SG1PL9Z,4,0,4,0,14647.44,2026-07-25
B0002E1I5U,4,0,4,0,2240.18,2026-07-25
B0002E2OSU,4,0,0,0,5024.4,2026-07-25
B00YCJJ6WS,4,0,0,0,1752.14,2026-07-25
B002IJK0HY,4,1,3,0,1505.37,2026-07-25
B000EENHAW,4,0,4,0,5468.43,2026-07-25
B0718WYKR9,4,0,1,0,4464.6,2026-07-25
B0002E3L00,4,0,4,0,4748.38,2026-07-25
B0002E1I4Q,4,0,0,0,2072.16,2026-07-25
B00S9Z05R6,4,0,4,0,18165.43,2026-07-25
B07LFTTWGR,4,0,0,0,64965.13,2026-07-25
B003B063G6,4,4,3,0,1891.15,2026-07-25
B00097BMNI,4,0,0,0,37882.99,2026-07-25
B009X3PM08,4,0,4,1,35779.83,2026-07-25
B0002F7J5W,4,0,4,0,6344.5,2026-07-25
B0030YGHDM,3,0,0,0,13660.08,2026-07-25
B07QKWFTK1,3,0,3,0,33602.65,2026-07-25
B0924G6DJX,3,0,0,0,5136.5,2026-07-25
B099DQVKV2,3,0,3,0,127294.06,2026-07-25
B0B4MYWWKG,3,0,3,0,45174.57,2026-07-25
B002IJK0H4,3,14,3,2,938.23,2026-07-25
B00S2Z986W,3,0,3,0,37052.93,2026-07-25
B003B0A6ZK,3,2,0,0,1710.14,2026-07-25
B003B0A740,3,2,0,0,3648.29,2026-07-25
B00ZWJ39Q6,3,0,3,0,28430.25,2026-07-25
B07D3N1VVH,3,0,0,0,13459.06,2026-07-25
B07JN7JGBV,3,0,0,0,12111.96,2026-07-25
B07N6DW1TT,3,0,3,0,16701.2,2026-07-25
B000EEJDJQ,3,0,3,0,42609.37,2026-07-25
B008388XNW,3,6,0,0,51385.06,2026-07-25
B07S5DC3T3,3,0,2,0,9644.64,2026-07-25
B000WIT8BM,3,1,0,0,1584.13,2026-07-25
B07MTHFNSH,2,0,2,0,214396.62,2026-07-25
B00IJDXYGC,2,0,0,0,28786.27,2026-07-25
B00JDJNZ6K,2,37,0,0,668.05,2026-07-25
B07K89DNTZ,2,0,0,0,35912.84,2026-07-25
B0030YD3IY,2,0,0,0,9654.76,2026-07-25
B00SKJGZLG,2,0,0,0,27362.16,2026-07-25
B002LLLHDK,2,0,2,0,34554.73,2026-07-25
B011UCC3ZQ,2,0,2,0,81936.67,2026-07-25
B00LJV90IM,2,0,0,0,30526.41,2026-07-25
B00075EKDG,2,0,2,0,6478.51,2026-07-25
B083WMYP8H,2,3,0,0,33128.62,2026-07-25
B07MZS13BF,2,0,0,0,9000.71,2026-07-25
B00EGHMPCY,2,0,0,0,32482.57,2026-07-25
B06Y1XXMYG,2,0,0,0,9566.76,2026-07-25
B07GRBHMZ5,2,0,0,0,22459.77,2026-07-25
B000WA8KYG,2,0,2,0,5873.26,2026-07-25
B00OB48L48,2,0,0,0,3004.24,2026-07-25
B09T3JVYQS,2,0,0,0,20959.66,2026-07-25
B000RVX1Q2,2,0,0,0,33128.62,2026-07-25
B01LHVBT5U,2,0,2,0,5355.0,2026-07-25
B07XC3M6Y1,2,0,0,0,103739.07,2026-07-25
B000UJHE2S,2,2,0,0,896.07,2026-07-25
B07HDB12FM,2,2,0,0,16820.01,2026-07-25
B07D3MPLFT,2,1,0,0,6560.52,2026-07-25
B07G9M74JZ,2,0,2,0,34561.63,2026-07-25
B000CD3QY2,2,2,1,0,22468.52,2026-07-25
B004TQJ174,1,2,0,0,7845.62,2026-07-25
B00186L65S,1,1,0,0,1715.14,2026-07-25
B07XC3BHTL,1,13,0,0,38902.15,2026-07-25
B00S2Z9BTQ,1,0,0,0,10174.8,2026-07-25
B00X5TXLY0,1,0,0,0,7201.57,2026-07-25
B00IJ7FGSC,1,0,1,0,28351.24,2026-07-25
B07GTLBP83,1,1,0,0,508.04,2026-07-25
B0091401EQ,1,0,1,0,15096.19,2026-07-25
B01G6JRLIC,1,0,1,0,1295.1,2026-07-25
B082K7BXWD,1,0,1,0,1614.54,2026-07-25
B000R9YLTK,1,1,0,0,1111.09,2026-07-25
B09WD1WDL1,1,0,0,0,1417.11,2026-07-25
B00IO1NHPM,1,10,1,1,1017.58,2026-07-25
B00SKJH1IW,1,0,0,0,16241.28,2026-07-25
B0002F56ZC,1,0,1,0,10127.8,2026-07-25
B06Y4FYPNY,1,0,1,0,96374.61,2026-07-25
B09NWGYVLD,1,0,1,0,25989.55,2026-07-25
B09PH7Z2L2,1,0,1,0,4365.34,2026-07-25
B08TYWJHR7,1,21,0,1,48627.69,2026-07-25
B0002U876M,1,0,0,0,1485.12,2026-07-25
B008TNAGP4,1,0,1,0,3577.28,2026-07-25
B00HF9X2SQ,1,0,0,0,2439.19,2026-07-25
B0009SZQMU,1,0,1,0,17564.39,2026-07-25
B07BCN6FFH,1,0,0,0,10450.83,2026-07-25
B00GQDORA4,1,0,1,1,4513.77,2026-07-25
B00FYQFPFU,1,0,1,0,0.0,2026-07-25
B0779JXC7S,1,0,1,0,22115.75,2026-07-25
B076T15QLW,1,0,0,0,11568.91,2026-07-25
B00SMKOGF0,1,0,1,0,18013.42,2026-07-25
B0002F6O0S,1,0,0,0,1995.16,2026-07-25
