SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA79809,KE-03,B0FJ8SFNRH,B0FJ8SFNRH,"NexLev 1500W Electric Water Kettle | 1.8L | 304 SS - Auto Cut Off | 3x Protection| Instant Boiling, Water, Tea, Coffee, Noodles, Soup | Cool Touch Handle & Lid | 3Mins Rapid Heating | Cordless | KE-03",31,0,0.01%,0.00%,35,0,0.00%,0.00%,94.12%,0.00%,1,0,3.23%,0.00%,₹ 490.68,₹ 0.00,1,0
FBA79849,CFM-03,B0FPGDVVCX,B0FPGDVVCX,nexlev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-03|Pack of 2,15,0,0.00%,0.00%,23,0,0.00%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,"₹ 3,388.98",₹ 0.00,1,0
FBA79912,SC-05 SC-05 - Set of Spares,B0FYNKYJFN,B0FYNKYJFN,"NexLev Replacement Accessory Kit for Steam Cleaner SC-05 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",22,0,0.00%,0.00%,32,0,0.00%,0.00%,100.00%,0.00%,1,0,4.55%,0.00%,₹ 338.14,₹ 0.00,1,0
FBA78995,NP-02,B0CDQ55W2M,B0CDQ55W2M,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-02",27,2,0.00%,0.02%,31,2,0.00%,0.02%,61.54%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78998,NP-05,B0CDQ5NBH8,B0CDQ5NBH8,nexlev Premium Memory Foam Neck Pillow with 360-Degree Head Support | Lightweight Comfortable Travel Pillow with Storage Bag for Sleeping | Traveling Flight Car Train Bus and Home Use NP-05 (Pink),8,0,0.00%,0.00%,9,0,0.00%,0.00%,87.50%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78996,NP-03,B0CDQ6G4TC,B0CDQ6G4TC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-03",23,0,0.00%,0.00%,29,0,0.00%,0.00%,86.96%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79229,GS-04,B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,47,0,0.01%,0.00%,86,0,0.01%,0.00%,11.43%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79266,T-01,B0D2LGR3GG,B0D2LGR3GG,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Safety Guards| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime | Type C | T-01",252,1,0.04%,0.01%,367,2,0.05%,0.02%,1.22%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79273,HS-02,B0D2LKB4BJ,B0D2LKB4BJ,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate lock| Portable |HS-02, Hair Straightener Tong - Purple",467,6,0.08%,0.07%,570,7,0.08%,0.07%,19.51%,83.33%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79332,HM-01,B0D63FKYZ5,B0D63FKYZ5,NexLev Scalp Massager for Stress Relief | Head Massager for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Massage | 120 Min Runtime | Type C | Washable Heads | 3 Modes | HM-01,297,6,0.05%,0.07%,344,8,0.05%,0.08%,15.48%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79466,TI-01,B0DFM4JZV9,B0DFM4JZV9,"Nexlev Tyre Inflator for Car | Touch Control |150 PSI |12V DC| 4 Nozzles | Digital Tyre Pressure Gauge| Carry Bag | Suitable for Bike, Bicycle or Any Inflatable | Emergency LED Light | TI-01",96,1,0.02%,0.01%,117,1,0.02%,0.01%,93.33%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79474,TIC-03,B0DJFH4K8B,B0DJFH4K8B,NexLev Cordless Tyre Inflator for Cars & Bikes|150 PSI| 2x2000 mAh Powerbank| Type-C Port| 5 Pre Set Mode|Auto Shut-Off |Digital Display| LED light | Multiple Nozzles| Aer Pro TIC-03,64,1,0.01%,0.01%,85,1,0.01%,0.01%,92.31%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79485,TM-04,B0DK9QNKK8,B0DK9QNKK8,"NexLev 2 in 1 Nose, Ear & Body Trimmer for Men| Ceramic Blade| 7000 RPM Copper Motor| Type C Charge| 90 Min Runtime| IPX7 Waterproof| Cordless| Overcharge Protection|TM-04",70,1,0.01%,0.01%,82,1,0.01%,0.01%,14.46%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0DPXH1DYT,B0DPXH1DYT,Nexlev CM-01 & CM-02 Cramp Massager Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79688,MM-01,B0DV8TR64D,B0DV8TR64D,NexLev Full Body Massage Chair Mat | Deep Tissue Massage with 22 Air Compression Bags | Remote Control | Heat Therapy | Spa at Home | Foldable & Compact Design | Ideal for Back & Shoulder Pain MM-01,311,8,0.06%,0.10%,380,9,0.05%,0.09%,95.79%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79690,PM-02,B0DV931G48,B0DV931G48,"NexLev Cordless Body Massager | Neck, Shoulder, Back, Legs & Thigh Pain Relief | 10 Intensity and 12 Modes | 6 Attachments | Deep Tissue Kneading for Complete Pain Relief | Charging Indicator | PM-02",33,0,0.01%,0.00%,40,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79686,MGS-02,B0DV94R4QD,B0DV94R4QD,NexLev Massage Gun | Body Massager |6 Speed for Body Relaxation and Muscle Recovery | 4 Attachment| Compact & Portable Design | For Neck Shoulder Back Foot Calf | 1H Use Time |For Men & Women |MGS-02,33,2,0.01%,0.02%,40,2,0.01%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79693,TM-05,B0DVC91Q7J,B0DVC91Q7J,NexLev Body & Intimate Trimmer for Men | Pubic Hair - Private Part Trimmer and Body Groomer |Vacuum for Mess Free Trimming | Ceramic Blades | Curved Edge for Safety | IPX7 Waterproof | TypeC |TM-05,133,6,0.02%,0.07%,173,22,0.02%,0.21%,96.27%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79678,NP-07,B0DVCDD5VC,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",45,1,0.01%,0.01%,59,1,0.01%,0.01%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F197PRXV,B0F197PRXV,Nexlev CFM-01 & CFM-02 Calf Massager Variation,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F199CGW6,B0F199CGW6,"Nexlev MG-01, MGS-02 & MGC-03 Massage Gun Variation",2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F1CTXXNH,B0F1CTXXNH,Nexlev LE-03 & BR-01 Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F1CZSBYC,B0F1CZSBYC,"Nexlev BM-01, BM-02 & BM-03 Massager Variation",2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F228SYPY,B0F228SYPY,"Nexlev LR-01, LR-02, LR-03",2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79657,SS-02 Set of Spares,B0F2N31GNX,B0F2N31GNX,NexLev Replacement Accessory Kit for Spin Scrubber SS-02 | Multipurpose Cleaning Heads for Home & Car,40,3,0.01%,0.04%,66,6,0.01%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79777,AP-01 HEPA,B0F6795PDP,B0F6795PDP,Nexlev Professional Air Purifier HEPA Filter for Model A6,250,11,0.04%,0.14%,336,13,0.05%,0.12%,99.71%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FCCHV183,B0FCCHV183,Nexlev Steam Cleaner SC-02 & Accessories Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FCRR92DQ,B0FCRR92DQ,Nexlev TI-01 & TI-02 Corded Tyre Inflator Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FCRT3ZZN,B0FCRT3ZZN,Nexlev TIC-03 & TIC-04 Cordless Tyre Inflator Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FLXSWVRP,B0FLXSWVRP,Nexlev HU-01 & HU-02 Humidifier Variation,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FM3KVSHW,B0FM3KVSHW,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,20,0,0.00%,0.00%,26,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79843,SC-04 Spare Set,B0FMF1D9NV,B0FMF1D9NV,NexLev Accessory Kit for 10-in-1 Steam Cleaner & Mop SC-04 | Multipurpose Attachments for Deep Cleaning,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FQCGYWH6,B0FQCGYWH6,"Nexlev HM-01, HM-02 & PM-01 Massager Variation",2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FQCH8LQJ,B0FQCH8LQJ,Nexlev TM-01 & TM-04 Mens Trimmer Variation,2,0,0.00%,0.00%,2,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FTZC39V1,B0FTZC39V1,Nexlev TM-02 & TM-05 Intimate Trimmer Variation,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0G48G3K5R,B0G48G3K5R,NexLev Stand Mixers and Accessories Variation,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0GD874BHN,B0GD874BHN,Nexlev HD-01 & HD-02 Hair Dryer Variation,3,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0GJ4XJ6YR,B0GJ4XJ6YR,"NexLev Smart Electric Toothbrush Combo for Adults (Black & Green) | 2-Min Timer, Quadpacer, Soft Bristles, 3 Modes | Travel Case Included",8,0,0.00%,0.00%,21,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79652,SC-05,B0F43P6D23,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,"30,080",545,2.84%,2.80%,"38,745",739,2.72%,2.74%,49.47%,42.09%,120,5,0.40%,0.92%,"₹ 2,85,389.83","₹ 14,495.00",119,5
FBA78980,GS-02,B0CDPMX152,B0CDPMX152,NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |Upto 5 Clothes in One Fill | Travel Friendly |GS-02,"15,466",122,1.46%,0.63%,"20,735",187,1.46%,0.69%,43.46%,57.89%,103,1,0.67%,0.82%,"₹ 1,75,308.47","₹ 2,199.00",103,1
FBA79350,EA-01,B0D67727VG,B0D67727VG,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for Better Absorption | 10 ML | Waterproof | EA-01,"3,999",87,0.38%,0.45%,"5,537",118,0.39%,0.44%,74.95%,61.40%,97,0,2.43%,0.00%,"₹ 88,350.85",₹ 0.00,95,0
FBA79349,SW-01,B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"5,563",91,0.53%,0.47%,"8,132",145,0.57%,0.54%,39.62%,64.91%,85,4,1.53%,4.40%,"₹ 70,359.32","₹ 4,074.00",84,4
FBA79570,BR-01,B0DKJXRXKM,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,"5,928",116,0.56%,0.60%,"8,352",157,0.59%,0.58%,36.89%,40.54%,84,2,1.42%,1.72%,"₹ 1,03,072.88","₹ 3,063.00",84,2
FBA79263,MR-01,B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","2,24,484","3,139",21.19%,16.15%,"2,74,181","3,899",19.28%,14.47%,27.35%,31.40%,79,1,0.04%,0.03%,"₹ 1,78,241.53","₹ 2,899.00",79,1
FBA79489,KE-02,B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","7,469",113,0.70%,0.58%,"11,169",178,0.79%,0.66%,56.37%,51.43%,54,1,0.72%,0.88%,"₹ 72,957.63","₹ 1,599.00",54,1
FBA79819,LR-03,B0FT8R24QM,B0FT8R24QM,"NexLev Portable Cordless Lint Remover | for Woollen, Sweaters, Jackets, Carpets | Fabric Brush | Rue & Burr Remover | Battery Powered Shaver | SS Blade | Safety Lock | LR-03","4,507",108,0.43%,0.56%,"6,783",155,0.48%,0.58%,12.18%,17.39%,53,2,1.18%,1.85%,"₹ 15,216.10",₹ 766.00,53,2
FBA78981,SC-01,B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 5 Mtr Cord | 1000W |SC-01","29,816",711,2.81%,3.66%,"39,534",978,2.78%,3.63%,17.98%,16.22%,47,1,0.16%,0.14%,"₹ 1,19,508.47","₹ 3,429.00",47,1
FBA79439,MR-02,B0DCK7ZH5P,B0DCK7ZH5P,"NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat Technology|Type C| HEPA captures 99.99% Dust|MR-02","30,949",453,2.92%,2.33%,"36,287",512,2.55%,1.90%,38.01%,36.80%,47,0,0.15%,0.00%,"₹ 1,33,718.64",₹ 0.00,47,0
FBA79573,EA-02,B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,"2,339",54,0.22%,0.28%,"3,062",72,0.22%,0.27%,76.53%,93.02%,38,1,1.62%,1.85%,"₹ 79,076.27","₹ 2,599.00",38,1
FBA79679,ST-01,B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer | 5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook |100% Copper Motor | For Roti Atta, Cookie Dough, Cake, Whip Cream & more | ST-01","18,885",171,1.78%,0.88%,"24,025",244,1.69%,0.91%,43.19%,54.13%,36,2,0.19%,1.17%,"₹ 1,77,694.92","₹ 11,398.00",36,2
FBA79488,KE-01,B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","4,887",86,0.46%,0.44%,"7,326",140,0.52%,0.52%,46.50%,49.25%,32,1,0.65%,1.16%,"₹ 44,305.08","₹ 1,749.00",31,1
FBA79493,V-03,B0DQCWRG3H,B0DQCWRG3H,NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for Tangle Free Styling|Salon Like Styles at Home|V-03,"17,639",70,1.66%,0.36%,"27,080",110,1.90%,0.41%,7.90%,8.62%,27,1,0.15%,1.43%,"₹ 45,367.80","₹ 2,099.00",27,1
FBA79373,ET-01-BK,B0D2P5TGWK,B0D2P5TGWK,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-01 Black","3,973",74,0.37%,0.38%,"5,615",104,0.39%,0.39%,13.55%,18.18%,27,1,0.68%,1.35%,"₹ 6,760.17",₹ 299.00,25,1
FBA79812,PB-01,B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Juices Baby Food | High Borosilicate Glass Jar | 3000 mAh Battery | Type C | Mix Fruit Juicer Mini | 450ml | For Kitchen & Travel | PB-01,"2,720",49,0.26%,0.25%,"3,798",71,0.27%,0.26%,26.58%,31.82%,18,2,0.66%,4.08%,"₹ 28,282.20","₹ 4,196.00",17,1
FBA79452,VC-01,B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,"14,091",125,1.33%,0.64%,"19,601",183,1.38%,0.68%,5.83%,8.79%,15,0,0.11%,0.00%,"₹ 20,884.75",₹ 0.00,15,0
FBA79280,LR-02,B0D845B2DG,B0D845B2DG,NexLev Rechargeable Lint Remover | for Woollen Sweaters Shirts Coat Curtains & Carpets | Rue & Burr Remover | 180 Min Use | TypeC | SS Blade | 2000mAh | 3 Speed Modes | Safety Lock | LR-02,"2,489",72,0.23%,0.37%,"3,736",114,0.26%,0.42%,15.10%,11.11%,17,0,0.68%,0.00%,"₹ 21,489.83",₹ 0.00,14,0
FBA79229,GS-04,B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,193,2,0.02%,0.01%,324,2,0.02%,0.01%,94.46%,0.00%,13,0,6.74%,0.00%,"₹ 22,128.81",₹ 0.00,13,0
FBA79406,HSB-04,B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","19,275",130,1.82%,0.67%,"25,136",177,1.77%,0.66%,7.54%,1.30%,12,0,0.06%,0.00%,"₹ 22,160.17",₹ 0.00,12,0
FBA79374,ET-02-GN,B0D2P7WLJB,B0D2P7WLJB,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-02 Green","1,701",34,0.16%,0.17%,"2,272",45,0.16%,0.17%,9.87%,0.00%,10,0,0.59%,0.00%,"₹ 2,505.93",₹ 0.00,10,0
FBA79405,HSB-03,B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush for Woman|Frizz-Free Straightening upto 12H| Ceramic Plates |60mm Wide Brush |130-210° |Keratin Bristles| Thermo Protect Technology|No Scalp Burn|1500W|HSB-03,"5,650",29,0.53%,0.15%,"7,592",41,0.53%,0.15%,11.47%,5.56%,10,0,0.18%,0.00%,"₹ 14,516.10",₹ 0.00,10,0
FBA79472,CM-02-PR,B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,"1,390",29,0.13%,0.15%,"1,869",36,0.13%,0.13%,34.70%,26.32%,10,0,0.72%,0.00%,"₹ 11,879.66",₹ 0.00,10,0
FBA79268,GS-05,B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"8,680",99,0.82%,0.51%,"11,595",130,0.82%,0.48%,10.66%,9.80%,9,0,0.10%,0.00%,"₹ 13,351.69",₹ 0.00,9,0
FBA79277,SC-03,B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window,Glass,Upholstery| 18 Accessories Kit|Safety Lock| Large 1200ML Water Tank | SC-03","2,497",88,0.24%,0.45%,"3,519",121,0.25%,0.45%,39.39%,31.82%,9,0,0.36%,0.00%,"₹ 53,228.81",₹ 0.00,9,0
FBA79567,SC-04,B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"26,105",396,2.46%,2.04%,"34,789",577,2.45%,2.14%,4.24%,3.55%,7,0,0.03%,0.00%,"₹ 35,070.34",₹ 0.00,7,0
FBA79265,CR-01,B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",210,2,0.02%,0.01%,296,2,0.02%,0.01%,33.98%,0.00%,6,0,2.86%,0.00%,"₹ 3,486.44",₹ 0.00,6,0
FBA79404,FS-01,B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","6,305",52,0.60%,0.27%,"7,663",61,0.54%,0.23%,6.12%,12.12%,6,0,0.10%,0.00%,"₹ 5,956.78",₹ 0.00,6,0
FBA79440,LE-02,B0DCGHKRXX,B0DCGHKRXX,NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC | Targeted Laser Treatment Machine |3 Modes |LE-02,"12,193",59,1.15%,0.30%,"15,922",70,1.12%,0.26%,8.51%,2.56%,6,0,0.05%,0.00%,"₹ 10,001.69",₹ 0.00,6,0
FBA79469,LE-04,B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,575,13,0.05%,0.07%,775,26,0.05%,0.10%,35.47%,11.11%,6,0,1.04%,0.00%,"₹ 7,470.34",₹ 0.00,6,0
FBA79811,MC-01,B0FSF1N457,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,"5,853",120,0.55%,0.62%,"7,176",141,0.50%,0.52%,13.78%,12.33%,6,0,0.10%,0.00%,"₹ 2,715.25",₹ 0.00,6,0
FBK79271,V-01 RG,B0DQ8W1RBV,B0DQ8W1RBV,Nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft Curl At Home|3 Speed & 2 Heat Settings|V-01 RG,"5,895",21,0.56%,0.11%,"7,872",24,0.55%,0.09%,8.75%,0.00%,5,0,0.08%,0.00%,"₹ 6,309.32",₹ 0.00,5,0
FBA79591,KM-01,B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",363,11,0.03%,0.06%,508,19,0.04%,0.07%,17.04%,20.00%,5,0,1.38%,0.00%,"₹ 6,754.24",₹ 0.00,5,0
