"return-date","order-id","sku","asin","fnsku","product-name","quantity","fulfillment-center-id","detailed-disposition","reason","license-plate-number","customer-comments"
"2026-05-22T04:26:54+00:00","402-8340703-2142724","FBA79482","B0DXFPM4N2","X00298C9U3","Audio Array AM-S1 BT v5.3 |Professional 4"" Studio Monitor Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USB C, TRS, RCA","1","LKO1","CUSTOMER_DAMAGED","DEFECTIVE","LPNLKO1B1752559",
"2026-05-21T07:45:23+00:00","406-5235935-7833115","FBA79967","B0G2C2RCXN","X002G97ZZ9","Audio Array Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording","1","HYD8","SELLABLE","UNDELIVERABLE_REFUSED","LPNHYD8DZ72222",
"2026-05-21T07:24:14+00:00","171-6438576-3963548","FBA79005","B0CKHVHVQ1","X001VS0O1X","Audio Array AM-W45 Wireless Conference Microphone with Speaker | Bluetooth, USB & 4 Mics | 360° Pickup Upto 4M | Noise Reduction & Enhanced Voice | Portable Speakerphone for Video Calls/Zoom Meeting","1","HYD8","SELLABLE","UNDELIVERABLE_REFUSED","LPNHYD8EB23385",
"2026-05-21T06:45:37+00:00","404-3497934-0698711","FBA79980","B0GN8MMKY1","X002IKHNPX","Audio Array AK-37 White MIDI Keyboard 37 Velocity Sensitive Keys, Built-in Speakers, 200 Presets, Sustain & Touch, Tempo, Octave/Transpose/Tune, Master Volume Knob, LED Display BT AA & Type-C Power","1","DEL4","SELLABLE","DEFECTIVE","LPNDEL4AA2147667",
"2026-05-21T06:24:11+00:00","402-0611052-9181168","FBA79482","B0DXFPM4N2","X00298C9U3","Audio Array AM-S1 BT v5.3 |Professional 4"" Studio Monitor Speaker Pair| 60W Class D Amplification,Woven Composite Woofer,1"" Silk-Dome Tweeter,EQ Controls|Music/Monitor Mode, Aux, HDMI, USB C, TRS, RCA","1","BLR7","SELLABLE","DEFECTIVE","LPNBLR7Y7572043",
"2026-05-21T05:58:24+00:00","407-1125467-8120356","FBA78203","B0C4YTNJG7","X001S25SQ3","Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover","1","DEL4","SELLABLE","UNDELIVERABLE_UNKNOWN","LPNDEL4AA4009096",
"2026-05-20T05:24:21+00:00","406-0143751-9982764","FBA79967","B0G2C2RCXN","X002G97ZZ9","Audio Array Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording","1","HYD8","SELLABLE","DEFECTIVE","LPNHYD8EA18247",
"2026-05-20T04:01:11+00:00","408-4270332-1335536","FBA79966","B0G53KWRVW","X002GRB8JZ","Audio Array AM-Mix10 10-Channel Hybrid USB Mixer with10 Analog+2 Digital Inputs, 48kHz/16-Bit DSP, Phantom Power, USB-C Powered, AUX Sends, Built-In FX, Balanced XLR Outputs for Live, Studio & Podcast","1","CJB1","CARRIER_DAMAGED","DEFECTIVE","LPNCJB1X179546",
"2026-05-19T08:24:03+00:00","402-0787188-0565166","FBA79967","B0G2C2RCXN","X002G97ZZ9","Audio Array Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording","1","HYD8","SELLABLE","UNDELIVERABLE_REFUSED","LPNHYD8DZ78193",
"2026-05-19T04:30:23+00:00","403-1257002-7220301","FBA79981","B0GN8MFDGZ","X002IKH3L7","Audio Array AK-61 Neo 61 Key Electronic Keyboard with LED Display, 200 Presets & 512 Timbres, Built-in 2.0 Speakers, with Mic, Vibrato, Sustain, Transpose, Battery & Adapter Powered, Headphone Out","1","AMD2","CARRIER_DAMAGED","DEFECTIVE","LPNAMD2M4011509",
