campaignId,campaignName,brand,asin,sku,model,category_l0,category_l1,category_l2,spend,impressions,clicks,attributed_sales,units_sold,ams_orders,method
69860970924994,Ton_Condenser_TC-777_SBV_KT,Tonor,B07WLWN2ZT,FBA77101,TC-777,Condenser Microphone,Tripod,,79.59,158,2,0.0,0,0,L0_ads_api
