"sku","fnsku","asin","product-name","condition","your-price","mfn-listing-exists","mfn-fulfillable-quantity","afn-listing-exists","afn-warehouse-quantity","afn-fulfillable-quantity","afn-unsellable-quantity","afn-reserved-quantity","afn-total-quantity","per-unit-volume","afn-inbound-working-quantity","afn-inbound-shipped-quantity","afn-inbound-receiving-quantity","afn-researching-quantity","afn-reserved-future-supply","afn-future-supply-buyable","store"
"FBA75673","X001L46QAP","B0B4DPX2J2","Audio Array AM-C1 USB Condenser Microphone Kit | for Podcasting, Online Meeting, Gaming, Singing & Live Streaming | Boom Arm, Pop Filter, Mic Cover, Spider Shock Mount, Tripod & 2.5M USB Cable","New","2669.00","No",,"Yes","96","94","1","0","164","7540.51","60","0","8","1","0","0",
"FBA75674","X001L4QVU5","B0B4G19R58","Audio Array AM-C2 XLR Condenser Microphone Kit | Boom Arm, 2M Cable, Pop Filter & Mic Cover | Compatible with Audio Interface, Mixer & preamp | Recording, Podcasting, Streaming, Home Studio (Black)","New","3819.00","No",,"Yes","66","66","0","0","66","12496.61","0","0","0","0","0","0",
"FBA75675","X001L4RWFN","B0B4G8ZB64","Audio Array AM-C3 XLR to TRS Dynamic Handheld Karaoke Microphone | Premium Metal Built with 3M Cable | Singing, Public Meetings, Studio Recording, Live Show, Party, Church, Wedding","New","1049.00","No",,"Yes","6","6","0","0","6","1861.57","0","0","0","0","0","0",
"FBA75676","X001L4B62N","B0B4DS678Q","Audio Array AM-C4 USB Plug & Play Condenser Microphone with Tripod, Pop-Filter & Shock Mount | for Conference, Gaming, Podcasting, Voice Over, YouTube, Skype, Zoom & Live Streaming on iOS,Windows","New","1899.00","No",,"Yes","20","20","0","0","20","3530.1","0","0","0","0","0","0",
"FBA75677","X001L5ZA2J","B0B4KC7VBM","Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)","New","2369.00","No",,"Yes","7","5","0","2","7","2202.26","0","0","0","0","0","0",
"FBA75678","X001L4X3H9","B0B4G8PH2P","Audio Array Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties | AA-01","New","2169.00","No",,"Yes","16","15","1","0","16","7223.25","0","0","0","0","0","0",
"FBA75679","X001L5GHUN","B0B4JRQP22","Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","New","2519.00","No",,"Yes","40","39","0","1","40","10111.64","0","0","0","0","0","0",
"FBA75680","X001L4N6P3","B0B4G1PXWV","Audio Array AM-C6 USB Plug & Play Condenser Microphone Kit | with pop-Filter & Shock Mount | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | Gaming, Podcasting & Streaming","New","1999.00","No",,"Yes","3","3","0","0","3","2223.89","0","0","0","0","0","0",
"FBA75681","X001L4O3UP","B0B4FZS38V","Audio Array AM-C7 USB 2 in 1 Plug & Play Condenser Microphone Kit with Boom Arm | 3.5 mm No Latency Monitoring, Volume Control & Mute Button| for Conference, Gaming, Podcasting & Live Streaming","New","2414.00","No",,"Yes","0","0","0","0","5","4850.57","5","0","0","0","0","0",
"FBA75683","X001L4TMU1","B0B4G94VP3","Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.","New","524.00","No",,"Yes","18","18","0","0","18","1326.7","0","0","0","0","0","0",
