ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,1096,0,40,43,546721.36,2026-08-29
B07Y1C6GDS,441,0,83,10,1148614.85,2026-08-29
B07JHDKXK4,415,0,137,15,982667.65,2026-08-29
B09Q2ZZGH2,364,27,23,12,850393.53,2026-08-29
B07JJ62B1B,352,0,345,8,717649.01,2026-08-29
B09JG62KDJ,251,2,37,9,491130.52,2026-08-29
B06XCKGLTP,167,501,2,10,285667.52,2026-08-29
B0BMFQP2ZZ,142,827,0,3,515355.87,2026-08-29
B00LM7ZYJC,140,0,1,0,56947.5,2026-08-29
B08CF614NK,133,150,132,0,477236.38,2026-08-29
B084P1CXFD,130,0,79,2,1199810.78,2026-08-29
B09BQQTLC8,125,7,0,1,77676.14,2026-08-29
B09LCL456X,118,0,116,4,141384.39,2026-08-29
B08FW1Q676,115,0,115,8,362324.82,2026-08-29
B09XKD3H6C,93,21,50,1,216154.02,2026-08-29
B0002OOMW6,88,39,77,0,35604.81,2026-08-29
B00JDJNZ6K,71,0,0,0,23727.47,2026-08-29
B000EEJBDE,67,21,28,0,24519.34,2026-08-29
B01N6448Q4,58,31,0,1,225834.46,2026-08-29
B07RM4B5LJ,55,0,55,0,417819.01,2026-08-29
B001D7UYBO,54,5,0,1,506073.98,2026-08-29
B09L7ZXKKF,53,0,53,0,388512.21,2026-08-29
B07JHMWKBF,48,0,0,8,12565.47,2026-08-29
B09V14JDTF,46,3,0,2,90923.42,2026-08-29
B07G4CCMYL,41,0,10,1,229044.09,2026-08-29
B00BSL5Z1E,34,0,6,0,596951.16,2026-08-29
B07RL6VG3H,32,2,32,5,240018.96,2026-08-29
B00JDJ89DE,31,7,8,0,38877.07,2026-08-29
B07HDB12FM,28,2,0,0,235480.12,2026-08-29
B000EEL9G6,28,21,3,0,10321.22,2026-08-29
B09V12PT9H,26,13,0,1,51391.5,2026-08-29
B00MMKQOEM,26,18,23,0,416043.86,2026-08-29
B015R0IQGW,24,2,0,11,128434.15,2026-08-29
B00T8L17N6,23,23,0,1,8477.87,2026-08-29
B0BFBDT2D2,23,1,1,1,321036.36,2026-08-29
B09NZY68GM,21,0,5,0,44932.15,2026-08-29
B09GTMFRGB,17,0,16,1,59593.96,2026-08-29
B000XXO7B2,17,0,17,0,262160.71,2026-08-29
B081S9BCHF,17,0,0,0,388174.66,2026-08-29
