ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,989,0,1,55,470867.24,2026-06-12
B07Y1C6GDS,781,0,0,15,2020821.49,2026-06-12
B07JJ62B1B,497,0,497,4,1004846.36,2026-06-12
B07JHMWKBF,416,0,140,2,102559.1,2026-06-12
B07JHDKXK4,400,0,28,26,924275.24,2026-06-12
B09Q2ZZGH2,343,53,5,11,747272.33,2026-06-12
B09JG62KDJ,244,0,24,8,450215.56,2026-06-12
B08CF614NK,223,0,144,2,799725.96,2026-06-12
B09LCL456X,198,0,198,9,239189.23,2026-06-12
B0002OOMW6,184,0,0,0,75077.93,2026-06-12
B09XKD3H6C,160,11,0,0,362682.15,2026-06-12
B08FW1Q676,159,0,158,9,500956.35,2026-06-12
B084P1CXFD,130,8,87,3,1162506.83,2026-06-12
B06XCKGLTP,87,315,35,10,139451.41,2026-06-12
B0002DUS8E,79,0,1,0,32829.59,2026-06-12
B07RM4B5LJ,77,0,0,0,591642.74,2026-06-12
B07RL6VG3H,67,0,0,0,509290.23,2026-06-12
B09GTMFRGB,57,0,57,1,199698.94,2026-06-12
B000EEJBDE,55,1,0,0,19600.85,2026-06-12
B09L7ZXKKF,54,0,54,0,395842.63,2026-06-12
B088NFWLZP,44,0,44,0,63453.01,2026-06-12
B00BSL5Z1E,37,0,0,0,649623.32,2026-06-12
B00MMKQOEM,32,12,0,2,507464.09,2026-06-12
B00HVUSRY8,31,20,0,0,27031.64,2026-06-12
B00KQEXK2A,31,0,14,4,194858.39,2026-06-12
B00T8L17N6,29,14,0,0,10568.88,2026-06-12
B07G4CCMYL,29,0,0,0,157750.46,2026-06-12
B000EEL9G6,28,2,1,0,9803.32,2026-06-12
B00JDJ89DE,27,4,0,0,33556.65,2026-06-12
B00JDJNZ6K,24,12,0,0,8016.63,2026-06-12
B09V14JDTF,20,2,1,0,39137.57,2026-06-12
B001EM180O,19,0,17,0,360024.44,2026-06-12
B07FYQP9ML,19,0,2,0,341802.0,2026-06-12
B000EENF4U,18,12,0,0,6458.55,2026-06-12
B01N6448Q4,18,0,0,0,70457.88,2026-06-12
B000XXO7B2,18,0,1,0,277940.96,2026-06-12
B06XF31654,17,0,0,0,6578.52,2026-06-12
B003AYM8BW,16,0,0,0,11024.87,2026-06-12
B003B0CEVY,15,0,2,0,6195.49,2026-06-12
B07QKWFTK1,15,0,0,2,168013.27,2026-06-12
B06XF43R53,15,7,0,0,5658.45,2026-06-12
B00B5LEAFE,15,4,0,1,6126.48,2026-06-12
B003B01QSG,14,30,0,1,5135.41,2026-06-12
B00X5TXLN6,14,0,0,0,83796.62,2026-06-12
B00JDIE0AG,14,0,0,0,15199.2,2026-06-12
B00EGHMOZC,13,0,0,0,177208.0,2026-06-12
B00B3PB11I,12,0,12,0,45471.59,2026-06-12
B0002J6I7S,12,3,6,1,21541.7,2026-06-12
B074SYXZV9,12,0,12,0,352287.83,2026-06-12
B003B01KV4,11,0,0,0,7579.6,2026-06-12
B00BL70Y7U,11,0,0,0,188411.88,2026-06-12
B003B03XB4,11,0,0,0,4584.36,2026-06-12
B0BF9MN8R2,10,2,6,0,44071.28,2026-06-12
B003XEXGNS,10,0,0,0,61984.9,2026-06-12
B003B063G6,10,1,0,0,4610.36,2026-06-12
B08FRYTVSZ,9,0,0,0,13025.4,2026-06-12
B00LM7ZV1I,9,0,0,0,3420.27,2026-06-12
B0002DUS16,9,0,0,0,4662.37,2026-06-12
B009X3PM08,9,0,9,0,80504.61,2026-06-12
B00OB47PF4,8,0,0,0,12019.41,2026-06-12
B0002E2OSU,8,0,0,1,9871.78,2026-06-12
B09NQBDGT3,8,6,0,0,75119.13,2026-06-12
B002IJK0H4,8,4,3,0,2501.96,2026-06-12
B002IJK0HY,7,1,0,0,2118.67,2026-06-12
B00O46Y8F4,7,0,1,1,10516.06,2026-06-12
B0030YD3IY,7,1,0,1,33104.62,2026-06-12
B00KQPGRRE,7,0,7,0,88012.95,2026-06-12
B00S5WRW6U,7,16,0,0,31866.52,2026-06-12
B0BFBDT2D2,7,7,0,0,97706.72,2026-06-12
B07BCN55VP,7,0,1,0,165513.07,2026-06-12
B07N29RF9W,6,0,0,0,174715.8,2026-06-12
B003B0A740,6,0,0,0,7083.56,2026-06-12
B08D7SWGG5,6,0,6,0,45663.61,2026-06-12
B0002F4WLG,6,0,0,0,108080.54,2026-06-12
B000RVX1Q2,5,0,0,0,82821.54,2026-06-12
B073W8ZYPJ,5,0,0,0,8449.47,2026-06-12
B00MWRZ9NM,5,0,0,0,7516.74,2026-06-12
B003ZVBO8I,5,2,3,0,5087.9,2026-06-12
B00LE6IE0C,5,0,0,0,40828.23,2026-06-12
B018BPG6U8,5,0,0,0,12340.97,2026-06-12
B000FPAZS2,5,0,0,0,5080.4,2026-06-12
B08PJRGZ98,5,2,0,0,54454.3,2026-06-12
B000UJHE2S,5,4,0,0,2240.18,2026-06-12
B0002E3L00,5,0,0,0,5935.47,2026-06-12
B06Y25Y2LK,5,1,0,0,20426.61,2026-06-12
B0002F7J5M,5,0,1,0,7971.63,2026-06-12
