amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba,order-item-id,is-prime
404-4676213-9111510,404-4676213-9111510,2026-08-27T07:28:51+00:00,2026-08-27T16:29:53+00:00,Shipped,Amazon,Amazon.in,,Standard,nexlev Stick Vacuum Cleaner For House | Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum C,FBA79452,B0DCGHVN81,Shipped,1,INR,0.0,,,,,,,,SHADHORA,MADHYA PRADESH,473330,IN,,false,,,,false,67015321953762,false
403-9085972-2067502,403-9085972-2067502,2026-08-27T07:22:59+00:00,2026-08-28T19:33:10+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,VASAI VIRAR,MAHARASHTRA,401209,IN,,false,,,,false,67018613117202,false
403-0117655-0382719,403-0117655-0382719,2026-08-27T06:55:16+00:00,2026-08-28T08:16:54+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,0.0,,,,,,,,THANE,MAHARASHTRA,400615,IN,,false,,,,false,67019660218842,false
405-9118626-9193958,405-9118626-9193958,2026-08-27T06:52:45+00:00,2026-08-28T17:33:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,,,30.0,,,,SATARA,MAHARASHTRA,415019,IN,,false,,,,false,67015188898202,false
403-2325245-6922767,403-2325245-6922767,2026-08-27T06:29:37+00:00,2026-08-29T04:51:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Hair Straightener Brush For Woman | Ionic Hair Straightener For Woman Brush | Ceramic Plates | 60mm Wide | Thermo Protect | 130-210°C Adjustab,FBA79405,B0D9KFP4MG,Shipped,1,INR,1799.0,,40.0,,,,,40.0,AHMEDABAD,GUJARAT,382481,IN,,false,,,,false,67018458482522,false
407-7032481-1091569,407-7032481-1091569,2026-08-27T06:24:00+00:00,2026-08-28T19:47:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,HYDERABAD,TELANGANA,500010,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67015108574402,false
171-4748286-6189166,171-4748286-6189166,2026-08-27T06:23:09+00:00,2026-08-29T11:46:16+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeab,FBA79812,B0FS6TB7CP,Shipped,1,INR,2199.0,,,,,,43.98,,RAMBAN,JAMMU & KASHMIR,182148,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67015107095802,false
406-8202345-3457111,406-8202345-3457111,2026-08-27T06:13:08+00:00,2026-08-27T14:32:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable,FBA79472,B0DFCDZWND,Shipped,1,INR,1399.0,,,,,,,,CHENNAI,TAMIL NADU,600122,IN,,false,,,,false,67018475551602,false
403-4006274-5691522,403-4006274-5691522,2026-08-27T06:00:09+00:00,2026-08-29T07:50:29+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"nexlev Dust Mite Vacuum Cleaner MR-03 | 14KPa Sofa Cleaning Machine for Mattress, Sofa & Carpet, UV-C Light, Double beat Vibration & 60º hot air, HEP",FBA79984,B0GM1CZC7Y,Cancelled,0,,,,,,,,,,PRAYAGRAJ,UTTAR PRADESH,211002,IN,,false,,,,false,67015049017482,false
406-1582337-1957112,406-1582337-1957112,2026-08-27T05:57:07+00:00,2026-08-27T16:46:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,BENGALURU,KARNATAKA,561203,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67018249216442,false
402-4337736-0603546,402-4337736-0603546,2026-08-27T05:38:55+00:00,2026-08-28T06:12:08+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,40.0,,,,,40.0,Pune,MAHARASHTRA,411014,IN,,false,,,,false,67018006007362,false
407-4301765-9553921,407-4301765-9553921,2026-08-27T05:13:41+00:00,2026-08-30T08:45:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Dust Mite Vacuum Cleaner MR-03 | 14KPa Sofa Cleaning Machine for Mattress, Sofa & Carpet, UV-C Light, Double beat Vibration & 60º hot air, HEP",FBA79984,B0GM1CZC7Y,Shipped,1,INR,5299.0,,,,,,,,MUMBAI,MAHARASHTRA,400070,IN,,false,,,,false,67014926507282,false
406-2025240-8441955,406-2025240-8441955,2026-08-27T05:11:56+00:00,2026-08-29T03:39:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Steam Iron Handheld For Clothes | Hand Iron Steamer For Clothes 1500W Garment Steamer | 300ML Tank | Vertical & Horizontal Steam Press for Clot,FBA78980,B0CDPMX152,Shipped,1,INR,2199.0,,40.0,,,,,40.0,MADURAI,TAMIL NADU,625007,IN,,false,,,,false,67010307611922,false
406-7240026-6915544,406-7240026-6915544,2026-08-27T05:03:03+00:00,2026-08-27T22:26:59+00:00,Shipped,Amazon,Amazon.in,,Expedited,nexlev Stick Vacuum Cleaner For House | Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum C,FBA79452,B0DCGHVN81,Shipped,1,INR,2099.0,,40.0,,,,,40.0,FARIDABAD,HARYANA,121004,IN,,false,,,,false,67016529124682,false
403-7397894-1809913,403-7397894-1809913,2026-08-27T04:55:59+00:00,2026-08-28T05:45:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Cordless Hair Straightener | Ionic Keratin Bristles Hair Straightener Brush for Woman | Up to 200°C Heating | 60 Min Runtime | Type-C Recharge,FBA79406,B0DCK3N2JJ,Shipped,1,INR,2861.0,,40.0,,,,57.22,40.0,INDORE,MADHYA PRADESH,452016,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67016682242242,false
404-4691768-9258730,404-4691768-9258730,2026-08-27T04:53:35+00:00,2026-08-27T11:31:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushhea,FBA79673,B0FJG5PFGQ,Shipped,1,INR,649.0,,40.0,,,,,40.0,KISHTWAR,JAMMU & KASHMIR,182204,IN,,false,,,,false,67016566735762,false
408-0306004-5913153,408-0306004-5913153,2026-08-27T04:53:33+00:00,2026-08-27T10:46:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,MUMBAI,MAHARASHTRA,400104,IN,,false,,,,false,67016558677682,false
408-6497030-3176357,408-6497030-3176357,2026-08-27T04:24:04+00:00,2026-08-27T09:21:15+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Cancelled,0,,,,,,,,,,HYDERABAD,TELANGANA,500049,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67010193388602,false
171-3467426-4757113,171-3467426-4757113,2026-08-27T04:22:09+00:00,2026-08-27T10:15:08+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,NAGPUR,MAHARASHTRA,440037,IN,,false,,,,false,67016292523882,false
403-6789823-7293139,403-6789823-7293139,2026-08-27T04:15:03+00:00,2026-08-29T09:25:07+00:00,Shipped,Amazon,Amazon.in,,Expedited,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window,Glass,Upholstery| 18 Accessorie",FBA79277,B0D672NXC8,Shipped,1,INR,7398.0,,,,,,,,ALAPPUZHA,KERALA,688013,IN,,true,,,,false,67010174731162,false
402-6046296-5332314,402-6046296-5332314,2026-08-27T03:31:30+00:00,2026-08-28T11:26:09+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,40.0,,,,59.96,40.0,MOHALI,PUNJAB,140306,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67014728050482,false
406-8955494-5387514,406-8955494-5387514,2026-08-27T03:13:55+00:00,2026-08-27T12:03:59+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,KOLKATA,WEST BENGAL,700082,IN,,true,,Business Price,,false,67014682757642,false
407-6739255-1018704,407-6739255-1018704,2026-08-27T03:00:57+00:00,2026-08-27T10:51:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,,,,,,,BHOPAL,MADHYA PRADESH,462023,IN,,false,,,,false,67012370877082,false
171-9993739-6281139,171-9993739-6281139,2026-08-27T02:14:50+00:00,2026-08-27T04:45:56+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch O,FBA79811,B0FSF1N457,Shipped,1,INR,598.0,,,,,,,,PANIHATI,WEST BENGAL,700114,IN,,false,,,,false,67013989242322,false
171-0161576-3825154,171-0161576-3825154,2026-08-27T01:54:52+00:00,2026-08-27T19:24:13+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Replacement HEPA Filter | Compatible with NexLev Corded Mite Remover (MR-01) | Captures 99.99% Dust, Mites & Allergens | Washable & Durable Fil",FBA79436,B0DGTGKPJR,Shipped,1,INR,299.0,,6.34,,,,,6.34,BENGALURU,KARNATAKA,560049,IN,,true,26270060,Business Price,,false,67012277327002,false
408-4589825-5409150,408-4589825-5409150,2026-08-27T01:44:53+00:00,2026-08-27T04:35:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all F,FBA79349,B0D9KDQCCM,Shipped,1,INR,999.0,,40.0,,,,,40.0,GAURI BAZAR,UTTAR PRADESH,274202,IN,,false,,,,false,67014205021282,false
404-9379019-4344308,404-9379019-4344308,2026-08-27T01:22:50+00:00,2026-08-27T09:53:50+00:00,Shipped,Amazon,Amazon.in,,Standard,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,0.0,,,,,,,,CHENNAI,TAMIL NADU,600021,IN,,false,,,,false,67014258532602,false
402-9206272-0589106,402-9206272-0589106,2026-08-26T23:43:47+00:00,2026-08-27T05:15:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev 10-in-1 Foldable Steam Cleaner & Mop| 2 Steam Modes| All Surfaces & Upholstery| 12 Accessories| 350ml Tank| 5M Cord|Swivel Design|Powerful Chem,FBA79567,B0DNJS23HS,Shipped,1,INR,5999.0,,,,,,,,CHENNAI,TAMIL NADU,600083,IN,,false,,,,false,67011577521322,false
407-8167885-2485143,407-8167885-2485143,2026-08-26T22:47:29+00:00,2026-08-27T06:58:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,40.0,,,,,40.0,NEW DELHI,DELHI,110009,IN,,false,,,,false,67011114720682,false
402-2218995-0209930,402-2218995-0209930,2026-08-26T22:19:11+00:00,2026-08-27T09:24:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,79.0,,,,,79.0,KOLKATA,WEST BENGAL,700046,IN,,false,,,,false,67011023134882,false
402-1774971-6585117,402-1774971-6585117,2026-08-26T21:42:04+00:00,2026-08-28T04:34:59+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Steam Iron Handheld For Clothes | Hand Iron Steamer For Clothes 1500W Garment Steamer | 300ML Tank | Vertical & Horizontal Steam Press for Clot,FBA78980,B0CDPMX152,Shipped,1,INR,2199.0,,,,,,,,MUMBAI,MAHARASHTRA,400033,IN,,false,,,,false,67010514757922,false
403-7529933-7697159,403-7529933-7697159,2026-08-26T20:22:28+00:00,2026-08-27T07:19:11+00:00,Shipped,Amazon,Amazon.in,,Expedited,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window,Glass,Upholstery| 18 Accessorie",FBA79277,B0D672NXC8,Shipped,1,INR,7398.0,,,,,,,,BENGALURU,KARNATAKA,560084,IN,,false,,,,false,67008722345082,false
405-3340491-3847552,405-3340491-3847552,2026-08-26T19:52:09+00:00,2026-08-27T11:06:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushhea,FBA79346,B0D25LNDSY,Shipped,1,INR,649.0,,19.0,,,,12.98,19.0,Mumbai,MAHARASHTRA,400083,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67006488076402,false
402-7471180-1922758,402-7471180-1922758,2026-08-26T19:50:42+00:00,2026-08-27T13:53:31+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Cancelled,0,,,,,,,,,,BENGALURU,KARNATAKA,560027,IN,,false,,,,false,67006409428922,false
406-5310890-6282719,406-5310890-6282719,2026-08-26T19:16:17+00:00,2026-08-27T20:56:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Stand Mixer | 2000W Copper Motor Dough Maker Machine with Digital Timer, 6L Stainless Steel Bowl, 6 Speed + Pulse Control, Metal Gears, Planeta",FBA79992,B0GN94YDY2,Shipped,1,INR,10999.0,,,,,,219.98,,MUMBAI,MAHARASHTRA,400061,IN,PLM-37515e42-6482-4536-8421-81758a5f3f89,true,,,,false,67007661997722,false
407-3229575-7053955,407-3229575-7053955,2026-08-26T19:13:50+00:00,2026-08-27T04:46:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,,,,,,,LUCKNOW,UTTAR PRADESH,226023,IN,,false,,,,false,67006914744922,false
406-6392260-7517145,406-6392260-7517145,2026-08-26T18:21:34+00:00,2026-08-26T19:20:02+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Stand Mixer | 2000W Copper Motor Dough Maker Machine with Digital Timer, 8L Stainless Steel Bowl, 6 Speed + Pulse Control, Metal Gears, Planeta",FBA79993,B0GN8WW6BC,Cancelled,0,,,,,,,,,,MUMBAI,MAHARASHTRA,400061,IN,,true,,,,false,67004604541202,false
403-9412378-0731524,403-9412378-0731524,2026-08-26T18:20:50+00:00,2026-08-28T19:32:05+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,REHAMBAL,JAMMU & KASHMIR,182121,IN,,false,,,,false,67002687751522,false
407-6709721-0993941,407-6709721-0993941,2026-08-26T17:36:02+00:00,2026-08-27T05:26:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,40.0,,,,,40.0,KONNAGAR,WEST BENGAL,712235,IN,,false,,,,false,67002438423402,false
407-9141214-5689941,407-9141214-5689941,2026-08-26T17:34:43+00:00,2026-08-28T15:13:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,MUMBAI,MAHARASHTRA,400088,IN,,false,,,,false,67004367341282,false
407-8246491-2694707,407-8246491-2694707,2026-08-26T17:28:33+00:00,2026-08-26T22:26:48+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Cancelled,0,,,,,,,,,,KONNAGAR,WEST BENGAL,712235,IN,,false,,,,false,67005728008402,false
402-9981671-9536312,402-9981671-9536312,2026-08-26T17:04:29+00:00,2026-08-26T17:09:51+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Cancelled,0,,,,,,,,,,NAVI MUMBAI,MAHARASHTRA,400709,IN,,false,,,,false,67003397441162,false
402-5530195-4146720,402-5530195-4146720,2026-08-26T16:59:27+00:00,2026-08-27T14:28:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,Wayanad,KERALA,670731,IN,,false,,,,false,67003401302882,false
402-0467965-1499511,402-0467965-1499511,2026-08-26T16:53:03+00:00,2026-08-26T16:58:57+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Cancelled,0,,,,,,,,,,NAVI MUMBAI,MAHARASHTRA,400709,IN,,false,,,,false,67003525996282,false
171-4328987-9653127,171-4328987-9653127,2026-08-26T16:49:47+00:00,2026-08-28T23:16:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,Thrissur,KERALA,680028,IN,,false,,,,false,67000650521122,false
404-1143032-9737133,404-1143032-9737133,2026-08-26T16:24:06+00:00,2026-08-30T16:07:55+00:00,Shipped,Amazon,Amazon.in,,Standard,"NexLev Car Air Purifier | CAP-05 Air Purifier For Living Room with H13 HEPA Filter, Activated Carbon, Negative Ion Generator & 360° Air Intake, USB T",FBA79989,B0GN86G345,Shipped,1,INR,0.0,,,,,,,,KOLKATA,WEST BENGAL,700027,IN,,false,,,,false,67000562665002,false
408-9344055-5896359,408-9344055-5896359,2026-08-26T15:29:59+00:00,2026-08-26T19:33:59+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable,FBA79472,B0DFCDZWND,Shipped,1,INR,1399.0,,,,,,,,CHENNAI,TAMIL NADU,600062,IN,,false,,,,false,66997320973882,false
171-1440534-7197900,171-1440534-7197900,2026-08-26T15:20:55+00:00,2026-08-27T09:08:05+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,,,,,,,krishnagiri,TAMIL NADU,635109,IN,,false,,,,false,67000023660642,false
171-5681771-9058766,171-5681771-9058766,2026-08-26T15:17:33+00:00,2026-08-27T12:37:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,39.98,40.0,Nalasopara,MAHARASHTRA,401209,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,67001461751962,false
405-1255341-6498714,405-1255341-6498714,2026-08-26T15:13:54+00:00,2026-08-27T07:29:31+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,NEW DELHI,DELHI,110009,IN,,false,,,,false,66997212351042,false
403-1569156-5606760,403-1569156-5606760,2026-08-26T15:09:46+00:00,2026-08-27T07:23:49+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Cancelled,0,,,,,,,,,,VASAI VIRAR,MAHARASHTRA,401209,IN,,false,,,,false,67000201530322,false
402-2885637-5892325,402-2885637-5892325,2026-08-26T15:09:41+00:00,2026-08-26T23:25:08+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | Cordless UV Mattress Vacuum Cleaner for Sofa, Carpet & Car Seat, HEPA Filter, Double Beat Technology, Type-C Charging,",FBA79439,B0DCK7ZH5P,Shipped,1,INR,3399.0,,,,,,,,GAYA,BIHAR,823001,IN,,false,,,,false,66997222342682,false
171-1310845-5164339,171-1310845-5164339,2026-08-26T15:07:02+00:00,2026-09-07T18:04:18+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,Garacharma,ANDAMAN & NICOBAR ISLANDS,744105,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66999246567842,false
403-8641626-8214748,403-8641626-8214748,2026-08-26T14:51:00+00:00,2026-08-27T05:56:05+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft,FBK79271,B0DQ8W1RBV,Shipped,1,INR,1499.0,,59.0,,,,,,NALGONDA,TELANGANA,508101,IN,,false,,,,false,66998489042602,false
408-0859563-3994765,408-0859563-3994765,2026-08-26T14:45:12+00:00,2026-08-27T04:22:58+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,CHENNAI,TAMIL NADU,600059,IN,,false,,,,false,66998771650162,false
408-3038787-7901949,408-3038787-7901949,2026-08-26T14:38:18+00:00,2026-08-27T06:46:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Handheld Steamer Iron For Clothes | Portable Steam Iron With Foldable Design | 1200W Fast Heating | 120ml Tank | Vertical & Horizontal Use | An,FBA79268,B0D383WQPB,Shipped,1,INR,1949.0,,40.0,,,,,40.0,CHENNAI,TAMIL NADU,600041,IN,,false,,,,false,66998106336722,false
