week,brand,model,channel,asin,units_sold,gross_sales,gmv,nlc,sales_nlc,sku,sku_status,category_l0,category_l1,category_l2,asin_type
Week 16,Nexlev,V-01 RG,Blinkit Sales,B0DQ8W1RBV,41.0,52870.0,52870.0,663.0,27183.0,FBK79271,MAPPED,HPC,Hair Care,Volumizer,Tail
Week 16,Nexlev,V-01 RG,D2C - Nexlev,B0DQ8W1RBV,11.0,14355.93,14355.93,663.0,7293.0,FBK79271,MAPPED,HPC,Hair Care,Volumizer,Tail
Week 16,Nexlev,V-01 RG,Myntra,B0DQ8W1RBV,1.0,2355.0,2355.0,663.0,663.0,FBK79271,MAPPED,HPC,Hair Care,Volumizer,Tail
Week 16,Nexlev,V-02,Amazon,B0DT6Y7KJM,0.0,0.0,0.0,1095.0,0.0,FBA79492,MAPPED,HPC,Hair Care,Volumizer,EOL
Week 16,Nexlev,V-02,BI Worldwide,B0DT6Y7KJM,2.0,4193.220339,4193.220339,1095.0,2190.0,FBA79492,MAPPED,HPC,Hair Care,Volumizer,EOL
Week 16,Nexlev,V-02,Blinkit Sales,B0DT6Y7KJM,0.0,0.0,0.0,1095.0,0.0,FBA79492,MAPPED,HPC,Hair Care,Volumizer,EOL
Week 16,Nexlev,V-03,Amazon,B0DQCWRG3H,43.0,71263.99152542373,71263.99152542373,852.0,36636.0,FBA79493,MAPPED,HPC,Hair Care,Volumizer,Core
Week 16,Nexlev,V-03,BI Worldwide,B0DQCWRG3H,4.0,6047.457627,6047.457627,852.0,3408.0,FBA79493,MAPPED,HPC,Hair Care,Volumizer,Core
Week 16,Nexlev,V-03,Blinkit Sales,B0DQCWRG3H,0.0,0.0,0.0,852.0,0.0,FBA79493,MAPPED,HPC,Hair Care,Volumizer,Core
Week 16,Nexlev,V-03,Myntra,B0DQCWRG3H,1.0,2237.0,2237.0,852.0,852.0,FBA79493,MAPPED,HPC,Hair Care,Volumizer,Core
Week 16,Nexlev,VC-01,Amazon,B0DCGHVN81,11.0,14182.20338983051,14182.20338983051,1088.0,11968.0,FBA79452,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Core
Week 16,Nexlev,VC-01,B2B,B0DCGHVN81,2.0,4720.0,4720.0,1088.0,2176.0,FBA79452,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Core
Week 16,Nexlev,VC-01,BI Worldwide,B0DCGHVN81,3.0,4535.59322,4535.59322,1088.0,3264.0,FBA79452,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Core
Week 16,Nexlev,VC-01,Blinkit Sales,B0DCGHVN81,3.0,5336.0,5336.0,1088.0,3264.0,FBA79452,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Core
Week 16,Nexlev,VC-01,D2C - Nexlev,B0DCGHVN81,32.0,59661.02,59661.02,1088.0,34816.0,FBA79452,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Core
Week 16,Nexlev,VC-01 HEPA,Amazon,B0F74DJYG6,0.0,0.0,0.0,45.0,0.0,FBA79773,MAPPED,Home & Kitchen,HEPA,Spares,
Week 16,Nexlev,VC-02,Amazon,B0DCK56Q85,7.0,14866.949152542373,14866.949152542373,1291.0,9037.0,FBA79463,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-02,BI Worldwide,B0DCK56Q85,3.0,5400.0,5400.0,1291.0,3873.0,FBA79463,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-02,Blinkit Sales,B0DCK56Q85,0.0,0.0,0.0,1291.0,0.0,FBA79463,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-02,D2C - Nexlev,B0DCK56Q85,1.0,2334.746,2334.746,1291.0,1291.0,FBA79463,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-03,Amazon,B0DDC3GVZW,0.0,0.0,0.0,803.0,0.0,FBA79480,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,VC-03,Blinkit Sales,B0DDC3GVZW,0.0,0.0,0.0,803.0,0.0,FBA79480,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,VC-04,Amazon,B0DKJZDY72,0.0,0.0,0.0,1112.0,0.0,FBA79565,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-04,BI Worldwide,B0DKJZDY72,1.0,1800.0,1800.0,1112.0,1112.0,FBA79565,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-04,Blinkit Sales,B0DKJZDY72,0.0,0.0,0.0,1112.0,0.0,FBA79565,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-04,D2C - Nexlev,B0DKJZDY72,1.0,2244.915,2244.915,1112.0,1112.0,FBA79565,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Tail
Week 16,Nexlev,VC-05,Amazon,B0DKJSCLBD,3.0,5842.372881355933,5842.372881355933,1063.0,3189.0,FBA79566,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,VC-05,BI Worldwide,B0DKJSCLBD,2.0,3023.728814,3023.728814,1063.0,2126.0,FBA79566,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,VC-05,Blinkit Sales,B0DKJSCLBD,0.0,0.0,0.0,1063.0,0.0,FBA79566,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,VC-05,D2C - Nexlev,B0DKJSCLBD,1.0,2065.254,2065.254,1063.0,1063.0,FBA79566,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,Medium
Week 16,Nexlev,"VC-05 VC-05 -Set of Spares(Crevice, Brush & Hose)",Amazon,B0FYNLPK1B,0.0,0.0,0.0,350.0,0.0,FBA79913,MAPPED,Home & Kitchen,"VC-05 -Set of Spares(Crevice, Brush & Hose)",Spares,
Week 16,Nexlev,VC-06,BI Worldwide,B0DRD8J8R5,2.0,2591.525424,2591.525424,954.0,1908.0,FBA79599,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,EOL
Week 16,Nexlev,VC-06,Blinkit Sales,B0DRD8J8R5,0.0,0.0,0.0,954.0,0.0,FBA79599,MAPPED,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,EOL
Week 16,Tonor,G11,Amazon,B07GVGMW59,1.0,2287.28813559322,2287.28813559322,1108.0,1108.0,FBK77102,MAPPED,Conference Microphone,Wired,,
Week 16,Tonor,K1,Amazon,B01ISNU3X4,0.0,0.0,0.0,848.0,0.0,FBA77113,MAPPED,Dynamic Microphone,Hand held Mic,,
Week 16,Tonor,ORCA001,Amazon,B09Z5Q194D,0.0,0.0,0.0,2412.0,0.0,FBA77103,MAPPED,Condenser Microphone,Stand,,
Week 16,Tonor,S20,1p Sales,B078WNW4YW,3.0,6607.62,6607.62,1174.0,3522.0,FBA77117,MAPPED,Accessories,Microphone Isolation Shield,,
Week 16,Tonor,S20,Amazon,B078WNW4YW,0.0,0.0,0.0,1174.0,0.0,FBA77117,MAPPED,Accessories,Microphone Isolation Shield,,
Week 16,Tonor,T20,Amazon,B082W4B7SX,2.0,4150.847457627119,4150.847457627119,1164.0,2328.0,FBA77106,MAPPED,Accessories,Boom Arm Kit,,
Week 16,Tonor,T30,Amazon,B089FVQD3Z,1.0,2372.033898305085,2372.033898305085,1477.0,1477.0,FBA77105,MAPPED,Accessories,Boom Arm Kit,,
Week 16,Tonor,T90,Amazon,B0BRKDLXCD,1.0,3473.728813559322,3473.728813559322,2412.0,2412.0,FBA79112,MAPPED,Accessories,Boom Arm - RGB,,
Week 16,Tonor,TC-2030,1p Sales,B07TSN2H9D,0.0,0.0,0.0,4423.0,0.0,FBA77114,MAPPED,Condenser Microphone,Boom Arm Kit - USB,,
Week 16,Tonor,TC-777,1p Sales,B07WLWN2ZT,7.0,11894.04,11894.04,1206.0,8442.0,FBA77101,MAPPED,Condenser Microphone,Tripod,,
Week 16,Tonor,TC-777,Amazon,B07WLWN2ZT,3.0,3388.135593220339,3388.135593220339,1206.0,3618.0,FBA77101,MAPPED,Condenser Microphone,Tripod,,
Week 16,Tonor,TC-777 PRO,1p Sales,B0BYHHSLPC,19.0,30577.08,30577.08,1086.0,20634.0,FBA79116,MAPPED,Condenser Microphone,Tripod - RGB,,
Week 16,Tonor,TC-777 PRO,Amazon,B0BYHHSLPC,2.0,3218.64406779661,3218.64406779661,1086.0,2172.0,FBA79116,MAPPED,Condenser Microphone,Tripod - RGB,,
Week 16,Tonor,TC30,1p Sales,B08CVP2HXP,9.0,16756.78,16756.78,1327.0,11943.0,FBA77111,MAPPED,Condenser Microphone,Tripod,,
Week 16,Tonor,TC30,Amazon,B08CVP2HXP,3.0,5590.677966101695,5590.677966101695,1327.0,3981.0,FBA77111,MAPPED,Condenser Microphone,Tripod,,
Week 16,Tonor,TC30S,Amazon,B0B4WTHLX5,0.0,0.0,0.0,1448.0,0.0,FBA79574,MAPPED,Condenser Microphone,Tripod+RGB,,
Week 16,Tonor,TC30S+,1p Sales,B0BRCR2QQ7,0.0,0.0,0.0,1749.0,0.0,FBA79576,MAPPED,Condenser Microphone,Boom Arm Kit + RGB,,
Week 16,Tonor,TC30S+,Amazon,B0BRCR2QQ7,0.0,0.0,0.0,1749.0,0.0,FBA79576,MAPPED,Condenser Microphone,Boom Arm Kit + RGB,,
Week 16,Tonor,TC310,1p Sales,B0BTCXQQ6M,1.0,2117.8,2117.8,1206.0,1206.0,FBA79113,MAPPED,Condenser Microphone,Tripod - RGB,,
Week 16,Tonor,TC310,Amazon,B0BTCXQQ6M,0.0,0.0,0.0,1206.0,0.0,FBA79113,MAPPED,Condenser Microphone,Tripod - RGB,,
Week 16,Tonor,TC310+,1p Sales,B0CCV74CL7,5.0,12283.9,12283.9,1689.0,8445.0,FBA79114,MAPPED,Condenser Microphone,Boom Arm Kit - USB - RGB,,
Week 16,Tonor,TC310+,Amazon,B0CCV74CL7,2.0,4913.559322033899,4913.559322033899,1689.0,3378.0,FBA79114,MAPPED,Condenser Microphone,Boom Arm Kit - USB - RGB,,
Week 16,Tonor,TC40,Amazon,B08V1JS3NY,0.0,0.0,0.0,1930.0,0.0,FBA77115,MAPPED,Condenser Microphone,Boom Arm Kit - USB,,
Week 16,Tonor,TC40S,Amazon,B0BBL47VR5,0.0,0.0,0.0,1930.0,0.0,FBA77116,MAPPED,Condenser Microphone,Boom Arm Kit - USB - RGB,,
Week 16,Tonor,TD310+,1p Sales,B0CQX3VB1R,9.0,15282.16,15282.16,927.0,8343.0,FBA79696,MAPPED,Dynamic Microphone,Hand held Mic + Boom Arm,,
Week 16,Tonor,TD310+,Amazon,B0CQX3VB1R,3.0,5082.203389830509,5082.203389830509,927.0,2781.0,FBA79696,MAPPED,Dynamic Microphone,Hand held Mic + Boom Arm,,
Week 16,Tonor,TD510,1p Sales,B0BRKFP94K,1.0,3388.98,3388.98,2412.0,2412.0,FBA79111,MAPPED,Dynamic Microphone,USB/XLR Mic,,
Week 16,Tonor,TD510,Amazon,B0BRKFP94K,1.0,3388.983050847458,3388.983050847458,2412.0,2412.0,FBA79111,MAPPED,Dynamic Microphone,USB/XLR Mic,,
Week 16,Tonor,TM310,1p Sales,B0CSCT63BL,1.0,2117.8,2117.8,965.0,965.0,FBA79577,MAPPED,Conference Microphone,Wired,,
Week 16,Tonor,TM310,Amazon,B0CSCT63BL,0.0,0.0,0.0,965.0,0.0,FBA79577,MAPPED,Conference Microphone,Wired,,
Week 16,Tonor,TRL-20,Amazon,B0CH9JR3HL,0.0,0.0,0.0,1397.0,0.0,FBA79586,MAPPED,Accessories,Ring Light,,
Week 16,White Mulberry,HD1ML,1p Sales,B0DP3194QN,0.0,0.0,0.0,1566.0,0.0,FBA79616,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,HDGS1ML,Amazon,B0FN81FD8M,1.0,6778.813559322034,6778.813559322034,3200.0,3200.0,FBK79793,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,HDWF1ML,1p Sales,B0DP32F346,3.0,7878.81,7878.81,1254.0,3762.0,FBA79617,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,HDWF1ML,Amazon,B0DP32F346,0.0,0.0,0.0,1254.0,0.0,FBA79617,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,POS2MK,Amazon,B0FN4HDBN5,0.0,0.0,0.0,2722.0,0.0,FBK79785,MAPPED,Monitor Arm,POS Stand,,
Week 16,White Mulberry,POSS-01,Amazon,B0FN4FPJ83,5.0,6776.271186440678,6776.271186440678,589.0,2945.0,FBK79786,MAPPED,Monitor Arm,POS Stand,,
Week 16,White Mulberry,TVCF1ML,Amazon,B0FN4GQ9HT,12.0,6851.6949152542375,6851.6949152542375,175.0,2100.0,FBK79787,MAPPED,Monitor Arm,TV Wall Mount,,
Week 16,White Mulberry,TVCT1ML,Amazon,B0FN4D3C89,23.0,8088.13559322034,8088.13559322034,113.0,2599.0,FBK79788,MAPPED,Monitor Arm,TV Wall Mount,,
Week 16,White Mulberry,TVFM1ML,Amazon,B0FN4HDM6Z,4.0,7115.254237288136,7115.254237288136,724.0,2896.0,FBK79791,MAPPED,Monitor Arm,TV Wall Mount,,
Week 16,White Mulberry,TVLF1ML,Amazon,B0FHVWHQHR,5.0,3245.762711864407,3245.762711864407,230.0,1150.0,FBA79790,MAPPED,Monitor Arm,TV Wall Mount,,
Week 16,White Mulberry,TVMF1ML,Amazon,B0FN4DSQ6P,39.0,18742.37288135593,18742.37288135593,179.0,6981.0,FBK79789,MAPPED,Monitor Arm,TV Wall Mount,,
Week 16,White Mulberry,VLMS1ML,Amazon,B0DP2Z5DQ9,1.0,2372.0338983050847,2372.0338983050847,1130.0,1130.0,FBA79615,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-GD07-CB,Amazon,B0CPFS24ML,2.0,14235.593220338984,14235.593220338984,3269.0,6538.0,FBA79167,MAPPED,Desk,Gaming Desk,,
Week 16,White Mulberry,WM-GS1M-BK,1p Sales,B0DB5VG39T,18.0,41933.88,41933.88,1341.0,24138.0,FBA79476,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-GS1M-BK,Amazon,B0DB5VG39T,1.0,2446.610169491525,2446.610169491525,1341.0,1341.0,FBA79476,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-GS1M-BK,BI Worldwide,B0DB5VG39T,2.0,3744.067797,3744.067797,1341.0,2682.0,FBA79476,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-GS2M-BK,1p Sales,B0DB5VVPSB,3.0,11946.6,11946.6,2236.0,6708.0,FBA79477,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-GS2M-BK,Amazon,B0DB5VVPSB,0.0,0.0,0.0,2236.0,0.0,FBA79477,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-HA1M-BK,1p Sales,B0DB5W4TCP,2.0,2710.16,2710.16,866.0,1732.0,FBA79478,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-HA1M-BK,Amazon,B0DB5W4TCP,5.0,5691.525423728814,5691.525423728814,866.0,4330.0,FBA79478,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-HA2M-BK,1p Sales,B0DB5YTQZV,8.0,13552.52,13552.52,1380.0,11040.0,FBA79479,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-HA2M-BK,Amazon,B0DB5YTQZV,6.0,7115.254237288136,7115.254237288136,1380.0,8280.0,FBA79479,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM-LOD-BK,Amazon,B0BFW59TRG,2.0,14114.406779661018,14114.406779661018,3943.0,7886.0,FBA76416,MAPPED,Desk,L-Shaped Desk,,
Week 16,White Mulberry,WM-LOD-CF,Amazon,B0BFWD6SNF,3.0,21167.79661016949,21167.79661016949,3943.0,11829.0,FBA76415,MAPPED,Desk,L-Shaped Desk,,
Week 16,White Mulberry,WM-LOD-IN,Amazon,B0BFVNS8HS,0.0,0.0,0.0,3943.0,0.0,FBA76418,MAPPED,Desk,L-Shaped Desk,,
Week 16,White Mulberry,WM-LOD-WH,Amazon,B0BFVMDJ2K,9.0,56450.0,56450.0,3943.0,35487.0,FBA76417,MAPPED,Desk,L-Shaped Desk,,
Week 16,White Mulberry,WM-MDL-BK,Amazon,B0DQ1NV8D2,6.0,66096.61016949153,66096.61016949153,6432.0,38592.0,FBA79659,MAPPED,Desk-Adjustable,Manual,,
Week 16,White Mulberry,WM-MDL-WH,Amazon,B0DQ1PKNSP,1.0,11016.101694915254,11016.101694915254,6432.0,6432.0,FBA79658,MAPPED,Desk-Adjustable,Manual,,
Week 16,White Mulberry,WM-MODL-WH,Amazon,B0DQ4YWSMC,0.0,0.0,0.0,7641.0,0.0,FBA79662,MAPPED,Desk-Adjustable,Motorized,,
Week 16,White Mulberry,WM-SE08-CF,Amazon,B0CPT3Q25C,2.0,23727.1186440678,23727.1186440678,7018.0,14036.0,FBA79179,MAPPED,Desk-Adjustable,Motorized,,
Week 16,White Mulberry,WM-SMD09-WH,Amazon,B0CPT2YJX2,0.0,0.0,0.0,6978.0,0.0,FBA79175,MAPPED,Desk,L-Shaped Desk,,
Week 16,White Mulberry,WM-USE06-WH,Amazon,B0CPFPT6DZ,0.0,0.0,0.0,11345.0,0.0,FBA79165,MAPPED,Desk-Adjustable,USB-Motorized,,
Week 16,White Mulberry,WM1ML,1p Sales,B0DP2WC5VW,45.0,110555.1,110555.1,1074.0,48330.0,FBA79612,MAPPED,Monitor Arm,Monitor Arm,,
Week 16,White Mulberry,WM1ML,Amazon,B0DP2WC5VW,0.0,0.0,0.0,1074.0,0.0,FBA79612,MAPPED,Monitor Arm,Monitor Arm,,
Week 17,Audio Array,A3-XLR,Amazon,B0GMPGNXX3,0.0,0.0,0.0,195.60606299999998,0.0,FBA79956,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AA-01,1p Sales,B0B4G8PH2P,4.0,7284.72,7284.72,1224.4990306619115,4897.996122647646,FBA75678,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-01,Amazon,B0B4G8PH2P,0.0,0.0,0.0,1224.4990306619115,0.0,FBA75678,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-02,1p Sales,B0B4JRQP22,8.0,16942.4,16942.4,1330.2810372750002,10642.248298200002,FBA75679,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-02,Amazon,B0B4JRQP22,2.0,4320.338983050848,4320.338983050848,1330.2810372750002,2660.5620745500005,FBA75679,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-03,1p Sales,B0B4G94VP3,7.0,2960.16,2960.16,179.96359429411766,1259.7451600588236,FBA75683,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-03,Amazon,B0B4G94VP3,0.0,0.0,0.0,179.96359429411766,0.0,FBA75683,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-04,1p Sales,B0B4G7VWXD,6.0,8638.98,8638.98,871.9473036705882,5231.6838220235295,FBA75684,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-04,Amazon,B0B4G7VWXD,0.0,0.0,0.0,871.9473036705882,0.0,FBA75684,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-05,1p Sales,B0BLJVJ2GN,30.0,17771.19,17771.19,280.0829144294117,8402.48743288235,FBA76414,MAPPED,Microphone Accessories,Accessories,,Core
Week 17,Audio Array,AA-05,Amazon,B0BLJVJ2GN,6.0,3554.237288135593,3554.237288135593,280.0829144294117,1680.4974865764702,FBA76414,MAPPED,Microphone Accessories,Accessories,,Core
Week 17,Audio Array,AA-06,1p Sales,B0BQ7H7418,4.0,4403.4,4403.4,598.3056269558823,2393.222507823529,FBA76597,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-06,Amazon,B0BQ7H7418,0.0,0.0,0.0,598.3056269558823,0.0,FBA76597,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-19,1p Sales,B0CF5R3V95,16.0,52867.84,52867.84,1960.237563966397,31363.80102346235,FBA78973,MAPPED,Microphone Accessories,Accessories,,Core
Week 17,Audio Array,AA-19,Amazon,B0CF5R3V95,4.0,13481.35593220339,13481.35593220339,1960.237563966397,7840.950255865588,FBA78973,MAPPED,Microphone Accessories,Accessories,,Core
Week 17,Audio Array,AA-19BL,1p Sales,B0D3M86SH1,2.0,8472.88,8472.88,2973.2121576,5946.4243152,FBA79355,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-19BL,Amazon,B0D3M86SH1,0.0,0.0,0.0,2973.2121576,0.0,FBA79355,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-19WL,Amazon,B0D3Q2T5XX,0.0,0.0,0.0,2973.2121576,0.0,FBA79356,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-20,Amazon,B0CF5RRTDJ,0.0,0.0,0.0,1107.7800806647056,0.0,FBA78974,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-21,1p Sales,B0CF5TCQKL,16.0,50833.92,50833.92,1722.8355578250003,27565.368925200004,FBA78975,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Core
Week 17,Audio Array,AA-21,Amazon,B0CF5TCQKL,0.0,0.0,0.0,1722.8355578250003,0.0,FBA78975,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Core
Week 17,Audio Array,AA-22,1p Sales,B0CF5SHL15,1.0,3134.75,3134.75,1722.8355578250003,1722.8355578250003,FBA78976,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Medium
Week 17,Audio Array,AA-22,Amazon,B0CF5SHL15,0.0,0.0,0.0,1722.8355578250003,0.0,FBA78976,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Medium
Week 17,Audio Array,AA-25,1p Sales,B0CJR76Y7G,1.0,719.5,719.5,326.01010499999995,326.01010499999995,FBA79064,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AA-25,Amazon,B0CJR76Y7G,0.0,0.0,0.0,326.01010499999995,0.0,FBA79064,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AA-25M,Amazon,B0FR5DLXH9,9.0,6856.77966101695,6856.77966101695,299.92929659999993,2699.3636693999993,FBA79903,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AA-26,1p Sales,B0DT6T6N6B,47.0,21866.99,21866.99,260.80808399999995,12257.979947999998,FBA79694,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AA-26,Amazon,B0DT6T6N6B,0.0,0.0,0.0,260.80808399999995,0.0,FBA79694,MAPPED,Microphone Accessories,Accessories,,Medium
Week 17,Audio Array,AC-3XL,1p Sales,B0FQJWWDVK,2.0,761.02,761.02,130.40404199999998,260.80808399999995,FBA79820,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AC-3XL,Amazon,B0FQJWWDVK,0.0,0.0,0.0,130.40404199999998,0.0,FBA79820,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AC-6XL,1p Sales,B0CH4VCD6R,16.0,7421.18,7421.18,169.52525459999998,2712.4040735999997,FBA77171,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AC-6XL,Amazon,B0CH4VCD6R,1.0,474.5762711864407,474.5762711864407,169.52525459999998,169.52525459999998,FBA77171,MAPPED,Microphone Accessories,Accessories,,Tail
Week 17,Audio Array,AH-40 SL,1p Sales,B0FQBX8J17,17.0,17273.7,17273.7,477.96159599999993,8125.347131999999,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-40 SL,Amazon,B0FQBX8J17,0.0,0.0,0.0,477.96159599999993,0.0,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-40 SL,D2C - Audio Array,B0FQBX8J17,1.0,1166.949,1166.949,477.96159599999993,477.96159599999993,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-45 BK,1p Sales,B0FQBXS6Y2,27.0,36587.16,36587.16,614.5220519999999,16592.095403999996,FBA79839,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-45 BK,Amazon,B0FQBXS6Y2,0.0,0.0,0.0,614.5220519999999,0.0,FBA79839,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-50,1p Sales,B0FG88HVQ8,65.0,110114.36,110114.36,1201.7320128,78112.58083199999,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-50,Amazon,B0FG88HVQ8,7.0,11858.47457627119,11858.47457627119,1201.7320128,8412.1240896,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-50,BI Worldwide,B0FG88HVQ8,1.0,1655.932,1655.932,1201.7320128,1201.7320128,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-50,D2C - Audio Array,B0FG88HVQ8,4.0,7284.746,7284.746,1201.7320128,4806.9280512,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 17,Audio Array,AH-60-BL,1p Sales,B0FQBTRM28,11.0,18634.74,18634.74,1092.4836480000001,12017.320128000001,FBA79841,MAPPED,Headphone,Headphone,,Medium
Week 17,Audio Array,AH-60-BL,Amazon,B0FQBTRM28,0.0,0.0,0.0,1092.4836480000001,0.0,FBA79841,MAPPED,Headphone,Headphone,,Medium
Week 17,Audio Array,AH-60-RD,1p Sales,B0FQBWV1ST,6.0,10164.4,10164.4,1092.4836480000001,6554.901888,FBA79840,MAPPED,Headphone,Headphone,,Medium
Week 17,Audio Array,AH-60-RD,Amazon,B0FQBWV1ST,2.0,1727.966101694915,1727.966101694915,1092.4836480000001,2184.9672960000003,FBA79840,MAPPED,Headphone,Headphone,,Medium
Week 17,Audio Array,AH-60-RD,D2C - Audio Array,B0FQBWV1ST,1.0,1795.763,1795.763,1092.4836480000001,1092.4836480000001,FBA79840,MAPPED,Headphone,Headphone,,Medium
Week 17,Audio Array,AI-03,1p Sales,B0BPM2T7BQ,4.0,13216.96,13216.96,2179.9269789524997,8719.707915809999,FBA76863,MAPPED,Audio Interface,Audio Interface,,Medium
Week 17,Audio Array,AI-03,Amazon,B0BPM2T7BQ,0.0,0.0,0.0,2179.9269789524997,0.0,FBA76863,MAPPED,Audio Interface,Audio Interface,,Medium
Week 17,Audio Array,AI-04 Red,1p Sales,B0BPLZ5CGV,91.0,377804.25,377804.25,2165.5744819986176,197067.2778618742,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
Week 17,Audio Array,AI-04 Red,Amazon,B0BPLZ5CGV,1.0,3914.406779661017,3914.406779661017,2165.5744819986176,2165.5744819986176,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
