week,brand,model,channel,asin,units_sold,gross_sales,gmv,nlc,sales_nlc,sku,sku_status,category_l0,category_l1,category_l2,asin_type
Week 10,Audio Array,AA-01,1p Sales,B0B4G8PH2P,4.0,7284.74,7284.74,1224.4990306619115,4897.996122647646,FBA75678,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-01,Amazon,B0B4G8PH2P,0.0,0.0,0.0,1224.4990306619115,0.0,FBA75678,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-02,1p Sales,B0B4JRQP22,4.0,8468.65,8468.65,1330.2810372750002,5321.124149100001,FBA75679,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-02,Amazon,B0B4JRQP22,3.0,6438.13559322034,6438.13559322034,1330.2810372750002,3990.843111825001,FBA75679,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-03,1p Sales,B0B4G94VP3,9.0,3800.83,3800.83,179.96359429411766,1619.672348647059,FBA75683,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-03,Amazon,B0B4G94VP3,0.0,0.0,0.0,179.96359429411766,0.0,FBA75683,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-03,B2B,B0B4G94VP3,20.0,5932.203,5932.203,179.96359429411766,3599.271885882353,FBA75683,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-04,1p Sales,B0B4G7VWXD,10.0,14398.33,14398.33,871.9473036705882,8719.473036705882,FBA75684,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-04,Amazon,B0B4G7VWXD,8.0,11476.27118644068,11476.27118644068,871.9473036705882,6975.578429364706,FBA75684,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-04,B2B,B0B4G7VWXD,10.0,10084.75,10084.75,871.9473036705882,8719.473036705882,FBA75684,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-05,1p Sales,B0BLJVJ2GN,38.0,21251.7,21251.7,280.0829144294117,10643.150748317645,FBA76414,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-05,Amazon,B0BLJVJ2GN,3.0,1650.0,1650.0,280.0829144294117,840.2487432882351,FBA76414,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-05,B2B,B0BLJVJ2GN,2.0,771.1864,771.1864,280.0829144294117,560.1658288588234,FBA76414,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-06,1p Sales,B0BQ7H7418,5.0,5504.24,5504.24,598.3056269558823,2991.5281347794116,FBA76597,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-06,Amazon,B0BQ7H7418,0.0,0.0,0.0,598.3056269558823,0.0,FBA76597,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-06,B2B,B0BQ7H7418,2.0,1542.373,1542.373,598.3056269558823,1196.6112539117646,FBA76597,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-19,1p Sales,B0CF5R3V95,29.0,93643.1,93643.1,1960.237563966397,56846.88935502551,FBA78973,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-19,Amazon,B0CF5R3V95,0.0,0.0,0.0,1960.237563966397,0.0,FBA78973,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-19,B2B,B0CF5R3V95,2.0,4508.475,4508.475,1960.237563966397,3920.475127932794,FBA78973,MAPPED,Microphone Accessories,Accessories,,Core
Week 10,Audio Array,AA-19BL,1p Sales,B0D3M86SH1,5.0,20758.47,20758.47,2973.2121576,14866.060787999999,FBA79355,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-19BL,Amazon,B0D3M86SH1,0.0,0.0,0.0,2973.2121576,0.0,FBA79355,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-19BL,B2B,B0D3M86SH1,2.0,5813.559,5813.559,2973.2121576,5946.4243152,FBA79355,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-19WL,1p Sales,B0D3Q2T5XX,3.0,12539.83,12539.83,2973.2121576,8919.6364728,FBA79356,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-19WL,Amazon,B0D3Q2T5XX,1.0,4236.440677966102,4236.440677966102,2973.2121576,2973.2121576,FBA79356,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-20,1p Sales,B0CF5RRTDJ,3.0,5336.45,5336.45,1107.7800806647056,3323.3402419941167,FBA78974,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-20,Amazon,B0CF5RRTDJ,0.0,0.0,0.0,1107.7800806647056,0.0,FBA78974,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-21,1p Sales,B0CF5TCQKL,17.0,53565.25,53565.25,1722.8355578250003,29288.204483025005,FBA78975,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Core
Week 10,Audio Array,AA-21,Amazon,B0CF5TCQKL,2.0,6505.084745762712,6505.084745762712,1722.8355578250003,3445.6711156500005,FBA78975,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Core
Week 10,Audio Array,AA-22,1p Sales,B0CF5SHL15,4.0,12538.98,12538.98,1722.8355578250003,6891.342231300001,FBA78976,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Medium
Week 10,Audio Array,AA-22,Amazon,B0CF5SHL15,0.0,0.0,0.0,1722.8355578250003,0.0,FBA78976,MAPPED,Monitor Speakers Accessories,Monitor Speaker Stand Pair,,Medium
Week 10,Audio Array,AA-25,1p Sales,B0CJR76Y7G,3.0,2026.27,2026.27,326.01010499999995,978.0303149999999,FBA79064,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AA-25,Amazon,B0CJR76Y7G,0.0,0.0,0.0,326.01010499999995,0.0,FBA79064,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AA-25M,Amazon,B0FR5DLXH9,3.0,2158.474576271186,2158.474576271186,299.92929659999993,899.7878897999998,FBA79903,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AA-26,1p Sales,B0DT6T6N6B,43.0,20005.8,20005.8,260.80808399999995,11214.747611999997,FBA79694,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-26,Amazon,B0DT6T6N6B,0.0,0.0,0.0,260.80808399999995,0.0,FBA79694,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AA-26,B2B,B0DT6T6N6B,6.0,1776.102,1776.102,260.80808399999995,1564.8485039999996,FBA79694,MAPPED,Microphone Accessories,Accessories,,Medium
Week 10,Audio Array,AC-3XL,1p Sales,B0FQJWWDVK,4.0,1522.03,1522.03,130.40404199999998,521.6161679999999,FBA79820,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AC-3XL,Amazon,B0FQJWWDVK,0.0,0.0,0.0,130.40404199999998,0.0,FBA79820,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AC-6XL,1p Sales,B0CH4VCD6R,34.0,15803.4,15803.4,169.52525459999998,5763.8586564,FBA77171,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AC-6XL,Amazon,B0CH4VCD6R,0.0,0.0,0.0,169.52525459999998,0.0,FBA77171,MAPPED,Microphone Accessories,Accessories,,Tail
Week 10,Audio Array,AH-40 SL,1p Sales,B0FQBX8J17,27.0,27434.7,27434.7,477.96159599999993,12904.963091999998,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-40 SL,Amazon,B0FQBX8J17,0.0,0.0,0.0,477.96159599999993,0.0,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-40 SL,B2B,B0FQBX8J17,5.0,4131.356,4131.356,477.96159599999993,2389.8079799999996,FBA79838,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-45 BK,1p Sales,B0FQBXS6Y2,26.0,33622.03,33622.03,614.5220519999999,15977.573351999998,FBA79839,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-45 BK,Amazon,B0FQBXS6Y2,12.0,14200.55084745763,14200.55084745763,614.5220519999999,7374.2646239999995,FBA79839,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-45 BK,B2B,B0FQBXS6Y2,8.0,7881.355,7881.355,614.5220519999999,4916.176415999999,FBA79839,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-50,1p Sales,B0FG88HVQ8,51.0,87025.4,87025.4,1201.7320128,61288.332652799996,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-50,Amazon,B0FG88HVQ8,16.0,25495.76271186441,25495.76271186441,1201.7320128,19227.7122048,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-50,B2B,B0FG88HVQ8,11.0,15114.675,15114.675,1201.7320128,13219.052140799999,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-50,D2C - Audio Array,B0FG88HVQ8,2.0,3592.0,3592.0,1201.7320128,2403.4640256,FBA79813,MAPPED,DJ Headphone,DJ Headphone,,Core
Week 10,Audio Array,AH-60-BL,1p Sales,B0FQBTRM28,7.0,11516.96,11516.96,1092.4836480000001,7647.385536000001,FBA79841,MAPPED,Headphone,Headphone,,Medium
Week 10,Audio Array,AH-60-BL,Amazon,B0FQBTRM28,4.0,6710.169491525424,6710.169491525424,1092.4836480000001,4369.9345920000005,FBA79841,MAPPED,Headphone,Headphone,,Medium
Week 10,Audio Array,AH-60-RD,1p Sales,B0FQBWV1ST,3.0,4953.4,4953.4,1092.4836480000001,3277.450944,FBA79840,MAPPED,Headphone,Headphone,,Medium
Week 10,Audio Array,AH-60-RD,Amazon,B0FQBWV1ST,0.0,0.0,0.0,1092.4836480000001,0.0,FBA79840,MAPPED,Headphone,Headphone,,Medium
Week 10,Audio Array,AI-03,1p Sales,B0BPM2T7BQ,2.0,6608.48,6608.48,2179.9269789524997,4359.853957904999,FBA76863,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-03,Amazon,B0BPM2T7BQ,1.0,3304.237288135593,3304.237288135593,2179.9269789524997,2179.9269789524997,FBA76863,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-04 Black,1p Sales,B0BPMBMN3S,0.0,0.0,0.0,2426.9202919986174,0.0,FBA77010,MAPPED,Audio Interface,Audio Interface,,EOL
Week 10,Audio Array,AI-04 Red,1p Sales,B0BPLZ5CGV,139.0,555578.9,555578.9,2165.5744819986176,301014.85299780784,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-04 Red,Amazon,B0BPLZ5CGV,3.0,8049.152542372882,8049.152542372882,2165.5744819986176,6496.723445995853,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-04 Red,B2B,B0BPLZ5CGV,4.0,11271.19,11271.19,2165.5744819986176,8662.29792799447,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-04 Red,Blinkit Sales,B0BPLZ5CGV,0.0,0.0,0.0,2165.5744819986176,0.0,FBA76864,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-06,1p Sales,B0CH4RT4P8,1.0,2795.76,2795.76,2934.090945,2934.090945,FBA79008,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-06,Amazon,B0CH4RT4P8,0.0,0.0,0.0,2934.090945,0.0,FBA79008,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-10,1p Sales,B0CM6NTWBP,21.0,53372.13,53372.13,1499.646483,31492.576143,FBA79103,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-10,Amazon,B0CM6NTWBP,3.0,7625.42372881356,7625.42372881356,1499.646483,4498.9394489999995,FBA79103,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-10,B2B,B0CM6NTWBP,2.0,4131.356,4131.356,1499.646483,2999.292966,FBA79103,MAPPED,Audio Interface,Audio Interface,,Core
Week 10,Audio Array,AI-11,1p Sales,B0CM6NVLT9,23.0,29356.77,29356.77,847.6262729999999,19495.404278999995,FBA79104,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-11,Amazon,B0CM6NVLT9,1.0,1270.338983050847,1270.338983050847,847.6262729999999,847.6262729999999,FBA79104,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-11,B2B,B0CM6NVLT9,2.0,1838.983,1838.983,847.6262729999999,1695.2525459999997,FBA79104,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-12,Amazon,B0CM6WH4ZT,5.0,5925.194915254237,5925.194915254237,678.1010183999999,3390.5050919999994,FBA79105,MAPPED,Audio Interface,Audio Interface,,Medium
Week 10,Audio Array,AI-13,1p Sales,B0G53H49BS,52.0,118938.97,118938.97,1544.91011775,80335.32612299999,FBA79961,MAPPED,Audio Mixer,4 channels Mixer,,Core
Week 10,Audio Array,AI-13,Amazon,B0G53H49BS,9.0,13723.72881355932,13723.72881355932,1544.91011775,13904.19105975,FBA79961,MAPPED,Audio Mixer,4 channels Mixer,,Core
Week 10,Audio Array,AI-13,B2B,B0G53H49BS,2.0,3203.39,3203.39,1544.91011775,3089.8202355,FBA79961,MAPPED,Audio Mixer,4 channels Mixer,,Core
Week 10,Audio Array,AI-14,1p Sales,B0G53M9258,4.0,22030.52,22030.52,3065.1016736159995,12260.406694463998,FBA79968,MAPPED,Audio Mixer,8 channels Mixer,,Medium
Week 10,Audio Array,AI-14,Amazon,B0G53M9258,0.0,0.0,0.0,3065.1016736159995,0.0,FBA79968,MAPPED,Audio Mixer,8 channels Mixer,,Medium
Week 10,Audio Array,AM-C1,1p Sales,B0B4DPX2J2,200.0,442665.22,442665.22,1475.9646878294116,295192.93756588234,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C1,Amazon,B0B4DPX2J2,2.0,4489.830508474576,4489.830508474576,1475.9646878294116,2951.929375658823,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C1,B2B,B0B4DPX2J2,7.0,12203.61,12203.61,1475.9646878294116,10331.752814805881,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C1,BI Worldwide,B0B4DPX2J2,1.0,1944.0,1944.0,1475.9646878294116,1475.9646878294116,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C1,Blinkit Sales,B0B4DPX2J2,5.0,10774.8,10774.8,1475.9646878294116,7379.823439147058,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C1,D2C - Audio Array,B0B4DPX2J2,1.0,2425.0,2425.0,1475.9646878294116,1475.9646878294116,FBA75673,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C10,1p Sales,B0B4K87PR4,6.0,20303.38,20303.38,2311.5221945894114,13869.133167536467,FBA75690,MAPPED,Microphone Conference,Conference Microphone,,Tail
Week 10,Audio Array,AM-C10,Amazon,B0B4K87PR4,0.0,0.0,0.0,2311.5221945894114,0.0,FBA75690,MAPPED,Microphone Conference,Conference Microphone,,Tail
Week 10,Audio Array,AM-C10,B2B,B0B4K87PR4,1.0,2372.881,2372.881,2311.5221945894114,2311.5221945894114,FBA75690,MAPPED,Microphone Conference,Conference Microphone,,Tail
Week 10,Audio Array,AM-C11,1p Sales,B0B4G1HPL5,2.0,7943.22,7943.22,2975.579697881559,5951.159395763118,FBA75692,MAPPED,Microphone Dynamic,USB/XLR Dynamic Mic,,Medium
Week 10,Audio Array,AM-C11,Amazon,B0B4G1HPL5,1.0,3897.457627118644,3897.457627118644,2975.579697881559,2975.579697881559,FBA75692,MAPPED,Microphone Dynamic,USB/XLR Dynamic Mic,,Medium
Week 10,Audio Array,AM-C11 Pro,1p Sales,B0DN6MNS1X,6.0,25781.35,25781.35,3140.890488,18845.342928,FBA79654,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C11 Pro,Amazon,B0DN6MNS1X,1.0,4236.440677966102,4236.440677966102,3140.890488,3140.890488,FBA79654,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C11 Pro,B2B,B0DN6MNS1X,1.0,2966.102,2966.102,3140.890488,3140.890488,FBA79654,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C11X,1p Sales,B0CBC7QMNV,2.0,6184.74,6184.74,2173.4006999999997,4346.801399999999,FBA78925,MAPPED,Microphone Dynamic,XLR Dynamic Mic,,Medium
Week 10,Audio Array,AM-C11X,Amazon,B0CBC7QMNV,0.0,0.0,0.0,2173.4006999999997,0.0,FBA78925,MAPPED,Microphone Dynamic,XLR Dynamic Mic,,Medium
Week 10,Audio Array,AM-C11X Pro,1p Sales,B0FN7C25VS,1.0,3558.48,3558.48,2263.0393999999997,2263.0393999999997,FBA79846,MAPPED,Microphone Dynamic,Microphone Dynamic,,Tail
Week 10,Audio Array,AM-C11X Pro,Amazon,B0FN7C25VS,0.0,0.0,0.0,2263.0393999999997,0.0,FBA79846,MAPPED,Microphone Dynamic,Microphone Dynamic,,Tail
Week 10,Audio Array,AM-C13,Amazon,B0BLK8DNPD,0.0,0.0,0.0,0.0,0.0,FBA76716,MAPPED,Microphone Lapel,Lavalier Microphone,,EOL
Week 10,Audio Array,AM-C2,1p Sales,B0B4G19R58,9.0,29044.94,29044.94,2119.8741273970586,19078.867146573528,FBA75674,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C2,Amazon,B0B4G19R58,6.0,19518.86440677966,19518.86440677966,2119.8741273970586,12719.24476438235,FBA75674,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C2,B2B,B0B4G19R58,5.0,11864.408,11864.408,2119.8741273970586,10599.370636985293,FBA75674,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C20,Amazon,B0BLKF46QG,0.0,0.0,0.0,1235.4734031646587,0.0,FBA76723,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C27,Amazon,B0BLKB6FRR,2.0,2371.186440677966,2371.186440677966,827.5708984229998,1655.1417968459996,FBA76730,MAPPED,Microphone Dynamic,Vocal Microphone,,EOL
Week 10,Audio Array,AM-C28,1p Sales,B0BPLWW72Y,16.0,20996.6,20996.6,874.2436631991176,13987.898611185881,FBA76862,MAPPED,Microphone Conference,Conference Microphone,,Medium
Week 10,Audio Array,AM-C28,Amazon,B0BPLWW72Y,1.0,1351.694915254237,1351.694915254237,874.2436631991176,874.2436631991176,FBA76862,MAPPED,Microphone Conference,Conference Microphone,,Medium
Week 10,Audio Array,AM-C28,B2B,B0BPLWW72Y,1.0,919.4915,919.4915,874.2436631991176,874.2436631991176,FBA76862,MAPPED,Microphone Conference,Conference Microphone,,Medium
Week 10,Audio Array,AM-C29,Amazon,B0BPMN89NG,0.0,0.0,0.0,3520.678633199117,0.0,FBA77011,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C3,1p Sales,B0B4G8ZB64,19.0,14582.17,14582.17,659.7098370441175,12534.486903838233,FBA75675,MAPPED,Microphone Dynamic,Vocal Microphone,,Medium
Week 10,Audio Array,AM-C3,Amazon,B0B4G8ZB64,1.0,804.2372881355933,804.2372881355933,659.7098370441175,659.7098370441175,FBA75675,MAPPED,Microphone Dynamic,Vocal Microphone,,Medium
Week 10,Audio Array,AM-C3,B2B,B0B4G8ZB64,5.0,2860.169,2860.169,659.7098370441175,3298.549185220588,FBA75675,MAPPED,Microphone Dynamic,Vocal Microphone,,Medium
Week 10,Audio Array,AM-C30,Amazon,B0C4YTNJG7,0.0,0.0,0.0,3196.1775,0.0,FBA78203,MAPPED,Microphone Condenser,RGB USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C31,1p Sales,B0C4YT43Z3,1.0,1863.56,1863.56,3835.413,3835.413,FBA78204,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C33,Amazon,B0C5957W3P,0.0,0.0,0.0,461.31728178529414,0.0,FBA78420,MAPPED,Microphone Lapel,Lavalier Microphone,,EOL
Week 10,Audio Array,AM-C36,Amazon,B0C598Q6PT,0.0,0.0,0.0,454.2858688058824,0.0,FBA78423,MAPPED,Microphone Lapel,Lavalier Microphone,,EOL
Week 10,Audio Array,AM-C39,1p Sales,B0CBCB82MT,14.0,20157.65,20157.65,734.122339149,10277.712748086,FBA78960,MAPPED,Microphone Condenser,XLR Microphone Kit - Tripod,,Medium
Week 10,Audio Array,AM-C39,Amazon,B0CBCB82MT,0.0,0.0,0.0,734.122339149,0.0,FBA78960,MAPPED,Microphone Condenser,XLR Microphone Kit - Tripod,,Medium
Week 10,Audio Array,AM-C3a,1p Sales,B0CH4R1V6S,6.0,3893.21,3893.21,521.6161679999999,3129.697007999999,FBA79016,MAPPED,Microphone Dynamic,Vocal Microphone,,Medium
Week 10,Audio Array,AM-C3a,Amazon,B0CH4R1V6S,0.0,0.0,0.0,521.6161679999999,0.0,FBA79016,MAPPED,Microphone Dynamic,Vocal Microphone,,Medium
Week 10,Audio Array,AM-C4,Amazon,B0B4DS678Q,0.0,0.0,0.0,1700.7349906280472,0.0,FBA75676,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C40,1p Sales,B0CBCB9S14,1.0,2117.8,2117.8,0.0,0.0,FBA78961,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,EOL
Week 10,Audio Array,AM-C40,Amazon,B0CBCB9S14,2.0,4066.101694915254,4066.101694915254,0.0,0.0,FBA78961,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,EOL
Week 10,Audio Array,AM-C41,1p Sales,B0CH4PMR8K,4.0,5436.42,5436.42,1043.2323359999998,4172.929343999999,FBA79009,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C41,Amazon,B0CH4PMR8K,0.0,0.0,0.0,1043.2323359999998,0.0,FBA79009,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C41,Amazon,B0FLYHJ6DK,1.0,1380.508474576271,1380.508474576271,1043.2323359999998,1043.2323359999998,FBK79009,MAPPED,Microphone Condenser,USB Microphone Kit - Tripod,,EOL
Week 10,Audio Array,AM-C42,Amazon,B0CH4T2BJD,0.0,0.0,0.0,1499.646483,0.0,FBA79010,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,EOL
Week 10,Audio Array,AM-C42,Amazon,B0FLYJFC22,1.0,2033.050847457627,2033.050847457627,1499.646483,1499.646483,FBK79010,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,EOL
Week 10,Audio Array,AM-C43,1p Sales,B0CH4RNWJX,25.0,52839.0,52839.0,1304.0404199999998,32601.010499999997,FBA79011,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C43,Amazon,B0CH4RNWJX,0.0,0.0,0.0,1304.0404199999998,0.0,FBA79011,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C43,B2B,B0CH4RNWJX,1.0,1483.051,1483.051,1304.0404199999998,1304.0404199999998,FBA79011,MAPPED,Microphone Condenser,XLR Microphone Kit - Boomarm,,Core
Week 10,Audio Array,AM-C44,1p Sales,B0CM9KJZWQ,5.0,19911.0,19911.0,2738.484882,13692.424410000001,FBA79106,MAPPED,Microphone Dynamic,Dynamic Microphone,,Medium
Week 10,Audio Array,AM-C44,Amazon,B0CM9KJZWQ,0.0,0.0,0.0,2738.484882,0.0,FBA79106,MAPPED,Microphone Dynamic,Dynamic Microphone,,Medium
Week 10,Audio Array,AM-C44 Pro,1p Sales,B0DN6PFWNK,2.0,8811.88,8811.88,3277.450944,6554.901888,FBA79655,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C44 Pro,Amazon,B0DN6PFWNK,0.0,0.0,0.0,3277.450944,0.0,FBA79655,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C44 Pro,B2B,B0DN6PFWNK,2.0,6169.492,6169.492,3277.450944,6554.901888,FBA79655,MAPPED,Microphone Dynamic,Microphone Dynamic,,Core
Week 10,Audio Array,AM-C45,1p Sales,B0D3LZWTHV,6.0,17790.66,17790.66,2021.2626509999998,12127.575905999998,FBA79379,MAPPED,Microphone Dynamic,Dynamic Microphone,,Medium
Week 10,Audio Array,AM-C45,Amazon,B0D3LZWTHV,0.0,0.0,0.0,2021.2626509999998,0.0,FBA79379,MAPPED,Microphone Dynamic,Dynamic Microphone,,Medium
Week 10,Audio Array,AM-C45,B2B,B0D3LZWTHV,3.0,7625.93,7625.93,2021.2626509999998,6063.787952999999,FBA79379,MAPPED,Microphone Dynamic,Dynamic Microphone,,Medium
Week 10,Audio Array,AM-C45 Pro,1p Sales,B0DN6LJZBR,1.0,3473.73,3473.73,2458.0882079999997,2458.0882079999997,FBA79653,MAPPED,Microphone Dynamic,Microphone Dynamic,,Medium
Week 10,Audio Array,AM-C45 Pro,Amazon,B0DN6LJZBR,1.0,3473.728813559322,3473.728813559322,2458.0882079999997,2458.0882079999997,FBA79653,MAPPED,Microphone Dynamic,Microphone Dynamic,,Medium
Week 10,Audio Array,AM-C45 Pro,B2B,B0DN6LJZBR,2.0,4864.407,4864.407,2458.0882079999997,4916.176415999999,FBA79653,MAPPED,Microphone Dynamic,Microphone Dynamic,,Medium
Week 10,Audio Array,AM-C46,1p Sales,B0D3M1B4Z8,24.0,71562.72,71562.72,2021.2626509999998,48510.30362399999,FBA79380,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,Core
Week 10,Audio Array,AM-C46,Amazon,B0D3M1B4Z8,1.0,2981.35593220339,2981.35593220339,2021.2626509999998,2021.2626509999998,FBA79380,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,Core
Week 10,Audio Array,AM-C46,B2B,B0D3M1B4Z8,4.0,10391.356,10391.356,2021.2626509999998,8085.050603999999,FBA79380,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,Core
Week 10,Audio Array,AM-C46,Blinkit Sales,B0D3M1B4Z8,9.0,23078.08,23078.08,2021.2626509999998,18191.363858999997,FBA79380,MAPPED,Microphone Condenser,Condenser Mic with Boom Arm,,Core
Week 10,Audio Array,AM-C47,1p Sales,B0FF9R3GKK,4.0,9954.23,9954.23,1693.3496543999997,6773.398617599999,FBA79783,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,EOL
Week 10,Audio Array,AM-C47,Amazon,B0FF9R3GKK,0.0,0.0,0.0,1693.3496543999997,0.0,FBA79783,MAPPED,Microphone Condenser,USB Microphone Kit - Boomarm,,EOL
