brand,model,sku,asin,category_l0,category_l1,return_units,returns_3p,returns_1p,return_value,sellable_units,unsellable_units,sellable_pct,units_sold_30d,return_pct,top_reason,last_return_at,source_files
White Mulberry,MS1ML,FBA79613,B0DP2VVRND,Monitor Arm,Monitor Arm,11,11,0,7920.0,5,6,45.5,539,2.0,UNDELIVERABLE_REFUSED,2026-08-31T20:04:08+00:00,viomi
White Mulberry,WM1ML,FBA79612,B0DP2WC5VW,Monitor Arm,Monitor Arm,11,11,0,11814.0,7,4,63.6,79,13.9,UNDELIVERABLE_REFUSED,2026-08-22T03:31:31+00:00,viomi
White Mulberry,VLMS1ML,FBA79615,B0DP2Z5DQ9,Monitor Arm,Monitor Arm,11,11,0,12430.0,7,4,63.6,69,15.9,UNDELIVERABLE_REFUSED,2026-08-27T11:56:51+00:00,viomi
White Mulberry,MS2ML,FBA79614,B0DP313R77,Monitor Arm,Monitor Arm,1,1,0,1015.0,0,1,0.0,4,25.0,NEVER_ARRIVED,2026-07-15T04:08:20+00:00,viomi
White Mulberry,HD1ML,FBA79616,B0DP3194QN,Monitor Arm,Monitor Arm,1,1,0,1566.0,1,0,100.0,15,6.7,UNDELIVERABLE_REFUSED,2026-07-28T13:36:01+00:00,viomi
White Mulberry,HDWF1ML,FBA79617,B0DP32F346,Monitor Arm,Monitor Arm,2,2,0,2508.0,0,2,0.0,206,1.0,QUALITY_UNACCEPTABLE,2026-09-01T18:22:36+00:00,viomi
White Mulberry,WM-MDL-WH,FBA79658,B0DQ1PKNSP,Desk-Adjustable,Manual,1,1,0,6432.0,0,1,0.0,0,,SWITCHEROO,2026-06-15T08:53:22+00:00,WhiteMulberry
White Mulberry,WM-MODL-WH,FBA79662,B0DQ4YWSMC,Desk-Adjustable,Motorized,4,4,0,30564.0,1,3,25.0,15,26.7,DEFECTIVE,2026-07-03T14:02:46+00:00,WhiteMulberry
White Mulberry,WM-MODL-BK,FBA79661,B0DQ51R95T,Desk-Adjustable,Motorized,1,1,0,7641.0,0,1,0.0,2,50.0,UNDELIVERABLE_REFUSED,2026-07-25T05:35:32+00:00,WhiteMulberry
Nexlev,V-01 RG,FBK79271,B0DQ8W1RBV,HPC,Hair Care,7,7,0,4641.0,3,4,42.9,175,4.0,UNDELIVERABLE_REFUSED,2026-08-27T07:51:47+00:00,Nexlev; viomi
Nexlev,V-03,FBA79493,B0DQCWRG3H,HPC,Hair Care,193,193,0,164436.0,168,25,87.0,1165,16.6,UNDELIVERABLE_REFUSED,2026-09-08T10:28:15+00:00,Nexlev; viomi
White Mulberry,WM-LODN-WH,FBA79667,B0DQPK7MFH,Desk,L-Shaped Desk,1,1,0,3272.0,0,1,0.0,0,,SWITCHEROO,2026-06-11T10:43:03+00:00,WhiteMulberry
Audio Array,AA-26,FBA79694,B0DT6T6N6B,Microphone Accessories,Accessories,56,11,45,14605.0,8,3,72.7,938,6.0,NOT_COMPATIBLE,2026-08-22T12:27:46+00:00,Audio Array; 1P
Nexlev,V-02,FBA79492,B0DT6Y7KJM,HPC,Hair Care,3,3,0,3285.0,1,2,33.3,14,21.4,UNDELIVERABLE_REFUSED,2026-08-07T06:28:04+00:00,Nexlev
Nexlev,SPM-01,FBA79699,B0DTYDTKN8,Home & Kitchen,Cleaning & Vacumming,6,6,0,16962.0,3,3,50.0,13,46.2,UNDELIVERABLE_REFUSED,2026-08-25T08:43:58+00:00,Nexlev
Nexlev,MGS-02,FBA79686,B0DV94R4QD,HPC,Electric Massagers,2,2,0,872.0,1,1,50.0,10,20.0,UNDELIVERABLE_UNKNOWN,2026-08-24T03:27:18+00:00,Nexlev
Nexlev,AP-03,FBA79692,B0DVC58QPZ,Home & Kitchen,Air Purifier,2,2,0,4010.0,0,2,0.0,23,8.7,QUALITY_UNACCEPTABLE,2026-07-19T06:51:35+00:00,Nexlev
Nexlev,ST-01,FBA79679,B0DVC7VJP1,Home & Kitchen,Kitchen Appliances,71,71,0,243033.0,44,27,62.0,311,22.8,UNDELIVERABLE_REFUSED,2026-08-21T12:26:28+00:00,Nexlev; viomi
Nexlev,HU-02,FBA79682,B0DVC8NYY2,Home & Kitchen,Air Purifier,12,12,0,9816.0,8,4,66.7,58,20.7,DEFECTIVE,2026-08-11T05:09:59+00:00,Nexlev
Nexlev,CFM-02,FBA79689,B0DVSZ2VVJ,HPC,Electric Massagers,8,8,0,25832.0,2,6,25.0,19,42.1,UNDELIVERABLE_REFUSED,2026-09-04T04:15:13+00:00,Nexlev
Audio Array,AM-S1,FBA79482,B0DXFPM4N2,Monitor Speakers,Studio Monitor Speaker,40,10,30,179440.0,3,7,30.0,537,7.4,QUALITY_UNACCEPTABLE,2026-09-08T07:50:36+00:00,Audio Array; 1P
Nexlev,KM-01,FBK79591,B0F29SZCVF,HPC,Electric Massagers,3,3,0,3117.0,2,1,66.7,18,16.7,UNDELIVERABLE_UNKNOWN,2026-09-04T10:49:02+00:00,Nexlev
Nexlev,SPM-01 Set of 2 Mops,FBA79717,B0F2MZ9BJS,Home & Kitchen,Set of 2 Mops,2,2,0,500.0,2,0,100.0,7,28.6,UNDELIVERABLE_UNKNOWN,2026-07-12T07:41:01+00:00,Nexlev
Nexlev,LR-02 Set of 2 blades,FBA79607,B0F2N11VTN,Home & Kitchen,Set of 2 blades,1,1,0,145.0,0,1,0.0,3,33.3,NOT_COMPATIBLE,2026-07-09T05:29:45+00:00,Nexlev
Nexlev,SC-04 Set of 2 Mops,FBK79714,B0F2N1HTBT,Home & Kitchen,Set of 2 Mops,1,1,0,82.0,0,1,0.0,9,11.1,NOT_COMPATIBLE,2026-08-16T10:59:01+00:00,Nexlev
Nexlev,MR-02 HEPA Filter,FBA79721,B0F2N4N83Y,Home & Kitchen,HEPA Filter,12,12,0,540.0,2,10,16.7,22,54.5,UNDELIVERABLE_REFUSED,2026-08-13T05:12:11+00:00,Nexlev
Nexlev,SC-05,FBA79652,B0F43P6D23,Home & Kitchen,Cleaning & Vacumming,309,309,0,445887.0,131,178,42.4,1653,18.7,UNDELIVERABLE_REFUSED,2026-09-08T06:44:47+00:00,Nexlev; viomi
Nexlev,VC-03 HEPA,FBA79775,B0F67775SH,Home & Kitchen,HEPA,4,4,0,180.0,1,3,25.0,11,36.4,DEFECTIVE,2026-09-02T12:20:55+00:00,Nexlev
Nexlev,SC-01 Set of Spares,FBA79771,B0F678L8YT,Home & Kitchen,Set of Spares,4,4,0,1400.0,2,2,50.0,20,20.0,DEFECTIVE,2026-09-01T05:00:55+00:00,Nexlev
Nexlev,AP-03 HEPA,FBA79778,B0F67BW7SF,Home & Kitchen,HEPA,1,1,0,500.0,0,1,0.0,9,11.1,DEFECTIVE,2026-07-09T14:37:51+00:00,Nexlev
Nexlev,VC-01 HEPA,FBA79773,B0F74DJYG6,Home & Kitchen,HEPA,28,28,0,1260.0,5,23,17.9,47,59.6,NOT_COMPATIBLE,2026-09-02T06:48:00+00:00,Nexlev
Audio Array,SB-01,FBA79708,B0FFB6YJM1,Sound Bar,Sound Bar,68,25,43,48144.0,12,13,48.0,460,14.8,QUALITY_UNACCEPTABLE,2026-09-07T07:03:01+00:00,Audio Array; 1P
Audio Array,AH-50,FBA79813,B0FG88HVQ8,DJ Headphone,DJ Headphone,62,14,48,74507.0,14,0,100.0,1187,5.2,UNDELIVERABLE_REFUSED,2026-09-04T10:09:28+00:00,Audio Array; 1P
White Mulberry,TVLF1ML,FBA79790,B0FHVWHQHR,Monitor Arm,TV Wall Mount,25,25,0,5750.0,17,8,68.0,106,23.6,UNDELIVERABLE_REFUSED,2026-09-06T03:51:38+00:00,viomi
Nexlev,ETC-08-BL,FBA79707,B0FJ1ZB4G9,HPC,Oral Care,2,2,0,746.0,2,0,100.0,41,4.9,UNDELIVERABLE_REFUSED,2026-08-06T22:04:55+00:00,Nexlev
Audio Array,GB-02 (AM-C43 + AI-11),FBA79825,B0FJ2DT13L,Bundles,GB-02,4,2,2,7934.0,0,2,0.0,62,6.5,NO_REASON_GIVEN,2026-07-29T12:36:06+00:00,Audio Array; 1P
Audio Array,KB-01 (AM-W32 + AI-12),FBA79822,B0FJ2J6MTF,Bundles,KB-01,2,2,0,5261.0,2,0,100.0,8,25.0,DEFECTIVE,2026-07-04T22:23:41+00:00,Audio Array
Audio Array,GB-05 (AM-C43 + AI-06),FBA79832,B0FJ8S53GW,Bundles,GB-05,2,1,1,7818.0,1,0,100.0,6,33.3,QUALITY_UNACCEPTABLE,2026-06-14T07:58:12+00:00,Audio Array; 1P
Nexlev,KE-03,FBA79809,B0FJ8SFNRH,Home & Kitchen,Kitchen Appliances,1,1,0,324.0,0,1,0.0,6,16.7,NOT_AS_DESCRIBED,2026-06-19T04:43:13+00:00,viomi
Audio Array,GB-03 (AI-12 + AM-C43),FBA79830,B0FJ8TSQK1,Bundles,GB-03,56,19,37,102384.0,13,6,68.4,312,17.9,UNDELIVERABLE_UNKNOWN,2026-09-06T11:42:14+00:00,Audio Array; 1P
Nexlev,ETC-07-WH,FBA79673,B0FJG5PFGQ,HPC,Oral Care,4,4,0,1484.0,4,0,100.0,52,7.7,UNDELIVERABLE_REFUSED,2026-09-06T08:14:33+00:00,Nexlev
Audio Array,AM-C47,FBA80141,B0FJS57732,Microphone Condenser,USB Microphone Kit - Boomarm,20,20,0,33866.0,14,6,70.0,122,16.4,DEFECTIVE,2026-09-08T03:39:16+00:00,Audio Array
Audio Array,SB-01,FBK79708,B0FJS7JZ4V,Sound Bar,Sound Bar,8,8,0,5664.0,6,2,75.0,9,88.9,DEFECTIVE,2026-08-14T10:23:58+00:00,Audio Array
Audio Array,AM-C42,FBK79010,B0FLYJFC22,Microphone Condenser,USB Microphone Kit - Boomarm,2,2,0,2999.0,1,1,50.0,4,50.0,DAMAGED_BY_CARRIER,2026-07-14T06:28:39+00:00,Audio Array
Nexlev,SC-04 Spare Set,FBA79843,B0FMF1D9NV,Home & Kitchen,Spare Set,4,4,0,160.0,1,3,25.0,32,12.5,DEFECTIVE,2026-08-30T05:15:38+00:00,Nexlev
White Mulberry,TVCT1ML,FBK79788,B0FN4D3C89,Monitor Arm,TV Wall Mount,11,11,0,1243.0,5,6,45.5,56,19.6,DEFECTIVE,2026-08-16T09:26:34+00:00,viomi
White Mulberry,TVMF1ML,FBK79789,B0FN4DSQ6P,Monitor Arm,TV Wall Mount,164,164,0,29356.0,114,50,69.5,558,29.4,UNDELIVERABLE_REFUSED,2026-09-05T09:15:43+00:00,viomi
White Mulberry,POSS-01,FBK79786,B0FN4FPJ83,Monitor Arm,POS Stand,9,9,0,5301.0,5,4,55.6,59,15.3,DEFECTIVE,2026-07-29T05:06:32+00:00,viomi
White Mulberry,TVCF1ML,FBK79787,B0FN4GQ9HT,Monitor Arm,TV Wall Mount,33,33,0,5775.0,22,11,66.7,208,15.9,UNDELIVERABLE_REFUSED,2026-09-07T21:58:59+00:00,viomi
White Mulberry,TVFM1ML,FBK79791,B0FN4HDM6Z,Monitor Arm,TV Wall Mount,17,17,0,12308.0,4,13,23.5,82,20.7,NOT_COMPATIBLE,2026-08-30T03:32:20+00:00,viomi
White Mulberry,HDMSP1ML,FBK79792,B0FN4JG97R,Monitor Arm,Monitor Arm,5,5,0,10215.0,3,2,60.0,17,29.4,UNDELIVERABLE_REFUSED,2026-08-05T14:19:48+00:00,viomi
Audio Array,UB-02 (AM-S1 + AA-21),FBA79845,B0FN7B3KWS,Bundles,UB-02,4,1,3,23347.0,0,1,0.0,22,18.2,UNDELIVERABLE_UNKNOWN,2026-07-15T11:13:01+00:00,Audio Array; 1P
Audio Array,AM-C11X Pro,FBA79846,B0FN7C25VS,Microphone Dynamic,Microphone Dynamic,1,1,0,2263.0,1,0,100.0,3,33.3,UNDELIVERABLE_UNKNOWN,2026-08-19T04:55:21+00:00,Audio Array
White Mulberry,HDGS1ML,FBK79793,B0FN81FD8M,Monitor Arm,Monitor Arm,2,2,0,6400.0,1,1,50.0,5,40.0,UNDELIVERABLE_REFUSED,2026-08-06T10:50:32+00:00,viomi
Nexlev,CFM-03,FBA79849,B0FPGDVVCX,HPC,Electric Massagers,12,12,0,24048.0,10,2,83.3,90,13.3,UNDELIVERABLE_UNKNOWN,2026-08-23T04:30:17+00:00,Nexlev
Audio Array,AM-W22,FBA79816,B0FPR962YS,Microphone Wireless Lapel,Wireless Lapel Microphone,4,1,3,6718.0,1,0,100.0,62,6.5,UNDELIVERABLE_UNKNOWN,2026-08-16T06:11:03+00:00,viomi; 1P
Audio Array,AH-60-BL,FBA79841,B0FQBTRM28,Headphone,Headphone,9,2,7,9832.0,0,2,0.0,147,6.1,UNDELIVERABLE_REFUSED,2026-07-30T09:18:35+00:00,Audio Array; 1P
Audio Array,AH-60-RD,FBA79840,B0FQBWV1ST,Headphone,Headphone,2,1,1,2185.0,1,0,100.0,64,3.1,UNDELIVERABLE_REFUSED,2026-08-16T09:20:15+00:00,Audio Array; 1P
Audio Array,AH-40 SL,FBA79838,B0FQBX8J17,DJ Headphone,DJ Headphone,19,3,16,9081.0,3,0,100.0,344,5.5,UNDELIVERABLE_REFUSED,2026-08-21T11:42:30+00:00,Audio Array; 1P
Audio Array,AH-45 BK,FBA79839,B0FQBXS6Y2,DJ Headphone,DJ Headphone,54,6,48,33184.0,4,2,66.7,805,6.7,DEFECTIVE,2026-09-04T19:00:35+00:00,Audio Array; 1P
Audio Array,AC-3XL,FBA79820,B0FQJWWDVK,Microphone Accessories,Accessories,9,6,3,1174.0,6,0,100.0,104,8.7,NOT_COMPATIBLE,2026-09-05T11:55:09+00:00,Audio Array; 1P
Audio Array,AA-25M,FBA79903,B0FR5DLXH9,Microphone Accessories,Accessories,11,11,0,3299.0,8,3,72.7,54,20.4,UNDELIVERABLE_REFUSED,2026-09-06T08:38:20+00:00,Audio Array
Nexlev,PB-01,FBA79812,B0FS6TB7CP,Home & Kitchen,Kitchen Appliances,63,63,0,82341.0,42,21,66.7,198,31.8,DEFECTIVE,2026-09-08T05:46:33+00:00,Nexlev; viomi
Nexlev,MF-01,FBA79810,B0FS7T8151,Home & Kitchen,Kitchen Appliances,1,1,0,261.0,1,0,100.0,39,2.6,UNDELIVERABLE_UNKNOWN,2026-09-07T08:25:35+00:00,Nexlev
Nexlev,MC-01,FBA79811,B0FSF1N457,Home & Kitchen,Kitchen Appliances,28,28,0,8316.0,23,5,82.1,190,14.7,UNDELIVERABLE_REFUSED,2026-09-08T09:43:05+00:00,Nexlev
Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),FBA79904,B0FTVQQVDC,Bundles,PB-10,8,1,7,39892.0,1,0,100.0,113,7.1,UNDELIVERABLE_REFUSED,2026-07-12T19:38:15+00:00,Audio Array; 1P
Audio Array,PB-14 (AM-C43+AH-40-SL+AI-12),FBA79908,B0FTVV1QJY,Bundles,PB-14,5,5,0,11403.0,2,3,40.0,45,11.1,UNDELIVERABLE_REFUSED,2026-09-04T05:51:24+00:00,Audio Array
Audio Array,AM-W20,FBA79909,B0FVM17Q4W,Microphone Wireless Lapel,Wireless Lapel Microphone,13,11,2,28141.0,6,5,54.5,26,50.0,UNDELIVERABLE_REFUSED,2026-09-04T19:49:57+00:00,Audio Array; 1P
Nexlev,SC-05 SC-05 - Set of Spares,FBA79912,B0FYNKYJFN,Home & Kitchen,SC-05 - Set of Spares,1,1,0,350.0,0,1,0.0,1,100.0,MISSING_PARTS,2026-06-30T03:24:59+00:00,Nexlev
Audio Array,AM-W19,FBA79967,B0G2C2RCXN,Microphone Wireless Lapel,Wireless Lapel Microphone,3,3,0,3478.0,3,0,100.0,11,27.3,UNDELIVERABLE_REFUSED,2026-08-09T07:27:46+00:00,Audio Array
Audio Array,AM-W47 Wired,FBA79959,B0G39ZHDYP,Voice Amplifier,Wired Voice Amplifier,53,20,33,26678.0,17,3,85.0,662,8.0,UNDELIVERABLE_REFUSED,2026-09-02T09:14:59+00:00,Audio Array; 1P
Audio Array,AM-W47 Wireless,FBA79960,B0G3B152FR,Voice Amplifier,Wireless Voice Amplifier,36,13,23,33143.0,7,6,53.8,429,8.4,QUALITY_UNACCEPTABLE,2026-08-31T04:46:30+00:00,Audio Array; 1P
Audio Array,AM-W24,FBA79958,B0G3Q59X8C,Microphone Wireless Lapel,Wireless Lapel Microphone,10,1,9,9050.0,1,0,100.0,94,10.6,UNDELIVERABLE_REFUSED,2026-08-30T10:07:42+00:00,Audio Array; 1P
Audio Array,AM-C48,FBA79842,B0G4DNF8RZ,Microphone Dynamic,Microphone Dynamic,5,4,1,9780.0,1,3,25.0,113,4.4,SWITCHEROO,2026-08-04T08:04:02+00:00,Audio Array; 1P
Audio Array,AI-13,FBA79961,B0G53H49BS,Audio Mixer,4 channels Mixer,92,17,75,142132.0,15,2,88.2,865,10.6,QUALITY_UNACCEPTABLE,2026-09-04T09:02:32+00:00,Audio Array; 1P
Audio Array,AM-Mix10,FBA79966,B0G53KWRVW,Audio Mixer,10 channels mixer,15,6,9,87133.0,3,3,50.0,85,17.6,UNDELIVERABLE_REFUSED,2026-08-21T06:58:36+00:00,Audio Array; 1P
Audio Array,BE-4T,FBA79962,B0G53LZNY3,Audio Mixer,4 channels mixer with OTG,11,6,5,33442.0,5,1,83.3,43,25.6,QUALITY_UNACCEPTABLE,2026-08-13T11:08:39+00:00,Audio Array; 1P
Audio Array,AI-14,FBA79968,B0G53M9258,Audio Mixer,8 channels Mixer,35,13,22,107279.0,8,5,61.5,292,12.0,QUALITY_UNACCEPTABLE,2026-09-07T09:49:15+00:00,Audio Array; 1P
Audio Array,M8,FBA79972,B0GCP1J2HC,Audio Mixer,8 channels Mixer,21,9,12,86515.0,7,2,77.8,203,10.3,QUALITY_UNACCEPTABLE,2026-07-31T04:35:51+00:00,Audio Array; 1P
Audio Array,AM-S1,FBA79974,B0GD8JSPB1,Monitor Speakers,Studio Monitor Speaker,7,7,0,31402.0,5,2,71.4,30,23.3,UNDELIVERABLE_REFUSED,2026-09-01T06:54:28+00:00,Audio Array
Nexlev,SP-01,FBA79971,B0GGHZWMVW,Home & Kitchen,Cleaning & Vacumming,76,76,0,,35,41,46.1,529,14.4,UNDELIVERABLE_REFUSED,2026-09-06T09:06:24+00:00,Nexlev; viomi
Nexlev,SPM-01,FBK80015,B0GKNGWLJ2,Home & Kitchen,Cleaning & Vacumming,16,16,0,44400.0,6,10,37.5,27,59.3,UNDELIVERABLE_REFUSED,2026-09-03T03:47:15+00:00,Nexlev
Audio Array,AM-W22,FBA80016,B0GKPXQ8G3,Microphone Wireless Lapel,Wireless Lapel Microphone,6,1,5,10078.0,1,0,100.0,42,14.3,UNDELIVERABLE_REFUSED,2026-07-07T19:35:54+00:00,Audio Array; 1P
Nexlev,SS-02,FBK80024,B0GLHC8CB3,Home & Kitchen,Cleaning & Vacumming,8,8,0,10448.0,8,0,100.0,67,11.9,UNDELIVERABLE_REFUSED,2026-09-05T16:05:48+00:00,Nexlev; viomi
Nexlev,MR-03,FBA79984,B0GM1CZC7Y,Home & Kitchen,Cleaning & Vacumming,9,9,0,,7,2,77.8,169,5.3,UNDELIVERABLE_REFUSED,2026-09-05T03:23:42+00:00,Nexlev
Audio Array,A3-XLR,FBA79956,B0GMPGNXX3,Microphone Accessories,Accessories,3,3,0,587.0,3,0,100.0,32,9.4,UNDELIVERABLE_REFUSED,2026-08-30T07:54:46+00:00,Audio Array
Nexlev,DH-01,FBA79991,B0GN85NZQN,Home & Kitchen,"Heating, Cooling & Air Quality",69,69,0,0.0,52,17,75.4,461,15.0,UNDELIVERABLE_REFUSED,2026-09-01T09:31:34+00:00,Nexlev; viomi
Nexlev,DH-01,FBA79991,B0GN85NZQN,Home & Kitchen,"Heating, Cooling & Air Quality",69,69,0,0.0,52,17,75.4,461,15.0,UNDELIVERABLE_REFUSED,2026-09-01T09:31:34+00:00,Nexlev; viomi
Nexlev,CAP-05,FBA79989,B0GN86G345,HPC,Car Accessories,10,10,0,,8,2,80.0,63,15.9,DEFECTIVE,2026-09-03T07:25:48+00:00,Nexlev
Audio Array,AK-61 Neo,FBA79981,B0GN8MFDGZ,Electric Keyboard,61 Key Electronic Keyboard With LED DIsplay,4,2,2,11480.0,2,0,100.0,34,11.8,DEFECTIVE,2026-09-06T07:51:27+00:00,Audio Array; 1P
Audio Array,AK-37-W,FBA79980,B0GN8MMKY1,Electric Keyboard,37 Key Electronic Keyboard White,4,2,2,9343.0,2,0,100.0,52,7.7,QUALITY_UNACCEPTABLE,2026-07-19T12:25:45+00:00,Audio Array; 1P
Audio Array,AK-61 Pro,FBA79982,B0GN8MPYPG,Electric Keyboard,61 Key Electronic Keyboard With LCD DIsplay,12,4,8,39809.0,4,0,100.0,39,30.8,UNDELIVERABLE_REFUSED,2026-09-01T04:50:50+00:00,Audio Array; 1P
Audio Array,AK-37-B,FBA79979,B0GN8RQJRG,Electric Keyboard,37 Key Electronic Keyboard Black,6,2,4,13568.0,2,0,100.0,42,14.3,UNDELIVERABLE_REFUSED,2026-07-13T08:46:27+00:00,Audio Array; 1P
Nexlev,ST-03,FBA79993,B0GN8WW6BC,Home & Kitchen,Kitchen Appliances,24,24,0,,16,8,66.7,105,22.9,UNDELIVERABLE_REFUSED,2026-09-06T05:24:46+00:00,Nexlev; viomi
Nexlev,ST-02,FBA79992,B0GN94YDY2,Home & Kitchen,Kitchen Appliances,14,14,0,,10,4,71.4,91,15.4,UNDELIVERABLE_REFUSED,2026-09-07T08:21:33+00:00,Nexlev
Audio Array,AM-S2,FBA79848,B0GN97RFPR,Monitor Speakers,Studio Monitor Speaker,63,15,48,236161.0,15,0,100.0,633,10.0,UNDELIVERABLE_REFUSED,2026-08-24T07:17:03+00:00,Audio Array; 1P
Audio Array,AH-50 Ear Cushion,FBA79814,B0GNM35G8X,DJ Headphone,DJ Headphone,2,2,0,117.0,1,1,50.0,13,15.4,UNDELIVERABLE_UNKNOWN,2026-07-09T10:07:12+00:00,Audio Array
Audio Array,W5,FBA79998,B0GW8YC59C,Wireless Accessories,One Transmitter With One Receiver,1,1,0,1695.0,1,0,100.0,2,50.0,UNDELIVERABLE_REFUSED,2026-06-19T06:02:58+00:00,Audio Array
Audio Array,AM-C49,FBA79996,B0GW8Z556N,Microphone Dynamic,Vocal Microphone,10,8,2,5347.0,6,2,75.0,76,13.2,DEFECTIVE,2026-08-30T07:41:44+00:00,Audio Array; 1P
Audio Array,AM-C52,FBA80010,B0GW8ZQRFK,Microphone Dynamic,Vocal Microphone,4,2,2,3651.0,2,0,100.0,12,33.3,DEFECTIVE,2026-08-29T11:55:36+00:00,Audio Array; 1P
Audio Array,AM-W32 Pro,FBA80003,B0GW92TTMS,Microphone Wireless Handheld,Dual UHF Wireless Microphone With Receiver,1,1,0,3130.0,1,0,100.0,8,12.5,UNDELIVERABLE_REFUSED,2026-08-12T08:08:42+00:00,Audio Array
Audio Array,JTG800,FBA79999,B0GW92TVVC,Wireless Microphone,One Transmitter With One Receiver and Earphone,1,1,0,2869.0,1,0,100.0,8,12.5,UNDELIVERABLE_REFUSED,2026-08-14T06:21:34+00:00,Audio Array
Audio Array,BE-4,FBA80084,B0GXP97CZG,Audio Mixer,04 channels Mixer,33,17,16,64297.0,15,2,88.2,175,18.9,DEFECTIVE,2026-09-07T05:13:26+00:00,Audio Array; 1P
Audio Array,M6,FBA80085,B0GXPBHDRF,Audio Mixer,06 channels Mixer,27,6,21,107962.0,5,1,83.3,225,12.0,DEFECTIVE,2026-09-07T11:45:22+00:00,Audio Array; 1P
Audio Array,UB-04 (AM-S2+AA-21+AI-04+AM-C2),FBA80104,B0GXY7YJWP,Bundles,UB-04,2,2,0,19514.0,1,1,50.0,3,66.7,UNWANTED_ITEM,2026-07-28T05:11:26+00:00,Audio Array
Audio Array,PB-15 (AH-50+AM-C2+AI-04),FBA80074,B0GY827J9C,Bundles,PB-15,5,5,0,25419.0,2,3,40.0,20,25.0,UNDELIVERABLE_REFUSED,2026-08-31T06:14:06+00:00,Audio Array
Audio Array,PB-17 (AH-40-SL+AM-C43+AI-13),FBA80076,B0GY857139,Bundles,PB-17,2,2,0,6372.0,1,1,50.0,8,25.0,UNDELIVERABLE_REFUSED,2026-08-14T10:05:59+00:00,Audio Array
Nexlev,SC-01_Mop_Cloth,FBA80113,B0GYS6CJD9,Home & Kitchen,Spares,2,2,0,,0,2,0.0,28,7.1,MISSING_PARTS,2026-08-20T06:52:11+00:00,Nexlev
Audio Array,AI-13,FBA80128,B0H1H3K6B2,Audio Mixer,04 channels Mixer,1,1,0,1545.0,1,0,100.0,9,11.1,SWITCHEROO,2026-07-25T06:38:27+00:00,Audio Array
Audio Array,AM-S2,FBA80143,B0H1MTP2ZP,Monitor Speakers,Studio Monitor Speaker,2,2,0,7497.0,1,1,50.0,6,33.3,UNDELIVERABLE_UNKNOWN,2026-07-23T09:52:19+00:00,Audio Array
Audio Array,UB-06 (AM-S2+AA-22),FBA80106,B0H2FCK54H,Bundles,UB-06,2,2,0,10943.0,1,1,50.0,5,40.0,UNDELIVERABLE_REFUSED,2026-07-28T08:07:56+00:00,Audio Array
Audio Array,AM-C5 White,FBA80142,B0H3LHF2WW,,,9,9,0,,8,1,88.9,62,14.5,NOT_COMPATIBLE,2026-08-30T03:53:35+00:00,Audio Array
Tonor,ORCA001,,B09Z5Q194D,Condenser Microphone,Stand,1,0,1,2412.0,0,0,0.0,2,50.0,,,1P
Audio Array,AM-C4,,B0B4DS678Q,Microphone Condenser,USB Microphone Kit - Tripod,2,0,2,3401.0,0,0,0.0,26,7.7,,,1P
Audio Array,AM-W12,,B0B4G763WS,Microphone Wireless Handheld,Wireless Microphone,5,0,5,9785.0,0,0,0.0,92,5.4,,,1P
Audio Array,AA-01,,B0B4G8PH2P,Microphone Accessories,Accessories,3,0,3,3673.0,0,0,0.0,40,7.5,,,1P
Audio Array,AA-03,,B0B4G94VP3,Microphone Accessories,Accessories,15,0,15,2699.0,0,0,0.0,159,9.4,,,1P
Audio Array,AA-02,,B0B4JRQP22,Microphone Accessories,Accessories,6,0,6,7982.0,0,0,0.0,118,5.1,,,1P
Tonor,TC30+,,B0BG8CJXHH,Condenser Microphone,Boom Arm Kit,1,0,1,1568.0,0,0,0.0,8,12.5,,,1P
Tonor,TC30S+,,B0BRCR2QQ7,Condenser Microphone,Boom Arm Kit + RGB,1,0,1,1749.0,0,0,0.0,11,9.1,,,1P
Tonor,TD510,,B0BRKFP94K,Dynamic Microphone,USB/XLR Mic,1,0,1,2412.0,0,0,0.0,12,8.3,,,1P
Tonor,TC-777 PRO,,B0BYHHSLPC,Condenser Microphone,Tripod - RGB,11,0,11,11946.0,0,0,0.0,189,5.8,,,1P
Audio Array,AM-C11X,,B0CBC7QMNV,Microphone Dynamic,XLR Dynamic Mic,1,0,1,2173.0,0,0,0.0,23,4.3,,,1P
Audio Array,AA-19,,B0CF5R3V95,Microphone Accessories,Accessories,11,0,11,21563.0,0,0,0.0,273,4.0,,,1P
Audio Array,AA-20,,B0CF5RRTDJ,Microphone Accessories,Accessories,1,0,1,1108.0,0,0,0.0,35,2.9,,,1P
Audio Array,AA-22,,B0CF5SHL15,Monitor Speakers Accessories,Monitor Speaker Stand Pair,1,0,1,1723.0,0,0,0.0,78,1.3,,,1P
Audio Array,AM-C41,,B0CH4PMR8K,Microphone Condenser,USB Microphone Kit - Tripod,2,0,2,2086.0,0,0,0.0,88,2.3,,,1P
Audio Array,AA-25,,B0CJR76Y7G,Microphone Accessories,Accessories,3,0,3,978.0,0,0,0.0,114,2.6,,,1P
Audio Array,AM-C45,,B0D3LZWTHV,Microphone Dynamic,Dynamic Microphone,1,0,1,2021.0,0,0,0.0,49,2.0,,,1P
Audio Array,AA-19WL,,B0D3Q2T5XX,Microphone Accessories,Accessories,2,0,2,5946.0,0,0,0.0,18,11.1,,,1P
