asin,sku,brand,model,buybox_price,amazon_1p_price,merchant_low_price,buybox_seller_name,buybox_seller_id,offer_count,error,fetched_at
B0FJ8Z1W81,FBA79836,Audio Array,PB-07 (AA-05 + AM-C45 + AI-04),6058.17,6058.17,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0FJ8V2LZM,FBA79837,Audio Array,AI-06 + AM-C45,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0FN7B3KWS,FBA79845,Audio Array,UB-02 (AM-S1 + AA-21),12952.0,12899.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0G3B677Z5,FBA79969,Audio Array,UB-03 (AM-S1 + AA-22),,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0FN7FYZM3,FBA79847,Audio Array,PB-09 (AM-C45 + AI-06 + AA-05),5173.15,5173.15,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0FTVSH458,FBA79905,Audio Array,PB-11 (AM-C44+AA-05+AH-45-BK),6499.0,6499.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0FTVVLNS9,FBA79906,Audio Array,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),11499.0,11499.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0FTVS34SD,FBA79907,Audio Array,PB-13 (AM-C43+AH-40-SL+AI-11),,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0FTVV1QJY,FBA79908,Audio Array,PB-14 (AM-C43+AH-40-SL+AI-12),4599.0,4599.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0D3M13T6H,FBA79389,Audio Array,AWB-01,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0GMPGNXX3,FBA79956,Audio Array,A3-XLR,599.0,599.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0G3Q517Y2,FBA79957,Audio Array,AM-W23,2999.0,2999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0G3Q59X8C,FBA79958,Audio Array,AM-W24,1730.96,1730.96,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0G39ZHDYP,FBA79959,Audio Array,AM-W47 Wired,1209.0,1199.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0G3B152FR,FBA79960,Audio Array,AM-W47 Wireless,1899.0,1899.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0G53H49BS,FBA79961,Audio Array,AI-13,2799.0,2799.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0G53LZNY3,FBA79962,Audio Array,BE-4T,5336.0,5299.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0G53CB72D,FBA79963,Audio Array,AM-Pro8,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0G53KWRWH,FBA79964,Audio Array,AM-Pro12,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0G53M9258,FBA79968,Audio Array,AI-14,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0G53PRM34,FBA79965,Audio Array,AM-Mix6,8352.0,8299.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0G53KWRVW,FBA79966,Audio Array,AM-Mix10,,13583.0,,,,1.0,,2026-08-03T07:52:36.708085+00:00
B0G2C2RCXN,FBA79967,Audio Array,AM-W19,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GD8JSPB1,FBA79974,Audio Array,AM-S1,8999.0,8999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
-,FBA80006,Audio Array,A2-XLR,,,,,,,HTTP 400,2026-08-03T07:52:36.708085+00:00
B0GN2LHJY4,FBA80007,Audio Array,MT-12,8999.0,8999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GXP7LJ75,FBA79975,Audio Array,AE831,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GV15BVQC,FBA79976,Audio Array,JT-1,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0GV154XPQ,FBA79977,Audio Array,BM-320PRO,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GW9461N5,FBA79997,Audio Array,W3,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0GW8YC59C,FBA79998,Audio Array,W5,3399.0,3399.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GW92TVVC,FBA79999,Audio Array,JTG800,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GW8XGPB2,FBA80000,Audio Array,DP-718H,7499.0,7499.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GW92TQGV,FBA80001,Audio Array,USB718,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GW96SHSK,FBA80002,Audio Array,AM-W33 Pro,3427.0,3399.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0GW92TTMS,FBA80003,Audio Array,AM-W32 Pro,5499.0,5499.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0GW92316G,FBA80004,Audio Array,AM-W36 Pro,7999.0,7999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GW96CQMG,FBA80005,Audio Array,T-835,10999.0,10999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0FQBWV1ST,FBA79840,Audio Array,AH-60-RD,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0FQBTRM28,FBA79841,Audio Array,AH-60-BL,2015.0,1999.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0GTZND3ZN,FBA80011,Audio Array,AM-Pro16,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GTZJF142,FBA80012,Audio Array,AM-Pro24,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GTZLGPFR,FBA80013,Audio Array,XM-16,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0GTZ9X8Q2,FBA80014,Audio Array,XM-24,,,,,,,,2026-08-03T07:52:36.708085+00:00
B0GW8Z556N,FBA79996,Audio Array,AM-C49,899.0,899.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0GW8VBCBL,FBA79995,Audio Array,AM-C50,899.0,899.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0GW8R2RYM,FBA80009,Audio Array,AM-C51,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GW8ZQRFK,FBA80010,Audio Array,AM-C52,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GXPBHDRF,FBA80085,Audio Array,M6,6999.0,6999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,2.0,,2026-08-03T07:52:36.708085+00:00
B0GXP97CZG,FBA80084,Audio Array,BE-4,3827.0,3799.0,,Other 3P (A1WYWER0W24N8S),A1WYWER0W24N8S,2.0,,2026-08-03T07:52:36.708085+00:00
B0H2ZCQFTZ,FBA80109,Audio Array,M5,17999.0,17999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0H2Z6R6V8,FBA80110,Audio Array,X5,17999.0,17999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0FJS57732,FBM79783,Audio Array,AM-C47,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0FJS57732,FBA80141,Audio Array,AM-C47,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GY827J9C,FBA80074,Audio Array,PB-15 (AH-50+AM-C2+AI-04),9999.0,9999.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GXPGBQB1,FBA80075,Audio Array,PB-16 (AH-50+AI-13+AM-C2),8399.0,8399.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GY857139,FBA80076,Audio Array,PB-17 (AH-40-SL+AM-C43+AI-13) ,6299.0,6299.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0GY86ZT1X,FBA80077,Audio Array,PB-18 (AH-45-BK+AI-03+AM-C39),,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0GXY7YJWP,FBA80104,Audio Array,UB-04 (AM-S2+AA-21+AI-04+AM-C2),,,,,,,,2026-08-03T07:52:36.708085+00:00
B0H2FCK54H,FBA80106,Audio Array,UB-06 (AM-S2+AA-22),,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0H1H3K6B2,FBA80128,Audio Array,AI-13,2799.0,2799.0,,Other 3P (A28KGDTB760OU9),A28KGDTB760OU9,1.0,,2026-08-03T07:52:36.708085+00:00
B0H3LHF2WW,FBA80142,Audio Array,AM-C5 White,,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
B0H2FNV2RC,FBA80105,Audio Array,UB-05 (AM-S2+AA-21),,,,,,,HTTP 429,2026-08-03T07:52:36.708085+00:00
