week,Model,inventory_ampm,inventory_1p,inventory_amazon,inventory_total_amazon,pipeline_orders,inv_units_model
13,FM-01,1.0,0.0,0.0,1.0,0.0,1.0
13,FM-02,1.0,0.0,0.0,1.0,0.0,1.0
13,FS-01,1690.0,0.0,175.0,1865.0,0.0,1865.0
13,FS4735,0.0,0.0,60.0,60.0,0.0,60.0
13,FS4795,0.0,0.0,470.0,470.0,0.0,470.0
13,FS4812,0.0,0.0,6.0,6.0,0.0,6.0
13,FS4813,0.0,0.0,54.0,54.0,0.0,54.0
13,FS4867,0.0,0.0,212.0,212.0,0.0,212.0
13,FS5164,0.0,0.0,1.0,1.0,0.0,1.0
13,FS5237,0.0,0.0,2.0,2.0,0.0,2.0
13,FS5308,0.0,0.0,90.0,90.0,0.0,90.0
13,FS5452,0.0,0.0,4.0,4.0,0.0,4.0
13,FS5512,0.0,0.0,24.0,24.0,0.0,24.0
13,FS5525,0.0,0.0,21.0,21.0,0.0,21.0
13,FS5699,0.0,0.0,9.0,9.0,0.0,9.0
13,FS5708SET,0.0,0.0,4.0,4.0,0.0,4.0
13,FS5792,0.0,0.0,48.0,48.0,0.0,48.0
13,FS5822,0.0,0.0,1.0,1.0,0.0,1.0
13,FS5855,0.0,0.0,16.0,16.0,0.0,16.0
13,FS5901,0.0,0.0,8.0,8.0,0.0,8.0
13,FS5963,0.0,0.0,41.0,41.0,0.0,41.0
13,FS5971,0.0,0.0,2.0,2.0,0.0,2.0
13,FS6029,0.0,0.0,18.0,18.0,0.0,18.0
13,FS6032,0.0,0.0,15.0,15.0,0.0,15.0
13,FS6045,0.0,0.0,5.0,5.0,0.0,5.0
13,FS6048,0.0,0.0,23.0,23.0,0.0,23.0
13,FS6056,0.0,0.0,6.0,6.0,0.0,6.0
13,FS6071,0.0,0.0,2.0,2.0,0.0,2.0
13,FS6081SET,0.0,0.0,6.0,6.0,0.0,6.0
13,FS6085,0.0,0.0,4.0,4.0,0.0,4.0
13,FS6086,0.0,0.0,24.0,24.0,0.0,24.0
13,FS6087,0.0,0.0,16.0,16.0,0.0,16.0
13,FS6089,0.0,0.0,14.0,14.0,0.0,14.0
13,FS6090,0.0,0.0,14.0,14.0,0.0,14.0
13,FS6094,0.0,0.0,22.0,22.0,0.0,22.0
13,FS6104,0.0,0.0,15.0,15.0,0.0,15.0
13,FS6106,0.0,0.0,44.0,44.0,0.0,44.0
13,FS6107,0.0,0.0,3.0,3.0,0.0,3.0
13,FS6108,0.0,0.0,6.0,6.0,0.0,6.0
13,FS6110,0.0,0.0,3.0,3.0,0.0,3.0
13,FS6111,0.0,0.0,51.0,51.0,0.0,51.0
13,FS6112,0.0,0.0,20.0,20.0,0.0,20.0
13,FS6113,0.0,0.0,18.0,18.0,0.0,18.0
13,FS6128,0.0,0.0,5.0,5.0,0.0,5.0
13,FS6129,0.0,0.0,6.0,6.0,0.0,6.0
13,FS6131,0.0,0.0,142.0,142.0,0.0,142.0
13,FS6132,0.0,0.0,18.0,18.0,0.0,18.0
13,FS6133,0.0,0.0,4.0,4.0,0.0,4.0
13,FS6139,0.0,0.0,7.0,7.0,0.0,7.0
13,FS6140,0.0,0.0,6.0,6.0,0.0,6.0
13,FS6144,0.0,0.0,3.0,3.0,0.0,3.0
13,FS6145SET,0.0,0.0,0.0,0.0,0.0,0.0
13,FS6149,0.0,0.0,3.0,3.0,0.0,3.0
13,FS6150,0.0,0.0,14.0,14.0,0.0,14.0
13,FS6151,0.0,0.0,9.0,9.0,0.0,9.0
13,FS6154,0.0,0.0,14.0,14.0,0.0,14.0
13,FS6161,0.0,0.0,8.0,8.0,0.0,8.0
13,FS6162,0.0,0.0,19.0,19.0,0.0,19.0
13,FS6163,0.0,0.0,16.0,16.0,0.0,16.0
13,FS6164,0.0,0.0,14.0,14.0,0.0,14.0
13,G11,0.0,0.0,11.0,11.0,240.0,11.0
13,GB-01 (AM-C43 +AI-10),0.0,0.0,15.0,15.0,0.0,15.0
13,GB-02 (AM-C43 + AI-11),0.0,4.0,10.0,14.0,0.0,14.0
13,GB-03 (AI-12 + AM-C43),0.0,2.0,11.0,13.0,0.0,13.0
13,GB-04 (AM-C45 + AI-06),0.0,9.0,12.0,21.0,0.0,21.0
13,GB-05 (AM-C43 + AI-06),0.0,30.0,10.0,40.0,0.0,40.0
13,GS-01,4.0,0.0,0.0,4.0,0.0,4.0
13,GS-02,204.0,0.0,377.0,581.0,0.0,581.0
13,GS-04,22.0,0.0,18.0,40.0,0.0,40.0
13,GS-05,373.0,0.0,365.0,738.0,0.0,738.0
13,GS1ML,0.0,0.0,0.0,0.0,0.0,0.0
13,GS2ML,0.0,0.0,0.0,0.0,0.0,0.0
13,HA1ML,0.0,0.0,0.0,0.0,0.0,0.0
13,HA2ML,0.0,0.0,0.0,0.0,0.0,0.0
13,HB-01,0.0,0.0,47.0,47.0,0.0,47.0
13,HD-01,987.0,1.0,19.0,1007.0,0.0,1007.0
13,HD-02,611.0,0.0,171.0,782.0,0.0,782.0
13,HD1ML,7.0,1.0,0.0,8.0,0.0,8.0
13,HDGS1ML,6.0,0.0,10.0,16.0,0.0,16.0
13,HDMSP1ML,5.0,0.0,0.0,5.0,0.0,5.0
13,HDWF1ML,311.0,35.0,36.0,382.0,0.0,382.0
13,HM-01,287.0,3.0,49.0,339.0,0.0,339.0
13,HM-02,20.0,0.0,0.0,20.0,0.0,20.0
13,HS-01,376.0,0.0,33.0,409.0,0.0,409.0
13,HS-02,38.0,0.0,23.0,61.0,0.0,61.0
13,HSB-03,1599.0,0.0,115.0,1714.0,0.0,1714.0
13,HSB-04,51.0,0.0,247.0,298.0,1000.0,298.0
13,HU-01,17.0,0.0,1.0,18.0,0.0,18.0
13,HU-02,787.0,0.0,116.0,903.0,0.0,903.0
13,IPL-01,41.0,0.0,0.0,41.0,0.0,41.0
13,JR1401,0.0,0.0,425.0,425.0,0.0,425.0
13,JR1487,0.0,0.0,189.0,189.0,0.0,189.0
13,"JT-01, BM 320 PRO",0.0,0.0,0.0,0.0,0.0,0.0
13,JT1,0.0,0.0,0.0,0.0,0.0,0.0
13,JTG800,0.0,0.0,0.0,0.0,40.0,0.0
13,K1,7.0,4.0,26.0,37.0,1026.0,37.0
13,K20,0.0,0.0,0.0,0.0,0.0,0.0
13,K9,0.0,0.0,0.0,0.0,0.0,0.0
13,KB-01 (AM-W32 + AI-12),0.0,5.0,16.0,21.0,0.0,21.0
13,KE-01,233.0,0.0,225.0,458.0,0.0,458.0
13,KE-02,8.0,0.0,115.0,123.0,0.0,123.0
13,KE-03,1165.0,0.0,142.0,1307.0,0.0,1307.0
13,KM-01,38.0,0.0,21.0,59.0,0.0,59.0
13,LE-01,148.0,6.0,0.0,154.0,0.0,154.0
13,LE-02,820.0,0.0,301.0,1121.0,0.0,1121.0
13,LE-03,166.0,0.0,33.0,199.0,0.0,199.0
13,LE-04,453.0,5.0,27.0,485.0,0.0,485.0
13,LE-06,11.0,0.0,0.0,11.0,0.0,11.0
13,LE-07,2.0,0.0,0.0,2.0,0.0,2.0
13,LE-08,33.0,0.0,0.0,33.0,0.0,33.0
13,LR-01,275.0,0.0,176.0,451.0,0.0,451.0
13,LR-01 SET OF 2 BLADES,0.0,0.0,7.0,7.0,0.0,7.0
13,LR-02,706.0,0.0,321.0,1027.0,0.0,1027.0
13,LR-02 SET OF 2 BLADES,0.0,0.0,9.0,9.0,0.0,9.0
13,LR-03,2877.0,0.0,624.0,3501.0,0.0,3501.0
13,M6,0.0,0.0,0.0,0.0,400.0,0.0
13,M8,3.0,2.0,11.0,16.0,300.0,16.0
13,MC-01,832.0,0.0,122.0,954.0,0.0,954.0
13,ME3061,0.0,0.0,10.0,10.0,0.0,10.0
13,ME3098,0.0,0.0,32.0,32.0,0.0,32.0
13,ME3206,0.0,0.0,16.0,16.0,0.0,16.0
13,ME3218,0.0,0.0,21.0,21.0,0.0,21.0
13,ME3253,0.0,0.0,14.0,14.0,0.0,14.0
13,ME3254,0.0,0.0,3.0,3.0,0.0,3.0
13,ME3260,0.0,0.0,24.0,24.0,0.0,24.0
13,ME3261,0.0,0.0,7.0,7.0,0.0,7.0
13,ME3265,0.0,0.0,8.0,8.0,0.0,8.0
13,ME3266,0.0,0.0,18.0,18.0,0.0,18.0
13,ME3270,0.0,0.0,16.0,16.0,0.0,16.0
13,MF-01,1691.0,0.0,39.0,1730.0,0.0,1730.0
13,MG-01,98.0,0.0,50.0,148.0,0.0,148.0
13,MGC-03,29.0,0.0,23.0,52.0,0.0,52.0
13,MGS-02,7.0,0.0,21.0,28.0,0.0,28.0
13,MK2833,0.0,0.0,0.0,0.0,0.0,0.0
13,MK3190,0.0,0.0,9.0,9.0,0.0,9.0
13,MK4339,0.0,0.0,4.0,4.0,0.0,4.0
13,MK4709,0.0,0.0,2.0,2.0,0.0,2.0
13,MK4710,0.0,0.0,16.0,16.0,0.0,16.0
13,MK4805,0.0,0.0,1.0,1.0,0.0,1.0
13,MK4817SET,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4822,0.0,0.0,1.0,1.0,0.0,1.0
13,MK4824,0.0,0.0,6.0,6.0,0.0,6.0
13,MK4829,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4842,0.0,0.0,14.0,14.0,0.0,14.0
13,MK4843,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4845,0.0,0.0,4.0,4.0,0.0,4.0
13,MK4847,0.0,0.0,1.0,1.0,0.0,1.0
13,MK4863,0.0,0.0,2.0,2.0,0.0,2.0
13,MK4864,0.0,0.0,4.0,4.0,0.0,4.0
13,MK4873,0.0,0.0,5.0,5.0,0.0,5.0
13,MK4882,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4923,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4931,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4932,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4933,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4934,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4935,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4962,0.0,0.0,7.0,7.0,0.0,7.0
13,MK4963,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4964,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4965,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4966,0.0,0.0,3.0,3.0,0.0,3.0
13,MK4997,0.0,0.0,10.0,10.0,0.0,10.0
13,MK4998,0.0,0.0,10.0,10.0,0.0,10.0
13,MK4999,0.0,0.0,7.0,7.0,0.0,7.0
13,MK5491,0.0,0.0,21.0,21.0,0.0,21.0
13,MK6485,0.0,0.0,29.0,29.0,0.0,29.0
13,MK7474,0.0,0.0,4.0,4.0,0.0,4.0
13,MK7488,0.0,0.0,3.0,3.0,0.0,3.0
13,MK7506,0.0,0.0,6.0,6.0,0.0,6.0
13,MK7519LE,0.0,0.0,2.0,2.0,0.0,2.0
13,MK7528,0.0,0.0,1.0,1.0,0.0,1.0
13,MK7559,0.0,0.0,5.0,5.0,0.0,5.0
13,MK7568,0.0,0.0,6.0,6.0,0.0,6.0
13,MK7572,0.0,0.0,9.0,9.0,0.0,9.0
13,MK7573,0.0,0.0,7.0,7.0,0.0,7.0
13,MK7574,0.0,0.0,9.0,9.0,0.0,9.0
13,MK7581,0.0,0.0,7.0,7.0,0.0,7.0
13,MK7583,0.0,0.0,2.0,2.0,0.0,2.0
13,MK7584,0.0,0.0,7.0,7.0,0.0,7.0
13,MK7587,0.0,0.0,5.0,5.0,0.0,5.0
13,MK7589,0.0,0.0,7.0,7.0,0.0,7.0
13,MK7590,0.0,0.0,6.0,6.0,0.0,6.0
13,MK8603,0.0,0.0,4.0,4.0,0.0,4.0
13,MK9113,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9152,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9153,0.0,0.0,4.0,4.0,0.0,4.0
13,MK9156,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9163,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9176,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9177,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9178,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9179,0.0,0.0,6.0,6.0,0.0,6.0
13,MK9191,0.0,0.0,17.0,17.0,0.0,17.0
13,MK9192,0.0,0.0,5.0,5.0,0.0,5.0
13,MK9193,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9195,0.0,0.0,16.0,16.0,0.0,16.0
13,MK9196,0.0,0.0,1.0,1.0,0.0,1.0
13,MK9198,0.0,0.0,7.0,7.0,0.0,7.0
13,MK9201,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9220,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9221,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9222,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9223,0.0,0.0,2.0,2.0,0.0,2.0
13,MK9240,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9242,0.0,0.0,3.0,3.0,0.0,3.0
13,MK9245SET,0.0,0.0,2.0,2.0,0.0,2.0
13,MKO1224,0.0,0.0,2.0,2.0,0.0,2.0
13,MM-01,2.0,0.0,0.0,2.0,0.0,2.0
13,MR-01,7.0,0.0,541.0,548.0,1002.0,548.0
13,MR-02,344.0,0.0,349.0,693.0,0.0,693.0
13,MR-02 HEPA FILTER,0.0,0.0,1.0,1.0,0.0,1.0
13,MR-03,0.0,0.0,0.0,0.0,504.0,0.0
13,MS1ML,6.0,0.0,0.0,6.0,500.0,6.0
13,MS2ML,8.0,0.0,0.0,8.0,0.0,8.0
13,MT-12,11.0,10.0,26.0,47.0,0.0,47.0
13,NAN,0.0,15.0,44.0,59.0,0.0,59.0
13,NP-01,370.0,0.0,1.0,371.0,0.0,371.0
13,NP-02,579.0,0.0,0.0,579.0,0.0,579.0
13,NP-03,573.0,0.0,2.0,575.0,0.0,575.0
13,NP-04,0.0,0.0,0.0,0.0,0.0,0.0
13,NP-05,43.0,0.0,0.0,43.0,0.0,43.0
13,NP-06,109.0,0.0,48.0,157.0,0.0,157.0
13,NP-07,171.0,0.0,45.0,216.0,0.0,216.0
13,ORCA001,10.0,2.0,1.0,13.0,0.0,13.0
13,PB-01,589.0,0.0,135.0,724.0,0.0,724.0
13,PB-01 (AM-C11 + AI-04),0.0,13.0,4.0,17.0,0.0,17.0
13,PB-02 (AI-04 RED + AM-C11 + AA-05),0.0,18.0,16.0,34.0,0.0,34.0
13,PB-03 (AI-04 RED + AM-C11 X 2),0.0,15.0,22.0,37.0,0.0,37.0
13,PB-04 (AI-04 RED + AM-C44 X 2),0.0,12.0,23.0,35.0,0.0,35.0
13,PB-05 (AA-05 + AM-C11 + AI-04),0.0,5.0,7.0,12.0,0.0,12.0
13,PB-06 (AA-05 + AM-C44 + AI-04),0.0,16.0,11.0,27.0,0.0,27.0
13,PB-07 (AA-05 + AM-C45 + AI-04),0.0,8.0,15.0,23.0,0.0,23.0
13,PB-08 (AM-C1 + AI-04),0.0,5.0,0.0,5.0,0.0,5.0
13,PB-09 (AM-C45 + AI-06 + AA-05),0.0,8.0,15.0,23.0,0.0,23.0
13,PB-10 (AM-C2+AI-04+AH-60-BL),0.0,9.0,28.0,37.0,0.0,37.0
13,PB-11 (AM-C44+AA-05+AH-45-BK),0.0,10.0,3.0,13.0,0.0,13.0
13,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),0.0,3.0,4.0,7.0,0.0,7.0
13,PB-13 (AM-C43+AH-40-SL+AI-11),0.0,0.0,0.0,0.0,0.0,0.0
13,PB-14 (AM-C43+AH-40-SL+AI-12),0.0,10.0,5.0,15.0,0.0,15.0
13,PM-01,4.0,0.0,0.0,4.0,0.0,4.0
13,PM-02,37.0,0.0,16.0,53.0,0.0,53.0
13,POS BRACKET,138.0,0.0,0.0,138.0,0.0,138.0
13,POS2M,28.0,0.0,0.0,28.0,0.0,28.0
13,POS2MK,19.0,0.0,0.0,19.0,0.0,19.0
13,POSS-01,0.0,0.0,82.0,82.0,0.0,82.0
13,Q9,0.0,0.0,0.0,0.0,0.0,0.0
13,S20,6.0,28.0,7.0,41.0,204.0,41.0
13,SB-01,2378.0,47.0,64.0,2489.0,0.0,2489.0
13,SC-01,574.0,0.0,630.0,1204.0,0.0,1204.0
13,SC-01 SET OF SPARES,0.0,0.0,1.0,1.0,0.0,1.0
13,SC-02,16.0,0.0,2.0,18.0,0.0,18.0
13,SC-02 SET OF SPARES,0.0,0.0,0.0,0.0,0.0,0.0
13,SC-03,3.0,0.0,53.0,56.0,0.0,56.0
13,SC-04,814.0,0.0,323.0,1137.0,0.0,1137.0
13,SC-04 SET OF 2 MOPS,0.0,0.0,0.0,0.0,0.0,0.0
13,SC-04 SPARE SET,0.0,0.0,7.0,7.0,0.0,7.0
13,SC-05,698.0,0.0,472.0,1170.0,1000.0,1170.0
13,SC-05 SC-05 - SET OF SPARES,0.0,0.0,5.0,5.0,0.0,5.0
13,SKW2694,0.0,0.0,2.0,2.0,0.0,2.0
13,SKW3121,0.0,0.0,1.0,1.0,0.0,1.0
13,SM-01,303.0,0.0,109.0,412.0,0.0,412.0
13,SM-01 SET OF 2 MOPS,0.0,0.0,0.0,0.0,0.0,0.0
13,SP-01,0.0,0.0,0.0,0.0,500.0,0.0
13,SPM-01,366.0,0.0,79.0,445.0,0.0,445.0
13,SPM-01 SET OF 2 MOPS,0.0,0.0,15.0,15.0,0.0,15.0
13,SS-01,35.0,0.0,1.0,36.0,0.0,36.0
13,SS-02,717.0,0.0,43.0,760.0,0.0,760.0
13,SS-02 SET OF SPARES,0.0,0.0,10.0,10.0,0.0,10.0
13,ST-01,303.0,0.0,138.0,441.0,0.0,441.0
13,ST-01 ST-01 SET OF HOOKS,0.0,0.0,0.0,0.0,0.0,0.0
13,ST-02,0.0,0.0,0.0,0.0,200.0,0.0
13,ST-03,0.0,0.0,0.0,0.0,100.0,0.0
13,SW-01,121.0,0.0,400.0,521.0,0.0,521.0
13,T-01,34.0,1.0,0.0,35.0,0.0,35.0
13,T-02,1014.0,0.0,41.0,1055.0,0.0,1055.0
13,T-835,0.0,0.0,0.0,0.0,40.0,0.0
13,T10,3.0,2.0,8.0,13.0,0.0,13.0
13,T20,11.0,6.0,43.0,60.0,0.0,60.0
13,T20LP,49.0,0.0,20.0,69.0,0.0,69.0
13,T30,5.0,0.0,16.0,21.0,30.0,21.0
13,T90,0.0,0.0,10.0,10.0,0.0,10.0
13,TC-2030,0.0,2.0,9.0,11.0,80.0,11.0
13,TC-777,360.0,47.0,11.0,418.0,0.0,418.0
13,TC-777 PRO,0.0,9.0,12.0,21.0,0.0,21.0
13,TC20,6.0,0.0,4.0,10.0,0.0,10.0
13,TC30,281.0,41.0,38.0,360.0,0.0,360.0
13,TC30+,0.0,9.0,0.0,9.0,0.0,9.0
13,TC30S,31.0,4.0,9.0,44.0,0.0,44.0
13,TC30S+,10.0,4.0,5.0,19.0,0.0,19.0
13,TC310,5.0,9.0,27.0,41.0,0.0,41.0
13,TC310+,188.0,7.0,8.0,203.0,0.0,203.0
13,TC40,13.0,4.0,1.0,18.0,0.0,18.0
13,TC40S,52.0,10.0,17.0,79.0,0.0,79.0
13,TC777 PRO,0.0,0.0,0.0,0.0,0.0,0.0
13,TC777PRO,406.0,0.0,0.0,406.0,0.0,406.0
13,TD310,1.0,0.0,3.0,4.0,504.0,4.0
13,TD310+,101.0,45.0,40.0,186.0,256.0,186.0
13,TD510,11.0,10.0,13.0,34.0,0.0,34.0
13,TD510+,2.0,0.0,3.0,5.0,0.0,5.0
13,TI-01,53.0,0.0,12.0,65.0,0.0,65.0
13,TI-02,618.0,0.0,41.0,659.0,0.0,659.0
13,TIC-03,28.0,0.0,10.0,38.0,0.0,38.0
13,TIC-04,10.0,0.0,1.0,11.0,0.0,11.0
13,TM-01,227.0,1.0,48.0,276.0,0.0,276.0
13,TM-02,164.0,0.0,47.0,211.0,0.0,211.0
13,TM-03,801.0,0.0,66.0,867.0,0.0,867.0
13,TM-04,3.0,0.0,0.0,3.0,0.0,3.0
13,TM-05,8.0,0.0,35.0,43.0,0.0,43.0
13,TM20,4.0,0.0,17.0,21.0,150.0,21.0
13,TM310,20.0,6.0,63.0,89.0,0.0,89.0
13,TR-01,0.0,0.0,0.0,0.0,0.0,0.0
13,TR-02,0.0,0.0,0.0,0.0,0.0,0.0
13,TR-03,0.0,0.0,0.0,0.0,0.0,0.0
13,TR-04,0.0,0.0,0.0,0.0,0.0,0.0
13,TR-05,66.0,0.0,0.0,66.0,0.0,66.0
13,TRL-20,8.0,0.0,8.0,16.0,0.0,16.0
13,TVCF1ML,705.0,0.0,78.0,783.0,0.0,783.0
13,TVCT1ML,252.0,0.0,83.0,335.0,0.0,335.0
13,TVFM1ML,610.0,0.0,168.0,778.0,0.0,778.0
13,TVLF1ML,655.0,0.0,160.0,815.0,0.0,815.0
13,TVMF1ML,863.0,0.0,68.0,931.0,0.0,931.0
13,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",0.0,5.0,7.0,12.0,0.0,12.0
13,UB-02 (AM-S1 + AA-21),0.0,0.0,2.0,2.0,0.0,2.0
13,UB-03 (AM-S1 + AA-22),0.0,3.0,7.0,10.0,0.0,10.0
13,USB718,0.0,0.0,0.0,0.0,20.0,0.0
13,V-01,415.0,0.0,128.0,543.0,0.0,543.0
13,V-01 BLACK,0.0,0.0,0.0,0.0,0.0,0.0
13,V-01 RG,624.0,1.0,100.0,725.0,0.0,725.0
13,V-01 ROSE GOLD,0.0,0.0,0.0,0.0,0.0,0.0
13,V-02,592.0,0.0,28.0,620.0,0.0,620.0
13,V-03,227.0,1.0,637.0,865.0,2000.0,865.0
13,VC-01,313.0,0.0,328.0,641.0,1994.0,641.0
13,VC-01 HEPA,0.0,0.0,0.0,0.0,0.0,0.0
13,VC-02,763.0,0.0,46.0,809.0,0.0,809.0
13,VC-03,459.0,0.0,65.0,524.0,0.0,524.0
13,VC-04,78.0,0.0,156.0,234.0,0.0,234.0
13,VC-05,350.0,0.0,98.0,448.0,0.0,448.0
13,"VC-05 VC-05 -SET OF SPARES(CREVICE, BRUSH & HOSE)",0.0,0.0,5.0,5.0,0.0,5.0
13,VC-06,1.0,0.0,0.0,1.0,0.0,1.0
13,VLMS1ML,322.0,0.0,17.0,339.0,0.0,339.0
13,W3,0.0,0.0,0.0,0.0,20.0,0.0
13,W5,0.0,0.0,0.0,0.0,20.0,0.0
13,WF-02-BL,13.0,0.0,0.0,13.0,0.0,13.0
13,WM-CT03MA-100,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-CT03MA-120,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-CT03OA-100,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-CT03OA-120,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-DT02-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-GD07-CB,0.0,0.0,27.0,27.0,0.0,27.0
13,WM-GS1M-BK,703.0,55.0,45.0,803.0,0.0,803.0
13,WM-GS2M-BK,403.0,1.0,26.0,430.0,0.0,430.0
13,WM-HA1M-BK,605.0,6.0,54.0,665.0,0.0,665.0
13,WM-HA2M-BK,345.0,4.0,31.0,380.0,0.0,380.0
13,WM-LOD-BK,0.0,0.0,18.0,18.0,0.0,18.0
13,WM-LOD-CF,0.0,0.0,31.0,31.0,0.0,31.0
13,WM-LOD-IN,0.0,0.0,3.0,3.0,0.0,3.0
13,WM-LOD-WH,0.0,0.0,200.0,200.0,0.0,200.0
13,WM-LODJ-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-LODJ-CF,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-LODJ-IN,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-LODN-BK,0.0,0.0,3.0,3.0,0.0,3.0
13,WM-LODN-WH,0.0,0.0,3.0,3.0,0.0,3.0
13,WM-LWS-CF,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-LWS-GR,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-MD09-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-MDL-BK,0.0,0.0,18.0,18.0,0.0,18.0
13,WM-MDL-WH,14.0,0.0,9.0,23.0,0.0,23.0
13,WM-MH03-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-MH05P-BK,1.0,0.0,5.0,6.0,0.0,6.0
13,WM-MH05P-CF,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-MH05P-WH,0.0,0.0,2.0,2.0,0.0,2.0
13,WM-MODL-BBW,0.0,0.0,1.0,1.0,0.0,1.0
13,WM-MODL-BK,1.0,0.0,3.0,4.0,0.0,4.0
13,WM-MODL-WH,46.0,0.0,27.0,73.0,0.0,73.0
13,WM-OD-CL,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SE08-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SE08-CF,59.0,0.0,25.0,84.0,0.0,84.0
13,WM-SE08-WD,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SE08-WH,0.0,0.0,8.0,8.0,0.0,8.0
13,WM-SEH04P-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH04P-CF,0.0,0.0,3.0,3.0,0.0,3.0
13,WM-SEH04P-WH,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH05P-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH05P-CF,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH05P-WH,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH05R-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SEH05R-WH,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-SMD09-WH,15.0,0.0,0.0,15.0,0.0,15.0
13,WM-SWZ0021-BK,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-USE06-BK,0.0,0.0,3.0,3.0,0.0,3.0
13,WM-USE06-WB,0.0,0.0,0.0,0.0,0.0,0.0
13,WM-USE06-WH,0.0,0.0,1.0,1.0,0.0,1.0
13,WM-USE06-WW,0.0,0.0,0.0,0.0,0.0,0.0
13,WM1ML,404.0,79.0,47.0,530.0,0.0,530.0
13,XM-16,0.0,0.0,0.0,0.0,10.0,0.0
13,XM-24,0.0,0.0,0.0,0.0,10.0,0.0
