account,asin,month,storage_fee,ltsf_fee,avg_qty_on_hand
VIOMI,B0FH43K6NT,2026-08,18.3399,0.0,0.45
VIOMI,B0FHVWHQHR,2026-08,637.1306,0.0,92.25
VIOMI,B0FJ8SFNRH,2026-08,250.5997,0.0,16.65
VIOMI,B0FJG5PFGQ,2026-08,10.9579,0.0,22.71
VIOMI,B0FN4D3C89,2026-08,1.245,0.0,1.29
VIOMI,B0FN4DSQ6P,2026-08,24.182,0.0,10.73
VIOMI,B0FN4FHH5Y,2026-08,782.5655,0.0,14.26
VIOMI,B0FN4FPJ83,2026-08,296.479,0.0,53.88
VIOMI,B0FN4GQ9HT,2026-08,317.63370000000003,0.0,101.32000000000001
VIOMI,B0FN4HDM6Z,2026-08,811.0093,0.0,101.77
VIOMI,B0FN4JG97R,2026-08,4.1012,0.0,0.52
VIOMI,B0FN81FD8M,2026-08,0.956,0.0,0.06
VIOMI,B0FPR962YS,2026-08,0.7907,0.0,0.61
VIOMI,B0FS6TB7CP,2026-08,627.5260000000001,0.0,65.61
VIOMI,B0FT8R24QM,2026-08,36.2786,0.0,42.769999999999996
VIOMI,B0GGHZWMVW,2026-08,969.1618,0.0,12.23
VIOMI,B0GLHC8CB3,2026-08,111.4151,0.0,8.969999999999999
VIOMI,B0GM1CZC7Y,2026-08,425.1233,0.0,8.26
VIOMI,B0GN85NZQN,2026-08,204.4903,0.0,13.55
VIOMI,B0GN86G345,2026-08,63.9123,0.0,28.42
VIOMI,B0GN8WW6BC,2026-08,425.2821,0.0,3.9699999999999998
VIOMI,B0GN94YDY2,2026-08,1540.0188,0.0,16.42
WHITEMULBERRY,B0BF4S7V8C,2026-08,18.6939,0.0,1.0
WHITEMULBERRY,B0BF4T7SWK,2026-08,186.958,0.0,2.0
WHITEMULBERRY,B0BF4TKQKN,2026-08,18.6939,0.0,1.0
WHITEMULBERRY,B0BFVMDJ2K,2026-08,8275.8861,0.0,66.51
WHITEMULBERRY,B0BFVNS8HS,2026-08,2453.0176,0.0,19.29
WHITEMULBERRY,B0BFW59TRG,2026-08,1549.4439,0.0,12.940000000000001
WHITEMULBERRY,B0BFWD6SNF,2026-08,3180.175,0.0,33.85
WHITEMULBERRY,B0BMQQQ7YD,2026-08,186.9579,0.0,1.0
WHITEMULBERRY,B0BPLZ5CGV,2026-08,0.6,0.0,0.06
WHITEMULBERRY,B0CPFN27Z2,2026-08,535.6109,0.0,8.0
WHITEMULBERRY,B0CPFPT6DZ,2026-08,21.2549,0.0,1.0
WHITEMULBERRY,B0CPFS24ML,2026-08,6813.16,0.0,65.07
WHITEMULBERRY,B0CPT25SD8,2026-08,27.8757,0.0,2.0
WHITEMULBERRY,B0CPT2NY5M,2026-08,1927.7776000000001,0.0,11.52
WHITEMULBERRY,B0CPT2YJX2,2026-08,6.7506,0.0,2.0
WHITEMULBERRY,B0CPT34B2L,2026-08,0.0,0.0,1.0
WHITEMULBERRY,B0CPT3Q25C,2026-08,1681.229,0.0,8.94
WHITEMULBERRY,B0DC3JRBW1,2026-08,0.0,0.0,1.0
WHITEMULBERRY,B0DP32F346,2026-08,18.88,0.0,1.0
WHITEMULBERRY,B0DQ1NV8D2,2026-08,0.0,0.0,1.0
WHITEMULBERRY,B0DQ1PKNSP,2026-08,0.0,0.0,2.0
WHITEMULBERRY,B0DQ4YWSMC,2026-08,24.0815,0.0,2.13
WHITEMULBERRY,B0DQ51R95T,2026-08,0.6727,0.0,3.0
WHITEMULBERRY,B0DQPFL835,2026-08,1556.4477,0.0,3.0
WHITEMULBERRY,B0DQPGZWPF,2026-08,0.0,0.0,4.0
WHITEMULBERRY,B0DQPLMQQ7,2026-08,1347.2031,0.0,1.0
