week,brand,model,sku,asin,channel,type,category_l0,category_l1,category_l2,inventory_units,inventory_value,nlc
Week 14,Nexlev,GS-01,FBK78979,B0CDPQXPC1,Amazon,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,0.0,0.0,1260.0
Week 14,Nexlev,GS-01,FBK78979,B0CDPQXPC1,Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,4.0,5040.0,1260.0
Week 14,Nexlev,GS-02,FBA78980,B0CDPMX152,Amazon,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,408.0,514080.0,1260.0
Week 14,Nexlev,GS-02,FBA78980,B0CDPMX152,Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,111.0,139860.0,1260.0
Week 14,Nexlev,GS-02,FBA78980,B0CDPMX152,B2B - Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,296.0,372960.0,1260.0
Week 14,Nexlev,GS-02,FBA78980,B0CDPMX152,Blinkit,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,94.0,118440.0,1260.0
Week 14,Nexlev,GS-02,FBA78980,B0CDPMX152,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,81.0,102060.0,1260.0
Week 14,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,Amazon,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,16.0,24192.0,1512.0
Week 14,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,22.0,33264.0,1512.0
Week 14,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,7.0,10584.0,1512.0
Week 14,Nexlev,GS-05,FBA79268,B0D383WQPB,Amazon,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,378.0,373086.0,987.0
Week 14,Nexlev,GS-05,FBA79268,B0D383WQPB,Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,252.0,248724.0,987.0
Week 14,Nexlev,GS-05,FBA79268,B0D383WQPB,B2B - Ampm,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,134.0,132258.0,987.0
Week 14,Nexlev,GS-05,FBA79268,B0D383WQPB,Blinkit,Marketplace,Home & Kitchen,Fabric Care,Garment steamer,92.0,90804.0,987.0
Week 14,Nexlev,GS-05,FBA79268,B0D383WQPB,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,87.0,85869.0,987.0
Week 14,Nexlev,HB-01,FBA79676,B0DV91JGF1,Amazon,Marketplace,HPC,Electric Massagers,Heated Wrap Belt,45.0,52875.0,1175.0
Week 14,Nexlev,HB-01,FBA79676,B0DV91JGF1,Ampm,Warehouse,HPC,Electric Massagers,Heated Wrap Belt,0.0,0.0,1175.0
Week 14,Nexlev,HD-01,FBA79278,B0D86ZC9YT,1p,1P,HPC,Hair Care,Hair Dryer,1.0,769.0,769.0
Week 14,Nexlev,HD-01,FBA79278,B0D86ZC9YT,Amazon,Marketplace,HPC,Hair Care,Hair Dryer,19.0,14611.0,769.0
Week 14,Nexlev,HD-01,FBA79278,B0D86ZC9YT,Ampm,Warehouse,HPC,Hair Care,Hair Dryer,987.0,759003.0,769.0
Week 14,Nexlev,HD-01,FBA79278,B0D86ZC9YT,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Dryer,186.0,143034.0,769.0
Week 14,Nexlev,HD-01,FBA79278,B0D86ZC9YT,YNT,Dispatch Partner,HPC,Hair Care,Hair Dryer,153.0,117657.0,769.0
Week 14,Nexlev,HD-02,FBA79348,B0D81DLSFT,Amazon,Marketplace,HPC,Hair Care,Hair Dryer,157.0,70336.0,448.0
Week 14,Nexlev,HD-02,FBA79348,B0D81DLSFT,Ampm,Warehouse,HPC,Hair Care,Hair Dryer,606.0,271488.0,448.0
Week 14,Nexlev,HD-02,FBA79348,B0D81DLSFT,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Dryer,93.0,41664.0,448.0
Week 14,Nexlev,HD-02,FBA79348,B0D81DLSFT,Blinkit,Marketplace,HPC,Hair Care,Hair Dryer,1.0,448.0,448.0
Week 14,Nexlev,HD-02,FBA79348,B0D81DLSFT,YNT,Dispatch Partner,HPC,Hair Care,Hair Dryer,6.0,2688.0,448.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,1p,1P,HPC,Hair Care,Head Massager,3.0,1470.0,490.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,Amazon,Marketplace,HPC,Hair Care,Head Massager,44.0,21560.0,490.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,Ampm,Warehouse,HPC,Hair Care,Head Massager,169.0,82810.0,490.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,B2B - Ampm,Warehouse,HPC,Hair Care,Head Massager,220.0,107800.0,490.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,Blinkit,Marketplace,HPC,Hair Care,Head Massager,129.0,63210.0,490.0
Week 14,Nexlev,HM-01,FBA79332,B0D63FKYZ5,YNT,Dispatch Partner,HPC,Hair Care,Head Massager,18.0,8820.0,490.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,1p,1P,HPC,Hair Care,Head Massager,0.0,0.0,714.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,Amazon,Marketplace,HPC,Hair Care,Head Massager,0.0,0.0,714.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,Ampm,Warehouse,HPC,Hair Care,Head Massager,15.0,10710.0,714.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,B2B - Ampm,Warehouse,HPC,Hair Care,Head Massager,19.0,13566.0,714.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,Blinkit,Marketplace,HPC,Hair Care,Head Massager,15.0,10710.0,714.0
Week 14,Nexlev,HM-02,FBA79333,B0D63DTKQB,YNT,Dispatch Partner,HPC,Hair Care,Head Massager,116.0,82824.0,714.0
Week 14,Nexlev,HS-01,FBA79272,B0D2LFMY48,Amazon,Marketplace,HPC,Hair Care,Hair Straightener,30.0,11340.0,378.0
Week 14,Nexlev,HS-01,FBA79272,B0D2LFMY48,Ampm,Warehouse,HPC,Hair Care,Hair Straightener,376.0,142128.0,378.0
Week 14,Nexlev,HS-01,FBA79272,B0D2LFMY48,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Straightener,50.0,18900.0,378.0
Week 14,Nexlev,HS-01,FBA79272,B0D2LFMY48,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener,68.0,25704.0,378.0
Week 14,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,Amazon,Marketplace,HPC,Hair Care,Hair Straightener,17.0,6613.0,389.0
Week 14,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,Ampm,Warehouse,HPC,Hair Care,Hair Straightener,38.0,14782.0,389.0
Week 14,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Straightener,60.0,23340.0,389.0
Week 14,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener,15.0,5835.0,389.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,1p,1P,HPC,Hair Care,Hair Straightener Brush - Corded,0.0,0.0,868.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,Amazon,Marketplace,HPC,Hair Care,Hair Straightener Brush - Corded,110.0,95480.0,868.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,Ampm,Warehouse,HPC,Hair Care,Hair Straightener Brush - Corded,1596.0,1385328.0,868.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Straightener Brush - Corded,116.0,100688.0,868.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,Blinkit,Marketplace,HPC,Hair Care,Hair Straightener Brush - Corded,1.0,868.0,868.0
Week 14,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener Brush - Corded,47.0,40796.0,868.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,1p,1P,HPC,Hair Care,Hair Straightener Brush - Cordless,0.0,0.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Amazon,Marketplace,HPC,Hair Care,Hair Straightener Brush - Cordless,231.0,221991.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Ampm,Warehouse,HPC,Hair Care,Hair Straightener Brush - Cordless,24.0,23064.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Straightener Brush - Cordless,36.0,34596.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Blinkit,Marketplace,HPC,Hair Care,Hair Straightener Brush - Cordless,37.0,35557.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Open Order,In-Transit Inventory,HPC,Hair Care,Hair Straightener Brush - Cordless,1000.0,961000.0,961.0
Week 14,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener Brush - Cordless,29.0,27869.0,961.0
Week 14,Nexlev,HU-01,FBA79681,B0DVC968P1,Amazon,Marketplace,Home & Kitchen,Air Purifier,Humidifier Black,1.0,829.0,829.0
Week 14,Nexlev,HU-01,FBA79681,B0DVC968P1,Ampm,Warehouse,Home & Kitchen,Air Purifier,Humidifier Black,14.0,11606.0,829.0
Week 14,Nexlev,HU-01,FBA79681,B0DVC968P1,B2B - Ampm,Warehouse,Home & Kitchen,Air Purifier,Humidifier Black,20.0,16580.0,829.0
Week 14,Nexlev,HU-01,FBA79681,B0DVC968P1,YNT,Dispatch Partner,Home & Kitchen,Air Purifier,Humidifier Black,2.0,1658.0,829.0
Week 14,Nexlev,HU-02,FBA79682,B0DVC8NYY2,Amazon,Marketplace,Home & Kitchen,Air Purifier,Humidifier White,99.0,80982.0,818.0
Week 14,Nexlev,HU-02,FBA79682,B0DVC8NYY2,Ampm,Warehouse,Home & Kitchen,Air Purifier,Humidifier White,785.0,642130.0,818.0
Week 14,Nexlev,HU-02,FBA79682,B0DVC8NYY2,B2B - Ampm,Warehouse,Home & Kitchen,Air Purifier,Humidifier White,80.0,65440.0,818.0
Week 14,Nexlev,HU-02,FBA79682,B0DVC8NYY2,YNT,Dispatch Partner,Home & Kitchen,Air Purifier,Humidifier White,2.0,1636.0,818.0
Week 14,Nexlev,IPL-01,FBA79571,B0DKK12XWR,Ampm,Warehouse,HPC,Skin Care,Laser Hair Remover Device,41.0,53587.0,1307.0
Week 14,Nexlev,IPL-01,FBA79571,B0DKK12XWR,Blinkit,Marketplace,HPC,Skin Care,Laser Hair Remover Device,3.0,3921.0,1307.0
Week 14,Nexlev,KE-01,FBA79488,B0DFCG2VGS,Amazon,Marketplace,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,222.0,218448.0,984.0
Week 14,Nexlev,KE-01,FBA79488,B0DFCG2VGS,Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,233.0,229272.0,984.0
Week 14,Nexlev,KE-01,FBA79488,B0DFCG2VGS,B2B - Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,35.0,34440.0,984.0
Week 14,Nexlev,KE-01,FBA79488,B0DFCG2VGS,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,48.0,47232.0,984.0
Week 14,Nexlev,KE-02,FBA79489,B0DFD123P5,Amazon,Marketplace,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,93.0,91140.0,980.0
Week 14,Nexlev,KE-02,FBA79489,B0DFD123P5,Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,8.0,7840.0,980.0
Week 14,Nexlev,KE-02,FBA79489,B0DFD123P5,B2B - Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,5.0,4900.0,980.0
Week 14,Nexlev,KE-02,FBA79489,B0DFD123P5,Blinkit,Marketplace,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,53.0,51940.0,980.0
Week 14,Nexlev,KE-02,FBA79489,B0DFD123P5,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,27.0,26460.0,980.0
Week 14,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,Amazon,Marketplace,Home & Kitchen,Kitchen Appliances,Electric Kettle,142.0,46008.0,324.0
Week 14,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Kettle,1165.0,377460.0,324.0
Week 14,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,B2B - Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Kettle,120.0,38880.0,324.0
Week 14,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Kettle,33.0,10692.0,324.0
Week 14,Nexlev,KM-01,FBA79591,B0DM66B2DW,Amazon,Marketplace,HPC,Electric Massagers,Knee Massager,1.0,1039.0,1039.0
Week 14,Nexlev,KM-01,FBA79591,B0DM66B2DW,Ampm,Warehouse,HPC,Electric Massagers,Knee Massager,37.0,38443.0,1039.0
Week 14,Nexlev,KM-01,FBA79591,B0DM66B2DW,B2B - Ampm,Warehouse,HPC,Electric Massagers,Knee Massager,50.0,51950.0,1039.0
Week 14,Nexlev,KM-01,FBA79591,B0DM66B2DW,Blinkit,Marketplace,HPC,Electric Massagers,Knee Massager,3.0,3117.0,1039.0
Week 14,Nexlev,KM-01,FBA79591,B0DM66B2DW,YNT,Dispatch Partner,HPC,Electric Massagers,Knee Massager,2.0,2078.0,1039.0
Week 14,Nexlev,KM-01,FBK79591,B0F29SZCVF,Amazon,Marketplace,HPC,Electric Massagers,Knee Massager,10.0,10390.0,1039.0
Week 14,Nexlev,LE-01,FBA79351,B0D9KB2RTT,1p,1P,HPC,Skin Care,LED Face & Skin Care Massager,6.0,2136.0,356.0
Week 14,Nexlev,LE-01,FBA79351,B0D9KB2RTT,Ampm,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,148.0,52688.0,356.0
Week 14,Nexlev,LE-01,FBA79351,B0D9KB2RTT,B2B - Ampm,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,50.0,17800.0,356.0
Week 14,Nexlev,LE-01,FBA79351,B0D9KB2RTT,YNT,Dispatch Partner,HPC,Skin Care,LED Face & Skin Care Massager,13.0,4628.0,356.0
Week 14,Nexlev,LE-02,FBA79440,B0DCGHKRXX,Amazon,Marketplace,HPC,Hair Care,Hair Therapy Comb,297.0,240570.0,810.0
Week 14,Nexlev,LE-02,FBA79440,B0DCGHKRXX,Ampm,Warehouse,HPC,Hair Care,Hair Therapy Comb,820.0,664200.0,810.0
Week 14,Nexlev,LE-02,FBA79440,B0DCGHKRXX,B2B - Ampm,Warehouse,HPC,Hair Care,Hair Therapy Comb,50.0,40500.0,810.0
Week 14,Nexlev,LE-02,FBA79440,B0DCGHKRXX,YNT,Dispatch Partner,HPC,Hair Care,Hair Therapy Comb,55.0,44550.0,810.0
Week 14,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,Amazon,Marketplace,HPC,Skin Care,LED Face & Skin Care Massager,31.0,33759.0,1089.0
Week 14,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,Ampm,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,165.0,179685.0,1089.0
Week 14,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,B2B - Ampm,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,30.0,32670.0,1089.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,1p,1P,HPC,Skin Care,Skin Lift Device,5.0,2970.0,594.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,Amazon,Marketplace,HPC,Skin Care,Skin Lift Device,61.0,36234.0,594.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,Ampm,Warehouse,HPC,Skin Care,Skin Lift Device,413.0,245322.0,594.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,B2B - Ampm,Warehouse,HPC,Skin Care,Skin Lift Device,93.0,55242.0,594.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,Blinkit,Marketplace,HPC,Skin Care,Skin Lift Device,1.0,594.0,594.0
Week 14,Nexlev,LE-04,FBA79469,B0DCK4DR1B,YNT,Dispatch Partner,HPC,Skin Care,Skin Lift Device,28.0,16632.0,594.0
Week 14,Nexlev,LE-06,FBA79569,B0DKJRML4K,Ampm,Warehouse,HPC,Skin Care,Red Light Therapy Wand,11.0,7931.0,721.0
Week 14,Nexlev,LE-07,FBA79572,B0DKJVWM8Q,Ampm,Warehouse,HPC,Skin Care,LED Face Therapy Mask,2.0,1418.0,709.0
Week 14,Nexlev,LE-08,FBAM79685,B0DV8V3Y88,Ampm,Warehouse,HPC,Electric Massagers,Microcurrent Facial Massager,33.0,25773.0,781.0
Week 14,Nexlev,LR-01,FBA79279,B0D8445KJN,Amazon,Marketplace,Home & Kitchen,Fabric Care,Lint Remover,175.0,77700.0,444.0
Week 14,Nexlev,LR-01,FBA79279,B0D8445KJN,Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,199.0,88356.0,444.0
Week 14,Nexlev,LR-01,FBA79279,B0D8445KJN,B2B - Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,70.0,31080.0,444.0
Week 14,Nexlev,LR-01,FBA79279,B0D8445KJN,Blinkit,Marketplace,Home & Kitchen,Fabric Care,Lint Remover,107.0,47508.0,444.0
Week 14,Nexlev,LR-01,FBA79279,B0D8445KJN,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Lint Remover,57.0,25308.0,444.0
Week 14,Nexlev,LR-01 SET OF 2 BLADES,FBA79606,B0F2N37819,Amazon,Marketplace,Home & Kitchen,Set of 2 blades,Spares,6.0,648.0,108.0
Week 14,Nexlev,LR-02,FBA79280,B0D845B2DG,Amazon,Marketplace,Home & Kitchen,Fabric Care,Lint Remover,296.0,266104.0,899.0
Week 14,Nexlev,LR-02,FBA79280,B0D845B2DG,Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,706.0,634694.0,899.0
Week 14,Nexlev,LR-02,FBA79280,B0D845B2DG,B2B - Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,68.0,61132.0,899.0
Week 14,Nexlev,LR-02,FBA79280,B0D845B2DG,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Lint Remover,33.0,29667.0,899.0
Week 14,Nexlev,LR-02 SET OF 2 BLADES,FBA79607,B0F2N11VTN,Amazon,Marketplace,Home & Kitchen,Set of 2 blades,Spares,8.0,1160.0,145.0
Week 14,Nexlev,LR-03,FBA79819,B0FT8R24QM,Amazon,Marketplace,Home & Kitchen,Fabric Care,Lint Remover,667.0,96715.0,145.0
Week 14,Nexlev,LR-03,FBA79819,B0FT8R24QM,Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,2737.0,396865.0,145.0
Week 14,Nexlev,LR-03,FBA79819,B0FT8R24QM,B2B - Ampm,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,95.0,13775.0,145.0
Week 14,Nexlev,LR-03,FBA79819,B0FT8R24QM,Blinkit,Marketplace,Home & Kitchen,Fabric Care,Lint Remover,22.0,3190.0,145.0
Week 14,Nexlev,LR-03,FBA79819,B0FT8R24QM,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Lint Remover,135.0,19575.0,145.0
Week 14,Nexlev,MC-01,FBA79811,B0FSF1N457,Amazon,Marketplace,Home & Kitchen,Kitchen Appliances,Electric Mini Chopper,117.0,34749.0,297.0
Week 14,Nexlev,MC-01,FBA79811,B0FSF1N457,Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Mini Chopper,832.0,247104.0,297.0
Week 14,Nexlev,MC-01,FBA79811,B0FSF1N457,B2B - Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Mini Chopper,215.0,63855.0,297.0
Week 14,Nexlev,MC-01,FBA79811,B0FSF1N457,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Mini Chopper,248.0,73656.0,297.0
Week 14,Nexlev,MF-01,FBA79810,B0FS7T8151,Amazon,Marketplace,Home & Kitchen,Kitchen Appliances,Milk Frother,37.0,9657.0,261.0
Week 14,Nexlev,MF-01,FBA79810,B0FS7T8151,Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Milk Frother,1691.0,441351.0,261.0
Week 14,Nexlev,MF-01,FBA79810,B0FS7T8151,B2B - Ampm,Warehouse,Home & Kitchen,Kitchen Appliances,Milk Frother,105.0,27405.0,261.0
Week 14,Nexlev,MF-01,FBA79810,B0FS7T8151,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Milk Frother,85.0,22185.0,261.0
Week 14,Nexlev,MG-01,FBA79596,B0DMT19RWC,Amazon,Marketplace,HPC,Electric Massagers,Massage Gun,49.0,45374.0,926.0
Week 14,Nexlev,MG-01,FBA79596,B0DMT19RWC,Ampm,Warehouse,HPC,Electric Massagers,Massage Gun,98.0,90748.0,926.0
Week 14,Nexlev,MG-01,FBA79596,B0DMT19RWC,B2B - Ampm,Warehouse,HPC,Electric Massagers,Massage Gun,20.0,18520.0,926.0
Week 14,Nexlev,MGC-03,FBA79687,B0DV9CY3XR,Amazon,Marketplace,HPC,Electric Massagers,Hot & Cold Massage Gun,24.0,23520.0,980.0
Week 14,Nexlev,MGC-03,FBA79687,B0DV9CY3XR,Ampm,Warehouse,HPC,Electric Massagers,Hot & Cold Massage Gun,29.0,28420.0,980.0
Week 14,Nexlev,MGC-03,FBA79687,B0DV9CY3XR,B2B - Ampm,Warehouse,HPC,Electric Massagers,Hot & Cold Massage Gun,20.0,19600.0,980.0
Week 14,Nexlev,MGS-02,FBA79686,B0DV94R4QD,Amazon,Marketplace,HPC,Electric Massagers,Massage Gun - Mini,20.0,8720.0,436.0
Week 14,Nexlev,MGS-02,FBA79686,B0DV94R4QD,Ampm,Warehouse,HPC,Electric Massagers,Massage Gun - Mini,7.0,3052.0,436.0
Week 14,Nexlev,MM-01,FBA79688,B0DV8TR64D,Ampm,Warehouse,HPC,Electric Massagers,Foldable Massage Mat,2.0,12292.0,6146.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Mite Remover,482.0,560084.0,1162.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,Ampm,Warehouse,Home & Kitchen,Cleaning & Vacumming,Mite Remover,1.0,1162.0,1162.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,B2B - Ampm,Warehouse,Home & Kitchen,Cleaning & Vacumming,Mite Remover,32.0,37184.0,1162.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Mite Remover,33.0,38346.0,1162.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,Open Order,In-Transit Inventory,Home & Kitchen,Cleaning & Vacumming,Mite Remover,1002.0,1164324.0,1162.0
Week 14,Nexlev,MR-01,FBA79263,B0CYSLCRQS,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Mite Remover,36.0,41832.0,1162.0
Week 14,Nexlev,MR-02,FBA79439,B0DCK7ZH5P,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Mite Remover,336.0,464016.0,1381.0
Week 14,Nexlev,MR-02,FBA79439,B0DCK7ZH5P,Ampm,Warehouse,Home & Kitchen,Cleaning & Vacumming,Mite Remover,320.0,441920.0,1381.0
Week 14,Nexlev,MR-02,FBA79439,B0DCK7ZH5P,B2B - Ampm,Warehouse,Home & Kitchen,Cleaning & Vacumming,Mite Remover,37.0,51097.0,1381.0
Week 14,Nexlev,MR-02,FBA79439,B0DCK7ZH5P,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Mite Remover,2.0,2762.0,1381.0
Week 14,Nexlev,MR-02,FBA79439,B0DCK7ZH5P,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Mite Remover,37.0,51097.0,1381.0
Week 14,Nexlev,MR-02 HEPA FILTER,FBA79721,B0F2N4N83Y,Amazon,Marketplace,Home & Kitchen,HEPA Filter,Spares,1.0,45.0,45.0
Week 14,Nexlev,NP-01,FBA78994,B0CDQ98FDM,Amazon,Marketplace,Home & Kitchen,Travel Accessories,Travel Pillow,1.0,413.0,413.0
Week 14,Nexlev,NP-01,FBA78994,B0CDQ98FDM,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,366.0,151158.0,413.0
Week 14,Nexlev,NP-01,FBA78994,B0CDQ98FDM,B2B - Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,10.0,4130.0,413.0
Week 14,Nexlev,NP-01,FBA78994,B0CDQ98FDM,YNT,Dispatch Partner,Home & Kitchen,Travel Accessories,Travel Pillow,23.0,9499.0,413.0
Week 14,Nexlev,NP-02,FBA78995,B0CDQ55W2M,Amazon,Marketplace,Home & Kitchen,Travel Accessories,Travel Pillow,0.0,0.0,418.0
Week 14,Nexlev,NP-02,FBA78995,B0CDQ55W2M,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,574.0,239932.0,418.0
Week 14,Nexlev,NP-02,FBA78995,B0CDQ55W2M,B2B - Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,10.0,4180.0,418.0
Week 14,Nexlev,NP-02,FBA78995,B0CDQ55W2M,YNT,Dispatch Partner,Home & Kitchen,Travel Accessories,Travel Pillow,86.0,35948.0,418.0
Week 14,Nexlev,NP-03,FBA78996,B0CDQ6G4TC,Amazon,Marketplace,Home & Kitchen,Travel Accessories,Travel Pillow,2.0,826.0,413.0
Week 14,Nexlev,NP-03,FBA78996,B0CDQ6G4TC,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,571.0,235823.0,413.0
Week 14,Nexlev,NP-03,FBA78996,B0CDQ6G4TC,B2B - Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,3.0,1239.0,413.0
Week 14,Nexlev,NP-03,FBA78996,B0CDQ6G4TC,Blinkit,Marketplace,Home & Kitchen,Travel Accessories,Travel Pillow,3.0,1239.0,413.0
Week 14,Nexlev,NP-03,FBA78996,B0CDQ6G4TC,YNT,Dispatch Partner,Home & Kitchen,Travel Accessories,Travel Pillow,10.0,4130.0,413.0
Week 14,Nexlev,NP-04,FBA78997,B0CDQ5Y3YB,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,0.0,0.0,413.0
Week 14,Nexlev,NP-05,FBA78998,B0CDQ5NBH8,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Travel Pillow,43.0,23994.0,558.0
Week 14,Nexlev,NP-06,FBA79677,B0DVCBR11D,Amazon,Marketplace,Home & Kitchen,Travel Accessories,Donut Travel Pillow,48.0,24048.0,501.0
Week 14,Nexlev,NP-06,FBA79677,B0DVCBR11D,Ampm,Warehouse,Home & Kitchen,Travel Accessories,Donut Travel Pillow,109.0,54609.0,501.0
