week,brand,model,sku,asin,channel,type,category_l0,category_l1,category_l2,inventory_units,inventory_value,nlc
Week 11,Nexlev,CM-01-BL,FBA79464,B0DFCDKMWR,Blinkit,Market place,HPC,Electric Massagers,Electric Heating Pads,22.0,12320.0,560.0
Week 11,Nexlev,CM-01-BL,FBA79464,B0DFCDKMWR,YNT,Dispatch Partner,HPC,Electric Massagers,Electric Heating Pads,18.0,10080.0,560.0
Week 11,Nexlev,CM-02-PR,FBA79472,B0DFCDZWND,1p,1p,HPC,Electric Massagers,Electric Heating Pads,1.0,560.0,560.0
Week 11,Nexlev,CM-02-PR,FBA79472,B0DFCDZWND,AMPM,Warehouse,HPC,Electric Massagers,Electric Heating Pads,1375.0,770000.0,560.0
Week 11,Nexlev,CM-02-PR,FBA79472,B0DFCDZWND,Amazon,Market place,HPC,Electric Massagers,Electric Heating Pads,159.0,89040.0,560.0
Week 11,Nexlev,CM-02-PR,FBA79472,B0DFCDZWND,B2B - AMPM,Warehouse,HPC,Electric Massagers,Electric Heating Pads,7.0,3920.0,560.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,1p,1p,HPC,Skin Care,Callus Remover,8.0,4264.0,533.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,AMPM,Warehouse,HPC,Skin Care,Callus Remover,301.0,160433.0,533.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,Amazon,Market place,HPC,Skin Care,Callus Remover,104.0,55432.0,533.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,B2B - AMPM,Warehouse,HPC,Skin Care,Callus Remover,120.0,63960.0,533.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,Blinkit,Market place,HPC,Skin Care,Callus Remover,2.0,1066.0,533.0
Week 11,Nexlev,CR-01,FBA79265,B0D2LHNS9B,YNT,Dispatch Partner,HPC,Skin Care,Callus Remover,54.0,28782.0,533.0
Week 11,Nexlev,DF-01-BK,FBA79174,B0CW1JJP9S,AMPM,Warehouse,HPC,Oral Care,Dental Flosser,0.0,0.0,1073.0
Week 11,Nexlev,DF-01-BK,FBA79174,B0CW1JJP9S,Amazon,Market place,HPC,Oral Care,Dental Flosser,6.0,6438.0,1073.0
Week 11,Nexlev,DH-01,FBA79991,B0GN85NZQN,AMPM,Warehouse,Home & Kitchen,"Heating, Cooling & Air Quality",Dehumidifiers,90.0,0.0,0.0
Week 11,Nexlev,DH-01,FBA79991,B0GN85NZQN,Amazon,Market place,Home & Kitchen,"Heating, Cooling & Air Quality",Dehumidifiers,30.0,0.0,0.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,1p,1p,HPC,Hair Care,Hair Oil Applicator,1.0,710.0,710.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,AMPM,Warehouse,HPC,Hair Care,Hair Oil Applicator,726.0,515460.0,710.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,Amazon,Market place,HPC,Hair Care,Hair Oil Applicator,222.0,157620.0,710.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Oil Applicator,55.0,39050.0,710.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,Blinkit,Market place,HPC,Hair Care,Hair Oil Applicator,54.0,38340.0,710.0
Week 11,Nexlev,EA-01,FBP79350,B0D67727VG,YNT,Dispatch Partner,HPC,Hair Care,Hair Oil Applicator,79.0,56090.0,710.0
Week 11,Nexlev,EA-02,FBA79573,B0DKK15YNJ,1p,1p,HPC,Hair Care,Hair Oil Applicator,0.0,0.0,1345.0
Week 11,Nexlev,EA-02,FBA79573,B0DKK15YNJ,AMPM,Warehouse,HPC,Hair Care,Hair Oil Applicator,283.0,380635.0,1345.0
Week 11,Nexlev,EA-02,FBA79573,B0DKK15YNJ,Amazon,Market place,HPC,Hair Care,Hair Oil Applicator,145.0,195025.0,1345.0
Week 11,Nexlev,EA-02,FBA79573,B0DKK15YNJ,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Oil Applicator,10.0,13450.0,1345.0
Week 11,Nexlev,EA-02,FBA79573,B0DKK15YNJ,Blinkit,Market place,HPC,Hair Care,Hair Oil Applicator,38.0,51110.0,1345.0
Week 11,Nexlev,EM-01,FBA79594,B0DM6MG4ZH,AMPM,Warehouse,HPC,Electric Massagers,Eye Massager,1.0,714.0,714.0
Week 11,Nexlev,EM-02,FBA79595,B0DMSHZXG2,AMPM,Warehouse,HPC,Electric Massagers,Eye Massager - Pro,20.0,28440.0,1422.0
Week 11,Nexlev,EM-02,FBA79595,B0DMSHZXG2,Amazon,Market place,HPC,Electric Massagers,Eye Massager - Pro,0.0,0.0,1422.0
Week 11,Nexlev,ET-01-BK,FBA79233,B0CS69T7HF,1p,1p,HPC,Oral Care,Electric Toothbrush,0.0,0.0,282.0
Week 11,Nexlev,ET-01-BK,FBA79233,B0CS69T7HF,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,721.0,203322.0,282.0
Week 11,Nexlev,ET-01-BK,FBA79233,B0CS69T7HF,B2B - AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,300.0,84600.0,282.0
Week 11,Nexlev,ET-01-BK,FBA79373,B0D2P5TGWK,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,246.0,72570.0,295.0
Week 11,Nexlev,ET-01-BK,FBA79373,B0D2P5TGWK,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,28.0,8260.0,295.0
Week 11,Nexlev,ET-02-GN,FBA79234,B0CSG2JZ19,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,87.0,24534.0,282.0
Week 11,Nexlev,ET-02-GN,FBA79234,B0CSG2JZ19,B2B - AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,50.0,14100.0,282.0
Week 11,Nexlev,ET-02-GN,FBA79374,B0D2P7WLJB,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,149.0,43955.0,295.0
Week 11,Nexlev,ET-02-GN,FBA79374,B0D2P7WLJB,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,14.0,4130.0,295.0
Week 11,Nexlev,ET-03-BL,FBA79258,B0CSG3FC4G,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,34.0,6562.0,193.0
Week 11,Nexlev,ET-03-BL,FBA79258,B0CSG3FC4G,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,7.0,1351.0,193.0
Week 11,Nexlev,ET-03-BL,FBA79375,B0D2P6KF4N,Amazon,Market place,HPC,Oral Care,Electric Toothbrush - Sonic,0.0,0.0,193.0
Week 11,Nexlev,ETC-04-WH,FBA79346,B0D25LNDSY,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,1162.0,478744.0,412.0
Week 11,Nexlev,ETC-04-WH,FBA79346,B0D25LNDSY,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,80.0,32960.0,412.0
Week 11,Nexlev,ETC-04-WH,FBA79346,B0D25LNDSY,Blinkit,Market place,HPC,Oral Care,Electric Toothbrush,45.0,18540.0,412.0
Week 11,Nexlev,ETC-04-WH,FBA79346,B0D25LNDSY,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,11.0,4532.0,412.0
Week 11,Nexlev,ETC-05-PI,FBK79347,B0D842173P,1p,1p,HPC,Oral Care,Electric Toothbrush,1.0,413.0,413.0
Week 11,Nexlev,ETC-05-PI,FBK79347,B0D842173P,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush,93.0,38409.0,413.0
Week 11,Nexlev,ETC-05-PI,FBK79347,B0D842173P,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,36.0,14868.0,413.0
Week 11,Nexlev,ETC-05-PI,FBK79347,B0D842173P,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,15.0,6195.0,413.0
Week 11,Nexlev,ETC-07-WH,FBA79673,B0FJG5PFGQ,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,127.0,47117.0,371.0
Week 11,Nexlev,ETC-08-BL,FBA79707,B0FJ1ZB4G9,Amazon,Market place,HPC,Oral Care,Electric Toothbrush,122.0,45506.0,373.0
Week 11,Nexlev,ETC-08-BL,FBA79707,B0FJ1ZB4G9,YNT,Dispatch Partner,HPC,Oral Care,Electric Toothbrush,38.0,14174.0,373.0
Week 11,Nexlev,ETR-06,FBA79381,B0D9KCNVNM,AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush - Oscillating,50.0,33600.0,672.0
Week 11,Nexlev,ETR-06,FBA79381,B0D9KCNVNM,Amazon,Market place,HPC,Oral Care,Electric Toothbrush - Oscillating,35.0,23520.0,672.0
Week 11,Nexlev,ETR-06,FBA79381,B0D9KCNVNM,B2B - AMPM,Warehouse,HPC,Oral Care,Electric Toothbrush - Oscillating,20.0,13440.0,672.0
Week 11,Nexlev,ETR-06,FBA79381,B0D9KCNVNM,Blinkit,Market place,HPC,Oral Care,Electric Toothbrush - Oscillating,4.0,2688.0,672.0
Week 11,Nexlev,FM-01,FBA79592,B0DMSMKRD9,AMPM,Warehouse,HPC,Electric Massagers,Foot Massager,1.0,1837.0,1837.0
Week 11,Nexlev,FM-02,FBA79593,B0DMSSLXST,AMPM,Warehouse,HPC,Electric Massagers,Foot Massager - Mini,1.0,890.0,890.0
Week 11,Nexlev,FS-01,FBA79404,B0D9KFZYG8,1p,1p,HPC,Skin Care,Face Steamer,0.0,0.0,896.0
Week 11,Nexlev,FS-01,FBA79404,B0D9KFZYG8,AMPM,Warehouse,HPC,Skin Care,Face Steamer,1689.0,1513344.0,896.0
Week 11,Nexlev,FS-01,FBA79404,B0D9KFZYG8,Amazon,Market place,HPC,Skin Care,Face Steamer,184.0,164864.0,896.0
Week 11,Nexlev,FS-01,FBA79404,B0D9KFZYG8,B2B - AMPM,Warehouse,HPC,Skin Care,Face Steamer,30.0,26880.0,896.0
Week 11,Nexlev,FS-01,FBA79404,B0D9KFZYG8,Blinkit,Market place,HPC,Skin Care,Face Steamer,23.0,20608.0,896.0
Week 11,Nexlev,GS-01,FBK78979,B0CDPQXPC1,Amazon,Market place,Home & Kitchen,Fabric Care,Garment steamer,0.0,0.0,1260.0
Week 11,Nexlev,GS-02,FBA78980,B0CDPMX152,AMPM,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,332.0,418320.0,1260.0
Week 11,Nexlev,GS-02,FBA78980,B0CDPMX152,Amazon,Market place,Home & Kitchen,Fabric Care,Garment steamer,340.0,428400.0,1260.0
Week 11,Nexlev,GS-02,FBA78980,B0CDPMX152,B2B - AMPM,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,281.0,354060.0,1260.0
Week 11,Nexlev,GS-02,FBA78980,B0CDPMX152,Blinkit,Market place,Home & Kitchen,Fabric Care,Garment steamer,102.0,128520.0,1260.0
Week 11,Nexlev,GS-02,FBA78980,B0CDPMX152,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,81.0,102060.0,1260.0
Week 11,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,AMPM,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,39.0,58968.0,1512.0
Week 11,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,Amazon,Market place,Home & Kitchen,Fabric Care,Garment steamer,6.0,9072.0,1512.0
Week 11,Nexlev,GS-04,FBA79229,B0CQX9ZZMH,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,7.0,10584.0,1512.0
Week 11,Nexlev,GS-05,FBA79268,B0D383WQPB,AMPM,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,584.0,576408.0,987.0
Week 11,Nexlev,GS-05,FBA79268,B0D383WQPB,Amazon,Market place,Home & Kitchen,Fabric Care,Garment steamer,205.0,202335.0,987.0
Week 11,Nexlev,GS-05,FBA79268,B0D383WQPB,B2B - AMPM,Warehouse,Home & Kitchen,Fabric Care,Garment steamer,159.0,156933.0,987.0
Week 11,Nexlev,GS-05,FBA79268,B0D383WQPB,Blinkit,Market place,Home & Kitchen,Fabric Care,Garment steamer,97.0,95739.0,987.0
Week 11,Nexlev,GS-05,FBA79268,B0D383WQPB,YNT,Dispatch Partner,Home & Kitchen,Fabric Care,Garment steamer,87.0,85869.0,987.0
Week 11,Nexlev,HB-01,FBA79676,B0DV91JGF1,AMPM,Warehouse,HPC,Electric Massagers,Heated Wrap Belt,0.0,0.0,1175.0
Week 11,Nexlev,HB-01,FBA79676,B0DV91JGF1,Amazon,Market place,HPC,Electric Massagers,Heated Wrap Belt,46.0,54050.0,1175.0
Week 11,Nexlev,HD-01,FBA79278,B0D86ZC9YT,1p,1p,HPC,Hair Care,Hair Dryer,1.0,769.0,769.0
Week 11,Nexlev,HD-01,FBA79278,B0D86ZC9YT,AMPM,Warehouse,HPC,Hair Care,Hair Dryer,977.0,751313.0,769.0
Week 11,Nexlev,HD-01,FBA79278,B0D86ZC9YT,Amazon,Market place,HPC,Hair Care,Hair Dryer,26.0,19994.0,769.0
Week 11,Nexlev,HD-01,FBA79278,B0D86ZC9YT,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Dryer,191.0,146879.0,769.0
Week 11,Nexlev,HD-01,FBA79278,B0D86ZC9YT,YNT,Dispatch Partner,HPC,Hair Care,Hair Dryer,153.0,117657.0,769.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,1p,1p,HPC,Hair Care,Hair Dryer,0.0,0.0,448.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,AMPM,Warehouse,HPC,Hair Care,Hair Dryer,606.0,271488.0,448.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,Amazon,Market place,HPC,Hair Care,Hair Dryer,190.0,85120.0,448.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Dryer,114.0,51072.0,448.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,Blinkit,Market place,HPC,Hair Care,Hair Dryer,1.0,448.0,448.0
Week 11,Nexlev,HD-02,FBA79348,B0D81DLSFT,YNT,Dispatch Partner,HPC,Hair Care,Hair Dryer,6.0,2688.0,448.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,1p,1p,HPC,Hair Care,Head Massager,3.0,1470.0,490.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,AMPM,Warehouse,HPC,Hair Care,Head Massager,290.0,142100.0,490.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,Amazon,Market place,HPC,Hair Care,Head Massager,52.0,25480.0,490.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,B2B - AMPM,Warehouse,HPC,Hair Care,Head Massager,200.0,98000.0,490.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,Blinkit,Market place,HPC,Hair Care,Head Massager,106.0,51940.0,490.0
Week 11,Nexlev,HM-01,FBA79332,B0D63FKYZ5,YNT,Dispatch Partner,HPC,Hair Care,Head Massager,18.0,8820.0,490.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,1p,1p,HPC,Hair Care,Head Massager,0.0,0.0,714.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,AMPM,Warehouse,HPC,Hair Care,Head Massager,13.0,9282.0,714.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,Amazon,Market place,HPC,Hair Care,Head Massager,0.0,0.0,714.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,B2B - AMPM,Warehouse,HPC,Hair Care,Head Massager,19.0,13566.0,714.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,Blinkit,Market place,HPC,Hair Care,Head Massager,18.0,12852.0,714.0
Week 11,Nexlev,HM-02,FBA79333,B0D63DTKQB,YNT,Dispatch Partner,HPC,Hair Care,Head Massager,116.0,82824.0,714.0
Week 11,Nexlev,HS-01,FBA79272,B0D2LFMY48,1p,1p,HPC,Hair Care,Hair Straightener,0.0,0.0,378.0
Week 11,Nexlev,HS-01,FBA79272,B0D2LFMY48,AMPM,Warehouse,HPC,Hair Care,Hair Straightener,364.0,137592.0,378.0
Week 11,Nexlev,HS-01,FBA79272,B0D2LFMY48,Amazon,Market place,HPC,Hair Care,Hair Straightener,37.0,13986.0,378.0
Week 11,Nexlev,HS-01,FBA79272,B0D2LFMY48,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Straightener,50.0,18900.0,378.0
Week 11,Nexlev,HS-01,FBA79272,B0D2LFMY48,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener,68.0,25704.0,378.0
Week 11,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,AMPM,Warehouse,HPC,Hair Care,Hair Straightener,38.0,14782.0,389.0
Week 11,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,Amazon,Market place,HPC,Hair Care,Hair Straightener,33.0,12837.0,389.0
Week 11,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Straightener,24.0,9336.0,389.0
Week 11,Nexlev,HS-02,FBA79273,B0D2LKB4BJ,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener,15.0,5835.0,389.0
Week 11,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,1p,1p,HPC,Hair Care,Hair Straightener Brush - Corded,0.0,0.0,868.0
Week 11,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,AMPM,Warehouse,HPC,Hair Care,Hair Straightener Brush - Corded,1597.0,1386196.0,868.0
Week 11,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,Amazon,Market place,HPC,Hair Care,Hair Straightener Brush - Corded,131.0,113708.0,868.0
Week 11,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Straightener Brush - Corded,120.0,104160.0,868.0
Week 11,Nexlev,HSB-03,FBA79405,B0D9KFP4MG,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener Brush - Corded,47.0,40796.0,868.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,1p,1p,HPC,Hair Care,Hair Straightener Brush - Cordless,0.0,0.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,AMPM,Warehouse,HPC,Hair Care,Hair Straightener Brush - Cordless,92.0,88412.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Amazon,Market place,HPC,Hair Care,Hair Straightener Brush - Cordless,228.0,219108.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Straightener Brush - Cordless,36.0,34596.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Blinkit,Market place,HPC,Hair Care,Hair Straightener Brush - Cordless,36.0,34596.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,Open Order,In-Transit Inventory,HPC,Hair Care,Hair Straightener Brush - Cordless,1000.0,961000.0,961.0
Week 11,Nexlev,HSB-04,FBA79406,B0DCK3N2JJ,YNT,Dispatch Partner,HPC,Hair Care,Hair Straightener Brush - Cordless,29.0,27869.0,961.0
Week 11,Nexlev,HU-01,FBA79681,B0DVC968P1,AMPM,Warehouse,Home & Kitchen,Air Purifier,Humidifier Black,17.0,14093.0,829.0
Week 11,Nexlev,HU-01,FBA79681,B0DVC968P1,Amazon,Market place,Home & Kitchen,Air Purifier,Humidifier Black,9.0,7461.0,829.0
Week 11,Nexlev,HU-01,FBA79681,B0DVC968P1,YNT,Dispatch Partner,Home & Kitchen,Air Purifier,Humidifier Black,2.0,1658.0,829.0
Week 11,Nexlev,HU-02,FBA79682,B0DVC8NYY2,AMPM,Warehouse,Home & Kitchen,Air Purifier,Humidifier White,788.0,644584.0,818.0
Week 11,Nexlev,HU-02,FBA79682,B0DVC8NYY2,Amazon,Market place,Home & Kitchen,Air Purifier,Humidifier White,128.0,104704.0,818.0
Week 11,Nexlev,HU-02,FBA79682,B0DVC8NYY2,YNT,Dispatch Partner,Home & Kitchen,Air Purifier,Humidifier White,2.0,1636.0,818.0
Week 11,Nexlev,IPL-01,FBA79571,B0DKK12XWR,1p,1p,HPC,Skin Care,Laser Hair Remover Device,0.0,0.0,1307.0
Week 11,Nexlev,IPL-01,FBA79571,B0DKK12XWR,AMPM,Warehouse,HPC,Skin Care,Laser Hair Remover Device,39.0,50973.0,1307.0
Week 11,Nexlev,IPL-01,FBA79571,B0DKK12XWR,Amazon,Market place,HPC,Skin Care,Laser Hair Remover Device,0.0,0.0,1307.0
Week 11,Nexlev,IPL-01,FBA79571,B0DKK12XWR,Blinkit,Market place,HPC,Skin Care,Laser Hair Remover Device,2.0,2614.0,1307.0
Week 11,Nexlev,KE-01,FBA79488,B0DFCG2VGS,AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,239.0,235176.0,984.0
Week 11,Nexlev,KE-01,FBA79488,B0DFCG2VGS,Amazon,Market place,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,281.0,276504.0,984.0
Week 11,Nexlev,KE-01,FBA79488,B0DFCG2VGS,B2B - AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,48.0,47232.0,984.0
Week 11,Nexlev,KE-01,FBA79488,B0DFCG2VGS,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,48.0,47232.0,984.0
Week 11,Nexlev,KE-02,FBA79489,B0DFD123P5,AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,0.0,0.0,980.0
Week 11,Nexlev,KE-02,FBA79489,B0DFD123P5,Amazon,Market place,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,146.0,143080.0,980.0
Week 11,Nexlev,KE-02,FBA79489,B0DFD123P5,B2B - AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,48.0,47040.0,980.0
Week 11,Nexlev,KE-02,FBA79489,B0DFD123P5,Blinkit,Market place,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,47.0,46060.0,980.0
Week 11,Nexlev,KE-02,FBA79489,B0DFD123P5,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,27.0,26460.0,980.0
Week 11,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Kettle,1201.0,389124.0,324.0
Week 11,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,Amazon,Market place,Home & Kitchen,Kitchen Appliances,Electric Kettle,118.0,38232.0,324.0
Week 11,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,B2B - AMPM,Warehouse,Home & Kitchen,Kitchen Appliances,Electric Kettle,120.0,38880.0,324.0
Week 11,Nexlev,KE-03,FBA79809,B0FJ8SFNRH,YNT,Dispatch Partner,Home & Kitchen,Kitchen Appliances,Electric Kettle,33.0,10692.0,324.0
Week 11,Nexlev,KM-01,FBA79591,B0DM66B2DW,AMPM,Warehouse,HPC,Electric Massagers,Knee Massager,39.0,40521.0,1039.0
Week 11,Nexlev,KM-01,FBA79591,B0DM66B2DW,Amazon,Market place,HPC,Electric Massagers,Knee Massager,31.0,32209.0,1039.0
Week 11,Nexlev,KM-01,FBA79591,B0DM66B2DW,B2B - AMPM,Warehouse,HPC,Electric Massagers,Knee Massager,50.0,51950.0,1039.0
Week 11,Nexlev,KM-01,FBA79591,B0DM66B2DW,Blinkit,Market place,HPC,Electric Massagers,Knee Massager,4.0,4156.0,1039.0
Week 11,Nexlev,KM-01,FBA79591,B0DM66B2DW,YNT,Dispatch Partner,HPC,Electric Massagers,Knee Massager,2.0,2078.0,1039.0
Week 11,Nexlev,LE-01,FBA79351,B0D9KB2RTT,1p,1p,HPC,Skin Care,LED Face & Skin Care Massager,6.0,2136.0,356.0
Week 11,Nexlev,LE-01,FBA79351,B0D9KB2RTT,AMPM,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,148.0,52688.0,356.0
Week 11,Nexlev,LE-01,FBA79351,B0D9KB2RTT,Amazon,Market place,HPC,Skin Care,LED Face & Skin Care Massager,0.0,0.0,356.0
Week 11,Nexlev,LE-01,FBA79351,B0D9KB2RTT,B2B - AMPM,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,50.0,17800.0,356.0
Week 11,Nexlev,LE-01,FBA79351,B0D9KB2RTT,YNT,Dispatch Partner,HPC,Skin Care,LED Face & Skin Care Massager,13.0,4628.0,356.0
Week 11,Nexlev,LE-02,FBA79440,B0DCGHKRXX,AMPM,Warehouse,HPC,Hair Care,Hair Therapy Comb,869.0,703890.0,810.0
Week 11,Nexlev,LE-02,FBA79440,B0DCGHKRXX,Amazon,Market place,HPC,Hair Care,Hair Therapy Comb,410.0,332100.0,810.0
Week 11,Nexlev,LE-02,FBA79440,B0DCGHKRXX,B2B - AMPM,Warehouse,HPC,Hair Care,Hair Therapy Comb,50.0,40500.0,810.0
Week 11,Nexlev,LE-02,FBA79440,B0DCGHKRXX,Blinkit,Market place,HPC,Hair Care,Hair Therapy Comb,2.0,1620.0,810.0
Week 11,Nexlev,LE-02,FBA79440,B0DCGHKRXX,YNT,Dispatch Partner,HPC,Hair Care,Hair Therapy Comb,55.0,44550.0,810.0
Week 11,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,AMPM,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,166.0,180774.0,1089.0
Week 11,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,Amazon,Market place,HPC,Skin Care,LED Face & Skin Care Massager,35.0,38115.0,1089.0
Week 11,Nexlev,LE-03,FBA79443,B0D9KFQG8Q,B2B - AMPM,Warehouse,HPC,Skin Care,LED Face & Skin Care Massager,30.0,32670.0,1089.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,1p,1p,HPC,Skin Care,Skin Lift Device,6.0,3564.0,594.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,AMPM,Warehouse,HPC,Skin Care,Skin Lift Device,432.0,256608.0,594.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,Amazon,Market place,HPC,Skin Care,Skin Lift Device,39.0,23166.0,594.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,B2B - AMPM,Warehouse,HPC,Skin Care,Skin Lift Device,112.0,66528.0,594.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,Blinkit,Market place,HPC,Skin Care,Skin Lift Device,2.0,1188.0,594.0
Week 11,Nexlev,LE-04,FBA79469,B0DCK4DR1B,YNT,Dispatch Partner,HPC,Skin Care,Skin Lift Device,28.0,16632.0,594.0
Week 11,Nexlev,LE-06,FBA79569,B0DKJRML4K,AMPM,Warehouse,HPC,Skin Care,Red Light Therapy Wand,12.0,8652.0,721.0
Week 11,Nexlev,LE-07,FBA79572,B0DKJVWM8Q,AMPM,Warehouse,HPC,Skin Care,LED Face Therapy Mask,2.0,1418.0,709.0
Week 11,Nexlev,LE-08,FBAM79685,B0DV8V3Y88,AMPM,Warehouse,HPC,Electric Massagers,Microcurrent Facial Massager,33.0,25773.0,781.0
Week 11,Nexlev,LE-08,FBAM79685,B0DV8V3Y88,Amazon,Market place,HPC,Electric Massagers,Microcurrent Facial Massager,0.0,0.0,781.0
Week 11,Nexlev,LR-01,FBA79279,B0D8445KJN,AMPM,Warehouse,Home & Kitchen,Fabric Care,Lint Remover,275.0,122100.0,444.0
Week 11,Nexlev,LR-01,FBA79279,B0D8445KJN,Amazon,Market place,Home & Kitchen,Fabric Care,Lint Remover,182.0,80808.0,444.0
