asin,sku,brand,model,seller_rank,seller_id,seller_name,is_buybox_winner,price,landed_price,shipping,is_fba,is_prime,feedback_rating,fetched_at
B0FG88HVQ8,FBA79813,Audio Array,AH-50,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,1999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FG88HVQ8,FBA79813,Audio Array,AH-50,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2015.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FPR962YS,FBA79816,Audio Array,AM-W22,1,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),True,3299.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0FPR962YS,FBA79816,Audio Array,AM-W22,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3515.5,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0GKPXQ8G3,FBA80016,Audio Array,AM-W22,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3399.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GKPXQ8G3,FBA80016,Audio Array,AM-W22,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3399.0,,0.0,False,False,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMNGFTD,FBA79449,Audio Array,AM-W36,1,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),True,6299.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0DFMNGFTD,FBA79449,Audio Array,AM-W36,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,6347.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DFMNGFTD,FBA79449,Audio Array,AM-W36,3,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,6299.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM6NTWBP,FBA79103,Audio Array,AI-10,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3099.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM6NTWBP,FBA79103,Audio Array,AI-10,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3122.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9HYVDM,FBA79109,Audio Array,AM-W18,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1199.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9HYVDM,FBA79109,Audio Array,AM-W18,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1189.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4G19R58,FBA75674,Audio Array,AM-C2,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3827.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4G19R58,FBA75674,Audio Array,AM-C2,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3799.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CH4RNWJX,FBA79011,Audio Array,AM-C43,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2516.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CH4RNWJX,FBA79011,Audio Array,AM-C43,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,2499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMMTWLY,FBA79446,Audio Array,AM-W33,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,1999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMMTWLY,FBA79446,Audio Array,AM-W33,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,1999.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DFMMTWLY,FBA79446,Audio Array,AM-W33,3,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,2199.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0CM6NVLT9,FBA79104,Audio Array,AI-11,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1612.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM6NVLT9,FBA79104,Audio Array,AI-11,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1599.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0BPLWW72Y,FBA76862,Audio Array,AM-C28,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1679.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0BPLWW72Y,FBA76862,Audio Array,AM-C28,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1679.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GCP1J2HC,FBA79972,Audio Array,M8,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,8553.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0GCP1J2HC,FBA79972,Audio Array,M8,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,8499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GN8RQJRG,FBA79979,Audio Array,AK-37-B,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GN8RQJRG,FBA79979,Audio Array,AK-37-B,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3525.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0GN8MMKY1,FBA79980,Audio Array,AK-37-W,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GN8MMKY1,FBA79980,Audio Array,AK-37-W,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3525.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0GN8MFDGZ,FBA79981,Audio Array,AK-61 Neo,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,5034.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0GN8MFDGZ,FBA79981,Audio Array,AK-61 Neo,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,4999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0GN8MPYPG,FBA79982,Audio Array,AK-61 Pro,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,5499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FTVQQVDC,FBA79904,Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,9999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FTVQQVDC,FBA79904,Audio Array,PB-10 (AM-C2+AI-04+AH-60-BL),2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,10052.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CF5R3V95,FBA78973,Audio Array,AA-19,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3849.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CF5R3V95,FBA78973,Audio Array,AA-19,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3849.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FQBX8J17,FBA79838,Audio Array,AH-40 SL,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,1299.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FQBX8J17,FBA79838,Audio Array,AH-40 SL,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,1310.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9KJZWQ,FBA79106,Audio Array,AM-C44,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,4699.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM9KJZWQ,FBA79106,Audio Array,AM-C44,2,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),False,4699.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0CM9KJZWQ,FBA79106,Audio Array,AM-C44,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,4724.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9KJZWQ,FBA79106,Audio Array,AM-C44,4,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,4999.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0BPM2T7BQ,FBA76863,Audio Array,AI-03,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,4028.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0BPM2T7BQ,FBA76863,Audio Array,AI-03,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4K87PR4,FBA75690,Audio Array,AM-C10,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3999.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4K87PR4,FBA75690,Audio Array,AM-C10,2,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),False,3999.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0B4K87PR4,FBA75690,Audio Array,AM-C10,3,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4KC7VBM,FBA75677,Audio Array,AM-C5,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2417.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4KC7VBM,FBA75677,Audio Array,AM-C5,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,2399.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4KC7VBM,FBA75677,Audio Array,AM-C5,3,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),False,2499.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0DT6T6N6B,FBA79694,Audio Array,AA-26,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,599.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DT6T6N6B,FBA79694,Audio Array,AA-26,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,605.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DFMLS8JG,FBA79445,Audio Array,AM-W32,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMLS8JG,FBA79445,Audio Array,AM-W32,2,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),False,3999.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0DFMLS8JG,FBA79445,Audio Array,AM-W32,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3999.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0D3M86SH1,FBA79355,Audio Array,AA-19BL,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,4999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0D3M86SH1,FBA79355,Audio Array,AA-19BL,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,5034.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0BLJVJ2GN,FBA76414,Audio Array,AA-05,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,655.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0BLJVJ2GN,FBA76414,Audio Array,AA-05,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,649.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMLXD9S,FBA79447,Audio Array,AM-W34,1,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),True,3999.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0DFMLXD9S,FBA79447,Audio Array,AM-W34,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMLXD9S,FBA79447,Audio Array,AM-W34,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,4031.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DN6MNS1X,FBA79654,Audio Array,AM-C11 Pro,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,4916.23,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DN6MNS1X,FBA79654,Audio Array,AM-C11 Pro,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,4999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FF9R3GKK,FBA79783,Audio Array,AM-C47,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2870.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FF9R3GKK,FBA79783,Audio Array,AM-C47,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,2849.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CBC7QMNV,FBA78925,Audio Array,AM-C11X,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3649.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CBC7QMNV,FBA78925,Audio Array,AM-C11X,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3649.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CBC7QMNV,FBA78925,Audio Array,AM-C11X,3,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,3649.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0FFB6YJM1,FBA79708,Audio Array,SB-01,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1209.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FFB6YJM1,FBA79708,Audio Array,SB-01,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1199.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM6WH4ZT,FBA79105,Audio Array,AI-12,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1411.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM6WH4ZT,FBA79105,Audio Array,AI-12,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1399.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0D3Q2T5XX,FBA79356,Audio Array,AA-19WL,1,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),True,4999.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0D3Q2T5XX,FBA79356,Audio Array,AA-19WL,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,4999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0D3Q2T5XX,FBA79356,Audio Array,AA-19WL,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,5545.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CH4VCD6R,FBA77171,Audio Array,AC-6XL,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,554.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CH4VCD6R,FBA77171,Audio Array,AC-6XL,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,549.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4G7VWXD,FBA75684,Audio Array,AA-04,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1699.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4G7VWXD,FBA75684,Audio Array,AA-04,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1699.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4G7VWXD,FBA75684,Audio Array,AA-04,3,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,1699.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0CF5SHL15,FBA78976,Audio Array,AA-22,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3726.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CF5SHL15,FBA78976,Audio Array,AA-22,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3699.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FJ2JJZL3,FBA79821,Audio Array,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,20999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FJ2JJZL3,FBA79821,Audio Array,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,21052.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4JRQP22,FBA75679,Audio Array,AA-02,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2499.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4JRQP22,FBA75679,Audio Array,AA-02,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,2499.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DN6PFWNK,FBA79655,Audio Array,AM-C44 Pro,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,5235.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DN6PFWNK,FBA79655,Audio Array,AM-C44 Pro,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,5199.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMKY4TT,FBA79448,Audio Array,AM-W35,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,3599.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0DFMKY4TT,FBA79448,Audio Array,AM-W35,2,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,3589.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0DFMKY4TT,FBA79448,Audio Array,AM-W35,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3628.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FPR7VFCH,FBA79815,Audio Array,AM-W19,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,2483.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0B4G8ZB64,FBA75675,Audio Array,AM-C3,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0B4G8ZB64,FBA75675,Audio Array,AM-C3,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,1008.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0DFMLQBMC,FBA79444,Audio Array,AM-W20,1,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),True,1948.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0DFMLQBMC,FBA79444,Audio Array,AM-W20,2,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,1949.0,,0.0,False,False,54.0,2026-08-03T10:44:11.848967+00:00
B0DFMLQBMC,FBA79444,Audio Array,AM-W20,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,1960.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0D3LZWTHV,FBA79379,Audio Array,AM-C45,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,3474.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0D3LZWTHV,FBA79379,Audio Array,AM-C45,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3449.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CBCB82MT,FBA78960,Audio Array,AM-C39,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1609.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CBCB82MT,FBA78960,Audio Array,AM-C39,2,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),False,1599.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0CBCB82MT,FBA78960,Audio Array,AM-C39,3,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1599.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CBCB82MT,FBA78960,Audio Array,AM-C39,4,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,1599.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0CM9P5CCK,FBA79107,Audio Array,AM-W17,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1714.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9P5CCK,FBA79107,Audio Array,AM-W17,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1699.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM9P5CCK,FBA79107,Audio Array,AM-W17,3,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1699.0,,0.0,False,False,100.0,2026-08-03T10:44:11.848967+00:00
B0F2HYY7JF,FBA79722,Audio Array,AM-W21,1,A15YBOSC0EMOS0,Other 3P (A15YBOSC0EMOS0),True,2949.0,,0.0,True,True,97.0,2026-08-03T10:44:11.848967+00:00
B0F2HYY7JF,FBA79722,Audio Array,AM-W21,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,2949.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0F2HYY7JF,FBA79722,Audio Array,AM-W21,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,3210.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FJ2LQT7K,FBA79826,Audio Array,PB-02 (AI-04 Red + AM-C11 + AA-05),1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,9199.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FJ2LQT7K,FBA79826,Audio Array,PB-02 (AI-04 Red + AM-C11 + AA-05),2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,11619.0,,0.0,True,False,91.0,2026-08-03T10:44:11.848967+00:00
B0BQ7H7418,FBA76597,Audio Array,AA-06,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,1299.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0BQ7H7418,FBA76597,Audio Array,AA-06,2,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,1299.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0BQ7H7418,FBA76597,Audio Array,AA-06,3,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,1310.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FN7C25VS,FBA79846,Audio Array,AM-C11X Pro,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,4028.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FN7C25VS,FBA79846,Audio Array,AM-C11X Pro,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,3999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FVM17Q4W,FBA79909,Audio Array,AM-W20,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,1999.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0FLYHJ6DK,FBK79009,Audio Array,AM-C41,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1612.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FLYHJ6DK,FBK79009,Audio Array,AM-C41,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1599.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM9L1QZG,FBA79108,Audio Array,AM-W16,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,1349.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CM9L1QZG,FBA79108,Audio Array,AM-W16,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1349.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CM9L1QZG,FBA79108,Audio Array,AM-W16,3,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,1349.0,,0.0,False,False,100.0,2026-08-03T10:44:11.848967+00:00
B0CM9L1QZG,FBA79108,Audio Array,AM-W16,4,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,1349.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0FR5DLXH9,FBA79903,Audio Array,AA-25M,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,899.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CH4R1V6S,FBA79016,Audio Array,AM-C3a,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,806.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0CH4R1V6S,FBA79016,Audio Array,AM-C3a,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,799.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CH4R1V6S,FBA79016,Audio Array,AM-C3a,3,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),False,799.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
B0CH4T2BJD,FBA79010,Audio Array,AM-C42,1,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),True,2349.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CH4T2BJD,FBA79010,Audio Array,AM-C42,2,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),False,2367.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FQJWWDVK,FBA79820,Audio Array,AC-3XL,1,A1WYWER0W24N8S,Other 3P (A1WYWER0W24N8S),True,453.0,,0.0,True,True,91.0,2026-08-03T10:44:11.848967+00:00
B0FQJWWDVK,FBA79820,Audio Array,AC-3XL,2,A28KGDTB760OU9,Other 3P (A28KGDTB760OU9),False,449.0,,0.0,True,True,100.0,2026-08-03T10:44:11.848967+00:00
B0CH4RT4P8,FBA79008,Audio Array,AI-06,1,A3UU1YIVA5VF6D,Other 3P (A3UU1YIVA5VF6D),True,3299.0,,0.0,True,True,54.0,2026-08-03T10:44:11.848967+00:00
