SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA79406,HSB-04,B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","9,606",36,14.79%,1.90%,"12,869",47,14.36%,1.80%,11.66%,25.00%,9,0,0.09%,0.00%,"₹ 17,240.68",₹ 0.00,9,0
FBA79591,KM-01,B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",293,7,0.04%,0.05%,397,8,0.04%,0.04%,34.38%,0.00%,3,0,1.02%,0.00%,"₹ 3,929.66",₹ 0.00,3,0
FBA79265,CR-01,B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",42,0,0.01%,0.00%,67,0,0.01%,0.00%,89.66%,0.00%,1,0,2.38%,0.00%,₹ 583.90,₹ 0.00,1,0
FBA79276,SM-01,B0D2LJSQXZ,B0D2LJSQXZ,nexlev plastic Steam Mop SWIPE| Handheld Floor & Carpet Steam Cleaner| 4 Washable Microfibre Mop Pads| 400ML Large WaterTank| 1300W Powerful Steam|Floor Disinfectant|Wet & Dry Cleaning| SM-01,770,19,0.11%,0.14%,"1,000",30,0.10%,0.16%,1.05%,57.14%,1,1,0.13%,5.26%,"₹ 3,133.05","₹ 3,697.00",1,1
FBA79349,SW-01,B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"1,015",22,0.14%,0.16%,"1,417",26,0.15%,0.13%,4.17%,0.00%,1,0,0.10%,0.00%,₹ 846.61,₹ 0.00,1,0
FBA79452,VC-01,B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,914,14,0.13%,0.10%,"1,278",23,0.13%,0.12%,7.01%,8.33%,1,0,0.11%,0.00%,"₹ 1,778.81",₹ 0.00,1,0
FBA79677,NP-06,B0DVCBR11D,B0DVCBR11D,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-06",27,1,0.00%,0.01%,37,1,0.00%,0.01%,47.22%,100.00%,1,0,3.70%,0.00%,₹ 827.97,₹ 0.00,1,0
FBA78980,GS-02,B0CDPMX152,B0CDPMX152,NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |Upto 5 Clothes in One Fill | Travel Friendly |GS-02,"12,925",133,2.20%,1.21%,"17,098",182,2.20%,1.22%,60.56%,0.98%,97,0,0.75%,0.00%,"₹ 1,69,434.75",₹ 0.00,97,0
FBA79263,MR-01,B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","1,49,698","1,930",25.48%,17.55%,"1,86,747","2,449",24.06%,16.44%,14.13%,6.27%,52,0,0.03%,0.00%,"₹ 1,18,471.19",₹ 0.00,52,0
FBA79488,KE-01,B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","10,134",209,1.72%,1.90%,"14,555",272,1.88%,1.83%,19.03%,11.18%,42,1,0.41%,0.48%,"₹ 67,983.05","₹ 1,999.00",41,1
FBA79439,MR-02,B0DCK7ZH5P,B0DCK7ZH5P,"NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat Technology|Type C| HEPA captures 99.99% Dust|MR-02","35,601",638,6.06%,5.80%,"42,669",772,5.50%,5.18%,12.78%,10.87%,35,1,0.10%,0.16%,"₹ 99,455.08","₹ 3,365.00",35,1
FBA79652,SC-05,B0F43P6D23,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,"26,661",600,4.54%,5.46%,"35,414",810,4.56%,5.44%,5.45%,0.26%,32,0,0.12%,0.00%,"₹ 67,660.17",₹ 0.00,32,0
FBA79350,EA-01,B0D67727VG,B0D67727VG,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for Better Absorption | 10 ML | Waterproof | EA-01,"2,317",71,0.39%,0.65%,"3,178",99,0.41%,0.66%,19.00%,2.27%,13,0,0.56%,0.00%,"₹ 11,400.00",₹ 0.00,13,0
FBA79404,FS-01,B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","1,199",27,0.20%,0.25%,"1,581",34,0.20%,0.23%,34.74%,0.00%,12,0,1.00%,0.00%,"₹ 17,277.97",₹ 0.00,12,0
FBA79573,EA-02,B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,"2,627",73,0.45%,0.66%,"3,461",88,0.45%,0.59%,19.90%,33.33%,12,0,0.46%,0.00%,"₹ 20,881.36",₹ 0.00,12,0
FBA79493,V-03,B0DQCWRG3H,B0DQCWRG3H,NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for Tangle Free Styling|Salon Like Styles at Home|V-03,"9,302",69,1.58%,0.63%,"13,607",107,1.75%,0.72%,6.00%,0.00%,12,0,0.13%,0.00%,"₹ 21,254.24",₹ 0.00,12,0
FBA79590,CFM-01,B0DM6BB3VT,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,"10,912",185,1.86%,1.68%,"13,715",237,1.77%,1.59%,12.52%,0.00%,11,0,0.10%,0.00%,"₹ 24,194.92",₹ 0.00,11,0
FBA79692,AP-03,B0DVC58QPZ,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,"19,616",116,3.34%,1.05%,"25,683",176,3.31%,1.18%,41.26%,3.06%,11,0,0.06%,0.00%,"₹ 33,931.36",₹ 0.00,11,0
FBA79406,HSB-04,B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","9,606",36,1.64%,0.33%,"12,869",47,1.66%,0.32%,18.67%,7.14%,10,0,0.10%,0.00%,"₹ 17,445.76",₹ 0.00,10,0
FBA78981,SC-01,B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 5 Mtr Cord | 1000W |SC-01","36,665",728,6.24%,6.62%,"47,828",969,6.16%,6.51%,1.23%,0.65%,9,1,0.02%,0.14%,"₹ 27,204.24","₹ 3,569.00",9,1
FBA79469,LE-04,B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,446,8,0.08%,0.07%,606,12,0.08%,0.08%,35.85%,0.00%,9,0,2.02%,0.00%,"₹ 11,661.86",₹ 0.00,9,0
FBA79819,LR-03,B0FT8R24QM,B0FT8R24QM,"NexLev Portable Cordless Lint Remover | for Woollen, Sweaters, Jackets, Carpets | Fabric Brush | Rue & Burr Remover | Battery Powered Shaver | SS Blade | Safety Lock | LR-03","1,410",31,0.24%,0.28%,"1,899",44,0.24%,0.30%,14.58%,12.50%,9,0,0.64%,0.00%,"₹ 1,755.93",₹ 0.00,9,0
FBA79567,SC-04,B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"25,792",333,4.39%,3.03%,"33,950",458,4.37%,3.07%,5.13%,0.00%,8,0,0.03%,0.00%,"₹ 41,077.97",₹ 0.00,8,0
FBA79374,ET-02-GN,B0D2P7WLJB,B0D2P7WLJB,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-02 Green","1,503",19,0.26%,0.17%,"1,940",26,0.25%,0.17%,10.92%,0.00%,8,0,0.53%,0.00%,"₹ 2,016.95",₹ 0.00,7,0
FBA79489,KE-02,B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","13,017",214,2.22%,1.95%,"18,583",309,2.39%,2.07%,3.70%,0.00%,7,0,0.05%,0.00%,"₹ 11,053.39",₹ 0.00,7,0
FBA79679,ST-01,B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer | 5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook |100% Copper Motor | For Roti Atta, Cookie Dough, Cake, Whip Cream & more | ST-01","9,601",158,1.63%,1.44%,"12,841",203,1.65%,1.36%,5.92%,0.00%,7,0,0.07%,0.00%,"₹ 34,086.44",₹ 0.00,7,0
FBA79266,T-01,B0D2LGR3GG,B0D2LGR3GG,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Safety Guards| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime | Type C | T-01",136,1,0.02%,0.01%,173,1,0.02%,0.01%,73.25%,0.00%,6,0,4.41%,0.00%,"₹ 5,181.36",₹ 0.00,6,0
FBA79265,CR-01,B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",625,14,0.11%,0.13%,890,19,0.11%,0.13%,27.93%,0.00%,6,0,0.96%,0.00%,"₹ 2,919.49",₹ 0.00,6,0
FBA79349,SW-01,B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"4,394",78,0.75%,0.71%,"6,359",117,0.82%,0.79%,3.74%,0.00%,5,0,0.11%,0.00%,"₹ 4,317.80",₹ 0.00,5,0
FBA79440,LE-02,B0DCGHKRXX,B0DCGHKRXX,NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC | Targeted Laser Treatment Machine |3 Modes |LE-02,"2,219",27,0.38%,0.25%,"2,872",31,0.37%,0.21%,15.45%,0.00%,5,0,0.23%,0.00%,"₹ 8,312.71",₹ 0.00,5,0
FBA79682,HU-02,B0DVC8NYY2,B0DVC8NYY2,"NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-02","1,561",50,0.27%,0.45%,"2,138",83,0.28%,0.56%,15.83%,0.00%,5,0,0.32%,0.00%,"₹ 7,622.88",₹ 0.00,5,0
FBA79268,GS-05,B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"4,760",147,0.81%,1.34%,"6,576",217,0.85%,1.46%,3.45%,0.00%,4,0,0.08%,0.00%,"₹ 6,426.27",₹ 0.00,4,0
FBA79279,LR-01,B0D8445KJN,B0D8445KJN,"NexLev Rechargeable Lint Remover | for Woollen Sweaters Pill, Rue & Burr Remover | 60min Use Time | Type C |Defuzzer | Lint Brush for Coat | 2 Modes | SS Blade | Safety Lock | LR-01",449,16,0.08%,0.15%,590,19,0.08%,0.13%,3.72%,0.00%,4,0,0.89%,0.00%,"₹ 2,331.36",₹ 0.00,4,0
FBA79566,VC-05,B0DKJSCLBD,B0DKJSCLBD,"nexlev Cordless Wet & Dry Vacuum Cleaner|for Home Car & Office Use|3 Attachments | 4000 mAh Battery|Quick Cleaning of Desk, Coffee Tea or Water Spill | Compact & Portable | VC-05","5,204",26,0.89%,0.24%,"6,517",37,0.84%,0.25%,29.62%,3.85%,4,0,0.08%,0.00%,"₹ 7,150.85",₹ 0.00,4,0
FBA79346,ETC-04-WH,B0D25LNDSY,B0D25LNDSY,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-04 White,173,3,0.03%,0.03%,239,6,0.03%,0.04%,48.42%,0.00%,3,0,1.73%,0.00%,"₹ 1,942.37",₹ 0.00,3,0
FBA79405,HSB-03,B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush for Woman|Frizz-Free Straightening upto 12H| Ceramic Plates |60mm Wide Brush |130-210° |Keratin Bristles| Thermo Protect Technology|No Scalp Burn|1500W|HSB-03,"7,362",33,1.25%,0.30%,"9,158",43,1.18%,0.29%,34.04%,0.00%,3,0,0.04%,0.00%,"₹ 4,929.66",₹ 0.00,3,0
FBA79452,VC-01,B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,"3,881",50,0.66%,0.45%,"5,422",77,0.70%,0.52%,5.61%,0.00%,3,0,0.08%,0.00%,"₹ 1,814.41",₹ 0.00,3,0
FBA79570,BR-01,B0DKJXRXKM,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,"4,359",103,0.74%,0.94%,"6,152",141,0.79%,0.95%,1.45%,1.20%,3,0,0.07%,0.00%,"₹ 2,764.41",₹ 0.00,3,0
FBA79698,SS-01,B0DTK4FY1G,B0DTK4FY1G,"NexLev Spin Scrubber with Soap Spray | 6 heads| For Kitchen, Tub, Glass, Complete cleaning tool for Home, Office & Car| 90 min runtime | 4500 mAh | Cordless Type C | Adjustable Handle|SS-01, White",503,6,0.09%,0.05%,651,7,0.08%,0.05%,48.87%,50.00%,3,0,0.60%,0.00%,"₹ 6,221.19",₹ 0.00,3,0
FBA79673,ETC-07-WH,B0FJG5PFGQ,B0FJG5PFGQ,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,"1,039",42,0.18%,0.38%,"1,480",60,0.19%,0.40%,9.09%,2.17%,3,0,0.29%,0.00%,"₹ 1,942.37",₹ 0.00,3,0
FBA79811,MC-01,B0FSF1N457,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,"5,084",100,0.87%,0.91%,"6,362",121,0.82%,0.81%,8.70%,0.00%,3,0,0.06%,0.00%,"₹ 1,509.32",₹ 0.00,3,0
FBA79273,HS-02,B0D2LKB4BJ,B0D2LKB4BJ,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate lock| Portable |HS-02, Hair Straightener Tong - Purple",71,0,0.01%,0.00%,105,0,0.01%,0.00%,20.45%,0.00%,2,0,2.82%,0.00%,"₹ 1,381.36",₹ 0.00,2,0
FBA79373,ET-01-BK,B0D2P5TGWK,B0D2P5TGWK,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-01 Black","1,296",21,0.22%,0.19%,"1,759",29,0.23%,0.19%,1.05%,0.00%,2,0,0.15%,0.00%,₹ 516.95,₹ 0.00,2,0
FBA79472,CM-02-PR,B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,674,15,0.11%,0.14%,934,21,0.12%,0.14%,4.78%,0.00%,2,0,0.30%,0.00%,"₹ 1,166.10",₹ 0.00,2,0
FBA79229,GS-04,B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,161,4,0.03%,0.04%,213,5,0.03%,0.03%,20.63%,0.00%,1,0,0.62%,0.00%,"₹ 1,900.85",₹ 0.00,1,0
FBA79277,SC-03,B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window,Glass,Upholstery| 18 Accessories Kit|Safety Lock| Large 1200ML Water Tank | SC-03","3,254",96,0.55%,0.87%,"4,462",117,0.57%,0.79%,0.77%,0.00%,1,0,0.03%,0.00%,"₹ 6,050.00",₹ 0.00,1,0
FBA79467,TM-01,B0DK9LYT4P,B0DK9LYT4P,NexLev Beard Trimmer| 90min Run Time| 40 Length Settings| 0.5mm Precision| Washable Stainless Steel Blades| Copper Motor| USB Type-C| IPX7 Waterproof| Travel Lock| 2 Beard Comb| 1 Year Warranty |TM-01,87,0,0.01%,0.00%,116,0,0.01%,0.00%,12.15%,0.00%,1,0,1.15%,0.00%,₹ 659.32,₹ 0.00,1,0
FBA79683,AP-01,B0DVC9PRSD,B0DVC9PRSD,NexLev Air Purifier for Living Room | 650 sqft Area |True HEPA 13 with 8500 Hrs Filter Life |Captures 99.99% Virus and PM 2.5 |Smart AQI Indicator |Home & Office Use|App Support|Sleep & Auto Mode| A6,416,18,0.07%,0.16%,452,20,0.06%,0.13%,65.90%,8.33%,1,0,0.24%,0.00%,"₹ 12,110.17",₹ 0.00,1,0
FBA79809,KE-03,B0FJ8SFNRH,B0FJ8SFNRH,"NexLev 1500W Electric Water Kettle | 1.8L | 304 SS - Auto Cut Off | 3x Protection| Instant Boiling, Water, Tea, Coffee, Noodles, Soup | Cool Touch Handle & Lid | 3Mins Rapid Heating | Cordless | KE-03",37,0,0.01%,0.00%,49,0,0.01%,0.00%,45.24%,0.00%,2,0,5.41%,0.00%,"₹ 1,122.03",₹ 0.00,1,0
FBA79812,PB-01,B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Juices Baby Food | High Borosilicate Glass Jar | 3000 mAh Battery | Type C | Mix Fruit Juicer Mini | 450ml | For Kitchen & Travel | PB-01,"4,964",61,0.84%,0.55%,"6,933",79,0.89%,0.53%,0.68%,0.00%,1,0,0.02%,0.00%,"₹ 1,900.85",₹ 0.00,1,0
FBA78996,NP-03,B0CDQ6G4TC,B0CDQ6G4TC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-03",11,1,0.00%,0.01%,14,1,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78994,NP-01,B0CDQ98FDM,B0CDQ98FDM,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-01",25,4,0.00%,0.04%,40,14,0.01%,0.09%,25.00%,8.33%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79272,HS-01,B0D2LFMY48,B0D2LFMY48,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate Lock| Portable HS-01, Hair Straightener Tong - Black",122,2,0.02%,0.02%,157,3,0.02%,0.02%,7.91%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79276,SM-01,B0D2LJSQXZ,B0D2LJSQXZ,nexlev plastic Steam Mop SWIPE| Handheld Floor & Carpet Steam Cleaner| 4 Washable Microfibre Mop Pads| 400ML Large WaterTank| 1300W Powerful Steam|Floor Disinfectant|Wet & Dry Cleaning| SM-01,"7,074",151,1.20%,1.37%,"9,341",240,1.20%,1.61%,1.33%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79332,HM-01,B0D63FKYZ5,B0D63FKYZ5,NexLev Scalp Massager for Stress Relief | Head Massager for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Massage | 120 Min Runtime | Type C | Washable Heads | 3 Modes | HM-01,277,3,0.05%,0.03%,325,3,0.04%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79271,V-01,B0D83Q7L8W,B0D83Q7L8W,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle | 1200W | 3 Speed & 2 Heat Settings|V-01","3,023",13,0.51%,0.12%,"3,809",26,0.49%,0.17%,0.42%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79280,LR-02,B0D845B2DG,B0D845B2DG,NexLev Rechargeable Lint Remover | for Woollen Sweaters Shirts Coat Curtains & Carpets | Rue & Burr Remover | 180 Min Use | TypeC | SS Blade | 2000mAh | 3 Speed Modes | Safety Lock | LR-02,"2,307",86,0.39%,0.78%,"3,210",104,0.41%,0.70%,0.44%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79443,LE-03,B0D9KFQG8Q,B0D9KFQG8Q,"Nexlev Skin Scrubber |Red & Blue LED Therapy| Blackhead Remover| Pore Cleaner| Skin Lifting & tightening, wrinkle remover| 2 Silicone Cleaning Heads| Facial Cleansing|Type C Charging| Elixir Pro LE-03",516,12,0.09%,0.11%,584,16,0.08%,0.11%,0.54%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79463,VC-02,B0DCK56Q85,B0DCK56Q85,"NexLev Cordless Vacuum Cleaner|HEPA with Stainless Steel Cover|6000 mAh|Copper Motor| Rechargeable Type C|Ideal for Home, Office & Car Use|Compact & Portable|Dust & Pet Hair Remover|3 Attachment|VC-02",579,15,0.10%,0.14%,771,38,0.10%,0.26%,8.70%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79480,VC-03,B0DDC3GVZW,B0DDC3GVZW,nexlev Cordless Electric Car Vacuum Cleaner VacuSafe| Seat-Belt Cutter| Window Breaker Hammer| LED Torch|4000 mAh| High Power Suction | Copper Motor| Type-C Emergency Car Escape Tool| Portable| VC-03,251,5,0.04%,0.05%,283,5,0.04%,0.03%,7.75%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79464,CM-01-BL,B0DFCDKMWR,B0DFCDKMWR,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Blue CM-01,171,5,0.03%,0.05%,240,12,0.03%,0.08%,15.31%,37.50%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79466,TI-01,B0DFM4JZV9,B0DFM4JZV9,"Nexlev Tyre Inflator for Car | Touch Control |150 PSI |12V DC| 4 Nozzles | Digital Tyre Pressure Gauge| Carry Bag | Suitable for Bike, Bicycle or Any Inflatable | Emergency LED Light | TI-01",47,2,0.01%,0.02%,52,4,0.01%,0.03%,8.16%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79481,TM-02,B0DFMRG2K4,B0DFMRG2K4,"NexLev All in One Body Trimmer for Men | Suitable for Beard, Body, Balls, Pubic Hair, Private Parts | 90 Min Runtime |Type C | IPX 7 Waterproof | No Nicks No Cuts | 2 Safety Combs| Extra Blade | TM-02","1,069",4,0.18%,0.04%,"1,244",8,0.16%,0.05%,4.69%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79473,TI-02,B0DJFH6RTL,B0DJFH6RTL,"NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Light| 3m Cord| 3 Air Nozzles| Compact| AER TI-02",206,4,0.04%,0.04%,242,5,0.03%,0.03%,79.91%,66.67%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
