ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,1027,0,37,40,511793.96,2026-09-05
B07Y1C6GDS,459,0,150,9,1197408.97,2026-09-05
B09Q2ZZGH2,383,3,17,10,896871.5,2026-09-05
B07JHDKXK4,377,0,117,18,893805.02,2026-09-05
B07JJ62B1B,337,0,335,4,687184.52,2026-09-05
B09JG62KDJ,225,2,36,8,439870.47,2026-09-05
B08CF614NK,152,0,128,1,550664.18,2026-09-05
B00LM7ZYJC,133,0,1,0,54098.27,2026-09-05
B084P1CXFD,124,100,77,1,1140598.1,2026-09-05
B09LCL456X,113,0,111,4,135315.45,2026-09-05
B08FW1Q676,109,0,109,7,343459.31,2026-09-05
B09BQQTLC8,108,0,0,3,67112.18,2026-09-05
B0002OOMW6,89,39,78,0,36012.84,2026-09-05
B06XCKGLTP,86,616,2,5,146850.09,2026-09-05
B09XKD3H6C,85,0,46,2,197960.44,2026-09-05
B01N6448Q4,69,1,0,0,268665.13,2026-09-05
B000EEJBDE,62,9,26,0,22679.19,2026-09-05
B0BMFQP2ZZ,57,741,0,3,206868.2,2026-09-05
B00JDJNZ6K,56,0,0,0,18715.08,2026-09-05
B001D7UYBO,54,5,0,1,506073.98,2026-09-05
B07RM4B5LJ,53,0,53,0,402817.82,2026-09-05
B09L7ZXKKF,52,0,52,0,381181.79,2026-09-05
B07G4CCMYL,40,0,9,1,223457.65,2026-09-05
B09V14JDTF,38,0,0,1,75110.65,2026-09-05
B09V12PT9H,34,0,0,2,67204.27,2026-09-05
B00BSL5Z1E,33,0,5,0,579393.77,2026-09-05
B07RL6VG3H,29,29,29,6,217517.18,2026-09-05
B07HDB12FM,28,2,0,0,235480.12,2026-09-05
B00JDJ89DE,27,0,6,0,33860.67,2026-09-05
B015R0IQGW,25,1,0,11,133785.57,2026-09-05
B00MMKQOEM,25,21,23,0,398942.51,2026-09-05
B0BFBDT2D2,23,1,1,1,321036.36,2026-09-05
B000EEL9G6,22,21,1,0,8109.44,2026-09-05
B09NZY68GM,21,0,5,0,44932.15,2026-09-05
B00T8L17N6,18,24,1,0,6634.12,2026-09-05
B000XXO7B2,17,0,17,0,262160.71,2026-09-05
B0924G6DJX,16,0,0,1,27394.64,2026-09-05
B09GTMFRGB,16,0,16,1,56088.43,2026-09-05
B00YCJJ6WS,15,0,0,0,6570.52,2026-09-05
B00KQEXK2A,15,8,0,7,96352.61,2026-09-05
B003AYM8BW,15,0,15,0,10335.82,2026-09-05
B00X5TXLN6,14,0,3,0,83796.62,2026-09-05
B081S9BCHF,14,0,0,0,319673.25,2026-09-05
B000P5LVSK,13,21,0,0,7904.62,2026-09-05
B07X8Z1BRG,13,0,0,0,227577.65,2026-09-05
B000EENF4U,13,17,0,1,4536.42,2026-09-05
B07XD6H6P6,13,0,0,0,505727.99,2026-09-05
B00B3PB11I,12,0,12,0,45471.59,2026-09-05
B00EGHMOZC,12,0,8,0,163526.92,2026-09-05
B07FYQP9ML,11,30,11,0,196590.53,2026-09-05
B001EM180O,11,8,10,0,209228.53,2026-09-05
B003B0CEVY,11,0,11,0,4543.36,2026-09-05
B06XF43R53,11,0,0,0,4274.39,2026-09-05
B00JDJLOKE,10,0,0,0,3340.26,2026-09-05
B003B063G6,10,0,1,0,5033.4,2026-09-05
B074SYXZV9,10,0,10,0,293573.19,2026-09-05
B003XEXGNS,10,0,10,0,61984.9,2026-09-05
B09241VBTP,9,1,0,0,15409.49,2026-09-05
B00BL70Y7U,9,2,9,0,154155.18,2026-09-05
B00S5WRW6U,9,0,0,0,40971.24,2026-09-05
B00OB47PF4,8,0,8,0,12019.41,2026-09-05
B00YAZHRZM,8,0,0,0,160260.66,2026-09-05
B06XF4DM7Z,8,0,0,0,3104.25,2026-09-05
B0064RVAUC,8,0,0,2,146555.58,2026-09-05
B08FRYTVSZ,8,0,3,0,11576.91,2026-09-05
B017LUP20O,8,3,0,0,54644.32,2026-09-05
B003AMV7SO,8,0,0,0,3632.39,2026-09-05
B0BF9MN8R2,7,3,0,1,30849.9,2026-09-05
B0749GV5L3,7,10,0,0,189147.94,2026-09-05
B00KQPGRRE,7,0,7,0,88012.95,2026-09-05
B00LM7ZV1I,7,0,7,0,2660.21,2026-09-05
B003ZVBO8I,7,0,5,0,7123.06,2026-09-05
B0002J6I7S,7,0,7,0,12565.99,2026-09-05
B083WMYP8H,6,0,0,0,99385.85,2026-09-05
B0030Y6Z84,6,0,3,0,33335.23,2026-09-05
B06XF3VK6Y,6,0,0,0,2328.18,2026-09-05
B00O46Y8F4,6,0,6,0,9012.71,2026-09-05
B00JDIE0AG,6,0,6,0,6642.52,2026-09-05
B0030YEPKY,6,0,1,0,68964.45,2026-09-05
B0002F7J5M,5,0,5,0,7971.63,2026-09-05
B073W8ZYPJ,5,0,5,0,8449.47,2026-09-05
B018KIJGU8,5,0,3,0,29042.29,2026-09-05
B003B03XB4,5,0,3,0,2147.37,2026-09-05
B06Y25Y2LK,5,0,1,0,20426.61,2026-09-05
B00MWRZ9NM,5,0,5,0,7516.74,2026-09-05
B083F7HJMX,5,13,0,0,2185.17,2026-09-05
B07RM21D8X,5,0,3,0,47289.74,2026-09-05
B005M02VNW,5,0,5,0,111518.81,2026-09-05
B0064RD6B8,5,0,5,0,6950.55,2026-09-05
B09NZNSYHN,5,0,1,0,15361.51,2026-09-05
B003B01QSG,5,30,0,0,1845.15,2026-09-05
B00LE6IE0C,5,0,5,0,40828.23,2026-09-05
B000979O0G,5,0,5,0,42738.38,2026-09-05
B0019ENBAW,5,0,5,0,5080.9,2026-09-05
B00SKJJTBE,5,0,0,0,68405.4,2026-09-05
B008388XNW,5,3,0,0,85641.77,2026-09-05
