(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"2,361",27,0.81%,0.50%,"3,216",36,0.82%,0.48%,33.01%,21.43%,7,0,0.30%,0.00%,"₹12,040.00",₹0.00,7,0
B08NDB5NWP,B08NDB5NWP,"TONOR USB Conference Microphone, 360 Omnidirectional PC Computer Condenser Mic with Mute Button for Online Meeting/Class, Zoom Call, Skype Chatting, Plug & Play (TM20,Red)",188,19,0.06%,0.35%,262,26,0.07%,0.34%,92.41%,80.00%,6,1,3.19%,5.26%,"₹18,120.16","₹2,999.00",6,1
B0F1469QLH,B0F1469QLH,"Arturia MicroLab mk3 25-key MIDI Controller Keyboard with Synth-action Mini-keys, Sustain Pedal Input, Chord Mode, and Software - Black",415,7,0.14%,0.13%,590,11,0.15%,0.15%,99.81%,66.67%,6,0,1.45%,0.00%,"₹35,940.00",₹0.00,6,0
B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",112,7,0.04%,0.13%,157,9,0.04%,0.12%,12.95%,0.00%,5,0,4.46%,0.00%,"₹2,245.00",₹0.00,5,0
B0BGMNKCNT,B0BGMNKCNT,"Arturia MiniLab 3, 25 Slim-Key USB-C Midi Controller with 5-Year Warranty, 8 Backlit LED Pads, 8 Knobs, 4 Faders, Midi Out, Built-in Arpeggiator, Chord mode and Music Production Software Bundle","1,940",27,0.67%,0.50%,"2,903",39,0.74%,0.51%,4.73%,0.00%,5,0,0.26%,0.00%,"₹49,950.00",₹0.00,5,0
B0CF5R3V95,B0CF5R3V95,"Audio Array AA-19 2in1 High & Low Profile Mic Stand | 71cm reach | Premium Metal design with Built In Cable Management | Flexible Position adjustments | 2Kg Weight Capacity |5/8"" to 3/8"" Screw Adapter",667,38,0.23%,0.70%,969,55,0.25%,0.73%,9.53%,0.00%,5,0,0.75%,0.00%,"₹18,995.00",₹0.00,5,0
B0D2P5TGWK,B0D2P5TGWK,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-01 Black","1,031",21,0.35%,0.39%,"1,428",36,0.37%,0.48%,14.18%,25.00%,6,0,0.58%,0.00%,"₹1,728.00",₹0.00,5,0
B0D845B2DG,B0D845B2DG,"NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets | Pill, Rue & Burr Remover | 120 Min Use |TypeC | Lint Brush for Coat| SS Blade | Safety Lock | LR-02",649,26,0.22%,0.48%,985,34,0.25%,0.45%,19.74%,27.27%,5,0,0.77%,0.00%,"₹7,090.00",₹0.00,5,0
B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","2,275",23,0.78%,0.43%,"3,191",30,0.82%,0.40%,6.62%,9.09%,5,0,0.22%,0.00%,"₹11,755.00",₹0.00,5,0
B0DP2WC5VW,B0DP2WC5VW,White Mulberry |DIY| Wall Mounted Monitor Stand Mount | Supports 15-32 Inch Screens| 9 Kg Screen Load | VESA 75X75 & 100X100 | Spring Assisted Wall Mounted Monitor Mount | Black - (Single Screen),"1,507",86,0.52%,1.59%,"2,164",118,0.55%,1.56%,25.74%,3.95%,6,0,0.40%,0.00%,"₹17,298.00",₹0.00,5,0
B0DP313R77,B0DP313R77,White Mulberry |DIY| Height Adjustable Monitor Stand Mount | Supports 17-27 Inch Screens| 10 Kg Screen Load | VESA 75X75 & 100X100 | Freestanding Monitor Mount | Black - (Dual Screen),143,11,0.05%,0.20%,185,11,0.05%,0.15%,100.00%,100.00%,5,0,3.50%,0.00%,"₹12,825.00",₹0.00,5,0
B01MF9EJPG,B01MF9EJPG,Nektar SE49 49-Key Full-Size Velocity-Sensitive USB Midi Keyboard Controller with Nektar DAW Integration and Free Professional Recording Software,475,7,0.16%,0.13%,615,9,0.16%,0.12%,99.48%,100.00%,4,0,0.84%,0.00%,"₹36,560.00",₹0.00,4,0
B0BLJVJ2GN,B0BLJVJ2GN,"Audio Array AA-05 Suspension Boom Scissor Microphone Arm Stand | Universal clamp with mic Holder & 3/8″ to 5/8″ Adapter for Shock mounts | Suitable for Stages, Studios, Broadcasting, TV Stations","1,350",45,0.46%,0.83%,"2,002",58,0.51%,0.77%,3.02%,0.00%,4,0,0.30%,0.00%,"₹2,555.88",₹0.00,4,0
B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,20,0,0.01%,0.00%,29,0,0.01%,0.00%,96.43%,0.00%,4,0,20.00%,0.00%,"₹6,321.00",₹0.00,4,0
B0DB5VG39T,B0DB5VG39T,White Mulberry |DIY| Economical Gas Spring Monitor Arm | Desk Mounted Monitor Stand for 15-32 Inch Monitors |9Kg Screen Capacity|VESA 75X75&100X100| Adjustable Metal Desk Monitor Mount-(Single Screen),"1,456",80,0.50%,1.48%,"2,065",119,0.53%,1.57%,5.93%,0.00%,4,0,0.27%,0.00%,"₹10,604.00",₹0.00,4,0
B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,153,3,0.05%,0.06%,228,4,0.06%,0.05%,67.17%,100.00%,4,0,2.61%,0.00%,"₹5,796.00",₹0.00,4,0
B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"6,614",127,2.27%,2.36%,"8,744",185,2.24%,2.44%,14.65%,8.70%,4,0,0.06%,0.00%,"₹23,246.00",₹0.00,4,0
B0DT6T6N6B,B0DT6T6N6B,"Audio Array AA-26 Tabletop Metal Microphone Stand | Extendable height up to 22cm | Studio Sound Recording, Streaming, Podcasting, Singing | Stylish Sturdy Metal Design to last long, flat base","1,259",53,0.43%,0.98%,"1,731",74,0.44%,0.98%,9.07%,0.00%,5,0,0.40%,0.00%,"₹2,625.00",₹0.00,4,0
B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer |5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook|100% Copper Motor | For Roti & Cookie Dough, Cake Making, Whip Cream & more |ST-01","3,548",42,1.22%,0.78%,"4,706",61,1.21%,0.80%,12.97%,34.38%,4,0,0.11%,0.00%,"₹23,112.00",₹0.00,4,0
B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Crushing Ice Juices | 6 Leaf Stainless Steel Blade | 3000 mAh Battery | Type C | Mix Fruit Juicer Mini | 450ml | For Kitchen & Travel | PB-01,757,13,0.26%,0.24%,"1,066",16,0.27%,0.21%,18.98%,28.57%,4,0,0.53%,0.00%,"₹8,236.00",₹0.00,4,0
B0FSF1N457,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,"2,370",44,0.81%,0.82%,"2,807",58,0.72%,0.77%,19.74%,14.81%,4,0,0.17%,0.00%,"₹2,084.00",₹0.00,4,0
B01ISNU3X4,B01ISNU3X4,"TONOR Dynamic Karaoke Microphone for Singing with 4.5m XLR Cable, Metal Handheld Mic Compatible with Karaoke Machine/Speaker/Amp/Mixer for Karaoke Singing, Speech, Wedding, Stage and Outdoor Activity","1,482",42,0.51%,0.78%,"2,222",63,0.57%,0.83%,6.02%,0.00%,3,0,0.20%,0.00%,"₹5,397.00",₹0.00,3,0
B0CFKHCQ8W,B0CFKHCQ8W,"Tonor Mic Arm Desk Mount, Low Profile Boom Arm, Microphone Arm, Adjustable Mic Stand with Desk Mount Clamp, Cable Management, 3/8’’ and 5/8’’ Screwadapter for Most Microphone, Black, T20LP",183,5,0.06%,0.09%,239,6,0.06%,0.08%,100.00%,100.00%,3,0,1.64%,0.00%,"₹6,597.00",₹0.00,3,0
B0D2P7WLJB,B0D2P7WLJB,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-02 Green",421,7,0.14%,0.13%,549,8,0.14%,0.11%,10.85%,0.00%,3,0,0.71%,0.00%,₹864.00,₹0.00,3,0
B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,394,6,0.14%,0.11%,479,6,0.12%,0.08%,16.44%,33.33%,3,0,0.76%,0.00%,"₹4,994.00",₹0.00,3,0
B0DP2VVRND,B0DP2VVRND,White Mulberry |DIY| Height Adjustable Monitor Stand Mount | Supports 17-32 Inch Screens| 10 Kg Screen Load | VESA 75X75 & 100X100 | Freestanding Monitor Mount | Black - (Single Screen),"1,469",104,0.50%,1.93%,"2,177",173,0.56%,2.28%,6.81%,0.00%,3,0,0.20%,0.00%,"₹5,838.00",₹0.00,3,0
B0F146Y33S,B0F146Y33S,"Arturia MicroLab mk3 25-key MIDI Controller Keyboard with Synth-action Mini-keys, Sustain Pedal Input, Chord Mode, and Software - White",665,14,0.23%,0.26%,903,19,0.23%,0.25%,81.30%,42.86%,3,0,0.45%,0.00%,"₹17,970.00",₹0.00,3,0
B078WNW4YW,B078WNW4YW,"TONOR Wireless Microphone Isolation Shield, Mic Sound Absorbing Foam Reflector for Any Condenser Recording Equipment Studio (Black)",212,3,0.07%,0.06%,301,3,0.08%,0.04%,3.16%,0.00%,2,0,0.94%,0.00%,"₹2,606.54",₹0.00,2,0
B09LCDJMS5,B09LCDJMS5,"Audio Interface-Podcast Equipment-MAONO-MaonoCaster-All in One - Portable Podcast production Studio with premium mic preamp for Podcast Recording, Streaming, Youtube, DJ, PC, Smartphone (AME2)",181,4,0.06%,0.07%,317,6,0.08%,0.08%,50.68%,40.00%,2,0,1.10%,0.00%,"₹13,998.00",₹0.00,2,0
B0BLKF46QG,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",115,2,0.04%,0.04%,159,2,0.04%,0.03%,23.94%,0.00%,2,0,1.74%,0.00%,"₹2,558.00",₹0.00,2,0
B0C325NVBQ,B0C325NVBQ,"Arturia KeyLab Essential 49 mk3 MIDI Controller with 49 Velocity-Sensitive keys, 9 Encoders, 9 Sliders, 8 RGB Pads - USB-C, Midi Out, LCD Screen, Bundled Software and DAW Integration - White","2,645",23,0.91%,0.43%,"3,374",36,0.86%,0.48%,42.84%,15.38%,2,0,0.08%,0.00%,"₹45,980.00",₹0.00,2,0
B0CM6NVLT9,B0CM6NVLT9,"Audio Array AI-11 USB Bluetooth Soundcard, 1Ch Mixer, Audio Interface | 2 Condenser In, 2 Out |2 Live Out+1 Accompany In | OTG for mobile and PC/MAC | Effects | Streaming, Podcasting, Gaming, Singing","1,463",27,0.50%,0.50%,"2,206",33,0.56%,0.44%,6.40%,0.00%,2,0,0.14%,0.00%,"₹2,898.00",₹0.00,2,0
B0CM9P5CCK,B0CM9P5CCK,"Audio Array AM-W17 Dual Wireless Lapel Mic|in-Built ANC, Plug N Play,Long Battery Life, Ultra-Low Latency,Upto 30M Range|Compatible with iPhone & Android|Vlogging, Streaming, Teaching,YouTube, Black",285,6,0.10%,0.11%,444,7,0.11%,0.09%,10.38%,0.00%,2,0,0.70%,0.00%,"₹3,498.00",₹0.00,2,0
B0CQX3VB1R,B0CQX3VB1R,"TONOR Dynamic USB/Type-C Microphone for PC, RGB Podcast Computer Gaming Microphone with Arm Stand for Recording, Live, Streaming, YouTube, Vocals, Studio, Karaoke Microphone, Quick Mute Button, Black",277,8,0.10%,0.15%,501,8,0.13%,0.11%,14.41%,0.00%,2,0,0.72%,0.00%,"₹3,798.00",₹0.00,2,0
B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","2,996",72,1.03%,1.34%,"4,085",100,1.05%,1.32%,0.62%,0.00%,2,0,0.07%,0.00%,"₹7,098.00",₹0.00,2,0
B0D9KCNVNM,B0D9KCNVNM,Nexlev Oscillating Electric Toothbrush | 8000 Strokes/min | 25 Days Battery Life |Type C|3 modes| 2 Minute Timer |Quad Change Reminder| IPX7 Waterproof | For adults| 1 year warranty| SparklePro ETR-06,75,2,0.03%,0.04%,102,2,0.03%,0.03%,63.04%,0.00%,2,0,2.67%,0.00%,"₹2,244.00",₹0.00,2,0
B0DCGHKRXX,B0DCGHKRXX,NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC | Targeted Laser Treatment Machine |3 Modes |LE-02,"3,158",10,1.09%,0.19%,"4,175",11,1.07%,0.15%,8.85%,12.50%,2,0,0.06%,0.00%,"₹3,768.00",₹0.00,2,0
B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","1,206",24,0.41%,0.45%,"1,754",39,0.45%,0.51%,12.44%,11.11%,3,0,0.25%,0.00%,"₹5,097.00",₹0.00,2,0
B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","1,930",35,0.66%,0.65%,"2,855",69,0.73%,0.91%,5.50%,5.00%,2,0,0.10%,0.00%,"₹3,134.00",₹0.00,2,0
B0DP32F346,B0DP32F346,White Mulberry |DIY| Woodcraft - Premium Wooden Arm | Desk Mounted Monitor arm 15-32 Inch Monitor|9Kg Screen Capacity|Spring Assisted Premium Wooden Metal Desk Mount-(Single Screen),532,56,0.18%,1.04%,720,95,0.18%,1.25%,8.79%,0.00%,2,0,0.38%,0.00%,"₹6,334.00",₹0.00,2,0
B0DQCWRG3H,B0DQCWRG3H,NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for Tangle Free Styling|Salon Like Styles at Home|V-03,"4,564",13,1.57%,0.24%,"6,916",19,1.77%,0.25%,5.03%,7.14%,2,0,0.04%,0.00%,"₹4,058.00",₹0.00,2,0
B0FN81FD8M,B0FN81FD8M,"White Mulberry Premium Heavy-Duty Gas Spring Monitor Arm for 24-57Inch Flat & Curved Screens| Height Adjustable |27Kg|VESA 75x75, 200x200mm Single Screen Mount with Swivel, Tilt, Rotation",44,4,0.02%,0.07%,59,5,0.02%,0.07%,100.00%,100.00%,2,0,4.55%,0.00%,"₹7,499.00",₹0.00,2,0
B0FQJWWDVK,B0FQJWWDVK,"Audio Array AC-3XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (3 Meter/10 Feet)",215,6,0.07%,0.11%,290,11,0.07%,0.15%,9.02%,0.00%,2,0,0.93%,0.00%,₹898.00,₹0.00,2,0
B078JQ33SM,B078JQ33SM,SE ELECTRONICS V7 X Supercardioid Dynamic Instrument Microphone,96,1,0.03%,0.02%,128,1,0.03%,0.01%,28.81%,0.00%,1,0,1.04%,0.00%,"₹10,990.00",₹0.00,1,0
B07JHMWKBF,B07JHMWKBF,Maono AU-B00 Pop Filter for Studio Condenser Microphone with Wind Screen and Metal Gooseneck Holder (Black),269,3,0.09%,0.06%,354,3,0.09%,0.04%,6.61%,0.00%,1,0,0.37%,0.00%,₹449.00,₹0.00,1,0
B07TSN2H9D,B07TSN2H9D,"TONOR Cardioid Condenser Microphone, USB Computer Mic Kit with 24mm Diaphragm/Spider Shock Mount for Podcasting, Gaming, Streaming, YouTube, Voice Over, Studio/Home Recording, TC-2030",107,3,0.04%,0.06%,154,5,0.04%,0.07%,86.23%,0.00%,1,0,0.93%,0.00%,"₹3,999.00",₹0.00,1,0
B082W4B7SX,B082W4B7SX,"TONOR Microphone Arm Stand, TONOR Adjustable Suspension Boom Scissor Mic Stand with Pop , 3/8"" to 5/8"" Adapter, Mic Clip, Upgraded Heavy Duty Clamp for Blue Yeti Nano Snowball Ice and Other Mics(T20)",131,3,0.05%,0.06%,155,5,0.04%,0.07%,8.28%,0.00%,1,0,0.76%,0.00%,"₹2,411.50",₹0.00,1,0
B08CVP2HXP,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",460,8,0.16%,0.15%,619,9,0.16%,0.12%,6.04%,0.00%,1,0,0.22%,0.00%,"₹2,179.00",₹0.00,1,0
B08SJD466P,B08SJD466P,"Audient iD14 (MKII) 10in/6out High-Performance USB 3.0 Audio Interface with 2 Audient Preamps, Dual Headphone Outputs, 4 Line Outputs, ADAT Input, Monitor Controls & Free Software Bundle - Mac/Win/iOS","1,542",37,0.53%,0.69%,"2,140",52,0.55%,0.69%,7.97%,0.00%,1,0,0.06%,0.00%,"₹26,990.00",₹0.00,1,0
B09CLKBXS4,B09CLKBXS4,Nektar Impact GX Mini 25 Velocity-sensitive Mini Keys Portable USB Midi Controller,623,17,0.21%,0.32%,898,18,0.23%,0.24%,99.76%,100.00%,1,0,0.16%,0.00%,"₹4,899.00",₹0.00,1,0
B09HL3GD7G,B09HL3GD7G,"Arturia MiniFuse 2, 2in / 2out USB-C Audio Interface with 2 Mic/Line/Instrument Preamps, Built-in USB Hub, Loopback and Included Software Bundle - Mac/PC (Black)",358,10,0.12%,0.19%,445,11,0.11%,0.15%,64.18%,20.00%,1,0,0.28%,0.00%,"₹13,990.00",₹0.00,1,0
B09MZNC8GS,B09MZNC8GS,"SE ELECTRONICS V7 Black Premium Dynamic Supercardioid Microphone for Speech, Singers, Voice-Overs Artists, and Performers Intended for Live Stage and Studio Recordings with 3 Years Warranty",336,2,0.12%,0.04%,445,2,0.11%,0.03%,97.88%,0.00%,1,0,0.30%,0.00%,"₹10,990.00",₹0.00,1,0
B0B4DPX2J2,B0B4DPX2J2,"Audio Array AM-C1 USB Condenser Microphone Kit | 192kHz/24bit | 20-20KHz | 16mm Diaphram | BoomArm,Pop Filter, Mic Cover, Shock Mount,Tripod & 2.5M USB Cable | Podcasting,Gaming & Singing","18,361",284,6.31%,5.27%,"24,982",384,6.40%,5.07%,1.58%,0.00%,1,0,0.01%,0.00%,"₹2,749.00",₹0.00,1,0
B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",188,7,0.06%,0.13%,306,8,0.08%,0.11%,12.32%,0.00%,1,0,0.53%,0.00%,"₹1,549.00",₹0.00,1,0
B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties",289,15,0.10%,0.28%,373,23,0.10%,0.30%,8.88%,0.00%,1,0,0.35%,0.00%,"₹2,099.00",₹0.00,1,0
B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)",372,25,0.13%,0.46%,500,35,0.13%,0.46%,7.05%,0.00%,1,0,0.27%,0.00%,"₹2,299.00",₹0.00,1,0
B0B4WTHLX5,B0B4WTHLX5,"TONOR RGB USB Microphone, Cardioid Condenser Computer PC Mic with Tripod Stand, Pop Filter, Shock Mount for Gaming, Streaming, Podcasting, YouTube, Twitch, Compatible with Laptop Desktop,TC30 with RGB",72,5,0.02%,0.09%,100,8,0.03%,0.11%,63.53%,0.00%,1,0,1.39%,0.00%,"₹2,379.00",₹0.00,1,0
B0BRKDLXCD,B0BRKDLXCD,"RGB Boom Arm, TONOR Adjustable Mic Stand with RGB Light for HyperX QuadCast/Blue Yeti/Shure SM7B/Rode NT1, Rotatable Suspension Boom Scissor Stand for Gaming Streaming Podcasting YouTube Recording T90",153,2,0.05%,0.04%,208,2,0.05%,0.03%,97.99%,100.00%,1,0,0.65%,0.00%,"₹3,699.00",₹0.00,1,0
B0BRKFP94K,B0BRKFP94K,"TONOR TD510 Dynamic Microphone, USB/XLR PC Microphone for Podcast, Recording, Live Streaming & Gaming, XLR Cardioid Studio Mic Music Voice-Over with Quick Mute, Headphone Output, Volume Control",267,4,0.09%,0.07%,395,4,0.10%,0.05%,15.27%,0.00%,1,0,0.37%,0.00%,"₹4,026.94",₹0.00,1,0
B0C891Q6YH,B0C891Q6YH,"PreSonus Eris Sub 8BT — 8-inch Active Studio Subwoofer with Bluetooth for Multimedia, Gaming, Studio-Quality Music Production",279,9,0.10%,0.17%,362,15,0.09%,0.20%,90.76%,0.00%,1,0,0.36%,0.00%,"₹24,990.00",₹0.00,1,0
B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty",327,5,0.11%,0.09%,448,8,0.11%,0.11%,4.89%,0.00%,2,0,0.61%,0.00%,"₹7,298.00",₹0.00,1,0
B0CC39ZJQP,B0CC39ZJQP,"PreSonus Eris Studio 4,4.5-Inch XLR High-Definition Professional Studio Monitor With Woven Composite Lf Driver Speaker,1"" Silk-Dome Hf Driver,Ebm Waveguide,And Acoustic Tuning Controls-Single(Black)",74,2,0.03%,0.04%,99,2,0.03%,0.03%,100.00%,0.00%,2,0,2.70%,0.00%,"₹31,980.00",₹0.00,1,0
B0CC3BJKGN,B0CC3BJKGN,"PreSonus Eris 3.5 2nd Gen HD Professional Studio Monitors with 3.5"" Woven Composite Woofer, 1"" Silk-Dome Tweeter, 50W Class AB Power and Tuning Controls (Auxillary) - Pair (Black)","5,096",80,1.75%,1.48%,"6,807",112,1.74%,1.48%,1.33%,0.00%,1,0,0.02%,0.00%,"₹11,990.00",₹0.00,1,0
B0CCV74CL7,B0CCV74CL7,"TONOR TC310+ RGB Condenser Mic with Boom Arm Quick Mute, RGB Lighting, Pop Filter, Shock Mount,Gaming USB Microphone Set for PC Gain Control for Streaming Podcasting Recording Discord Twitch YouTube",711,10,0.24%,0.19%,939,11,0.24%,0.15%,4.08%,0.00%,1,0,0.14%,0.00%,"₹3,030.54",₹0.00,1,0
B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",144,0,0.05%,0.00%,239,0,0.06%,0.00%,42.72%,0.00%,1,0,0.69%,0.00%,"₹1,549.00",₹0.00,1,0
B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming",202,4,0.07%,0.07%,271,5,0.07%,0.07%,2.45%,0.00%,1,0,0.50%,0.00%,₹0.00,₹0.00,1,0
B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",190,2,0.07%,0.04%,250,2,0.06%,0.03%,13.42%,0.00%,1,0,0.53%,0.00%,"₹1,349.00",₹0.00,1,0
B0CPFS24ML,B0CPFS24ML,"White Mulberry Gaming Desk, Computer Desk with Carbon Fiber Surface, Z Shaped Gaming Table, Computer Table, Workstation, Home Office Desk with Cup Holder and Headphone Holder | (117 * 67 * 71 CM)","22,259",459,7.65%,8.51%,"33,079",684,8.47%,9.03%,0.04%,0.34%,1,0,0.00%,0.00%,"₹8,199.00",₹0.00,1,0
B0CYSMBCB8,B0CYSMBCB8,NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Window Car & Office Cleaning | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 Meter Cord | 1000W |SC-02,76,3,0.03%,0.06%,103,3,0.03%,0.04%,95.51%,50.00%,1,0,1.32%,0.00%,"₹2,327.00",₹0.00,1,0
B0D25LNDSY,B0D25LNDSY,Nexlev Electric Toothbrush| 60 Days Battery Life | 40K strokes/minute| Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Brush Heads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-04White,26,2,0.01%,0.04%,30,2,0.01%,0.03%,71.43%,100.00%,1,0,3.85%,0.00%,₹759.00,₹0.00,1,0
B0D3LK9RMZ,B0D3LK9RMZ,"Lewitt Connect 2 Dual USB-C 2-in/ 2-out Audio interface with DSP, Mobile In and Out, 2 Mic Preamps, 2 Headphones Outputs, Loopback for Recording, Streaming & Podcasting - Mac/PC/iOS/iPadOS/Android",223,5,0.08%,0.09%,298,7,0.08%,0.09%,98.86%,100.00%,1,0,0.45%,0.00%,"₹18,800.00",₹0.00,1,0
B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessories Kit|Safety Lock| Large 700ML Water Tank | SC-03",324,10,0.11%,0.19%,469,12,0.12%,0.16%,26.89%,0.00%,1,0,0.31%,0.00%,"₹6,818.00",₹0.00,1,0
