ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,1112,0,1,71,564444.08,2026-06-27
B07Y1C6GDS,834,0,0,15,2167985.32,2026-06-27
B07JHDKXK4,527,0,25,25,1235856.88,2026-06-27
B09JG62KDJ,519,3,41,11,999957.67,2026-06-27
B07JJ62B1B,484,0,484,4,978904.45,2026-06-27
B07JHMWKBF,305,0,96,2,75233.13,2026-06-27
B08CF614NK,208,0,133,3,745946.89,2026-06-27
B09Q2ZZGH2,192,577,2,8,418227.19,2026-06-27
B09XKD3H6C,183,0,0,0,419643.6,2026-06-27
B0002OOMW6,172,0,10,0,70106.04,2026-06-27
B09LCL456X,171,0,171,10,205997.63,2026-06-27
B08FW1Q676,160,0,159,10,504057.32,2026-06-27
B084P1CXFD,127,7,77,3,1139988.05,2026-06-27
B09V12PT9H,99,0,0,3,195683.02,2026-06-27
B07RM4B5LJ,75,0,0,0,576641.55,2026-06-27
B0002DUS8E,71,0,1,0,29525.33,2026-06-27
B07RL6VG3H,63,0,0,0,472537.33,2026-06-27
B000EEJBDE,60,13,0,0,21180.77,2026-06-27
B09GTMFRGB,56,0,56,1,196193.42,2026-06-27
B09L7ZXKKF,54,0,54,0,395842.63,2026-06-27
B09V14JDTF,53,0,1,4,104628.14,2026-06-27
B000EEL9G6,39,10,1,0,13469.81,2026-06-27
B088NFWLZP,38,0,38,0,54800.33,2026-06-27
B00BSL5Z1E,37,0,0,0,649623.32,2026-06-27
B000EENF4U,31,1,0,0,9832.16,2026-06-27
B00MMKQOEM,31,11,0,2,491605.83,2026-06-27
B00T8L17N6,30,9,0,0,10902.26,2026-06-27
B01N6448Q4,26,0,0,1,101606.85,2026-06-27
B00KQEXK2A,26,0,10,4,163960.95,2026-06-27
B07G4CCMYL,26,2,0,1,141789.2,2026-06-27
B00HVUSRY8,24,5,0,0,20892.15,2026-06-27
B00JDJ89DE,21,0,0,0,26260.07,2026-06-27
B001EM180O,20,0,19,0,378873.93,2026-06-27
B07FYQP9ML,19,0,2,0,341802.0,2026-06-27
B00JDJNZ6K,19,7,0,0,6346.5,2026-06-27
B000XXO7B2,17,0,1,1,262160.71,2026-06-27
B00B5LEAFE,16,3,0,1,6696.53,2026-06-27
B003AYM8BW,16,0,16,0,11024.87,2026-06-27
B003B0CEVY,15,0,15,0,6195.49,2026-06-27
B06XF43R53,15,2,8,0,5676.45,2026-06-27
B00X5TXLN6,14,0,0,0,83796.62,2026-06-27
B001D7UYBO,14,37,0,3,131204.36,2026-06-27
B0BFBDT2D2,14,4,0,0,195413.44,2026-06-27
B06XCKGLTP,14,784,2,6,22649.91,2026-06-27
B0BF9MN8R2,13,1,6,0,57292.67,2026-06-27
B00JDIE0AG,13,0,0,0,14192.12,2026-06-27
B083F7HJMX,13,0,0,0,5495.43,2026-06-27
B0BF9PCGM8,12,7,0,0,46079.94,2026-06-27
B0002J6I7S,12,3,12,1,21541.7,2026-06-27
B074SYXZV9,12,0,12,0,352287.83,2026-06-27
B07QKWFTK1,12,0,0,1,134410.62,2026-06-27
B00B3PB11I,12,0,12,0,45471.59,2026-06-27
B017LUP20O,12,6,0,0,81966.47,2026-06-27
B00BL70Y7U,11,0,0,0,188411.88,2026-06-27
B003B01KV4,11,0,11,0,7579.6,2026-06-27
B081S9BCHF,10,2,0,0,228338.04,2026-06-27
B003XEXGNS,10,0,0,0,61984.9,2026-06-27
B00EGHMOZC,10,0,0,0,136810.81,2026-06-27
B0749GV5L3,10,2,0,0,270211.35,2026-06-27
B003B063G6,9,0,8,0,4196.33,2026-06-27
B08FRYTVSZ,9,0,1,0,13025.4,2026-06-27
B003AMV7SO,9,3,2,0,4004.32,2026-06-27
B06XF31654,9,0,0,0,3492.28,2026-06-27
B003B03XB4,8,0,2,1,3345.26,2026-06-27
B00OB47PF4,8,0,2,0,12019.41,2026-06-27
B009X3PM08,8,0,8,1,71559.65,2026-06-27
B0002DUS16,8,0,8,0,4144.33,2026-06-27
B003B01QSG,7,41,0,1,2576.2,2026-06-27
B00LM7ZV1I,7,0,7,0,2660.21,2026-06-27
B003ZVBO8I,7,0,3,0,7123.06,2026-06-27
B09NQBDGT3,7,6,0,0,65729.24,2026-06-27
B00O46Y8F4,7,0,1,1,10516.06,2026-06-27
B0030YGHDM,7,0,0,0,31873.52,2026-06-27
B07BCN55VP,7,0,4,0,165513.07,2026-06-27
B00KQPGRRE,7,0,7,0,88012.95,2026-06-27
B06Y25Y2LK,6,0,0,0,24511.94,2026-06-27
B0002F4WLG,6,0,0,0,108080.54,2026-06-27
B07RM21D8X,6,0,2,0,56552.47,2026-06-27
B07N29RF9W,6,0,0,0,174715.8,2026-06-27
B08D7SWGG5,6,0,6,0,45663.61,2026-06-27
B0030YEPKY,6,0,1,0,68964.45,2026-06-27
B00S5WRW6U,6,0,0,0,27314.16,2026-06-27
B09NZNSYHN,5,0,1,0,15361.51,2026-06-27
B07LFTTWGR,5,0,0,0,81206.41,2026-06-27
B0002E2OSU,5,0,0,0,6221.49,2026-06-27
B073W8ZYPJ,5,0,5,0,8449.47,2026-06-27
B07HDB12FM,5,2,0,0,42567.52,2026-06-27
B005M02VNW,5,0,5,0,111518.81,2026-06-27
B000FPAZS2,5,0,5,0,5080.4,2026-06-27
B0030YD3IY,5,1,0,1,23907.89,2026-06-27
B00MWRZ9NM,5,0,5,0,7516.74,2026-06-27
B002IJK0HY,5,0,4,0,1871.15,2026-06-27
B000979O0G,5,0,5,0,42738.38,2026-06-27
B0002KZDGY,5,0,0,0,5460.43,2026-06-27
B00SKJJTBE,5,0,0,0,68405.4,2026-06-27
B0002F7J5M,5,0,2,0,7971.63,2026-06-27
B018BPG6U8,5,0,0,0,12340.97,2026-06-27
B08PJRGZ98,5,2,0,0,54454.3,2026-06-27
B09NZY68GM,5,16,5,0,10699.05,2026-06-27
B003B0A740,5,0,0,0,6080.48,2026-06-27
B0064RD6B8,5,0,5,0,6950.55,2026-06-27
B00S2Z992A,5,0,5,0,44368.5,2026-06-27
B0019ENBAW,5,0,5,0,5080.9,2026-06-27
B0002E3L00,5,0,5,0,5935.47,2026-06-27
B0002E1I4Q,5,0,0,0,2590.2,2026-06-27
B00LE6IE0C,5,0,5,0,40828.23,2026-06-27
B0718WYKR9,4,0,1,0,4464.6,2026-06-27
B0002F7J5W,4,0,4,0,6344.5,2026-06-27
B000EENHAW,4,0,4,0,5468.43,2026-06-27
B00ZWJ39Q6,4,0,4,0,37906.99,2026-06-27
B003B01QR2,4,0,0,0,1472.12,2026-06-27
B07K89DNTZ,4,0,0,0,71825.67,2026-06-27
B0002E3L0K,4,0,4,0,5356.42,2026-06-27
B000CD3QY2,4,3,2,0,44937.05,2026-06-27
B000WIT8BM,4,4,0,0,2112.17,2026-06-27
B06Y1XD9H7,4,0,0,0,16341.29,2026-06-27
B018KIJGU8,4,1,1,0,22987.82,2026-06-27
B00S9Z05R6,4,0,4,0,18165.43,2026-06-27
B000RVX1Q2,4,0,0,0,66257.23,2026-06-27
B0B4MYWWKG,4,0,3,0,60232.76,2026-06-27
B000WA8KYG,4,0,4,0,11746.53,2026-06-27
B0002E1I5U,4,0,4,0,2240.18,2026-06-27
B000UJHE2S,4,4,0,0,1792.14,2026-06-27
B09SG1PL9Z,4,0,4,0,14647.44,2026-06-27
B00SKJGZLG,4,1,0,0,54724.32,2026-06-27
B00JDJBDC8,4,2,1,0,5840.46,2026-06-27
B00097BMNI,4,0,0,0,37882.99,2026-06-27
B002IJK0H4,4,14,4,3,1250.98,2026-06-27
B06XDZTH2X,4,0,0,0,1232.1,2026-06-27
B07S5DC3T3,3,0,2,0,9644.64,2026-06-27
B003B0A6ZK,3,2,0,0,1710.14,2026-06-27
B00S2Z986W,3,0,3,0,37052.93,2026-06-27
B000EEJDJQ,3,0,3,0,42609.37,2026-06-27
B0002GJ940,3,0,2,0,1302.1,2026-06-27
B07N6DW1TT,3,0,3,0,16701.2,2026-06-27
B07JN7JGBV,3,0,0,0,12111.96,2026-06-27
B00IO1NHPM,3,12,1,0,3052.74,2026-06-27
B099DQVKV2,3,0,3,0,127294.06,2026-06-27
B0030Y6Z84,3,1,0,0,16666.32,2026-06-27
B00075EKDG,3,0,3,0,9717.77,2026-06-27
B0064RVAUC,3,4,0,1,54958.34,2026-06-27
B07D3N1VVH,3,0,0,0,13459.06,2026-06-27
B011UCC3ZQ,2,0,2,0,81936.67,2026-06-27
B07G9M74JZ,2,0,2,0,34561.63,2026-06-27
B000RW5PXI,2,0,0,0,33128.62,2026-06-27
B00OB48L48,2,0,0,0,3004.24,2026-06-27
B07MTHFNSH,2,0,2,0,214396.62,2026-06-27
B00EGHMPCY,2,0,0,0,32482.57,2026-06-27
B003AP94WC,2,17,1,0,1280.1,2026-06-27
B06XF3VK6Y,2,5,1,0,758.06,2026-06-27
B002LLLHDK,2,0,2,0,34554.73,2026-06-27
B07XC3M6Y1,2,0,0,0,103739.07,2026-06-27
B00SMKOGF0,2,0,0,0,36026.85,2026-06-27
B083WMYP8H,2,0,0,0,33128.62,2026-06-27
B07BCQ7P7Z,2,0,0,0,33252.63,2026-06-27
B07N28NZYS,2,0,0,0,55464.38,2026-06-27
B01LHVBT5U,2,0,2,0,5355.0,2026-06-27
B008TNAGP4,1,0,1,0,3577.28,2026-06-27
B08CF53PQH,1,0,1,0,0.0,2026-06-27
B000UXIEPU,1,2,0,0,9081.72,2026-06-27
B09NZKQLRR,1,0,0,0,2808.22,2026-06-27
B0091401EQ,1,0,1,0,15096.19,2026-06-27
B083N6Q72Z,1,0,1,0,16055.77,2026-06-27
B073WNS92T,1,0,1,0,19636.55,2026-06-27
B0009SZQMU,1,0,1,0,17564.39,2026-06-27
B00IJ7FGSC,1,0,1,0,28351.24,2026-06-27
B00HF9X2SQ,1,2,0,0,2439.19,2026-06-27
B0002E4Y2E,1,2,0,0,9714.04,2026-06-27
B09PH7Z2L2,1,0,1,0,4365.34,2026-06-27
B0002F6O0S,1,0,0,0,1995.16,2026-06-27
B07D3MPLFT,1,2,0,0,3280.26,2026-06-27
B00LM7ZYJC,1,65,1,0,370.03,2026-06-27
B00186L65S,1,0,0,0,1715.14,2026-06-27
B089VXMQ48,1,0,1,0,5320.42,2026-06-27
B00S2Z9BTQ,1,0,1,0,9690.77,2026-06-27
B01KBT2EH6,1,0,1,0,8873.7,2026-06-27
B06XC9MBVP,1,0,1,0,6299.65,2026-06-27
B0779JXC7S,1,0,1,0,22115.75,2026-06-27
B09C1BQZZV,1,0,1,0,3039.24,2026-06-27
B09NZ7NVTM,1,4,1,0,3741.92,2026-06-27
B09NZBJY2M,1,0,0,0,2007.16,2026-06-27
B07YX6MM9N,1,0,1,0,14726.16,2026-06-27
B00SKJH1IW,1,0,0,0,16241.28,2026-06-27
B0032WBK5M,1,0,0,0,7837.62,2026-06-27
B00S2Z95RO,1,0,0,0,7980.63,2026-06-27
B015R0IQGW,1,42,0,11,5351.42,2026-06-27
B0779BB8DM,1,0,1,0,1125.09,2026-06-27
B00GQDORA4,1,0,1,1,4513.77,2026-06-27
B0030YAZLC,1,0,0,0,6278.5,2026-06-27
B07VXNW64L,1,0,1,0,6803.49,2026-06-27
B06XF3735J,1,0,0,0,389.03,2026-06-27
B082K7BXWD,1,0,1,0,1614.54,2026-06-27
B011UDPXK2,1,0,0,0,6830.54,2026-06-27
B000R9YLTK,1,0,0,0,1111.09,2026-06-27
B00OB49034,1,0,1,0,2117.86,2026-06-27
B0002F7B8W,1,0,1,0,32635.58,2026-06-27
B0002F56ZC,1,0,1,0,10127.8,2026-06-27
B00FYQFPFU,1,0,1,0,0.0,2026-06-27
B09NWGYVLD,1,0,1,0,25989.55,2026-06-27
B06Y4FYPNY,1,0,1,0,96374.61,2026-06-27
B07BBG8L4G,1,0,1,1,9614.76,2026-06-27
B076T15QLW,1,0,0,0,11568.91,2026-06-27
B0BMFQP2ZZ,1,309,0,1,3497.28,2026-06-27
B07N292S5J,1,0,0,0,30877.44,2026-06-27
B00S9YZZOK,0,1,0,0,,2026-06-27
B083MXSC7Z,0,1,0,0,,2026-06-27
B0002GJ95Y,0,1,0,0,,2026-06-27
B0002E5644,0,0,0,0,,2026-06-27
B07XGZQ8SX,0,0,0,2,0.0,2026-06-27
B08TYGP1CJ,0,3,0,0,,2026-06-27
B0064RHXXK,0,0,0,0,,2026-06-27
B09WD1WDL1,0,1,0,0,,2026-06-27
B00JDJLOKE,0,0,0,0,,2026-06-27
B0002F501C,0,1,0,0,,2026-06-27
B06XF1K23Q,0,4,0,0,,2026-06-27
B0002DUS8Y,0,12,0,0,,2026-06-27
B00S2Z9ACY,0,0,0,0,,2026-06-27
B00S2Z94PM,0,1,0,1,0.0,2026-06-27
B00S2Z9EI4,0,1,0,1,0.0,2026-06-27
B06XC48TTD,0,0,0,0,,2026-06-27
B07CXKKB1W,0,0,0,0,,2026-06-27
B07BCPDJFM,0,0,0,0,,2026-06-27
B00MWRYZWI,0,0,0,0,,2026-06-27
B08M9SK8JT,0,0,0,1,0.0,2026-06-27
B01JIREUOW,0,0,0,0,,2026-06-27
B07TJBQXBW,0,0,0,0,,2026-06-27
B07JN58HWY,0,0,0,0,,2026-06-27
B000EEGAP6,0,0,0,0,,2026-06-27
B000YB59MY,0,1,0,0,,2026-06-27
B00MWRYZ6Y,0,0,0,0,,2026-06-27
B0976Z1P18,0,0,0,0,,2026-06-27
B073W82RLK,0,0,0,0,,2026-06-27
B0002E29AS,0,1,0,0,,2026-06-27
B001NZB2D0,0,0,0,0,,2026-06-27
B079C8XNLK,0,0,0,0,,2026-06-27
B07JDHM2TV,0,5,0,4,0.0,2026-06-27
B087J8W117,0,1,0,0,,2026-06-27
B0116X17JW,0,50,0,0,,2026-06-27
B09KZJTW73,0,5,0,0,0.0,2026-06-27
B00X5TXLY0,0,1,0,0,,2026-06-27
B00OB48SCS,0,1,0,0,,2026-06-27
B0778TC5CK,0,0,0,0,,2026-06-27
B07N2VQ1NH,0,0,0,0,,2026-06-27
B07S2HLRS2,0,0,0,0,,2026-06-27
B0002F4ZUO,0,0,0,0,,2026-06-27
B00MWRYYJ2,0,0,0,0,,2026-06-27
B004TQJ174,0,0,0,0,,2026-06-27
B06XF4DM7Z,0,10,0,0,,2026-06-27
B07D3N48HH,0,0,0,0,,2026-06-27
B0015Y8U5W,0,0,0,0,,2026-06-27
B00775TDU4,0,0,0,0,,2026-06-27
B073W9DF8V,0,0,0,0,,2026-06-27
B07BCN6FFH,0,0,0,0,,2026-06-27
B09T3JVYQS,0,2,0,0,,2026-06-27
B07NJ8Y8RP,0,0,0,0,,2026-06-27
B083N7CQWL,0,1,0,0,,2026-06-27
B092VB4K3P,0,4,0,0,,2026-06-27
B008CVDTO8,0,0,0,1,0.0,2026-06-27
B0016MQEJW,0,0,0,0,,2026-06-27
B08MVBYQFW,0,0,0,0,,2026-06-27
B07S8WGWRB,0,5,0,0,,2026-06-27
B085WRN1VD,0,5,0,0,,2026-06-27
B000EEJ8IM,0,10,0,0,,2026-06-27
B083JJZVW7,0,1,0,0,,2026-06-27
B00LM8021Q,0,0,0,0,,2026-06-27
B07KYKTRKX,0,2,0,1,0.0,2026-06-27
B00LJV8Y0W,0,0,0,0,,2026-06-27
B00YCJJ6WS,0,3,0,0,,2026-06-27
B07HSFDNQM,0,0,0,0,,2026-06-27
B003B0CH5C,0,0,0,0,,2026-06-27
B0976XTVR2,0,0,0,0,,2026-06-27
B0076FOTY0,0,0,0,0,,2026-06-27
B00MWRZ11M,0,0,0,0,,2026-06-27
B000788VPG,0,3,0,0,,2026-06-27
B0002D0ELA,0,1,0,0,,2026-06-27
B07SGGQ6CB,0,0,0,0,,2026-06-27
B09713C5MP,0,0,0,0,,2026-06-27
B09MJ1N2D9,0,10,0,0,,2026-06-27
B08BCYX4R7,0,0,0,1,0.0,2026-06-27
B07JFPXL43,0,5,0,0,,2026-06-27
B07FYBLG93,0,0,0,0,,2026-06-27
B07XC3BHTL,0,14,0,0,,2026-06-27
B004A91X8K,0,1,0,0,,2026-06-27
B077Y531H1,0,1,0,0,,2026-06-27
B09241VBTP,0,48,0,0,,2026-06-27
B077TFVQ2F,0,0,0,0,,2026-06-27
B07XF8Z2CQ,0,1,0,0,,2026-06-27
B0009EQMZE,0,1,0,0,,2026-06-27
B00UI5FGBK,0,0,0,0,,2026-06-27
B008TNAGQS,0,1,0,0,,2026-06-27
B008TNAFX2,0,1,0,0,,2026-06-27
B01G6JRLIC,0,0,0,0,,2026-06-27
B078NF6WD6,0,0,0,0,,2026-06-27
B003JFZ2P6,0,1,0,0,,2026-06-27
B003AYLMO6,0,0,0,0,,2026-06-27
B0050ALN2E,0,0,0,0,,2026-06-27
B008388XNW,0,2,0,0,,2026-06-27
B08TYWJHR7,0,0,0,0,,2026-06-27
B08P4FCTG7,0,1,0,1,0.0,2026-06-27
B014R94EE2,0,0,0,0,,2026-06-27
B06Y436243,0,0,0,0,,2026-06-27
B07CVDV83K,0,0,0,0,,2026-06-27
B07HSLPNN1,0,1,0,0,,2026-06-27
B00XLLWB5W,0,0,0,0,,2026-06-27
B00B5I9GYW,0,1,0,0,,2026-06-27
B000EEHFY6,0,14,0,0,,2026-06-27
B07X8Z1BRG,0,117,0,0,,2026-06-27
B06Y1XXMYG,0,0,0,0,,2026-06-27
B07JFF2JYQ,0,0,0,0,,2026-06-27
B09FPTFLZX,0,0,0,1,0.0,2026-06-27
B073W82RLP,0,0,0,0,,2026-06-27
B011UDLC0C,0,1,0,0,,2026-06-27
B004A96D6W,0,2,0,0,,2026-06-27
B00GJW0JGI,0,0,0,0,,2026-06-27
B000P5LVSK,0,42,0,1,0.0,2026-06-27
B073W8YCMW,0,0,0,0,,2026-06-27
B086YW3PKM,0,1,0,0,,2026-06-27
B018BP4N4O,0,0,0,0,,2026-06-27
B07CX617K6,0,1,0,0,,2026-06-27
B07T2R7PGY,0,1,0,0,,2026-06-27
B004LF6XDI,0,0,0,0,,2026-06-27
B004C03XHG,0,0,0,0,,2026-06-27
B07TG9F8SL,0,1,0,0,,2026-06-27
B00LE6I4H0,0,0,0,0,,2026-06-27
B018BQ19CW,0,0,0,0,,2026-06-27
B09T3JBXHQ,0,0,0,0,,2026-06-27
B00J3YYSUW,0,7,0,0,,2026-06-27
B0976XR8V3,0,0,0,0,,2026-06-27
B07HD7M29H,0,0,0,0,,2026-06-27
B0002F7790,0,0,0,0,,2026-06-27
B07GTLBP83,0,0,0,0,,2026-06-27
B077HD4JB9,0,0,0,0,,2026-06-27
B000RYB508,0,0,0,0,,2026-06-27
B07BNWJCV4,0,0,0,0,,2026-06-27
B07F39CHRZ,0,0,0,0,,2026-06-27
B07JMLDR2Y,0,1,0,0,,2026-06-27
