ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07N28P3VJ,0,11,0,0,,2026-06-27
B09D2JWQDY,0,0,0,0,,2026-06-27
B000978DGW,0,0,0,1,0.0,2026-06-27
B083NC4ZTT,0,1,0,0,,2026-06-27
B09BQQTLC8,0,30,0,0,,2026-06-27
B002AI880O,0,0,0,0,,2026-06-27
B00IJDXYGC,0,2,0,0,,2026-06-27
B09NZWB9YD,0,0,0,0,,2026-06-27
B0002F4ZTK,0,0,0,0,,2026-06-27
B07F2ZXJT5,0,0,0,0,,2026-06-27
B06Y1W8X57,0,0,0,0,,2026-06-27
B00YAZHRZM,0,10,0,0,,2026-06-27
B00093ESSI,0,1,0,0,,2026-06-27
B000RW0ECK,0,1,0,0,,2026-06-27
B0924G6DJX,0,16,0,0,,2026-06-27
B0002CZVK0,0,1,0,0,,2026-06-27
B07XD6H6P6,0,13,0,0,,2026-06-27
B06XY8LWZR,0,0,0,0,,2026-06-27
B0002GFTIK,0,0,0,0,,2026-06-27
B07MZS13BF,0,2,0,0,,2026-06-27
B0B66L8PLP,0,0,0,1,0.0,2026-06-27
B01MRA2W8L,0,0,0,0,,2026-06-27
B003JFVC4G,0,0,0,0,,2026-06-27
B011UDCZTE,0,1,0,0,,2026-06-27
B08874YDB4,0,66,0,0,,2026-06-27
B09SGGL6T1,0,1,0,0,,2026-06-27
B00CAE8PM4,0,3,0,0,,2026-06-27
B00EGHMURE,0,0,0,0,,2026-06-27
B09HW1GYJ9,0,1,0,0,,2026-06-27
B0002U876M,0,0,0,0,,2026-06-27
