ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,1355,0,53,36,675710.96,2026-08-22
B07JHDKXK4,442,0,140,36,1048102.04,2026-08-22
B07Y1C6GDS,429,8,81,12,1116962.83,2026-08-22
B09Q2ZZGH2,399,2,21,10,932664.57,2026-08-22
B07JJ62B1B,367,0,367,11,747231.57,2026-08-22
B09JG62KDJ,242,2,37,8,473341.15,2026-08-22
B06XCKGLTP,227,80,2,9,388397.43,2026-08-22
B084P1CXFD,140,0,85,5,1297752.51,2026-08-22
B00LM7ZYJC,138,0,1,0,56133.43,2026-08-22
B0BMFQP2ZZ,134,86,0,3,486321.74,2026-08-22
B08CF614NK,129,0,128,3,462852.13,2026-08-22
B09LCL456X,122,0,113,10,146224.51,2026-08-22
B08FW1Q676,120,0,120,12,378052.26,2026-08-22
B0002OOMW6,101,0,91,0,40909.23,2026-08-22
B09XKD3H6C,99,21,54,1,230195.23,2026-08-22
B07JHMWKBF,83,0,0,7,21727.8,2026-08-22
B00JDJNZ6K,72,0,0,0,24061.9,2026-08-22
B000EEJBDE,70,0,0,0,25588.77,2026-08-22
B07RM4B5LJ,54,0,54,0,410318.41,2026-08-22
B001D7UYBO,54,5,0,3,506073.98,2026-08-22
B09L7ZXKKF,53,0,53,0,388512.21,2026-08-22
B09V12PT9H,42,0,0,2,83017.04,2026-08-22
B09V14JDTF,41,3,0,1,81040.44,2026-08-22
B07RL6VG3H,35,0,35,4,262520.74,2026-08-22
B00BSL5Z1E,34,0,0,0,596951.16,2026-08-22
B00JDJ89DE,33,7,1,0,41385.27,2026-08-22
B07HDB12FM,31,2,0,0,260710.13,2026-08-22
B00T8L17N6,30,5,0,1,11055.87,2026-08-22
B000EEL9G6,29,0,0,0,10689.24,2026-08-22
B00MMKQOEM,27,9,23,0,433145.22,2026-08-22
B015R0IQGW,25,0,0,12,133785.57,2026-08-22
B0BFBDT2D2,25,1,2,0,348952.57,2026-08-22
B07G4CCMYL,25,15,8,1,139661.03,2026-08-22
B09GTMFRGB,22,0,22,2,77121.59,2026-08-22
B09BQQTLC8,22,7,0,1,13671.0,2026-08-22
B09NZY68GM,21,0,5,0,44932.15,2026-08-22
B081S9BCHF,19,0,0,0,433842.27,2026-08-22
B01N6448Q4,18,0,0,1,70086.56,2026-08-22
B000P5LVSK,18,21,0,0,10944.86,2026-08-22
B000XXO7B2,17,0,13,0,262160.71,2026-08-22
B06XF43R53,17,1,0,0,6604.77,2026-08-22
B00YCJJ6WS,17,0,0,0,7446.59,2026-08-22
B003AYM8BW,16,0,16,0,11024.87,2026-08-22
B000EENF4U,16,0,0,1,5893.47,2026-08-22
B09241VBTP,15,2,0,0,25682.48,2026-08-22
B00X5TXLN6,14,0,0,0,83796.62,2026-08-22
B00KQEXK2A,13,10,0,2,83506.5,2026-08-22
B07XD6H6P6,13,0,0,0,505727.99,2026-08-22
