date,asin,Spend,adGroupName,ams_orders,campaignId,14 Day Total Units (#),Impressions,raw_sku,adGroupId,14 Day Total Sales (₹),Clicks,campaignName,sku,model,brand,category_l0,category_l1,category_l2,ad_account
2026-08-21,B0CPFS24ML,0.0,Ad group - 12/6/2024 17:08:03.405,0,345581971318844,0,0,FBA79167,397512330910808,0.0,0,SD_VR_Z Shape Desk_BMC,FBA79167,WM-GD07-CB,White Mulberry,Desk,Gaming Desk,,Cambium Retail Private Limited
2026-08-01,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-02,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-03,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-04,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-05,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-06,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-07,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-08,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-09,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-10,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-11,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-12,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-13,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-14,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-15,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-16,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-17,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-18,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-19,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-20,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-21,B0BFW59TRG,0.0,Desks- Large,0,52361096360685,0,0,FBA76416,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76416,WM-LOD-BK,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-01,B0BFVMDJ2K,0.0,Desks- Large,0,52361096360685,0,0,FBA76417,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76417,WM-LOD-WH,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-02,B0BFVMDJ2K,0.0,Desks- Large,0,52361096360685,0,0,FBA76417,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76417,WM-LOD-WH,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
2026-08-03,B0BFVMDJ2K,0.0,Desks- Large,0,52361096360685,0,0,FBA76417,377856311966366,0.0,0,L-Shape - SD Views RMKTNG - Apr'26 a30650,FBA76417,WM-LOD-WH,White Mulberry,Desk,L-Shaped Desk,,Cambium Retail Private Limited
