ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07JGQ9L5B,969,0,1,80,487717.57,2026-07-04
B07Y1C6GDS,782,0,2,11,2034771.13,2026-07-04
B09Q2ZZGH2,613,0,1,7,1417561.78,2026-07-04
B09JG62KDJ,480,3,42,5,926813.93,2026-07-04
B07JJ62B1B,472,0,472,4,955345.55,2026-07-04
B07JHDKXK4,468,0,20,28,1097122.32,2026-07-04
B06XCKGLTP,363,15,1,5,620987.82,2026-07-04
B07JHMWKBF,237,0,66,3,58529.19,2026-07-04
B08CF614NK,198,0,125,3,709971.35,2026-07-04
B0BMFQP2ZZ,192,10,0,0,696555.22,2026-07-04
B0002OOMW6,170,0,8,0,69214.47,2026-07-04
B09XKD3H6C,169,0,11,0,388200.92,2026-07-04
B09LCL456X,168,0,166,8,202297.66,2026-07-04
B08FW1Q676,152,0,151,10,478767.26,2026-07-04
B084P1CXFD,132,42,113,2,1193435.27,2026-07-04
B09V12PT9H,93,0,0,0,183823.44,2026-07-04
B07RM4B5LJ,74,0,0,0,569140.96,2026-07-04
B0002DUS8E,63,0,1,1,25975.05,2026-07-04
B07RL6VG3H,62,0,0,1,465036.74,2026-07-04
B000EEJBDE,58,13,0,0,20479.37,2026-07-04
B09L7ZXKKF,54,0,54,0,395842.63,2026-07-04
B09GTMFRGB,50,0,50,1,175276.35,2026-07-04
B09V14JDTF,47,0,0,0,92900.02,2026-07-04
B00BSL5Z1E,37,0,0,0,649623.32,2026-07-04
B088NFWLZP,35,0,35,1,50473.99,2026-07-04
B000EEL9G6,35,10,8,0,12136.31,2026-07-04
B09BQQTLC8,34,0,0,0,21127.91,2026-07-04
B00MMKQOEM,32,10,0,2,508707.18,2026-07-04
B001D7UYBO,31,45,0,3,290523.95,2026-07-04
B00T8L17N6,26,10,0,1,9499.45,2026-07-04
B07G4CCMYL,26,0,0,0,142321.24,2026-07-04
B00KQEXK2A,25,0,9,3,157842.47,2026-07-04
B000EENF4U,21,35,0,0,6732.77,2026-07-04
B001EM180O,20,0,19,0,378873.93,2026-07-04
B00JDJ89DE,20,0,0,0,25081.98,2026-07-04
B01N6448Q4,19,0,0,0,74350.96,2026-07-04
B0BFBDT2D2,19,21,0,0,265203.95,2026-07-04
B00JDJNZ6K,17,7,0,0,5678.45,2026-07-04
B017LUP20O,17,0,0,0,116119.17,2026-07-04
B00HVUSRY8,17,5,0,0,14910.18,2026-07-04
B07FYQP9ML,17,0,2,0,304799.08,2026-07-04
B000XXO7B2,17,0,1,1,262160.71,2026-07-04
B003AYM8BW,16,0,16,0,11024.87,2026-07-04
B00B5LEAFE,16,3,0,1,6696.53,2026-07-04
B003B0CEVY,15,0,15,0,6195.49,2026-07-04
B06XF43R53,14,2,7,0,5306.42,2026-07-04
B00X5TXLN6,14,0,0,0,83796.62,2026-07-04
B00JDIE0AG,13,0,0,0,14192.12,2026-07-04
B0BF9MN8R2,13,2,8,0,57292.67,2026-07-04
B07XD6H6P6,13,0,0,0,505727.99,2026-07-04
B00B3PB11I,12,0,12,0,45471.59,2026-07-04
B083F7HJMX,12,0,0,0,5120.4,2026-07-04
B0002J6I7S,12,3,12,1,21541.7,2026-07-04
B074SYXZV9,12,0,12,0,352287.83,2026-07-04
B00BL70Y7U,11,0,0,0,188411.88,2026-07-04
B07QKWFTK1,11,0,0,0,123209.73,2026-07-04
B003B01KV4,11,0,11,0,7579.6,2026-07-04
B0BF9PCGM8,11,8,0,0,41651.59,2026-07-04
B07X8Z1BRG,10,106,0,0,175059.73,2026-07-04
B0749GV5L3,10,0,0,0,270211.35,2026-07-04
B081S9BCHF,10,0,0,0,228338.04,2026-07-04
