"Image","Title","Item Highlights","Sales Rank: Current","Sales Rank: 30 days avg.","Sales Rank: 90 days avg.","Sales Rank: 365 days avg.","Sales Rank: Drops last 30 days","Monthly Sales Trends: Monthly Sold (Last Known)","Reviews: Rating","Reviews: Rating Count","ASIN","Brand"
"https://m.media-amazon.com/images/I/41zvBzvC16L.jpg;https://m.media-amazon.com/images/I/51or-usBWHL.jpg;https://m.media-amazon.com/images/I/51wgBnXNXNL.jpg;https://m.media-amazon.com/images/I/519tplLsCQL.jpg;https://m.media-amazon.com/images/I/51u6zyLeBbL.jpg;https://m.media-amazon.com/images/I/51+nwcBbtSL.jpg;https://m.media-amazon.com/images/I/51w6iF6bofL.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array AI-03 Professional Sound Card with Bluetooth | Podcast Production Setup with 4 mic input & 4 outputs | +48V phantom power, PC/Mac connectivity | 6-8hr Battery | Streaming, Singing & Gaming","","1549","3212","2813","2906","20","10","3.9","102","B0BPM2T7BQ","Audio Array"
"https://m.media-amazon.com/images/I/71o8okm5zPL.jpg;https://m.media-amazon.com/images/I/612gReyzOHL.jpg;https://m.media-amazon.com/images/I/61PbmCRobgL.jpg;https://m.media-amazon.com/images/I/61Yj+VBMU2L.jpg;https://m.media-amazon.com/images/I/71YS2scoUPL.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array Microphone Boom Arm Stand, 70cm Adjustable Suspension Scissor Stand with Shock Mount, Pop Filter, Desk Clamp, 3/8"" to 5/8"" Adapter & 4 Cable Ties | AA-06","","283","263","643","1190","22","20","4","594","B0BQ7H7418","Audio Array"
"https://m.media-amazon.com/images/I/41Wq535gk9L.jpg;https://m.media-amazon.com/images/I/41b8B2z1p9L.jpg;https://m.media-amazon.com/images/I/51jOJ82+pnL.jpg;https://m.media-amazon.com/images/I/51LIIDXpy2L.jpg;https://m.media-amazon.com/images/I/51X5ur7SeVL.jpg;https://m.media-amazon.com/images/I/413NGCJztxL.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array AM-W15 Dual Wireless Mic with Charging Case | Upto 16hr Battery Backup & 100m Range | Active Noise Cancellation | Informative LCD Screen | BIS & WPC Certified | 2 Yr Warranty","","5969","33340","32793","25329","1","","1.8","8","B0C4YSV3XL","Audio Array"
"https://m.media-amazon.com/images/I/51fB4rSA9yL.jpg;https://m.media-amazon.com/images/I/61027ZnMsTL.jpg;https://m.media-amazon.com/images/I/61keWQsrrbL.jpg;https://m.media-amazon.com/images/I/61Grir+FqSL.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg;https://m.media-amazon.com/images/I/6114hMppanL.jpg;https://m.media-amazon.com/images/I/7115SDRup1L.jpg;https://m.media-amazon.com/images/I/71t66jJaeOL.jpg","Audio Array AM-C31 USB Plug & Play Condenser Microphone Kit | Pop-Filter & Metallic Base | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | for PC/Mobile, Gaming, Podcasting & Streaming","","10321","11635","13140","10313","3","","5","3","B0C4YT43Z3","Audio Array"
"https://m.media-amazon.com/images/I/512zUWVrc8L.jpg;https://m.media-amazon.com/images/I/51mCau+nOSL.jpg;https://m.media-amazon.com/images/I/51Ow0mGsqHL.jpg;https://m.media-amazon.com/images/I/51fnHA9v13L.jpg;https://m.media-amazon.com/images/I/51SxL8UWAYL.jpg;https://m.media-amazon.com/images/I/41loCsWtL3L.jpg;https://m.media-amazon.com/images/I/511Kntu0RTL.jpg","Audio Array AM-C11X XLR Dynamic Microphone | Studio-Quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR Cable | for Streaming, Gaming, Podcasting, Singing","","2756","2448","2293","1685","22","10","4.3","300","B0CBC7QMNV","Audio Array"
"https://m.media-amazon.com/images/I/51FMZaKgg7L.jpg;https://m.media-amazon.com/images/I/61AFHW3TnML.jpg;https://m.media-amazon.com/images/I/71u53X7y3UL.jpg;https://m.media-amazon.com/images/I/61GXgYHAaLL.jpg;https://m.media-amazon.com/images/I/61s-N9+4MpL.jpg;https://m.media-amazon.com/images/I/61AXIYEoR7L.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black) |AM-C39","","440","369","391","311","20","20","3.9","372","B0CBCB82MT","Audio Array"
"https://m.media-amazon.com/images/I/51OZxLtdD2L.jpg;https://m.media-amazon.com/images/I/71UgXjb7h0L.jpg;https://m.media-amazon.com/images/I/710u3Meb9UL.jpg;https://m.media-amazon.com/images/I/717kvdogReL.jpg;https://m.media-amazon.com/images/I/71Eq6tvYsTL.jpg;https://m.media-amazon.com/images/I/71jM6A3BvcL.jpg","Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming","","9036","6657","5375","3255","6","","4.2","11","B0CBCB9S14","Audio Array"
"https://m.media-amazon.com/images/I/61zGdCdbHiL.jpg;https://m.media-amazon.com/images/I/71mxg10g4gL.jpg;https://m.media-amazon.com/images/I/61UyFX-RRaL.jpg;https://m.media-amazon.com/images/I/71XBttaBw7L.jpg;https://m.media-amazon.com/images/I/71ps-16CH3L.jpg;https://m.media-amazon.com/images/I/71g3QlRa+ML.jpg;https://m.media-amazon.com/images/I/71DuC6x0hRL.jpg;https://m.media-amazon.com/images/I/61VXZD6hHhL.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array Mic Stand For Table | Steel & Aluminum High & Low Profile Boom Mic Arm Stand with Built-In Cable Management | 360° Rotation | 2Kg Load Capacity | Streaming, Podcasting & Studio Recording","","576","483","556","654","20","50","4.3","67","B0CF5R3V95","Audio Array"
"https://m.media-amazon.com/images/I/61FD13gBRQL.jpg;https://m.media-amazon.com/images/I/610jgPpK6yL.jpg;https://m.media-amazon.com/images/I/61wjIetffbL.jpg;https://m.media-amazon.com/images/I/61cDwb9sieL.jpg;https://m.media-amazon.com/images/I/61aHT9zAL9L.jpg;https://m.media-amazon.com/images/I/617wY2vyT0L.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array AA-20 Microphone Arm Stand | 81cm Reach | Premium light weight & slick design | Flexible height & position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties","","305","4385","4180","1893","14","10","4","595","B0CF5RRTDJ","Audio Array"
"https://m.media-amazon.com/images/I/51ckUrHzfpL.jpg;https://m.media-amazon.com/images/I/61kI7ZN52aL.jpg;https://m.media-amazon.com/images/I/61IHyZu6WrL.jpg;https://m.media-amazon.com/images/I/61MAQyx7KyL.jpg;https://m.media-amazon.com/images/I/51ws68+GnlL.jpg;https://m.media-amazon.com/images/I/51rvBpuN6+L.jpg;https://m.media-amazon.com/images/I/61z13JRAa9L.jpg;https://m.media-amazon.com/images/I/610im1ZvntL.jpg","Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)","","541","336","379","468","21","10","4.7","185","B0CF5SHL15","Audio Array"
