ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B07Y1C6GDS,679,0,50,12,1767826.07,2026-07-18
B06XCKGLTP,646,15,3,7,1105530.59,2026-07-18
B09Q2ZZGH2,623,0,85,6,1450405.17,2026-07-18
B07JGQ9L5B,620,0,101,51,304543.9,2026-07-18
B07JJ62B1B,446,0,446,7,903705.17,2026-07-18
B07JHDKXK4,394,0,80,33,923885.13,2026-07-18
B09JG62KDJ,389,0,85,7,753384.75,2026-07-18
B08CF614NK,167,0,162,2,598876.28,2026-07-18
B0002OOMW6,156,0,137,0,63351.0,2026-07-18
B09LCL456X,155,0,153,10,186419.25,2026-07-18
B08FW1Q676,148,0,147,10,466326.3,2026-07-18
B0BMFQP2ZZ,143,0,0,2,518985.14,2026-07-18
B09XKD3H6C,140,4,23,2,322942.31,2026-07-18
B084P1CXFD,109,2,100,2,968319.49,2026-07-18
B07JHMWKBF,108,0,15,5,26787.28,2026-07-18
B09V12PT9H,83,0,0,0,164057.48,2026-07-18
B07RM4B5LJ,69,0,7,0,529875.86,2026-07-18
B09BQQTLC8,65,0,0,0,40391.59,2026-07-18
B09V14JDTF,62,0,0,1,122548.96,2026-07-18
B09L7ZXKKF,54,0,54,0,395842.63,2026-07-18
B07RL6VG3H,53,0,0,2,397531.4,2026-07-18
B000EEJBDE,52,0,0,1,18444.46,2026-07-18
B0002DUS8E,49,8,1,1,20151.59,2026-07-18
B09GTMFRGB,40,0,40,2,140221.08,2026-07-18
B001D7UYBO,38,20,0,2,356126.13,2026-07-18
B0BFBDT2D2,37,1,0,0,516449.8,2026-07-18
B00BSL5Z1E,37,0,0,0,649623.32,2026-07-18
B000EEL9G6,36,12,7,0,12716.45,2026-07-18
B00MMKQOEM,29,11,28,0,461132.43,2026-07-18
B00KQEXK2A,21,5,5,2,133368.54,2026-07-18
B09NZY68GM,21,0,5,0,44932.15,2026-07-18
B001EM180O,20,0,19,0,378873.93,2026-07-18
B00T8L17N6,18,24,0,1,6591.07,2026-07-18
B07G4CCMYL,18,0,3,0,99757.88,2026-07-18
B000XXO7B2,17,0,1,1,262160.71,2026-07-18
B07FYQP9ML,16,0,2,0,286297.62,2026-07-18
B017LUP20O,16,0,0,0,109288.63,2026-07-18
B003AYM8BW,16,0,16,0,11024.87,2026-07-18
B00B5LEAFE,16,3,0,0,6696.53,2026-07-18
B088NFWLZP,15,0,15,2,21631.71,2026-07-18
B003B0CEVY,15,0,15,0,6195.49,2026-07-18
