amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	fulfilled-by	is-iba 
404-0925479-0893103	404-0925479-0893103	2025-12-26T07:00:35+00:00	2025-12-26T07:02:30+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massa	FBA79573	B0DKK15YNJ	Cancelled	0										GOCHAR	UTTARAKHAND	246429	IN		false				false
402-1727017-8581142	402-1727017-8581142	2025-12-26T06:47:55+00:00	2025-12-26T20:47:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Accessory Kit for 10-in-1 Steam Cleaner & Mop SC-04 | Multipurpose Attachments for Deep Cleaning	FBA79843	B0FMF1D9NV	Shipped	1	INR	275.0								KALLELIBHAGOM	KERALA	690546	IN		false				false
171-6256415-2954711	171-6256415-2954711	2025-12-26T06:37:05+00:00	2025-12-27T03:42:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	1249.0		40.0					40.0	VASAI VIRAR	MAHARASHTRA	401303	IN		false				false
408-3093014-8453925	408-3093014-8453925	2025-12-26T06:26:40+00:00	2025-12-26T14:21:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets | Pill, Rue & Burr Remover | 120 Min Use |TypeC | Lin	FBA79280	B0D845B2DG	Shipped	4	INR	5992.0								GURGAON	HARYANA	122002	IN		false				false
404-8048895-2456308	404-8048895-2456308	2025-12-26T06:19:00+00:00	2025-12-26T11:49:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron fo	FBA79268	B0D383WQPB	Shipped	1	INR	1799.0		79.0						NOIDA	UTTAR PRADESH	201301	IN		false				false
408-4470688-1580334	408-4470688-1580334	2025-12-26T06:09:09+00:00	2025-12-26T07:29:01+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-	FBA79682	B0DVC8NYY2	Shipped	1	INR	0.0								HYDERABAD	TELANGANA	500014	IN		false				false
404-2264284-6837965	404-2264284-6837965	2025-12-26T06:07:58+00:00	2025-12-26T11:43:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		40.0					40.0	ERODE	TAMIL NADU	638504	IN		false				false
402-4163880-0960343	402-4163880-0960343	2025-12-26T06:00:49+00:00	2025-12-26T13:43:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grea	FBA78981	B0CDPP45BM	Shipped	1	INR	3599.0						71.98		Thane	MAHARASHTRA	400601	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
407-9891653-8980318	407-9891653-8980318	2025-12-26T05:54:52+00:00	2025-12-26T16:22:12+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Beard Trimmer| 90min Run Time| 40 Length Settings| 0.5mm Precision| Washable Stainless Steel Blades| Copper Motor| USB Type-C| IPX7 Waterproof|	FBA79467	B0DK9LYT4P	Shipped	1	INR	735.0		40.0					40.0	ALIGARH	UTTAR PRADESH	202002	IN		false				false
402-8889166-3941950	402-8889166-3941950	2025-12-26T05:54:08+00:00	2025-12-26T11:55:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Window Car & Office Cleaning | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Greas	FBA79262	B0CYSMBCB8	Shipped	1	INR	2449.0		40.0					40.0	BENGALURU	KARNATAKA	560074	IN		false				false
405-0011471-7370735	405-0011471-7370735	2025-12-26T04:59:38+00:00	2025-12-26T08:06:26+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grea	FBA78981	B0CDPP45BM	Cancelled	0										BENGALURU	KARNATAKA	560060	IN		false				false
171-4287054-6383501	171-4287054-6383501	2025-12-26T04:59:00+00:00	2025-12-26T12:05:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								PUNE	MAHARASHTRA	412307	IN		false				false
171-3361526-2743568	171-3361526-2743568	2025-12-26T04:44:50+00:00	2025-12-26T19:36:15+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |U	FBA78980	B0CDPMX152	Shipped	1	INR	2048.0						40.96		TIRUNELVELI	TAMIL NADU	627813	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
402-5708908-7881916	402-5708908-7881916	2025-12-26T04:36:39+00:00	2025-12-26T07:47:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79472	B0DFCDZWND	Shipped	1	INR	1399.0		79.0						ERATTUPETTA	KERALA	686581	IN		false				false
407-0805813-2711511	407-0805813-2711511	2025-12-26T04:25:25+00:00	2025-12-26T08:36:45+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Cancelled	0										NEW DELHI	DELHI	110084	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-9467288-9920345	405-9467288-9920345	2025-12-26T04:24:23+00:00	2025-12-26T21:18:13+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crysta	FBA79265	B0D2LHNS9B	Shipped	1	INR	689.0		40.0					40.0	MUMBAI	MAHARASHTRA	400034	IN		false				false
402-9893640-6173948	402-9893640-6173948	2025-12-26T04:07:07+00:00	2025-12-26T10:23:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Shipped	1	INR	2374.0						47.48		DARBHANGA	BIHAR	846004	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
404-8286357-1423513	404-8286357-1423513	2025-12-26T03:46:33+00:00	2025-12-26T19:56:03+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0		40.0					40.0	BENGALURU	KARNATAKA	560058	IN		false				false
404-3078041-4705937	404-3078041-4705937	2025-12-26T03:44:23+00:00	2025-12-26T07:54:40+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Cancelled	0										BENGALURU	KARNATAKA	560058	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
404-6220058-3364365	404-6220058-3364365	2025-12-26T03:34:50+00:00	2025-12-26T16:18:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagle	FBA79452	B0DCGHVN81	Shipped	1	INR	1994.0		40.0					40.0	KANKIPADU	ANDHRA PRADESH	521151	IN		false				false
406-2888888-3529129	406-2888888-3529129	2025-12-26T03:33:52+00:00	2025-12-26T16:18:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagle	FBA79452	B0DCGHVN81	Shipped	1	INR	1994.0		40.0					40.0	KAKINADA	ANDHRA PRADESH	533005	IN		false				false
171-0054744-4969934	171-0054744-4969934	2025-12-26T03:04:04+00:00	2025-12-27T23:12:09+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Window Car & Office Cleaning | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Greas	FBA79262	B0CYSMBCB8	Cancelled	0										New Delhi	DELHI	110070	IN		false				false
407-7023797-7773909	407-7023797-7773909	2025-12-26T02:56:53+00:00	2025-12-26T06:53:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diff	FBA79404	B0D9KFZYG8	Shipped	1	INR	1749.0								PITHORA	CHHATTISGARH	493551	IN		false				false
407-1059724-2865128	407-1059724-2865128	2025-12-26T02:56:08+00:00	2025-12-27T04:47:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		40.0					40.0	BAREILLY	UTTAR PRADESH	243006	IN		false				false
402-2411224-4022720	402-2411224-4022720	2025-12-26T02:42:09+00:00	2025-12-26T08:12:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Lig	FBA79473	B0DJFH6RTL	Shipped	1	INR	1499.0		40.0					40.0	PURNIA	BIHAR	854301	IN		false				false
403-2659955-0469968	403-2659955-0469968	2025-12-26T02:08:55+00:00	2025-12-26T14:38:38+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for A	FBA79699	B0DTYDTKN8	Shipped	1	INR	3999.0		59.0					59.0	AKIVIDU	ANDHRA PRADESH	534235	IN		false				false
407-3330145-0319530	407-3330145-0319530	2025-12-26T02:01:12+00:00	2025-12-26T12:28:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diff	FBA79404	B0D9KFZYG8	Shipped	1	INR	1749.0		40.0					40.0	HOWRAH	WEST BENGAL	711102	IN		false				false
404-2190248-0489912	404-2190248-0489912	2025-12-26T01:22:55+00:00	2025-12-26T13:57:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								PATTUKKOTTAI	TAMIL NADU	614601	IN		false				false
406-0133888-6708353	406-0133888-6708353	2025-12-26T00:47:53+00:00	2025-12-26T15:00:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								AHMEDABAD	GUJARAT	382470	IN		false				false
403-3762434-5981927	403-3762434-5981927	2025-12-25T22:23:35+00:00	2025-12-26T07:53:28+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0						30.98		Thrikkakara	KERALA	682021	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-1201873-1576360	405-1201873-1576360	2025-12-25T22:03:12+00:00	2025-12-27T14:04:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron fo	FBA79268	B0D383WQPB	Shipped	1	INR	1799.0		40.0					40.0	Prantij	GUJARAT	383205	IN		false				false
408-3934155-6049111	408-3934155-6049111	2025-12-25T21:26:02+00:00	2025-12-26T21:37:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Replacement Accessory Kit for Steam Cleaner SC-02 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car	FBA79772	B0F67BSF2R	Shipped	1	INR	399.0		40.0						New delhi	DELHI	110022	IN		false				false
403-1175122-0332340	403-1175122-0332340	2025-12-25T20:41:56+00:00	2025-12-27T12:26:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Splash Pet Water Fountain with LED Light | 2.0L Capacity | Ultra Quiet Cat Drinking Fountain with Filter | Automatic Pet Water Fountain for Cat	FBA79352	B0D637B562	Shipped	1	INR	1249.0		40.0					40.0	HYDERABAD	TELANGANA	500005	IN		false				false
404-3126800-0898736	404-3126800-0898736	2025-12-25T19:38:36+00:00	2025-12-27T14:05:19+00:00	Shipped	Amazon	Amazon.in			Expedited	nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification &	FBA79263	B0CYSLCRQS	Shipped	1	INR	2949.0								PUDUCHERRY	PUDUCHERRY	605003	IN		false				false
406-7563243-4654763	406-7563243-4654763	2025-12-25T19:27:03+00:00	2025-12-26T08:15:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Vacuum Cleaner|HEPA with Stainless Steel Cover|6000 mAh|Copper Motor| Rechargeable Type C|Ideal for Home, Office & Car Use|Compact & P	FBA79463	B0DCK56Q85	Shipped	1	INR	2599.0		40.0					40.0	VIJAYAWADA	ANDHRA PRADESH	520011	IN		false				false
403-2749469-1759506	403-2749469-1759506	2025-12-25T18:13:55+00:00	2025-12-27T06:15:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all F	FBA79349	B0D9KDQCCM	Shipped	1	INR	999.0								NAGPUR	MAHARASHTRA	440022	IN		false				false
408-4843387-2306756	408-4843387-2306756	2025-12-25T18:12:44+00:00	2025-12-26T07:19:15+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diff	FBA79404	B0D9KFZYG8	Shipped	1	INR	1749.0		40.0					40.0	NEW DELHI	DELHI	110034	IN		false				false
404-0448606-3257951	404-0448606-3257951	2025-12-25T17:55:41+00:00	2025-12-27T08:29:40+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Electric Toothbrush|40000 vibrations/minute| USB Type C| 6 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brush Heads With Cover| IPX7	FBA79673	B0FJG5PFGQ	Shipped	1	INR	647.0		40.0					40.0	NANMANDA	KERALA	673613	IN		false				false
406-3282351-0329169	406-3282351-0329169	2025-12-25T17:11:23+00:00	2025-12-26T08:25:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	1249.0						24.98		HYDERABAD	TELANGANA	500075	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-3820118-1283526	405-3820118-1283526	2025-12-25T17:11:02+00:00	2025-12-26T04:43:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0								MOHALI	PUNJAB	140307	IN		false				false
403-6713195-5176301	403-6713195-5176301	2025-12-25T17:09:22+00:00	2025-12-26T07:36:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	1249.0		59.0		30.0		24.98		NEW DELHI	DELHI	110016	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
406-2980711-5004321	406-2980711-5004321	2025-12-25T17:09:11+00:00	2025-12-28T11:21:13+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagle	FBA79452	B0DCGHVN81	Shipped	1	INR	1994.0		40.0				39.88	40.0	NAVI MUMBAI	MAHARASHTRA	410210	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-7505908-1085914	405-7505908-1085914	2025-12-25T17:05:50+00:00	2025-12-26T20:19:03+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve	FBA79590	B0DM6BB3VT	Shipped	1	INR	3099.0						61.98		Chennai	TAMIL NADU	600088	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-6302337-6262730	405-6302337-6262730	2025-12-25T16:55:45+00:00	2025-12-25T22:58:20+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diff	FBA79404	B0D9KFZYG8	Shipped	1	INR	1749.0								MUMBAI	MAHARASHTRA	400009	IN		false				false
403-2256335-5205955	403-2256335-5205955	2025-12-25T16:49:00+00:00	2025-12-27T13:49:11+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0		40.0					40.0	VELLORE	TAMIL NADU	632001	IN		false				false
171-8559715-6801938	171-8559715-6801938	2025-12-25T16:45:59+00:00	2025-12-27T07:08:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		40.0					40.0	Margao	GOA	403601	IN		false				false
404-5138485-5389134	404-5138485-5389134	2025-12-25T16:39:04+00:00	2025-12-26T20:56:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagle	FBA79452	B0DCGHVN81	Shipped	1	INR	1994.0		40.0					40.0	pune	MAHARASHTRA	412308	IN		false				false
407-2949289-5349963	407-2949289-5349963	2025-12-25T16:38:53+00:00	2025-12-27T22:05:10+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat	FBA79439	B0DCK7ZH5P	Shipped	1	INR	3298.0		40.0				65.96	40.0	VADODARA	GUJARAT	390021	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
408-5222914-5147554	408-5222914-5147554	2025-12-25T16:30:58+00:00	2025-12-26T09:15:14+00:00	Shipped	Amazon	Amazon.in			Expedited	NeLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Op	FBA79811	B0FSF1N457	Shipped	1	INR	529.0								HYDERABAD	TELANGANA	500055	IN		false				false
405-1011051-1783518	405-1011051-1783518	2025-12-25T16:30:47+00:00	2025-12-28T07:46:58+00:00	Shipped	Amazon	Amazon.in			Expedited	NeLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Op	FBA79811	B0FSF1N457	Shipped	1	INR	529.0		40.0					40.0	NEW DELHI	DELHI	110009	IN		false				false
402-1266999-2733115	402-1266999-2733115	2025-12-25T16:22:37+00:00	2025-12-27T14:11:12+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tan	FBA79271	B0D83Q7L8W	Shipped	1	INR	1248.0		40.0					40.0	GHAZIABAD UP	UTTAR PRADESH	201001	IN		false				false
407-8121142-3474751	407-8121142-3474751	2025-12-25T16:13:19+00:00	2025-12-26T05:14:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								Udumalpet	TAMIL NADU	642128	IN		false				false
407-5573802-1031540	407-5573802-1031540	2025-12-25T16:08:43+00:00	2025-12-25T18:32:19+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	1249.0								SECUNDERABAD	TELANGANA	500025	IN		false				false
405-0889366-7293166	405-0889366-7293166	2025-12-25T16:00:07+00:00	2025-12-25T19:24:14+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat	FBA79439	B0DCK7ZH5P	Shipped	1	INR	3298.0						65.96		SATNA	MADHYA PRADESH	485001	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
404-1488425-6038757	404-1488425-6038757	2025-12-25T15:32:51+00:00	2025-12-30T13:56:22+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function f	FBA79488	B0DFCG2VGS	Shipped	1	INR	1699.0		40.0					40.0	BERHAMPORE	WEST BENGAL	742101	IN		false				false
408-0648915-6297112	408-0648915-6297112	2025-12-25T15:32:33+00:00	2025-12-25T21:53:03+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for	FBP79350	B0D67727VG	Shipped	1	INR	0.0								INDORE	MADHYA PRADESH	452001	IN		false				false
402-6855056-6165146	402-6855056-6165146	2025-12-25T15:32:24+00:00	2025-12-26T03:30:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								CHANGANACHERRY	KERALA	686103	IN		false				false
406-1641190-8299504	406-1641190-8299504	2025-12-25T15:30:16+00:00	2025-12-26T08:07:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0		40.0					40.0	KARNAWAD	MADHYA PRADESH	455221	IN		false				false
405-2782303-4969947	405-2782303-4969947	2025-12-25T15:24:31+00:00	2025-12-26T15:29:25+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Cancelled	0										secunderabad	TELANGANA	500010	IN		false				false
407-2744638-5438759	407-2744638-5438759	2025-12-25T15:22:34+00:00	2025-12-27T03:40:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 25	FBA79849	B0FPGDVVCX	Shipped	1	INR	3999.0								PONDA	GOA	403401	IN		false				false
406-4756574-1855555	406-4756574-1855555	2025-12-25T15:19:14+00:00	2025-12-25T19:56:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC	FBA79440	B0DCGHKRXX	Shipped	1	INR	1999.0						39.98		SOUTH DELHI	DELHI	110044	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
407-4822579-8943507	407-4822579-8943507	2025-12-25T15:17:29+00:00	2025-12-25T16:52:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tan	FBA79271	B0D83Q7L8W	Shipped	1	INR	1248.0								NEW DELHI	DELHI	110045	IN		false				false
