amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	fulfilled-by	is-iba 
402-8551388-6181168	402-8551388-6181168	2025-12-23T09:03:10+00:00	2025-12-24T00:17:55+00:00	Cancelled	Amazon	Amazon.in			Expedited	nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification &	FBA79263	B0CYSLCRQS	Cancelled	0										CHENNAI	TAMIL NADU	600044	IN		false				false
402-7137098-3284305	402-7137098-3284305	2025-12-23T09:02:55+00:00	2025-12-23T09:05:25+00:00	Cancelled	Amazon	Amazon.in			Expedited	Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessori	FBA79277	B0D672NXC8	Cancelled	0										SASARAM	BIHAR	821115	IN		false				false
406-6083844-8105157	406-6083844-8105157	2025-12-23T08:56:56+00:00	2025-12-24T04:34:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		40.0					40.0	CHENNAI	TAMIL NADU	600015	IN		false				false
403-8227667-7348345	403-8227667-7348345	2025-12-23T08:43:51+00:00	2025-12-23T14:00:26+00:00	Shipped	Amazon	Amazon.in			Expedited	nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification &	FBA79263	B0CYSLCRQS	Shipped	1	INR	2949.0						58.98		MYSURU	KARNATAKA	570028	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
403-4106712-3471504	403-4106712-3471504	2025-12-23T08:42:23+00:00	2025-12-23T12:50:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron fo	FBA79268	B0D383WQPB	Shipped	1	INR	1799.0								AMRAVATI	MAHARASHTRA	444606	IN		false				false
406-1662539-4561922	406-1662539-4561922	2025-12-23T08:04:09+00:00	2025-12-23T10:30:05+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessori	FBA79277	B0D672NXC8	Shipped	1	INR	6998.0		40.0					40.0	CHIKODI	KARNATAKA	591222	IN		false				false
407-1497560-9749133	407-1497560-9749133	2025-12-23T07:56:33+00:00	2025-12-23T12:14:01+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		79.0					79.0	Navi Mumbai	MAHARASHTRA	400614	IN		false				false
406-3740081-6081119	406-3740081-6081119	2025-12-23T07:49:30+00:00	2025-12-23T17:33:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Shipped	1	INR	2374.0		40.0				47.48	40.0	Chennai	TAMIL NADU	600119	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
408-7274823-0904307	408-7274823-0904307	2025-12-23T07:44:11+00:00	2025-12-23T11:54:29+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Cancelled	0										KOLKATA	WEST BENGAL	700024	IN		false				false
402-6221061-0511535	402-6221061-0511535	2025-12-23T07:44:10+00:00	2025-12-23T10:55:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NeLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Op	FBA79811	B0FSF1N457	Shipped	1	INR	529.0								HYDERABAD	TELANGANA	500079	IN		false				false
403-5097684-5946703	403-5097684-5946703	2025-12-23T07:35:10+00:00	2025-12-23T10:31:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |U	FBA78980	B0CDPMX152	Shipped	1	INR	2048.0						40.96		Kolkata	WEST BENGAL	700059	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-8413257-0867568	405-8413257-0867568	2025-12-23T07:28:13+00:00	2025-12-23T12:54:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function f	FBA79488	B0DFCG2VGS	Shipped	1	INR	1699.0				30.0		33.98		TIRUPPUR	TAMIL NADU	641606	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
404-1876686-1725115	404-1876686-1725115	2025-12-23T07:18:36+00:00	2025-12-23T10:25:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve	FBA79590	B0DM6BB3VT	Shipped	1	INR	3099.0						61.98		BENGALURU	KARNATAKA	560051	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
407-1727678-6929962	407-1727678-6929962	2025-12-23T07:03:53+00:00	2025-12-23T11:08:10+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Smart Electric Toothbrush for Adults | 2-Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery | 3 Cleaning Modes | Upto 60 Days | Water	FBA79373	B0D2P5TGWK	Shipped	1	INR	286.0								CHENNAI	TAMIL NADU	600041	IN		false				false
406-7426083-0680352	406-7426083-0680352	2025-12-23T06:53:24+00:00	2025-12-23T15:02:07+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets | Pill, Rue & Burr Remover | 120 Min Use |TypeC | Lin	FBA79280	B0D845B2DG	Shipped	1	INR	1498.0		40.0					40.0	GHAZIABAD	UTTAR PRADESH	201001	IN		false				false
408-0927530-5561103	408-0927530-5561103	2025-12-23T06:49:10+00:00	2025-12-23T13:46:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |U	FBA78980	B0CDPMX152	Shipped	1	INR	2048.0						40.96		Ahmedabad	GUJARAT	380054	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
S02-0336164-4547539	251223XS9	2025-12-23T06:41:58+00:00	2026-01-05T11:09:01+00:00	Shipping	Amazon	Non-Amazon			Standard	-	FBA79566	B0DKJSCLBD	Unshipped	16										Bhiwandi	MH	421302	IN		false				false
402-5349555-8601913	402-5349555-8601913	2025-12-23T06:30:30+00:00	2025-12-23T11:59:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Spin Scrubber with Soap Spray | 6 heads| For Kitchen, Tub, Glass, Complete cleaning tool for Home, Office & Car| 90 min runtime | 4500 mAh | Co	FBA79698	B0DTK4FY1G	Shipped	1	INR	2499.0		40.0					40.0	ENKAKKAD	KERALA	680589	IN		false				false
403-7904967-4402731	403-7904967-4402731	2025-12-23T06:29:25+00:00	2025-12-23T09:24:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Lig	FBA79473	B0DJFH6RTL	Shipped	1	INR	1499.0		40.0					40.0	DIGRAS	MAHARASHTRA	445203	IN		false				false
404-1032973-2163526	404-1032973-2163526	2025-12-23T06:26:01+00:00	2025-12-23T12:01:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Shipped	1	INR	2374.0						47.48		THIRUVALLA	KERALA	689110	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
171-1306742-3521110	171-1306742-3521110	2025-12-23T06:19:22+00:00	2025-12-23T14:25:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0		40.0					40.0	Didwana	RAJASTHAN	341303	IN		false				false
402-6841759-9579515		2025-12-23T06:17:07+00:00	2025-12-29T09:07:12+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in	WebsiteOrderChannel		Standard	NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05	FBM79652	B0F43P6D23	Shipped	1	INR	2999.0	448.32					50.83		CHENNAI	TAMIL NADU	600061	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false			Easy Ship	false
403-1833611-3307500	403-1833611-3307500	2025-12-23T06:11:06+00:00	2025-12-24T18:06:24+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve	FBA79590	B0DM6BB3VT	Shipped	1	INR	3099.0		40.0					40.0	HYDERABAD	TELANGANA	501510	IN		false				false
404-3402683-9168307	404-3402683-9168307	2025-12-23T05:52:23+00:00	2025-12-23T15:05:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diff	FBA79404	B0D9KFZYG8	Shipped	1	INR	1749.0		40.0					40.0	KANGRA	HIMACHAL PRADESH	176001	IN		false				false
403-2623109-2605941	403-2623109-2605941	2025-12-23T05:40:16+00:00	2025-12-23T17:00:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessori	FBA79277	B0D672NXC8	Shipped	1	INR	6998.0								JALANDHAR	PUNJAB	144009	IN		false				false
171-6219539-2521101	171-6219539-2521101	2025-12-23T05:38:52+00:00	2025-12-23T17:19:03+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grea	FBA78981	B0CDPP45BM	Shipped	1	INR	3599.0								AHMEDABAD	GUJARAT	380060	IN		false				false
403-4272721-6784364	403-4272721-6784364	2025-12-23T05:38:13+00:00	2025-12-24T14:32:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	1249.0		40.0					40.0	Miran sahib	JAMMU & KASHMIR	181101	IN		false				false
408-1290889-8372310	408-1290889-8372310	2025-12-23T05:35:58+00:00	2025-12-23T18:19:00+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable	FBA79464	B0DFCDKMWR	Shipped	1	INR	0.0								AHMEDABAD	GUJARAT	382418	IN		false				false
406-3104423-5249103	406-3104423-5249103	2025-12-23T05:33:52+00:00	2025-12-23T14:11:32+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for	FBA79493	B0DQCWRG3H	Shipped	1	INR	1999.0								NEW DELHI	DELHI	110065	IN		false				false
405-5758841-0749109	405-5758841-0749109	2025-12-23T05:33:43+00:00	2025-12-23T08:32:08+00:00	Shipped	Amazon	Amazon.in			Expedited	nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification &	FBA79263	B0CYSLCRQS	Shipped	1	INR	2949.0						58.98		COIMBATORE	TAMIL NADU	641026	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
407-3945758-4998759	407-3945758-4998759	2025-12-23T05:23:50+00:00	2025-12-23T13:54:08+00:00	Shipped	Amazon	Amazon.in			Expedited	nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification &	FBA79263	B0CYSLCRQS	Shipped	1	INR	2949.0		79.0					79.0	PUNE	MAHARASHTRA	411037	IN		false				false
408-9789889-0288307	408-9789889-0288307	2025-12-23T05:11:12+00:00	2025-12-23T11:25:06+00:00	Shipped	Amazon	Amazon.in			Standard	NexLev Cordless Tyre Inflator for Cars & Bikes|150 PSI| 2x2000 mAh Powerbank| Type-C Port| 5 Pre Set Mode|Auto Shut-Off |Digital Display| LED Light |	FBA79474	B0DJFH4K8B	Shipped	1	INR	0.0								JODHPUR	RAJASTHAN	342001	IN		false				false
407-1872016-2389152	407-1872016-2389152	2025-12-23T05:05:27+00:00	2025-12-23T05:06:19+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Cancelled	0										THAKKOLAM	TAMIL NADU	631151	IN		false				false
404-5893133-4162761	404-5893133-4162761	2025-12-23T04:50:49+00:00	2025-12-23T06:56:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Steam Mop | Chemical Free Mopping | Floor Cleaning + Carpet Steaming | 4 Extra Mop Pads | 400 ML | 1300W | Floor Disinfectant | for All Floor T	FBA79276	B0D2LJSQXZ	Shipped	1	INR	3799.0						75.98		DHARWAD	KARNATAKA	580003	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
406-2373524-9871552	406-2373524-9871552	2025-12-23T04:42:28+00:00	2025-12-27T05:56:09+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Fre	FBA79567	B0DNJS23HS	Shipped	1	INR	5999.0								GHAZIABAD	UTTAR PRADESH	201010	IN		false				false
405-0284689-9357964	405-0284689-9357964	2025-12-23T03:22:33+00:00	2025-12-23T08:41:55+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets |Fabric Brush | Pill, Rue & Burr Remover | Battery Po	FBA79819	B0FT8R24QM	Shipped	1	INR	336.0								AJMER	RAJASTHAN	305001	IN		false				false
406-7019791-6857954	406-7019791-6857954	2025-12-23T03:15:12+00:00	2025-12-23T11:44:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function f	FBA79488	B0DFCG2VGS	Shipped	1	INR	1699.0								New Delhi	DELHI	110049	IN		false				false
171-0801715-1110739	171-0801715-1110739	2025-12-23T02:03:48+00:00	2025-12-23T06:44:12+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve	FBA79590	B0DM6BB3VT	Shipped	1	INR	3099.0						61.98		KOLKATA	WEST BENGAL	700015	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
408-9919714-4921905	408-9919714-4921905	2025-12-23T01:57:55+00:00	2025-12-23T05:43:24+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagle	FBA79452	B0DCGHVN81	Cancelled	0										DEULGAON RAJA	MAHARASHTRA	443204	IN		false				false
406-2981104-0924303	406-2981104-0924303	2025-12-23T01:43:17+00:00	2025-12-23T08:18:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat	FBA79439	B0DCK7ZH5P	Shipped	1	INR	3298.0		40.0					40.0	BHATAPARA	CHHATTISGARH	493118	IN		false				false
171-3677700-4941153	171-3677700-4941153	2025-12-23T01:39:05+00:00	2025-12-23T05:35:06+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Lint Remover | For Woolen Sweaters Shirts Socks Jackets Suede Leggings | Pill, Rue & Burr Remover | 30 Min Use |Type C |Defuzzer | Lint Brush f	FBA79279	B0D8445KJN	Shipped	1	INR	857.0		40.0					40.0	HAFLONG	ASSAM	788819	IN		false				false
403-5845826-0065167	403-5845826-0065167	2025-12-23T01:36:36+00:00	2025-12-23T17:39:15+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessori	FBA79277	B0D672NXC8	Shipped	1	INR	6998.0						139.96		Trivandrum	KERALA	695043	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	true				false
171-1583850-7784322	171-1583850-7784322	2025-12-23T01:24:25+00:00	2025-12-23T08:15:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |G	FBK79591	B0F29SZCVF	Shipped	1	INR	1449.0								GURUGRAM	HARYANA	122002	IN		false				false
407-3077715-0620369	407-3077715-0620369	2025-12-23T00:21:35+00:00	2025-12-23T04:10:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Shipped	1	INR	2374.0						47.48		NEW DELHI	DELHI	110088	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
406-7858768-8351510	406-7858768-8351510	2025-12-22T23:34:13+00:00	2025-12-24T12:53:16+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for	FBP79350	B0D67727VG	Shipped	1	INR	1099.0		40.0					40.0	GURUGRAM	HARYANA	122017	IN		false				false
402-6163652-0130762	402-6163652-0130762	2025-12-22T23:30:30+00:00	2025-12-23T11:14:03+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pol	FBA79692	B0DVC58QPZ	Shipped	1	INR	4649.0		79.0				92.98	79.0	New Delhi	DELHI	110052	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
403-2258698-8231537	403-2258698-8231537	2025-12-22T22:47:32+00:00	2025-12-23T04:19:08+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0								BHUBANESWAR	ODISHA	751007	IN		false				false
403-8925898-9848321	403-8925898-9848321	2025-12-22T22:34:20+00:00	2025-12-23T14:03:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessori	FBA79277	B0D672NXC8	Shipped	1	INR	6998.0						139.96		NADAUN	HIMACHAL PRADESH	177040	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	true				false
403-0052855-2021972	403-0052855-2021972	2025-12-22T21:40:24+00:00	2025-12-23T05:08:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-	FBA79682	B0DVC8NYY2	Shipped	1	INR	2049.0						40.98		PUNE	MAHARASHTRA	411045	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
171-5877532-2841144	171-5877532-2841144	2025-12-22T21:21:32+00:00	2025-12-23T01:23:02+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Beard Trimmer| 90min Run Time| 40 Length Settings| 0.5mm Precision| Washable Stainless Steel Blades| Copper Motor| USB Type-C| IPX7 Waterproof|	FBA79467	B0DK9LYT4P	Cancelled	0										HOWRAH	WEST BENGAL	711112	IN		false				false
405-2385114-3084312	405-2385114-3084312	2025-12-22T20:47:07+00:00	2025-12-23T04:41:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function f	FBA79488	B0DFCG2VGS	Shipped	1	INR	1699.0		40.0				33.98	40.0	HYDERABAD	TELANGANA	500081	IN	PLM-44130194-fe6b-4023-be96-bcab5bb15b10	false				false
405-0629980-5384338	405-0629980-5384338	2025-12-22T20:13:45+00:00	2025-12-23T05:23:02+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facia	FBA79570	B0DKJXRXKM	Shipped	1	INR	1549.0								KOTTAYAM	KERALA	686634	IN		false				false
403-0854983-7262754	403-0854983-7262754	2025-12-22T20:12:55+00:00	2025-12-22T22:17:39+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets |Fabric Brush | Pill, Rue & Burr Remover | Battery Po	FBA79819	B0FT8R24QM	Shipped	1	INR	336.0		40.0					40.0	Punhana	HARYANA	121107	IN		false				false
404-7507288-8885116	404-7507288-8885116	2025-12-22T20:08:14+00:00	2025-12-23T04:38:12+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pol	FBA79692	B0DVC58QPZ	Shipped	1	INR	4649.0								GREATER NOIDA	UTTAR PRADESH	201306	IN		false				false
404-0518739-3524356	404-0518739-3524356	2025-12-22T20:07:06+00:00	2025-12-23T07:54:02+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Friz	FBA79406	B0DCK3N2JJ	Shipped	1	INR	2374.0								MUMBAI	MAHARASHTRA	400098	IN		false				false
406-4305978-4433913	406-4305978-4433913	2025-12-22T18:50:40+00:00	2025-12-23T04:49:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function f	FBA79488	B0DFCG2VGS	Shipped	1	INR	1699.0		40.0					40.0	HOSAPETE	KARNATAKA	583201	IN		false				false
407-2875080-3221953	407-2875080-3221953	2025-12-22T18:31:36+00:00	2025-12-22T22:41:54+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |G	FBK79591	B0F29SZCVF	Cancelled	0										GURUGRAM	HARYANA	122004	IN		false				false
408-0754354-4854741	408-0754354-4854741	2025-12-22T18:14:03+00:00	2025-12-25T03:34:02+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC	FBA79440	B0DCGHKRXX	Shipped	1	INR	1999.0								HYDERABAD	TELANGANA	500084	IN		false				false
402-9435836-3936355	402-9435836-3936355	2025-12-22T18:12:30+00:00	2025-12-24T12:18:05+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tan	FBA79271	B0D83Q7L8W	Shipped	1	INR	1248.0		40.0					40.0	MUMBAI	MAHARASHTRA	400072	IN		false				false
405-2417826-8508356	405-2417826-8508356	2025-12-22T17:51:07+00:00	2025-12-23T05:40:04+00:00	Shipped	Amazon	Amazon.in			Expedited	NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tan	FBA79271	B0D83Q7L8W	Shipped	1	INR	1248.0		40.0					40.0	Belgharia	WEST BENGAL	700056	IN		false				false
405-1783136-0551559	405-1783136-0551559	2025-12-22T17:48:22+00:00	2025-12-22T21:59:01+00:00	Cancelled	Amazon	Amazon.in			Expedited	NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tan	FBA79271	B0D83Q7L8W	Cancelled	0										Belgharia	WEST BENGAL	700056	IN		false				false
