brand,asin,week,Spend,Clicks,Impressions,attributed_sales,ams_orders,gmv,sessions,units,buy_box_pct,conversion_pct,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct,category_l0,category_l1,category_l2,SKU,Model,(Parent) ASIN,Title,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B,ad_channel,Spend_ads,Clicks_ads,Impressions_ads,attributed_sales_ads,ams_orders_ads,brand_ads,ad_type,campaign_name
Nexlev,B0D2LGR3GG,4,0.0,0.0,0.0,0.0,0.0,0.0,110.0,,0.0318,,,,,,,,,,,FBА79266,T-01,B0D2LGR3GG,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Safety Guards| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime | Type C | T-01",1.0,0.0004,0.0002,175.0,2.0,0.0004,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0D2LJSQXZ,4,1607.6,152.0,18422.0,9152.55,3.0,0.0,1300.0,,0.1202,,0.1756450388143195,5.693300572281662,,535.8666666666667,,,,,,FBA79276,SM-01,B0D2LJSQXZ,NexLev Steam Mop | Chemical Free Mopping | Floor Cleaning + Carpet Steaming | 4 Extra Mop Pads | 400 ML | 1300W | Floor Disinfectant | For All Floor Types | 4mtr long Cord | Wet & Dry Mopping | SM-01,20.0,0.0045,0.0037,1732.0,29.0,0.0044,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,1607.6,152.0,18422.0,9152.55,3.0,Nexlev,SP_SD,
Nexlev,B0D2LKB4BJ,4,0.0,0.0,0.0,0.0,0.0,0.0,49.0,,0.2593,,,,,,,,,,,FBA79273,HS-02,B0D2LKB4BJ,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate lock| Portable |HS-02, Hair Straightener Tong - Purple",4.0,0.0002,0.0007,62.0,5.0,0.0002,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0D63DTKQB,4,455.62,19.0,7653.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,FBA79333,HM-02,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,455.62,19.0,7653.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0D83Q7L8W,4,1452.62,71.0,22966.0,2100.0,2.0,0.0,530.0,,0.0,,0.6917238095238095,1.4456636973193266,,726.31,,,,,,FBA79271,V-01,B0D83Q7L8W,"NexLev Ionic Hot Air Brush for Woman | 3 in 1 Hair Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01",3.0,0.0018,0.0006,630.0,5.0,0.0016,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,1452.62,71.0,22966.0,2100.0,2.0,Nexlev,SP_SD,
Nexlev,B0D8445KJN,4,0.0,0.0,0.0,0.0,0.0,0.0,174.0,,0.0524,,,,,,,,,,,FBA79279,LR-01,B0D8445KJN,"NexLev Lint Remover | For Woolen Sweaters Shirts Socks Jackets Suede Leggings | Pill, Rue & Burr Remover | 30 Min Use |Type C |Defuzzer | Lint Brush for Coat | 2 Modes | SS Blade | Safety Lock | LR-01",6.0,0.0006,0.0011,227.0,7.0,0.0006,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0D86ZC9YT,4,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.04,,,,,,,,,,,FBA79278,HD-01,B0D86ZC9YT,Nexlev Just Style Pro Hair Dryer |2100 W for Quick & Easy Blowdry | Double Heat Protection Technology | 3 Heat Settings & Cool Shot Function For Salon-Like Styling at Home (HD-01),0.0,0.0001,0.0,27.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0D9KFP4MG,4,3741.76,343.0,83933.0,13594.04,9.0,0.0,1313.0,,0.0199,,0.27525003604520804,3.633060378003934,,415.75111111111113,,,,,,FBA79405,HSB-03,B0D9KFP4MG,"Nexlev HS-01, HS-02, HSB-03 & HSB-04 Hair Straighener & Hair Straightener Brush Variation (Corded Hair Straightener Brush)",13.0,0.0045,0.0024,1802.0,18.0,0.0046,0.0024,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,3741.76,343.0,83933.0,13594.04,9.0,Nexlev,SP_SD,
Nexlev,B0D9KFQG8Q,4,0.0,0.0,0.0,0.0,0.0,0.0,120.0,,0.2576,,,,,,,,,,,FBA79443,LE-03,B0D9KFQG8Q,"Nexlev Skin Scrubber |Red & Blue LED Therapy| Blackhead Remover| Pore Cleaner| Skin Lifting & tightening, wrinkle remover| 2 Silicone Cleaning Heads| Facial Cleansing|Type C Charging| Elixir Pro LE-03",3.0,0.0004,0.0006,137.0,3.0,0.0004,0.0004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DCK7J87D,4,329.74,22.0,3336.0,0.0,0.0,0.0,94.0,,1.0,,,0.0,,,,,,,,FBA79468,SPM-01,B0DCK7J87D,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,1.0,0.0003,0.0002,112.0,1.0,0.0003,0.0001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,329.74,22.0,3336.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DFCDKMWR,4,0.0,0.0,0.0,0.0,0.0,0.0,196.0,,0.0207,,,,,,,,,,,FBA79464,CM-01-BL,B0DFCDKMWR,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Blue CM-01,6.0,0.0007,0.0011,280.0,10.0,0.0007,0.0013,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DFCDZWND,4,4144.4400000000005,228.0,55165.0,7238.070000000001,6.0,0.0,332.0,,0.1703,,0.572589101790947,1.7464530793062512,,690.7400000000001,,,,,,FBA79472,CM-02-PR,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,7.0,0.0011,0.0013,460.0,7.0,0.0012,0.0009,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,4144.4400000000005,228.0,55165.0,7238.070000000001,6.0,Nexlev,SP_SD,
Nexlev,B0DFM4JZV9,4,23.5,3.0,2803.0,0.0,0.0,0.0,18.0,,0.2632,,,0.0,,,,,,,,FBA79466,TI-01,B0DFM4JZV9,"Nexlev Tyre Inflator for Car | Touch Control |150 PSI |12V DC| 4 Nozzles | Digital Tyre Pressure Gauge| Carry Bag | Suitable for Bike, Bicycle or Any Inflatable | Emergency LED Light | TI-01",0.0,0.0001,0.0,21.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,23.5,3.0,2803.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DFMRG2K4,4,0.0,0.0,0.0,0.0,0.0,0.0,83.0,,0.0,,,,,,,,,,,FBA79481,TM-02,B0DFMRG2K4,"NexLev All in One Body Trimmer for Men | Suitable for Beard, Body, Balls, Pubic Hair, Private Parts | 90 Min Runtime |Type C | IPX 7 Waterproof | No Nicks No Cuts | 2 Safety Combs| Extra Blade | TM-02",0.0,0.0003,0.0,99.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DJFH6RTL,4,172.57999999999998,20.0,2765.0,0.0,0.0,0.0,56.0,,0.1159,,,0.0,,,,,,,,FBA79473,TI-02,B0DJFH6RTL,"NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Light| 3m Cord| 3 Air Nozzles| Compact| AER TI-02",0.0,0.0002,0.0,72.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,172.57999999999998,20.0,2765.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DJFJZMC6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,FBA79475,TIC-04,B0DJFJZMC6,"Nexlev Cordless & Corded Tyre Inflator|150 PSI| 6000 mAh Powerbank|LED Light | Type C Port |Digital Display| 5 Pre-Set Modes|Auto Shut-Off |Multiple Nozzles for Cars, Bikes, Cycle| AER Pro Max TIC-04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DK9LYT4P,4,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,0.0862,,,,,,,,,,,FBA79467,TM-01,B0DK9LYT4P,NexLev Beard Trimmer| 90min Run Time| 40 Length Settings| 0.5mm Precision| Washable Stainless Steel Blades| Copper Motor| USB Type-C| IPX7 Waterproof| Travel Lock| 2 Beard Comb| 1 Year Warranty |TM-01,1.0,0.0002,0.0002,64.0,2.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DK9NRBWJ,4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,,,,,,,,,,,FBA79483,TM-03,B0DK9NRBWJ,NexLev Intimate Trimmer for Men|Ceramic Blade|120 Min Runtime|Type C Charge | IPX7 Waterproof | 7000RPM Copper Motor| Cordless|LED Light| Travel Lock| Wet/Dry Groin & Body Shaver | Intimate Pro TM-03,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DKJSCLBD,4,714.04,57.0,11974.0,3800.84,2.0,0.0,512.0,,0.1947,,0.18786373538480966,5.32300711444737,,357.02,,,,,,FBA79566,VC-05,B0DKJSCLBD,"NexLev Cordless Wet & Dry Vacuum Cleaner|For Home Car & Office Use|3 Attachments |HEPA to capture dust | 4000 mAh Battery|Quick Cleaning of Desk, Coffee tea or Water Spill | Compact & Portable | VC-05",11.0,0.0018,0.002,699.0,11.0,0.0018,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,714.04,57.0,11974.0,3800.84,2.0,Nexlev,SP_SD,
Nexlev,B0DKJZDY72,4,0.0,0.0,0.0,0.0,0.0,0.0,87.0,,0.8725,,,,,,,,,,,FBA79565,VC-04,B0DKJZDY72,nexlev Cordless Vacuum Cleaner & Blower |BLDC Copper Motor |HEPA with Stainless Steel Cover | for Home Office & Car Cleaning|4 Attachments | Blower for Dust & Inflatables | Portable & Compact | VC-04,1.0,0.0003,0.0002,117.0,1.0,0.0003,0.0001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DNJF1BLS,4,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,0.1806,,,,,,,,,,,FBA79484,CF-01,B0DNJF1BLS,nexlev Drip Coffee Maker |Filter Coffee for Home & Office | 4-6 Cups | Warming Plate|Borosilicate Carafe | Reusable & Washable Filter | Anti Drip | 750 ml | Cone Filter | Water Level Indicator |CF-01,3.0,0.0002,0.0006,89.0,4.0,0.0002,0.0005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DNJJKBKG,4,539.41,31.0,6659.0,1770.48,1.0,0.0,53.0,,0.9833,,0.3046687903845285,3.282252831797705,,539.41,,,,,,FBA79598,BM-02,B0DNJJKBKG,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,0.0,0.0002,0.0,67.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,539.41,31.0,6659.0,1770.48,1.0,Nexlev,SP_SD,
Nexlev,B0DNJP9T35,4,2329.89,211.0,41938.0,3472.88,2.0,0.0,321.0,,0.1892,,0.6708812282601183,1.4905768083471753,,1164.945,,,,,,FBA79589,SS-02,B0DNJP9T35,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",5.0,0.0011,0.0009,437.0,5.0,0.0011,0.0007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,2329.89,211.0,41938.0,3472.88,2.0,Nexlev,SP_SD,
Nexlev,B0DQ8W1RBV,4,4315.18,257.0,52527.0,6241.530000000001,5.0,0.0,1212.0,,0.0229,,0.6913657388492885,1.4464124323898424,,863.0360000000001,,,,,,FBK79271,V-01 RG,B0DQ8W1RBV,"NexLev Ionic Hot Air Brush for Woman | 3 in 1 Hair Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01RG",5.0,0.0042,0.0009,1676.0,6.0,0.0043,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,4315.18,257.0,52527.0,6241.530000000001,5.0,Nexlev,SP_SD,
Nexlev,B0DTK4FY1G,4,0.0,0.0,0.0,0.0,0.0,0.0,27.0,,0.0,,,,,,,,,,,FBA79698,SS-01(New),B0DTK4FY1G,"NexLev Spin Scrubber with Soap Spray | 6 heads| For Kitchen, Tub, Glass, Complete cleaning tool for Home, Office & Car| 90 min runtime | 4500 mAh | Cordless Type C | Adjustable Handle|SS-01, White",0.0,0.0001,0.0,38.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DVC8NYY2,4,0.0,0.0,0.0,0.0,0.0,0.0,150.0,,0.0594,,,,,,,,,,,FBA79682,HU-02,B0DVC8NYY2,"NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-02",2.0,0.0005,0.0004,219.0,3.0,0.0006,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DVC968P1,4,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,0.1197,,,,,,,,,,,FBA79681,HU-01,B0DVC968P1,"NexLev Cool Mist Humidifier | 3.5L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 44Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-01",5.0,0.0003,0.0009,132.0,5.0,0.0003,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0DVC9PRSD,4,358.16,35.0,22227.0,0.0,0.0,0.0,113.0,,0.1079,,,0.0,,,,,,,,FBA79683,AP-01,B0DVC9PRSD,NexLev Professional Air Purifier for 650 sq ft Area| 8500 Hrs Filter Life|True HEPA 13 Filter |Captures 99.99% Virus and PM 2.5 Particle|For Home & Office|Remote Control & WiFi |Sleep & Auto Mode|A6,6.0,0.0004,0.0011,158.0,17.0,0.0004,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,358.16,35.0,22227.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DVCDD5VC,4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,,,,,,,,,,,FBA79678,NP-07,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,B0FJ8SFNRH,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.4,,,,,,,,,,,FBA79809,KE-03,B0FJ8SFNRH,"NexLev Grand Electric Water Kettle | 1.8 L | 1500 Watts | Stainless Steel | For Home, Office | Auto Cut Off | For Boiling Water, making Tea & Coffee, Instant Noodles, Soup | Cool Touch Handle |KE-03",0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DCK56Q85,4,165.76,8.0,2839.0,0.0,0.0,2599.0,50.0,,1.0,,,0.0,0.06377837629857637,,0.0,1.0,,,,FBA79463,VC-02,B0DCK56Q85,"NexLev Cordless Vacuum Cleaner|HEPA with Stainless Steel Cover|6000 mAh|Copper Motor| Rechargeable Type C|Ideal for Home, Office & Car Use|Compact & Portable|Dust & Pet Hair Remover|3 Attachment|VC-02",1.0,0.0002,0.0002,70.0,1.0,0.0002,0.0002,1.0,1.0,0.0,0.0,2599.0,0.0,1.0,0.0,SP_SD,165.76,8.0,2839.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0D2LHNS9B,4,786.22,37.0,15978.0,0.0,0.0,0.0,31.0,,0.0882,,,0.0,,,,,,,,FBA79265,CR-01,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",0.0,0.0001,0.0,37.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,786.22,37.0,15978.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DM66B2DW,4,2835.88,191.0,17895.0,0.0,0.0,0.0,67.0,,0.6707,,,0.0,,,,,,,,FBA79591,KM-01,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",0.0,0.0003,0.0,89.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,2835.88,191.0,17895.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DQ8W1RBV,4,4315.18,257.0,52527.0,6241.530000000001,5.0,0.0,878.0,,0.0305,,0.6913657388492885,1.4464124323898424,,863.0360000000001,,,,,,FBK79271,V-01 RG,B0DQ8W1RBV,"NexLev Ionic Hot Air Brush for Woman | 3 in 1 Hair Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01RG",4.0,0.0039,0.0008,1196.0,4.0,0.0039,0.0006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,4315.18,257.0,52527.0,6241.530000000001,5.0,Nexlev,SP_SD,
Nexlev,B0DRD8J8R5,4,120.01,8.0,2064.0,1694.07,1.0,0.0,0.0,,0.0,,0.07084122852066325,14.116073660528288,,120.01,,,,,,FBA79599,VC-06,B0DRD8J8R5,nexlev Handheld Vacuum Cleaner| 600 W | 17.5 Kpa Suction | 5 M Cord | Lightweight | Washable Hepa Filter and Dust Container| 4 Attachments | Compact Size | Home & Office Use| VC-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,120.01,8.0,2064.0,1694.07,1.0,Nexlev,SP_SD,
Nexlev,B0DTYDTKN8,4,117.88,10.0,2443.0,0.0,0.0,0.0,315.0,,0.0028,,,0.0,,,,,,,,FBA79699,SPM-01(New),B0DTYDTKN8,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,10.0,0.0014,0.0021,420.0,13.0,0.0014,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,117.88,10.0,2443.0,0.0,0.0,Nexlev,SP_SD,
Nexlev,B0DVC968P1,4,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,0.0855,,,,,,,,,,,FBA79681,HU-01,B0DVC968P1,"NexLev Cool Mist Humidifier | 3.5L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 44Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-01",5.0,0.0004,0.001,132.0,5.0,0.0004,0.0008,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Nexlev,__SB__,4,6.25,1.0,39.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,239.26,10.0,2532.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,167.57,9.0,1595.0,1600.85,1.0,,,,,,0.10467564106568386,9.553321000179029,,167.57,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,116.3,6.0,598.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,251.82,15.0,1668.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.851,0.0,3.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,7.94019,0.0,99.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,2.6094,0.0,16.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,19.91701,0.0,172.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,6.30887,1.0,85.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,13.25,3.0,1105.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,60.25,7.0,1411.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,444.08,25.0,9411.0,862.86,1.0,,,,,,0.5146605474816308,1.9430282831922177,,444.08,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,522.61,29.0,8709.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,250.58,16.0,7140.0,1643.22,1.0,,,,,,0.15249327539830335,6.557666214382632,,250.58,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,336.06,20.0,12741.0,1596.61,1.0,,,,,,0.2104834618347624,4.75096708921026,,336.06,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,255.35,17.0,3686.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
Nexlev,__SB__,4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB,,,,,,,,
