asin,week,brand,Model,ad_type,ad_channel,Spend,Clicks,Impressions,attributed_sales,ams_orders
B01ISNU3X4,4,Tonor,K1,SP_SD,ASIN,5633.68,588.0,96472.0,26283.82,20.0
B01ISNU3X4,5,Tonor,K1,SP_SD,ASIN,4609.45,484.0,81277.0,27509.34,20.0
B01ISNU3X4,6,Tonor,K1,SP_SD,ASIN,5828.55,568.0,90652.0,35372.94,24.0
B01ISNU3X4,7,Audio Array,K1,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B01ISNU3X4,7,Tonor,K1,SP_SD,ASIN,5148.05,423.0,64002.0,21386.489999999998,14.0
B01ISNU3X4,8,Tonor,K1,SP_SD,ASIN,4361.63,352.0,55722.0,16982.22,11.0
B01ISNU3X4,9,Tonor,K1,SP_SD,ASIN,3311.4,269.0,42346.0,13933.07,9.0
B01ISNU3X4,10,Tonor,K1,SP_SD,ASIN,2074.61,148.0,26570.0,3091.52,2.0
B01ISNU3X4,11,Tonor,K1,SP_SD,ASIN,418.89,39.0,7422.0,0.0,0.0
B01ISNU3X4,12,Tonor,K1,SP_SD,ASIN,215.15,15.0,3428.0,0.0,0.0
B01ISNU3X4,13,Tonor,K1,SP_SD,ASIN,265.89,22.0,4325.0,1566.95,1.0
B01ISNU3X4,14,Tonor,K1,SP_SD,ASIN,342.32,43.0,6316.0,0.0,0.0
B01ISNU3X4,15,Tonor,K1,SP_SD,ASIN,374.55,53.0,4385.0,8046.6,5.0
B01ISNU3X4,16,Tonor,K1,SP_SD,ASIN,72.02000000000001,9.0,3592.0,0.0,0.0
B01ISNU3X4,17,Tonor,K1,SP_SD,ASIN,49.05,3.0,1156.0,0.0,0.0
B01ISNU3X4,18,Tonor,K1,SP_SD,ASIN,12.41,2.0,253.0,0.0,0.0
B01ISNU3X4,19,Tonor,K1,SP_SD,ASIN,273.73,14.0,1762.0,1507.63,1.0
B01ISNU3X4,20,Tonor,K1,SP_SD,ASIN,850.73,62.0,8670.0,0.0,0.0
B01ISNU3X4,21,Tonor,K1,SP_SD,ASIN,12.12,5.0,1000.0,0.0,0.0
B078WNW4YW,4,Tonor,S20,SP_SD,ASIN,1227.68,81.0,6798.0,2083.9,1.0
B078WNW4YW,5,Tonor,S20,SP_SD,ASIN,1191.05,81.0,6661.0,4405.08,2.0
B078WNW4YW,6,Tonor,S20,SP_SD,ASIN,1108.3,68.0,6632.0,6607.62,3.0
B078WNW4YW,7,Audio Array,S20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B078WNW4YW,7,Tonor,S20,SP_SD,ASIN,882.73,68.0,3597.0,4405.08,2.0
B078WNW4YW,8,Tonor,S20,SP_SD,ASIN,986.96,54.0,3587.0,4405.08,2.0
B078WNW4YW,9,Tonor,S20,SP_SD,ASIN,632.77,43.0,4154.0,0.0,0.0
B078WNW4YW,10,Tonor,S20,SP_SD,ASIN,439.84,39.0,2814.0,0.0,0.0
B078WNW4YW,11,Tonor,S20,SP_SD,ASIN,378.32,37.0,2178.0,0.0,0.0
B078WNW4YW,12,Tonor,S20,SP_SD,ASIN,313.81,48.0,2551.0,2202.54,1.0
B078WNW4YW,13,Tonor,S20,SP_SD,ASIN,286.8,36.0,3119.0,0.0,0.0
B078WNW4YW,14,Tonor,S20,SP_SD,ASIN,250.49,35.0,2760.0,2202.54,1.0
B078WNW4YW,15,Tonor,S20,SP_SD,ASIN,134.79,19.0,2627.0,0.0,0.0
B078WNW4YW,16,Tonor,S20,SP_SD,ASIN,539.38,48.0,3468.0,6607.62,3.0
B078WNW4YW,17,Tonor,S20,SP_SD,ASIN,490.38,42.0,3407.0,2202.54,1.0
B078WNW4YW,18,Tonor,S20,SP_SD,ASIN,803.15,65.0,5990.0,0.0,0.0
B078WNW4YW,19,Tonor,S20,SP_SD,ASIN,981.45,78.0,4872.0,6525.42,3.0
B078WNW4YW,20,Tonor,S20,SP_SD,ASIN,2237.07,141.0,10465.0,8301.68,4.0
B078WNW4YW,21,Tonor,S20,SP_SD,ASIN,1799.3400000000001,114.0,7735.0,2202.54,1.0
B07GVGMW59,4,Tonor,G11,SP_SD,ASIN,744.5600000000001,74.0,12162.0,4616.110000000001,2.0
B07GVGMW59,5,Tonor,G11,SP_SD,ASIN,1287.25,92.0,18456.0,9022.04,4.0
B07GVGMW59,6,Tonor,G11,SP_SD,ASIN,2335.79,145.0,29474.0,6861.86,3.0
B07GVGMW59,7,Audio Array,G11,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07GVGMW59,7,Tonor,G11,SP_SD,ASIN,2970.28,150.0,35078.0,9149.16,5.0
B07GVGMW59,8,Tonor,G11,SP_SD,ASIN,1035.9099999999999,55.0,14418.0,2541.53,1.0
B07GVGMW59,9,Tonor,G11,SP_SD,ASIN,49.67,3.0,426.0,0.0,0.0
B07GVGMW59,10,Tonor,G11,SP_SD,ASIN,46.11,1.0,780.0,0.0,0.0
B07GVGMW59,11,Tonor,G11,SP_SD,ASIN,81.01,3.0,1991.0,0.0,0.0
B07GVGMW59,12,Tonor,G11,SP_SD,ASIN,699.38,38.0,5725.0,2287.29,1.0
B07GVGMW59,13,Tonor,G11,SP_SD,ASIN,36.22,8.0,2241.0,0.0,0.0
B07GVGMW59,14,Tonor,G11,SP_SD,ASIN,24.240000000000002,5.0,1276.0,0.0,0.0
B07GVGMW59,15,Tonor,G11,SP_SD,ASIN,133.4,21.0,1963.0,0.0,0.0
B07GVGMW59,16,Tonor,G11,SP_SD,ASIN,14.959999999999999,4.0,739.0,3181.86,1.0
B07GVGMW59,17,Tonor,G11,SP_SD,ASIN,0.0,0.0,126.0,0.0,0.0
B07GVGMW59,18,Tonor,G11,SP_SD,ASIN,2.97,1.0,79.0,0.0,0.0
B07GVGMW59,19,Tonor,G11,SP_SD,ASIN,36.910000000000004,8.0,1313.0,0.0,0.0
B07GVGMW59,20,Tonor,G11,SP_SD,ASIN,187.48,33.0,4670.0,4235.6,3.0
B07GVGMW59,21,Tonor,G11,SP_SD,ASIN,135.01,34.0,4905.0,2287.29,2.0
B07JMYG6LF,7,Audio Array,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,8,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,10,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,11,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,12,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,13,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,14,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,15,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07JMYG6LF,17,Tonor,Q9,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07TSN2H9D,4,Tonor,TC-2030,SP_SD,ASIN,267.97,95.0,8825.0,7032.2,2.0
B07TSN2H9D,5,Tonor,TC-2030,SP_SD,ASIN,1144.15,244.0,58054.0,3643.22,1.0
B07TSN2H9D,6,Tonor,TC-2030,SP_SD,ASIN,2012.1000000000001,296.0,75959.0,3558.47,2.0
B07TSN2H9D,7,Audio Array,TC-2030,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07TSN2H9D,7,Tonor,TC-2030,SP_SD,ASIN,1316.37,227.0,52687.0,3558.47,1.0
B07TSN2H9D,8,Tonor,TC-2030,SP_SD,ASIN,765.55,172.0,36244.0,3388.98,1.0
B07TSN2H9D,9,Tonor,TC-2030,SP_SD,ASIN,737.78,147.0,35105.0,0.0,0.0
B07TSN2H9D,10,Tonor,TC-2030,SP_SD,ASIN,125.09,45.0,9448.0,0.0,0.0
B07TSN2H9D,11,Tonor,TC-2030,SP_SD,ASIN,1.59,1.0,434.0,0.0,0.0
B07TSN2H9D,12,Tonor,TC-2030,SP_SD,ASIN,2.3,2.0,587.0,0.0,0.0
B07TSN2H9D,13,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,379.0,0.0,0.0
B07TSN2H9D,14,Tonor,TC-2030,SP_SD,ASIN,3.78,2.0,435.0,0.0,0.0
B07TSN2H9D,15,Tonor,TC-2030,SP_SD,ASIN,6.8,4.0,188.0,0.0,0.0
B07TSN2H9D,16,Tonor,TC-2030,SP_SD,ASIN,11.52,4.0,154.0,0.0,0.0
B07TSN2H9D,17,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,88.0,0.0,0.0
B07TSN2H9D,18,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,1.0,0.0,0.0
B07TSN2H9D,19,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,3.0,0.0,0.0
B07TSN2H9D,20,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,22.0,0.0,0.0
B07TSN2H9D,21,Tonor,TC-2030,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07WLWN2ZT,4,Tonor,TC-777,SP_SD,ASIN,1380.73,189.0,18472.0,0.0,0.0
B07WLWN2ZT,5,Tonor,TC-777,SP_SD,ASIN,1885.79,240.0,34455.0,3557.63,3.0
B07WLWN2ZT,6,Tonor,TC-777,SP_SD,ASIN,1650.09,193.0,20628.0,3727.12,2.0
B07WLWN2ZT,7,Audio Array,TC-777,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B07WLWN2ZT,7,Tonor,TC-777,SP_SD,ASIN,1436.86,123.0,13824.0,1905.93,1.0
B07WLWN2ZT,8,Tonor,TC-777,SP_SD,ASIN,425.03,60.0,5801.0,1778.81,1.0
B07WLWN2ZT,9,Tonor,TC-777,SP_SD,ASIN,641.78,84.0,10413.0,1609.32,1.0
B07WLWN2ZT,10,Tonor,TC-777,SP_SD,ASIN,902.54,130.0,11338.0,10333.89,6.0
B07WLWN2ZT,11,Tonor,TC-777,SP_SD,ASIN,1391.88,182.0,17220.0,10079.65,6.0
B07WLWN2ZT,12,Tonor,TC-777,SP_SD,ASIN,4754.57,466.0,44126.0,14018.65,9.0
B07WLWN2ZT,13,Tonor,TC-777,SP_SD,ASIN,4584.66,388.0,53452.0,0.0,0.0
B07WLWN2ZT,14,Tonor,TC-777,SP_SD,ASIN,3334.98,343.0,26558.0,13806.779999999999,8.0
B07WLWN2ZT,15,Tonor,TC-777,SP_SD,ASIN,3992.12,375.0,39557.0,16001.43,10.0
B07WLWN2ZT,16,Tonor,TC-777,SP_SD,ASIN,2586.2,220.0,27807.0,10369.5,8.0
B07WLWN2ZT,17,Tonor,TC-777,SP_SD,ASIN,2915.7400000000002,275.0,44018.0,12692.36,7.0
B07WLWN2ZT,18,Tonor,TC-777,SP_SD,ASIN,4915.48,369.0,63569.0,5541.530000000001,3.0
B07WLWN2ZT,19,Tonor,TC-777,SP_SD,ASIN,1571.3999999999999,107.0,14316.0,3472.88,2.0
B07WLWN2ZT,20,Tonor,TC-777,SP_SD,ASIN,2342.17,208.0,27283.0,14560.16,10.0
B07WLWN2ZT,21,Tonor,TC-777,SP_SD,ASIN,2704.58,300.0,52738.0,8470.349999999999,5.0
B082W4B7SX,4,Tonor,T20,SP_SD,ASIN,919.22,57.0,11526.0,6312.72,3.0
B082W4B7SX,5,Tonor,T20,SP_SD,ASIN,2682.58,136.0,31082.0,8132.2,4.0
B082W4B7SX,6,Tonor,T20,SP_SD,ASIN,3584.69,156.0,31669.0,7666.9400000000005,3.0
B082W4B7SX,7,Audio Array,T20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B082W4B7SX,7,Tonor,T20,SP_SD,ASIN,2291.6,109.0,23770.0,2075.42,1.0
B082W4B7SX,8,Tonor,T20,SP_SD,ASIN,2470.53,78.0,22262.0,8683.04,4.0
B082W4B7SX,9,Tonor,T20,SP_SD,ASIN,2047.78,86.0,18847.0,4150.84,2.0
B082W4B7SX,10,Tonor,T20,SP_SD,ASIN,939.05,35.0,9601.0,0.0,0.0
B082W4B7SX,11,Tonor,T20,SP_SD,ASIN,345.93,21.0,7038.0,6226.26,4.0
B082W4B7SX,12,Tonor,T20,SP_SD,ASIN,466.75,30.0,5435.0,2075.42,1.0
B082W4B7SX,13,Tonor,T20,SP_SD,ASIN,331.88,20.0,3040.0,0.0,0.0
B082W4B7SX,14,Tonor,T20,SP_SD,ASIN,453.73,32.0,5189.0,4150.84,2.0
B082W4B7SX,15,Tonor,T20,SP_SD,ASIN,318.69,21.0,3095.0,0.0,0.0
B082W4B7SX,16,Tonor,T20,SP_SD,ASIN,178.51999999999998,15.0,4233.0,0.0,0.0
B082W4B7SX,17,Tonor,T20,SP_SD,ASIN,501.93,29.0,6496.0,0.0,0.0
B082W4B7SX,18,Tonor,T20,SP_SD,ASIN,373.15,20.0,5465.0,4744.06,2.0
B082W4B7SX,19,Tonor,T20,SP_SD,ASIN,1307.77,45.0,8768.0,4066.1000000000004,2.0
B082W4B7SX,20,Tonor,T20,SP_SD,ASIN,1070.4099999999999,41.0,6251.0,0.0,0.0
B082W4B7SX,21,Tonor,T20,SP_SD,ASIN,644.8,28.0,7491.0,6946.6,3.0
B089FVQD3Z,4,Tonor,T30,SP_SD,ASIN,869.97,41.0,12642.0,0.0,0.0
B089FVQD3Z,5,Tonor,T30,SP_SD,ASIN,1029.82,42.0,10034.0,2033.06,1.0
B089FVQD3Z,6,Tonor,T30,SP_SD,ASIN,457.62,21.0,7206.0,0.0,0.0
B089FVQD3Z,7,Audio Array,T30,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089FVQD3Z,7,Tonor,T30,SP_SD,ASIN,279.14,18.0,8280.0,2456.78,1.0
B089FVQD3Z,8,Tonor,T30,SP_SD,ASIN,87.47,3.0,643.0,0.0,0.0
B089FVQD3Z,9,Tonor,T30,SP_SD,ASIN,0.0,0.0,1.0,0.0,0.0
B089FVQD3Z,10,Tonor,T30,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089FVQD3Z,11,Tonor,T30,SP_SD,ASIN,0.0,0.0,1.0,0.0,0.0
B089FVQD3Z,12,Tonor,T30,SP_SD,ASIN,468.97,22.0,3944.0,0.0,0.0
B089FVQD3Z,13,Tonor,T30,SP_SD,ASIN,286.93,19.0,2070.0,0.0,0.0
B089FVQD3Z,14,Tonor,T30,SP_SD,ASIN,214.48,17.0,3329.0,0.0,0.0
B089FVQD3Z,15,Tonor,T30,SP_SD,ASIN,123.05000000000001,9.0,2187.0,2075.42,1.0
B089FVQD3Z,16,Tonor,T30,SP_SD,ASIN,97.55999999999999,7.0,2082.0,0.0,0.0
B089FVQD3Z,17,Tonor,T30,SP_SD,ASIN,264.06,15.0,2761.0,2372.03,1.0
B089FVQD3Z,18,Tonor,T30,SP_SD,ASIN,435.1,15.0,3203.0,2117.8,1.0
B089FVQD3Z,19,Tonor,T30,SP_SD,ASIN,79.78999999999999,3.0,274.0,0.0,0.0
B089FVQD3Z,20,Tonor,T30,SP_SD,ASIN,0.0,0.0,5.0,0.0,0.0
B089FVQD3Z,21,Tonor,T30,SP_SD,ASIN,0.0,0.0,2.0,0.0,0.0
B089SJGQBH,7,Audio Array,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,8,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,10,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,11,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,12,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,13,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,14,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,15,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B089SJGQBH,17,Tonor,TC20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B08CVP2HXP,4,Tonor,TC30,SP_SD,ASIN,1207.85,132.0,11709.0,5150.0,3.0
B08CVP2HXP,5,Tonor,TC30,SP_SD,ASIN,1083.8,117.0,16817.0,3896.62,2.0
B08CVP2HXP,6,Tonor,TC30,SP_SD,ASIN,1680.04,151.0,16966.0,1905.93,1.0
B08CVP2HXP,7,Audio Array,TC30,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B08CVP2HXP,7,Tonor,TC30,SP_SD,ASIN,1157.52,127.0,11599.0,3811.86,2.0
B08CVP2HXP,8,Tonor,TC30,SP_SD,ASIN,1050.56,93.0,12114.0,7962.71,4.0
B08CVP2HXP,9,Tonor,TC30,SP_SD,ASIN,1932.3400000000001,113.0,19306.0,0.0,0.0
B08CVP2HXP,10,Tonor,TC30,SP_SD,ASIN,1521.8300000000002,99.0,12605.0,4150.85,3.0
B08CVP2HXP,11,Tonor,TC30,SP_SD,ASIN,557.08,42.0,2863.0,0.0,0.0
B08CVP2HXP,12,Tonor,TC30,SP_SD,ASIN,653.94,67.0,6741.0,1863.56,1.0
B08CVP2HXP,13,Tonor,TC30,SP_SD,ASIN,1490.1000000000001,170.0,20863.0,5421.19,3.0
B08CVP2HXP,14,Tonor,TC30,SP_SD,ASIN,1934.58,188.0,22287.0,5082.2,3.0
B08CVP2HXP,15,Tonor,TC30,SP_SD,ASIN,1859.0800000000002,201.0,30403.0,16561.01,8.0
B08CVP2HXP,16,Tonor,TC30,SP_SD,ASIN,8866.23,411.0,70983.0,19990.68,11.0
B08CVP2HXP,17,Tonor,TC30,SP_SD,ASIN,4184.01,256.0,38695.0,3727.12,2.0
B08CVP2HXP,18,Tonor,TC30,SP_SD,ASIN,947.39,79.0,8709.0,1609.32,1.0
B08CVP2HXP,19,Tonor,TC30,SP_SD,ASIN,2399.5,170.0,27506.0,10307.630000000001,7.0
B08CVP2HXP,20,Tonor,TC30,SP_SD,ASIN,3251.63,230.0,35551.0,9978.81,5.0
B08CVP2HXP,21,Tonor,TC30,SP_SD,ASIN,2343.9,147.0,18273.0,7954.24,4.0
B08NDB5NWP,4,Tonor,TM20,SP_SD,ASIN,959.76,98.0,26079.0,5136.5,2.0
B08NDB5NWP,5,Tonor,TM20,SP_SD,ASIN,969.83,89.0,25996.0,2541.53,1.0
B08NDB5NWP,6,Tonor,TM20,SP_SD,ASIN,964.4399999999999,71.0,14481.0,2287.29,1.0
B08NDB5NWP,7,Audio Array,TM20,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B08NDB5NWP,7,Tonor,TM20,SP_SD,ASIN,902.48,50.0,5641.0,5083.06,2.0
B08NDB5NWP,8,Tonor,TM20,SP_SD,ASIN,394.01,33.0,4339.0,2541.53,1.0
B08NDB5NWP,9,Tonor,TM20,SP_SD,ASIN,701.32,48.0,4228.0,2541.53,1.0
B08NDB5NWP,10,Tonor,TM20,SP_SD,ASIN,439.88,36.0,5013.0,0.0,0.0
B08NDB5NWP,11,Tonor,TM20,SP_SD,ASIN,244.97,28.0,4175.0,0.0,0.0
B08NDB5NWP,12,Tonor,TM20,SP_SD,ASIN,232.74,19.0,2357.0,2541.53,1.0
B08NDB5NWP,13,Tonor,TM20,SP_SD,ASIN,36.74,6.0,598.0,2287.29,1.0
B08NDB5NWP,14,Tonor,TM20,SP_SD,ASIN,7.88,1.0,267.0,0.0,0.0
B08NDB5NWP,15,Tonor,TM20,SP_SD,ASIN,0.0,0.0,8.0,0.0,0.0
B08NDB5NWP,16,Tonor,TM20,SP_SD,ASIN,0.0,0.0,256.0,0.0,0.0
B08NDB5NWP,17,Tonor,TM20,SP_SD,ASIN,15.57,2.0,558.0,0.0,0.0
B08NDB5NWP,18,Tonor,TM20,SP_SD,ASIN,48.43,1.0,266.0,0.0,0.0
B08NDB5NWP,19,Tonor,TM20,SP_SD,ASIN,177.07999999999998,10.0,2239.0,0.0,0.0
B08NDB5NWP,20,Tonor,TM20,SP_SD,ASIN,240.84,13.0,1554.0,0.0,0.0
B08NDB5NWP,21,Tonor,TM20,SP_SD,ASIN,0.0,0.0,216.0,0.0,0.0
B08V1JS3NY,4,Tonor,TC40,SP_SD,ASIN,31.89,8.0,1706.0,0.0,0.0
B08V1JS3NY,5,Tonor,TC40,SP_SD,ASIN,49.0,11.0,2335.0,0.0,0.0
B08V1JS3NY,6,Tonor,TC40,SP_SD,ASIN,59.790000000000006,12.0,2739.0,0.0,0.0
B08V1JS3NY,7,Tonor,TC40,SP_SD,ASIN,61.910000000000004,14.0,2438.0,0.0,0.0
B08V1JS3NY,8,Tonor,TC40,SP_SD,ASIN,37.17,8.0,2078.0,0.0,0.0
B08V1JS3NY,9,Tonor,TC40,SP_SD,ASIN,43.63,11.0,1883.0,0.0,0.0
B08V1JS3NY,10,Tonor,TC40,SP_SD,ASIN,35.43,8.0,1444.0,0.0,0.0
B08V1JS3NY,11,Tonor,TC40,SP_SD,ASIN,17.04,4.0,2215.0,0.0,0.0
B08V1JS3NY,12,Tonor,TC40,SP_SD,ASIN,29.43,7.0,3714.0,0.0,0.0
B08V1JS3NY,13,Tonor,TC40,SP_SD,ASIN,128.97,18.0,6249.0,0.0,0.0
B08V1JS3NY,14,Tonor,TC40,SP_SD,ASIN,522.8100000000001,52.0,25162.0,5591.52,2.0
B08V1JS3NY,15,Tonor,TC40,SP_SD,ASIN,1809.69,118.0,56511.0,3473.73,1.0
B08V1JS3NY,16,Tonor,TC40,SP_SD,ASIN,402.35,23.0,10252.0,0.0,0.0
B08V1JS3NY,17,Tonor,TC40,SP_SD,ASIN,386.67,27.0,11703.0,0.0,0.0
B08V1JS3NY,18,Tonor,TC40,SP_SD,ASIN,476.59999999999997,26.0,9672.0,2850.85,1.0
B08V1JS3NY,19,Tonor,TC40,SP_SD,ASIN,567.39,25.0,15562.0,0.0,0.0
B08V1JS3NY,20,Tonor,TC40,SP_SD,ASIN,72.42,2.0,433.0,0.0,0.0
B08V1JS3NY,21,Tonor,TC40,SP_SD,ASIN,3.15,1.0,1005.0,0.0,0.0
B09Z5Q194D,4,Tonor,ORCA001,SP_SD,ASIN,428.46,40.0,6554.0,0.0,0.0
B09Z5Q194D,5,Tonor,ORCA001,SP_SD,ASIN,86.3,7.0,4103.0,0.0,0.0
B09Z5Q194D,6,Tonor,ORCA001,SP_SD,ASIN,91.27,9.0,1599.0,0.0,0.0
B09Z5Q194D,7,Audio Array,ORCA001,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B09Z5Q194D,7,Tonor,ORCA001,SP_SD,ASIN,39.81,5.0,994.0,0.0,0.0
B09Z5Q194D,8,Tonor,ORCA001,SP_SD,ASIN,57.43000000000001,7.0,995.0,0.0,0.0
B09Z5Q194D,9,Tonor,ORCA001,SP_SD,ASIN,37.65,4.0,815.0,0.0,0.0
B09Z5Q194D,10,Tonor,ORCA001,SP_SD,ASIN,26.0,4.0,797.0,0.0,0.0
B09Z5Q194D,11,Tonor,ORCA001,SP_SD,ASIN,23.95,2.0,640.0,0.0,0.0
B09Z5Q194D,12,Tonor,ORCA001,SP_SD,ASIN,38.65,5.0,953.0,0.0,0.0
B09Z5Q194D,13,Tonor,ORCA001,SP_SD,ASIN,31.58,6.0,1412.0,0.0,0.0
B09Z5Q194D,14,Tonor,ORCA001,SP_SD,ASIN,100.45,9.0,1483.0,0.0,0.0
B09Z5Q194D,15,Tonor,ORCA001,SP_SD,ASIN,12.51,2.0,1472.0,0.0,0.0
B09Z5Q194D,16,Tonor,ORCA001,SP_SD,ASIN,62.06,7.0,1710.0,0.0,0.0
B09Z5Q194D,17,Tonor,ORCA001,SP_SD,ASIN,69.59,7.0,1498.0,0.0,0.0
B09Z5Q194D,18,Tonor,ORCA001,SP_SD,ASIN,120.25,9.0,1160.0,0.0,0.0
B09Z5Q194D,19,Tonor,ORCA001,SP_SD,ASIN,47.42,7.0,1441.0,0.0,0.0
B09Z5Q194D,20,Tonor,ORCA001,SP_SD,ASIN,2.27,1.0,98.0,0.0,0.0
B09Z5Q194D,21,Tonor,ORCA001,SP_SD,ASIN,0.0,0.0,0.0,0.0,0.0
B0B4DPX2J2,4,Audio Array,AM-C1,SP_SD,ASIN,49471.270000000004,2963.0,274780.0,220521.18,102.0
B0B4DPX2J2,5,Audio Array,AM-C1,SP_SD,ASIN,50382.41,3093.0,437702.0,200802.73,92.0
B0B4DPX2J2,6,Audio Array,AM-C1,SP_SD,ASIN,44902.86,3058.0,466162.0,206095.02000000002,90.0
B0B4DPX2J2,7,Audio Array,AM-C1,SP_SD,ASIN,36063.33,1645.0,334509.0,151899.23,71.0
B0B4DPX2J2,8,Audio Array,AM-C1,SP_SD,ASIN,48116.38,2625.0,308597.0,177979.76,79.0
B0B4DPX2J2,9,Audio Array,AM-C1,SP_SD,ASIN,59752.24,3718.0,555667.0,252083.11125000002,116.0
B0B4DPX2J2,10,Audio Array,AM-C1,SP_SD,ASIN,67601.685,4063.375,615149.25,252217.95375,116.0
B0B4DPX2J2,11,Audio Array,AM-C1,SP_SD,ASIN,104506.73,5726.0,907113.0,353388.59,159.0
B0B4DPX2J2,12,Audio Array,AM-C1,SP_SD,ASIN,99056.90999999999,4818.0,631680.0,301235.78,140.0
B0B4DPX2J2,13,Audio Array,AM-C1,SP_SD,ASIN,96398.38,5896.0,936839.0,417021.66000000003,180.0
B0B4DPX2J2,14,Audio Array,AM-C1,SP_SD,ASIN,87217.4,6045.0,1164398.0,293136.83999999997,123.0
B0B4DPX2J2,15,Audio Array,AM-C1,SP_SD,ASIN,78428.37,6492.0,1227626.0,256949.25,117.0
B0B4DPX2J2,16,Audio Array,AM-C1,SP_SD,ASIN,72908.73,4657.0,766846.0,218877.17,104.0
B0B4DPX2J2,17,Audio Array,AM-C1,SP_SD,ASIN,68293.78,4248.0,617310.0,235254.33000000002,99.0
B0B4DPX2J2,18,Audio Array,AM-C1,SP_SD,ASIN,79688.42,5444.0,902468.0,289583.95,126.0
B0B4DPX2J2,19,Audio Array,AM-C1,SP_SD,ASIN,90243.37,5257.0,909874.0,271644.18,121.0
B0B4DPX2J2,20,Audio Array,AM-C1,SP_SD,ASIN,72199.81666666667,3850.6666666666665,427019.6666666667,285617.06,128.66666666666669
B0B4DPX2J2,21,Audio Array,AM-C1,SB,SB,5413.95,301.0,63538.0,5350.0,2.0
B0B4DPX2J2,21,Audio Array,AM-C1,SP_SD,ASIN,62280.85,3866.0,485323.0,250520.7,115.0
B0B4DS678Q,4,Audio Array,AM-C4,SP_SD,ASIN,72.39999999999999,10.0,1238.0,0.0,0.0
B0B4DS678Q,5,Audio Array,AM-C4,SP_SD,ASIN,460.59000000000003,50.0,7825.0,1694.07,2.0
B0B4DS678Q,6,Audio Array,AM-C4,SP_SD,ASIN,601.07,64.0,12450.0,0.0,0.0
B0B4DS678Q,7,Audio Array,AM-C4,SP_SD,ASIN,346.47,33.0,8328.0,1694.07,1.0
B0B4DS678Q,8,Audio Array,AM-C4,SP_SD,ASIN,347.88,22.0,3457.0,0.0,0.0
B0B4DS678Q,9,Audio Array,AM-C4,SP_SD,ASIN,428.20000000000005,43.0,4708.0,0.0,0.0
B0B4DS678Q,10,Audio Array,AM-C4,SP_SD,ASIN,204.61,26.0,3931.0,0.0,1.0
B0B4DS678Q,11,Audio Array,AM-C4,SP_SD,ASIN,411.81,50.0,6702.0,1609.32,1.0
B0B4DS678Q,12,Audio Array,AM-C4,SP_SD,ASIN,505.63,72.0,10816.0,1609.32,1.0
B0B4DS678Q,13,Audio Array,AM-C4,SP_SD,ASIN,343.73,48.0,6192.0,1380.51,1.0
