SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA75688,AM-W12,B0B4G763WS,B0B4G763WS,"Audio Array AM-W12 UHF Dual Wireless Premium Metal Microphones | 4+ Hours Receiver Battery Backup | Range up to 60m| Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box, etc","1,815",52,0.54%,0.66%,"2,373",61,0.52%,0.56%,12.76%,7.32%,2,1,0.11%,1.92%,"₹ 6,777.97","₹ 3,999.00",2,1
FBA75678,AA-01,B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties",904,35,0.27%,0.44%,"1,189",45,0.26%,0.41%,13.97%,26.67%,3,2,0.33%,5.71%,"₹ 5,463.56","₹ 4,298.00",2,1
FBA75683,AA-03,B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",418,16,0.13%,0.20%,531,18,0.12%,0.16%,4.49%,0.00%,2,0,0.48%,0.00%,₹ 896.61,₹ 0.00,2,0
FBA76730,AM-C27,B0BLKB6FRR,B0BLKB6FRR,"Audio Array AM-C27 XLR to TRS Cardioid Dynamic Handheld Microphone Sound for Live Events | Premium Built with 4.5M Cable | Singing, Public Meetings, Studio Recording, Live Sound, Party",31,1,0.01%,0.01%,40,1,0.01%,0.01%,63.16%,100.00%,2,0,6.45%,0.00%,"₹ 2,371.19",₹ 0.00,2,0
FBA79008,AI-06,B0CH4RT4P8,B0CH4RT4P8,"Audio Array AI-06 Streaming Audio Mixer Sound Card | XLR, 1/4"" & line in | PC/Phone RGB Mixer with Volume Fader, Individual Control, Mute and Monitoring, 48V Phantom Power | Stream, Podcast & Karaoke","2,476",48,0.74%,0.61%,"3,053",53,0.66%,0.48%,21.79%,4.88%,2,0,0.08%,0.00%,"₹ 5,647.46",₹ 0.00,2,0
FBA79109,AM-W18,B0CM9HYVDM,B0CM9HYVDM,"Audio Array AM-W18 Wireless Karaoke Speaker with Microphone | Portable Bluetooth Speaker for Singing & Gifting with Voice Changer | Upto 8+ Hours of Playback | Bluetooth v5.3, SD Card & AUX in (Pink)","2,480",63,0.74%,0.80%,"3,481",92,0.76%,0.84%,0.97%,0.00%,2,0,0.08%,0.00%,"₹ 2,100.00",₹ 0.00,2,0
FBA79380,AM-C46,B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","9,271",260,2.78%,3.28%,"12,296",334,2.67%,3.05%,1.38%,0.47%,2,0,0.02%,0.00%,"₹ 5,988.98",₹ 0.00,2,0
FBA79653,AM-C45 Pro,B0DN6LJZBR,B0DN6LJZBR,"Audio Array AM-C45 XLR/USB Pro RGB Dynamic Microphone Kit | 192kHz/24bit Studio Quality Output | Volume Control, Mute and Noise Cancellation | Realtime Monitoring for Streaming, Gaming & podcasting",357,7,0.11%,0.09%,450,8,0.10%,0.07%,41.79%,0.00%,2,0,0.56%,0.00%,"₹ 6,947.46",₹ 0.00,2,0
FBA79823,PB-01 (AM-C11 + AI-04),B0FJ2HZCVN,B0FJ2HZCVN,"Audio Array Ultimate Podcast Bundle | Dynamic Microphone with USB/XLR Connectivity & 24-Bit/192kHz Audio Interface | Ideal for Podcasting, Streaming, Voice Recording & Content Creation - PB-01","2,078",49,0.62%,0.62%,"2,328",54,0.51%,0.49%,36.48%,40.00%,2,0,0.10%,0.00%,"₹ 15,506.78",₹ 0.00,2,0
FBA79830,GB-03 (AI-12 + AM-C43),B0FJ8TSQK1,B0FJ8TSQK1,"Audio Array Singing Bundle | Condenser Mic with Boom Arm & Sound Card V8 | Voice Effects, Reverb, Bluetooth | Ideal for Podcasting, Karaoke, Live Streaming, YouTube & Singing - GB-03",652,11,0.20%,0.14%,835,14,0.18%,0.13%,54.83%,91.67%,2,1,0.31%,9.09%,"₹ 5,371.19","₹ 3,169.00",2,1
FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),B0FTVQQVDC,B0FTVQQVDC,"Audio Array Professional Studio Recording Bundle – XLR Condenser Mic Kit, 2x2 USB Audio Interface, Closed-Back Headphone, Boom Arm, Pop Filter & 48V Phantom Power| 24-bit/192kHz Podcast Kit - PB-10","2,679",42,0.80%,0.53%,"3,635",50,0.79%,0.46%,26.08%,25.00%,2,0,0.07%,0.00%,"₹ 16,947.46",₹ 0.00,2,0
FBA79909,AM-W20,B0FVM17Q4W,B0FVM17Q4W,"Audio Array AM-W20 Magnetic Wireless Lapel Microphone Set | One Touch Smart Noise Reduction | 48KHz/24Bit Hi-fi Recording | 50M Range | 800mAh 48Hrs Long Battery Backup | Vlogging, Podcast, Streaming",200,12,0.06%,0.15%,274,19,0.06%,0.17%,99.21%,100.00%,2,0,1.00%,0.00%,"₹ 3,388.14",₹ 0.00,2,0
FBA79964,AM-Pro12,B0G53KWRWH,B0G53KWRWH,"Audio Array AM-Pro12 12-Channel HYBRID USB Mixer 12 channel analog+2 digital 48kHz/16bit,128DSP Fx, Built-In Compressor, 4Group Buses, Inserts,+24dBu Balanced XLR Outs For Live, Studio & Broadcast","2,551",44,0.76%,0.56%,"3,354",55,0.73%,0.50%,85.95%,90.63%,2,0,0.08%,0.00%,"₹ 38,981.36",₹ 0.00,2,0
FBA79956,A3-XLR,B0GMPGNXX3,B0GMPGNXX3,"Audio Array A3-XLR 3-Pin Male to Female XLR Cable |16 Amp High Current | Professional Audio Plug Silver Plated Contacts | Zinc Diecast Metal Body | Latch Lock Compatible with Mic, Mixer & PA Systems.",36,2,0.01%,0.03%,46,3,0.01%,0.03%,100.00%,100.00%,2,0,5.56%,0.00%,"₹ 1,269.49",₹ 0.00,2,0
FBA75676,AM-C4,B0B4DS678Q,B0B4DS678Q,"Audio Array AM-C4 USB Plug & Play Condenser Microphone with Tripod, Pop-Filter & Shock Mount | for Conference, Gaming, Podcasting, Voice Over, YouTube, Skype, Zoom & Live Streaming on iOS,Windows",873,13,0.26%,0.16%,"1,239",16,0.27%,0.15%,33.73%,16.67%,1,0,0.11%,0.00%,"₹ 1,609.32",₹ 0.00,1,0
FBA75686,AM-W10,B0B4G89VQJ,B0B4G89VQJ,"Audio Array AM-W10 Professional Dual Wireless Lapel Mics | Upto 10hr Battery & 100m Range | 2X Lapel mics, Type C Adapter for Easy Plug&Play | Volume & Mute Function | Vlogging, Streaming, YouTube",20,1,0.01%,0.01%,22,1,0.00%,0.01%,95.24%,0.00%,1,0,5.00%,0.00%,"₹ 3,304.24",₹ 0.00,1,0
FBA75690,AM-C10,B0B4K87PR4,B0B4K87PR4,Audio Array AM-C10 USB Plug & Play Conference Microphone with Speaker | Omni Directional Pickup Upto 4M | Speaker and Mic Mute Buttons | Volume Control & Mute Button | Ideal for Meeting & Video Call,871,58,0.26%,0.73%,"1,278",95,0.28%,0.87%,4.87%,0.00%,1,0,0.11%,0.00%,"₹ 3,388.98",₹ 0.00,1,0
FBA76597,AA-06,B0BQ7H7418,B0BQ7H7418,"Audio Array AA-06 Microphone Boom Arm with 35cm+35cm=70cm Adjustable Suspension Scissor Arm Stand, Shock Mount, Base Clamp, Pop-Filter, 3/8"" to 5/8"" Universal Screw Adapter, 4x Cable Ties",746,25,0.22%,0.32%,"1,080",39,0.23%,0.36%,3.32%,0.00%,1,0,0.13%,0.00%,"₹ 1,122.88",₹ 0.00,1,0
FBA79355,AA-19BL,B0D3M86SH1,B0D3M86SH1,Audio Array AA-19BL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | Black,"1,616",63,0.48%,0.80%,"1,922",66,0.42%,0.60%,4.00%,11.63%,1,0,0.06%,0.00%,"₹ 4,236.44",₹ 0.00,1,0
FBA79356,AA-19WL,B0D3Q2T5XX,B0D3Q2T5XX,Audio Array AA-19WL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | White,"1,650",59,0.49%,0.74%,"1,943",66,0.42%,0.60%,31.37%,24.39%,1,0,0.06%,0.00%,"₹ 4,236.44",₹ 0.00,1,0
FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",B0FJ2JJZL3,B0FJ2JJZL3,"Audio Array Professional Studio Bundle with 24-Bit/192kHz Audio Interface, 4"" Studio Monitors, Condenser Mic & Stands | for Music Production, Podcasting, Dubbing, Recording & Audio Mixing - UB-01","4,464",75,1.34%,0.95%,"5,648",92,1.23%,0.84%,56.44%,48.15%,1,0,0.02%,0.00%,"₹ 16,524.58",₹ 0.00,1,0
FBA79832,GB-05 (AM-C43 + AI-06),B0FJ8S53GW,B0FJ8S53GW,"Audio Array Streaming Bundle Kit | USB Condenser Mic & RGB Sound Card with Phantom Power, Voice Effects, Real-Time Monitoring | for Podcasting, Gaming, YouTube & Live Streaming - GB-05",866,35,0.26%,0.44%,"1,025",40,0.22%,0.37%,33.89%,27.27%,1,1,0.12%,2.86%,"₹ 4,702.54","₹ 5,549.00",1,1
FBA79820,AC-3XL,B0FQJWWDVK,B0FQJWWDVK,"Audio Array AC-3XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (3 Meter/10 Feet)",438,17,0.13%,0.21%,550,20,0.12%,0.18%,6.29%,7.69%,1,0,0.23%,0.00%,₹ 380.51,₹ 0.00,1,0
FBA79842,AM-C48,B0G4DNF8RZ,B0G4DNF8RZ,"Audio Array AM-C48 XLR/USB Professional Full RGB Dynamic Microphone Kit | AI Noise Cancellation | Touch & Knob Controls | Built-in Headphone Monitoring | Podcasting, Recording, Streaming, YouTube","1,157",18,0.35%,0.23%,"1,694",27,0.37%,0.25%,15.78%,5.88%,1,0,0.09%,0.00%,"₹ 2,795.76",₹ 0.00,1,0
FBA79966,AM-Mix10,B0G53KWRVW,B0G53KWRVW,"Audio Array AM-Mix10 10-Channel Hybrid USB Mixer with10 Analog+2 Digital Inputs, 48kHz/16-Bit DSP, Phantom Power, USB-C Powered, AUX Sends, Built-In FX, Balanced XLR Outputs for Live, Studio & Podcast",72,3,0.02%,0.04%,114,4,0.02%,0.04%,93.00%,100.00%,1,0,1.39%,0.00%,"₹ 9,321.19",₹ 0.00,1,0
FBA79965,AM-Mix6,B0G53PRM34,B0G53PRM34,"Audio Array AM-Mix6 6-Channel Hybrid USB Audio Mixer with 6 Analog + 2 Digital Inputs, 48kHz/16-Bit, +50dB Mic Gain, PAD Switch, Dual AUX Sends,128 DSP FX, Balanced XLR Main Output, ≥102dB Max SPL",272,9,0.08%,0.11%,386,9,0.08%,0.08%,75.49%,83.33%,1,0,0.37%,0.00%,"₹ 7,202.54",₹ 0.00,1,0
FBA79982,AK-61 Pro,B0GN8MPYPG,B0GN8MPYPG,"Audio Array AK-61 Pro 61-Key Portable Electronic Keyboard with LCD Display, Built-in Speakers, Mic Input & Included Mics, 255 Timbres, 512 Rhythms, Battery & Adapter Powered",340,1,0.10%,0.01%,510,1,0.11%,0.01%,40.50%,0.00%,1,0,0.29%,0.00%,"₹ 4,660.17",₹ 0.00,1,0
FBA76716,AM-C13,B0BLK8DNPD,B0BLK8DNPD,Audio Array AM-C13 Condenser Lapel Microphone | 6M Shielded Cable | Metal Build | Plug n Play Mobile & DSLR Support | 3.5mm Connector | Omnidirectional Pickup | Hard Case Included | 1 Year Warranty.,34,0,0.01%,0.00%,48,0,0.01%,0.00%,95.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA77011,AM-C29,B0BPMN89NG,B0BPMN89NG,"Audio Array AM-C29 4 Pickup Pattern Professional USB Plug & Play Condenser Microphone | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | For Conference, Gaming, Podcasting & Live Streaming",45,2,0.01%,0.03%,62,3,0.01%,0.03%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78203,AM-C30,B0C4YTNJG7,B0C4YTNJG7,"Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover",130,2,0.04%,0.03%,175,2,0.04%,0.02%,10.88%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78420,AM-C33,B0C5957W3P,B0C5957W3P,"Audio Array AM-C33 Lapel Microphone | 1M Long, Strong Cable | 3.5mm TRRS | 3.5mm TRRS Port & TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty",31,0,0.01%,0.00%,38,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78925,AM-C11X,B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty","1,293",36,0.39%,0.45%,"1,682",48,0.37%,0.44%,18.99%,3.03%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79010,AM-C42,B0CH4T2BJD,B0CH4T2BJD,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",631,13,0.19%,0.16%,"1,014",25,0.22%,0.23%,22.53%,54.55%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79064,AA-25,B0CJR76Y7G,B0CJR76Y7G,"Audio Array AA-25 Handheld Microphone Interview Adapter for Wireless Lapel Microphones | Supports, Rode Go, DJI, Hollyland mics etc | Foam Cover with Built-in Cold Shoe Mount",819,22,0.25%,0.28%,"1,231",34,0.27%,0.31%,0.95%,41.18%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79106,AM-C44,B0CM9KJZWQ,B0CM9KJZWQ,"Audio Array AM-C44 XLR/USB Professional Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming, Podcasting","1,346",33,0.40%,0.42%,"1,897",61,0.41%,0.56%,2.43%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79230,AM-W46,B0CX1XK5R6,B0CX1XK5R6,Audio Array AM-W46 Groove Wireless Bluetooth 5.3 Bookshelf Speaker 30W | 5400mAh upto 24h Long Battery | 3 EQ Modes | Stylish Premium Metal Body | Superior Bass Quality,309,12,0.09%,0.15%,376,15,0.08%,0.14%,6.40%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79379,AM-C45,B0D3LZWTHV,B0D3LZWTHV,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing","1,945",45,0.58%,0.57%,"2,757",49,0.60%,0.45%,7.56%,7.89%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0D95RYNSF,B0D95RYNSF,Audio Array Boom Arm (AA-19 & AA-19BL & AA-19WL),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0DCP84G5S,B0DCP84G5S,Audio Array Boom Arm (AA-11 & AA-13 & AA-20 & AA-06),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79448,AM-W35,B0DFMKY4TT,B0DFMKY4TT,"Audio Array AM-W35 UHF Dual Wireless Premium Karaoke Microphones | 800mah 5-6 Hours Battery Backup | Range up to 50M | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box","5,404",78,1.62%,0.98%,"6,877",100,1.49%,0.91%,22.21%,4.92%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79447,AM-W34,B0DFMLXD9S,B0DFMLXD9S,"Audio Array AM-W34 UHF Dual Wireless Premium Metal Microphones | 800mAh 6-8 Hours Receiver Battery Backup | Range up to 50M | Karaoke Singing, Wedding, Church | PA System, Amplifier, Mixer, Party Box",656,38,0.20%,0.48%,934,49,0.20%,0.45%,5.31%,5.26%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79449,AM-W36,B0DFMNGFTD,B0DFMNGFTD,"Audio Array AM-W36 UHF Dual Wireless Premium Metal Microphone with Charging | 2X XLR Outs & 1/4"" Mix Out | 328ft/100M Range | Karaoke Singing, Wedding, Events | PA System, Amplifier, Mixer, Party Box","5,652",130,1.69%,1.64%,"7,672",189,1.67%,1.73%,0.79%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0DKNN6D2L,B0DKNN6D2L,Audio Array Conference Microphone (AM-C5 & AM-C28),3,1,0.00%,0.01%,4,1,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79655,AM-C44 Pro,B0DN6PFWNK,B0DN6PFWNK,Audio Array AM-C44 Pro XLR/USB Professional Dynamic Microphone Kit | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming & Podcasting,970,17,0.29%,0.21%,"1,229",19,0.27%,0.17%,10.17%,6.67%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79783,AM-C47,B0FF9R3GKK,B0FF9R3GKK,"Audio Array AM-C47 RGB USB Condenser Mic Kit | AI Noise Cancellation, 192kHz/24Bit Studio Quality, Touch Control, Headphone Monitoring | Podcasting, YouTube, Gaming & Streaming | Mac/PC & Mobile","1,387",41,0.42%,0.52%,"1,754",52,0.38%,0.47%,5.08%,6.06%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79822,KB-01 (AM-W32 + AI-12),B0FJ2J6MTF,B0FJ2J6MTF,"Audio Array Portable Karaoke Bundle | Dual Wireless UHF Microphones with Rechargeable Battery Receiver & USB Plug n Play BT Soundcard Mixer | Ideal for Parties, Home Karaoke & Live Singing - KB-01",234,6,0.07%,0.08%,288,6,0.06%,0.05%,35.14%,50.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79826,PB-02 (AI-04 Red + AM-C11 + AA-05),B0FJ2LQT7K,B0FJ2LQT7K,"Audio Array Complete Podcast Bundle | USB/XLR Dynamic Mic with Audio Interface 24bit/192kHz & Boom Arm Stand | Professional Streaming & Recording Kit for PC, Mac & Mobile Devices - PB-02",51,0,0.02%,0.00%,65,0,0.01%,0.00%,13.56%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79833,PB-04 (AI-04 Red + AM-C44 x 2),B0FJ8PZ9H7,B0FJ8PZ9H7,"Audio Array Pro Podcasting Bundle | Audio Interface with 48V Phantom Power & Dual USB/XLR Touch-Control Mics | 192kHz/24bit, Mute, Monitor, Volume Control | Recording, Streaming & Podcasting - PB-04","2,202",49,0.66%,0.62%,"2,371",59,0.51%,0.54%,29.75%,25.93%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79827,PB-03 (AI-04 Red + AM-C11 x 2),B0FJ8S5XJ8,B0FJ8S5XJ8,"Audio Array Complete Podcast Bundle | Dual USB/XLR Dynamic Microphones with Audio Interface 24bit / 192kHz|Metal Body|Pro Streaming & Recording Kit for PC, Mac & Mobile - PB-03","2,201",58,0.66%,0.73%,"2,504",82,0.54%,0.75%,1.76%,7.14%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79834,PB-05 (AA-05 + AM-C11 + AI-04),B0FJ8T4WXM,B0FJ8T4WXM,"Audio Array Podcast Kit | USB/XLR Dynamic Mic with Boom Arm & Audio Interface 24-Bit/192kHz | Metal Build | Plug & Play | No-Latency Monitoring for Streaming, Recording & Content Creation - PB-05",68,0,0.02%,0.00%,83,0,0.02%,0.00%,92.41%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79835,PB-06 (AA-05 + AM-C44 + AI-04),B0FJ8TWCQZ,B0FJ8TWCQZ,"Audio Array Pro Podcast Bundle | USB/XLR Dynamic Microphone with 24-Bit/192kHz Audio Interface & Boom Arm | Real-Time Monitoring, Plug & Play for Streaming, Recording & Content Creation - PB-06",77,1,0.02%,0.01%,102,2,0.02%,0.02%,40.43%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79831,GB-04 (AM-C45 + AI-06),B0FJ8W5Y9Q,B0FJ8W5Y9Q,"Audio Array RGB Gaming Bundle|RGB USB Dynamic Microphone with Sound Card – Mute, Volume Control, Monitoring, Noise Cancellation, Voice Effects|for Streaming, Podcasting, Gaming, Singing - GB-04",22,0,0.01%,0.00%,28,0,0.01%,0.00%,62.96%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),B0FJ8Z1W81,B0FJ8Z1W81,"Audio Array RGB Podcast Bundle | Dynamic RGB USB/XLR Mic with 24-Bit/192kHz Audio Interface & Boom Arm | AI Noise Cancelling, Plug & Play Kit for Streaming, Podcasting, Gaming & Recording - PB-07",28,0,0.01%,0.00%,33,0,0.01%,0.00%,43.75%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79846,AM-C11X Pro,B0FN7C25VS,B0FN7C25VS,"Audio Array AM-C11X Pro XLR Podcast Mic Kit with Dynamic Microphone, 2m XLR Cable & Adjustable Boom Arm | Studio-Quality Sound, 20Hz–20kHz, All-Metal Build for Podcasting, Streaming & Recording",873,11,0.26%,0.14%,"1,061",18,0.23%,0.16%,9.38%,23.53%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79847,PB-09 (AM-C45 + AI-06 + AA-05),B0FN7FYZM3,B0FN7FYZM3,"Audio Array RGB Gaming Mic Bundle with USB/XLR Microphone, Boom Arm & Sound Card Mixer | Streaming Mic Kit with Voice Effects, AI Noise Cancel, RGB Lights for Podcasting, Gaming & Recording - PB-09",39,0,0.01%,0.00%,46,0,0.01%,0.00%,6.82%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79815,AM-W19,B0FPR7VFCH,B0FPR7VFCH,"Audio Array AM-W19 Wireless Lavalier Microphone|192kHz/24bit |AI Noise Cancellation for iPhone/Android, 32h Charging Case, Plug & Play for Vlogging, Streaming, Meetings, Video Recording",591,15,0.18%,0.19%,742,17,0.16%,0.16%,7.26%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79816,AM-W22,B0FPR962YS,B0FPR962YS,"Audio Array AM-W22 | Latest 2026 Edition Wireless Microphone for Camera/iPhone/Android/iPad/Laptop, Lav Mic with Charging Case, AI Noise Reduction, 50H Battery, 230ft Range, for Recording, YouTube","1,085",40,0.33%,0.50%,"1,448",59,0.31%,0.54%,3.17%,3.45%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FR9H2QQY,B0FR9H2QQY,Audio Array Professional Recording Studio (PB-02 & PB-06 & PB-07),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79905,PB-11 (AM-C44+AA-05+AH-45-BK),B0FTVSH458,B0FTVSH458,"Audio Array Professional Dynamic Studio Bundle with Headphones – USB/XLR Dynamic Microphone, Boom Arm, Monitoring Headphones | 24-bit/192kHz, Plug & Play, No-Latency Recording, Monitoring - PB-11",23,0,0.01%,0.00%,28,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79908,PB-14 (AM-C43+AH-40-SL+AI-12),B0FTVV1QJY,B0FTVV1QJY,"Audio Array Professional Recording Bundle with BT Soundcard – USB Condenser Microphone, Studio Headphones | Cardioid Mic, Noise Reduction & 6 Sound Modes for Streaming Recording & Podcasting - PB-14",96,0,0.03%,0.00%,121,0,0.03%,0.00%,88.98%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79906,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),B0FTVVLNS9,B0FTVVLNS9,"Audio Array Professional Dynamic Bundle with Headphones & Audio Interface - USB/XLR Dynamic Microphone, 24-bit/192kHz Interface, Boom Arm & Semi-Open Headphones | Plug & Play Podcast Kit - PB-12",889,15,0.27%,0.19%,"1,099",19,0.24%,0.17%,25.22%,37.50%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0G1B6L5GM,B0G1B6L5GM,Audio Array Podcast Microphones (AM-C11 & AM-C11x & AM-C11 Pro & AM-C11x Pro),1,0,0.00%,0.00%,3,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79957,AM-W23,B0G3Q517Y2,B0G3Q517Y2,"Audio Array AM-W23 Magnetic Wieless Mic with Charging Pouch 2026 Edition 24Bit/ 48Khz, iPhone/Android/iPad/Laptop, AI Noise Reduction, 50H Battery, 230ft Range for Recording, Vlogging",874,53,0.26%,0.67%,"1,226",68,0.27%,0.62%,0.45%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79963,AM-Mix8,B0G53CB72D,B0G53CB72D,"Audio Array AM-Pro8 8-Channel Hybrid USB Mixer 8 Analog+2 Digital Inputs, 48kHz/16-Bit, Built-In Compressor, 6AUX Sends, Group Buses, Insert Points,+24dBu Balanced Outputs for Live, Studio & Broadcast","1,943",38,0.58%,0.48%,"2,419",51,0.53%,0.47%,35.22%,37.14%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79962,AM-Mix4 OTG,B0G53LZNY3,B0G53LZNY3,"Audio Array AM-Mix4 OTG 4-Channel 3 Out Hybrid USB Summing Audio Mixer (4 Analog + 2 Digital), 192kHz/24-Bit OTG, 99 DSP FX, Logarithmic Faders, Balanced XLR Out, Phantom Power, Hi-Z, 3-Band EQ",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
