ASIN,Qty,OpenPOUnits,Aged90PlusUnits,UnsellableUnits,SellableCost,SnapshotDate
B01LHVBT5U,2,0,2,0,5355.0,2026-08-01
B003B0A6ZK,2,2,0,0,1140.09,2026-08-01
B09T3JVYQS,2,0,0,0,20959.66,2026-08-01
B07XC3M6Y1,2,0,0,0,103739.07,2026-08-01
B0030YD3IY,2,1,0,0,9654.76,2026-08-01
B07G9M74JZ,2,0,2,0,34561.63,2026-08-01
B00LJV90IM,2,0,0,0,30526.41,2026-08-01
B004TQJ174,2,0,0,0,15691.24,2026-08-01
B00OB48L48,2,0,0,0,3004.24,2026-08-01
B000RVX1Q2,2,0,0,0,33128.62,2026-08-01
B00SKJGZLG,2,0,0,0,27362.16,2026-08-01
B07K89DNTZ,2,0,0,0,35912.84,2026-08-01
B000WA8KYG,2,0,2,0,5873.26,2026-08-01
B0002U876M,1,0,0,0,1485.12,2026-08-01
B073WNS92T,1,0,1,0,19636.55,2026-08-01
B0924G6DJX,1,13,0,1,1712.17,2026-08-01
B06XC9MBVP,1,0,1,0,6299.65,2026-08-01
B0779BB8DM,1,0,1,0,1125.09,2026-08-01
B00GJW0JGI,1,0,0,0,15434.22,2026-08-01
B09NWGYVLD,1,0,1,0,25989.55,2026-08-01
B0002F56ZC,1,0,1,0,10127.8,2026-08-01
B0002GJ940,1,1,0,0,448.04,2026-08-01
B00X5TXLY0,1,0,0,0,7201.57,2026-08-01
B00186L65S,1,1,0,0,1715.14,2026-08-01
B0779JXC7S,1,0,1,0,22115.75,2026-08-01
B011UDPXK2,1,0,0,0,6830.54,2026-08-01
B00GQDORA4,1,0,1,1,4513.77,2026-08-01
B0002F6O0S,1,0,0,0,1995.16,2026-08-01
B08874YDB4,1,50,1,0,4999.39,2026-08-01
B07BCN6FFH,1,0,0,0,10450.83,2026-08-01
B0002F7B8W,1,0,1,0,32635.58,2026-08-01
B00JDJBDC8,1,4,0,0,1494.12,2026-08-01
B00S2Z9BTQ,1,0,0,0,10174.8,2026-08-01
B08TYWJHR7,1,21,0,1,48627.69,2026-08-01
B082K7BXWD,1,0,1,0,1614.54,2026-08-01
B000CD3QY2,1,2,1,0,11233.89,2026-08-01
B01G6JRLIC,1,0,1,0,1295.1,2026-08-01
B09NZ7NVTM,1,0,1,0,3741.92,2026-08-01
B09C1BQZZV,1,0,1,0,3039.24,2026-08-01
B00OB49034,1,0,1,0,2117.86,2026-08-01
B0009SZQMU,1,0,1,0,17564.39,2026-08-01
B000RW5PXI,1,2,0,1,16564.31,2026-08-01
B00SKJH1IW,1,0,0,0,16241.28,2026-08-01
B07GTLBP83,1,1,0,0,508.04,2026-08-01
B003AP94WC,1,18,1,0,520.04,2026-08-01
B09NZBJY2M,1,0,0,0,2007.16,2026-08-01
B0032WBK5M,1,0,1,0,7837.62,2026-08-01
B01KBT2EH6,1,0,1,0,8873.7,2026-08-01
B083N6Q72Z,1,0,1,0,16055.77,2026-08-01
B09PH7Z2L2,1,0,1,0,4365.34,2026-08-01
B07D3MPLFT,1,1,0,0,3280.26,2026-08-01
B07XC3BHTL,1,13,0,0,38902.15,2026-08-01
B076T15QLW,1,0,0,0,11568.91,2026-08-01
B0015Y8U5W,1,0,0,0,22326.76,2026-08-01
B00SMKOGF0,1,0,1,0,18013.42,2026-08-01
B0030YGHDM,1,0,0,0,4553.36,2026-08-01
B00FYQFPFU,1,0,1,0,0.0,2026-08-01
B07N292S5J,1,0,0,0,30877.44,2026-08-01
B09NZKQLRR,1,0,0,0,2808.22,2026-08-01
B003B0A740,1,2,0,0,1216.1,2026-08-01
B00IJ7FGSC,1,0,1,0,28351.24,2026-08-01
B000UXIEPU,1,3,0,0,9081.72,2026-08-01
B0091401EQ,1,0,1,0,15096.19,2026-08-01
B08CF53PQH,1,0,1,0,0.0,2026-08-01
B008TNAGP4,1,0,1,0,3577.28,2026-08-01
B07MZS13BF,1,0,0,0,4500.36,2026-08-01
B06Y4FYPNY,1,0,1,0,96374.61,2026-08-01
B083JJZVW7,0,0,0,0,,2026-08-01
B01MRA2W8L,0,0,0,0,,2026-08-01
B07CXKKB1W,0,0,0,0,,2026-08-01
B07JFF2JYQ,0,0,0,0,,2026-08-01
B087J8W117,0,1,0,0,,2026-08-01
B089VXMQ48,0,1,0,0,,2026-08-01
B07HDB12FM,0,2,0,0,,2026-08-01
B000EEHFY6,0,15,0,0,,2026-08-01
B07CX617K6,0,1,0,0,,2026-08-01
B07NBFJRWG,0,1,0,0,,2026-08-01
B0002F7JWK,0,1,0,0,,2026-08-01
B015R0IQGW,0,23,0,11,0.0,2026-08-01
B0002E1I64,0,2,0,0,,2026-08-01
B00724YZTO,0,1,0,0,,2026-08-01
B08BCYX4R7,0,0,0,1,0.0,2026-08-01
B000EENF4U,0,39,0,1,0.0,2026-08-01
B0002F7J66,0,1,0,0,,2026-08-01
B00LJV8Y0W,0,1,0,0,,2026-08-01
B07KYKTRKX,0,5,0,0,,2026-08-01
B07BBG8L4G,0,8,0,1,0.0,2026-08-01
B01L35VH2U,0,1,0,0,,2026-08-01
B0976XR8V3,0,1,0,0,,2026-08-01
B004WMURHS,0,1,0,0,,2026-08-01
B06Y1XXMYG,0,0,0,0,,2026-08-01
B07D3N48HH,0,1,0,0,,2026-08-01
B09T3JBXHQ,0,0,0,0,,2026-08-01
B000EEGAP6,0,0,0,0,,2026-08-01
B00JDJNZ6K,0,42,0,0,,2026-08-01
B000YB59MY,0,1,0,0,,2026-08-01
B002AI880O,0,0,0,0,,2026-08-01
B00MWRYZ6Y,0,1,0,0,,2026-08-01
B07T2R7PGY,0,1,0,0,,2026-08-01
B08KFQWJYY,0,0,0,0,,2026-08-01
B07FYHLCT4,0,0,0,0,,2026-08-01
B08TYGP1CJ,0,33,0,1,0.0,2026-08-01
B000R9YLTK,0,1,0,0,,2026-08-01
B00IO1NHPM,0,10,0,1,0.0,2026-08-01
B06XF1K23Q,0,2,0,0,,2026-08-01
B00S9YZZOK,0,1,0,0,,2026-08-01
B014R94EE2,0,1,0,0,,2026-08-01
B086YW3PKM,0,0,0,0,,2026-08-01
B018BP4N4O,0,0,0,0,,2026-08-01
B0076FOTY0,0,1,0,0,,2026-08-01
B09MJ1N2D9,0,8,0,0,,2026-08-01
B07TG9F8SL,0,1,0,0,,2026-08-01
B00UI5FGBK,0,1,0,0,,2026-08-01
B0002F77AE,0,1,0,0,,2026-08-01
B073W82RLK,0,1,0,0,,2026-08-01
B00MWRYZWI,0,1,0,0,,2026-08-01
B085WRN1VD,0,2,0,0,,2026-08-01
B06Y1XD9H7,0,0,0,1,0.0,2026-08-01
B06Y436243,0,1,0,0,,2026-08-01
B00S2Z9EI4,0,1,0,0,,2026-08-01
B003B10CNK,0,1,0,0,,2026-08-01
B07BCQ7P7Z,0,0,0,1,0.0,2026-08-01
B000QDNO9U,0,0,0,0,,2026-08-01
B073W8THV4,0,1,0,0,,2026-08-01
B00724YNEG,0,1,0,0,,2026-08-01
B09HW1GYJ9,0,2,0,0,,2026-08-01
B0002E3L2I,0,1,0,0,,2026-08-01
B0002DUS8Y,0,7,0,0,,2026-08-01
B06Y1W8X57,0,0,0,0,,2026-08-01
B07VXNW64L,0,0,0,0,,2026-08-01
B09KZJTW73,0,6,0,0,,2026-08-01
B018BQ19CW,0,1,0,0,,2026-08-01
B07XF8Z2CQ,0,1,0,0,,2026-08-01
B07F2ZXJT5,0,1,0,0,,2026-08-01
B00MWRZ11M,0,1,0,0,,2026-08-01
B000978DGW,0,0,0,1,0.0,2026-08-01
B077Y531H1,0,1,0,0,,2026-08-01
B0002F7J6Q,0,1,0,0,,2026-08-01
B00F94XTGO,0,1,0,0,,2026-08-01
B09SGGL6T1,0,1,0,0,,2026-08-01
B0002E29AS,0,1,0,0,,2026-08-01
B003B0S0QC,0,1,0,0,,2026-08-01
B07BCPDJFM,0,0,0,0,,2026-08-01
B004A91X8K,0,1,0,0,,2026-08-01
B09713C5MP,0,1,0,0,,2026-08-01
B08KFQR75G,0,0,0,0,,2026-08-01
B0009EQMZE,0,1,0,0,,2026-08-01
B07HSLPNN1,0,1,0,0,,2026-08-01
B00J3Z4Y8C,0,2,0,0,0.0,2026-08-01
B07HSFDNQM,0,1,0,0,,2026-08-01
B003B0CH5C,0,0,0,0,,2026-08-01
B011UDCZTE,0,0,0,0,,2026-08-01
B0002CZVK0,0,1,0,0,,2026-08-01
B0002D0ELA,0,1,0,0,,2026-08-01
B0002F779K,0,1,0,0,,2026-08-01
B09FPTFLZX,0,0,0,1,0.0,2026-08-01
B083N7CQWL,0,1,0,0,,2026-08-01
B06XC48TTD,0,0,0,0,,2026-08-01
B092VB4K3P,0,2,0,0,,2026-08-01
B07YX6MM9N,0,0,0,0,,2026-08-01
B00JDJLOKE,0,6,0,0,,2026-08-01
B00S2Z95RO,0,0,0,0,,2026-08-01
B004A96D6W,0,1,0,0,,2026-08-01
B003B01QR2,0,0,0,0,,2026-08-01
B003B10CKS,0,1,0,0,,2026-08-01
B000RYB508,0,0,0,0,,2026-08-01
B000788VPG,0,1,0,0,,2026-08-01
B0050ALN2E,0,0,0,0,,2026-08-01
B08M9SK8JT,0,0,0,1,0.0,2026-08-01
B083MXSC7Z,0,1,0,0,,2026-08-01
B0002E2OV2,0,1,0,0,,2026-08-01
B07HSFB4YY,0,1,0,0,,2026-08-01
B073W8YCMW,0,1,0,0,,2026-08-01
B07JFPXL43,0,0,0,0,,2026-08-01
B003B0S0K8,0,1,0,0,,2026-08-01
B00B5I9GYW,0,1,0,0,,2026-08-01
B008CVDTO8,0,0,0,1,0.0,2026-08-01
B07JDHM2TV,0,1,0,2,0.0,2026-08-01
B096W9RTFM,0,1,0,0,,2026-08-01
B00724YY54,0,1,0,0,,2026-08-01
B000RW0ECK,0,0,0,0,,2026-08-01
B000P5LVSK,0,51,0,0,,2026-08-01
B06XY8LWZR,0,0,0,0,,2026-08-01
B003AYLMO6,0,1,0,0,,2026-08-01
B0030YEP90,0,0,0,0,,2026-08-01
B073W9DF8V,0,1,0,0,,2026-08-01
B077TFVQ2F,0,1,0,0,,2026-08-01
B00X5TXKF0,0,1,0,0,,2026-08-01
B00075EKCM,0,1,0,0,,2026-08-01
B004C03XHG,0,0,0,0,,2026-08-01
B0002GFTIK,0,3,0,0,,2026-08-01
B0002E54FK,0,1,0,0,,2026-08-01
B0957XVR91,0,0,0,0,,2026-08-01
B0002E2OTE,0,1,0,0,,2026-08-01
B0002E3L1E,0,1,0,0,,2026-08-01
B08P4FCTG7,0,0,0,1,0.0,2026-08-01
B0002F4ZU4,0,1,0,0,,2026-08-01
B0116X17JW,0,40,0,0,,2026-08-01
B00B5XFGBE,0,1,0,0,,2026-08-01
B003JFVC4G,0,1,0,0,,2026-08-01
B00TK136SI,0,1,0,0,,2026-08-01
B0002F501C,0,1,0,0,,2026-08-01
B0002E4Y2E,0,1,0,0,,2026-08-01
B00CFP5CRO,0,0,0,0,,2026-08-01
B083NC4ZTT,0,1,0,0,,2026-08-01
B07N28NZYS,0,0,0,0,,2026-08-01
B07N28P3VJ,0,0,0,0,,2026-08-01
B09NZWB9YD,0,1,0,0,,2026-08-01
B07S2HLRS2,0,0,0,0,,2026-08-01
B07XGZQ8SX,0,0,0,2,0.0,2026-08-01
B0002E5644,0,1,0,0,,2026-08-01
B003B01QSG,0,38,0,0,,2026-08-01
B00775TDU4,0,1,0,0,,2026-08-01
B0030YAZLC,0,3,0,0,,2026-08-01
B07CVDV83K,0,1,0,0,,2026-08-01
B011UDLC0C,0,0,0,0,,2026-08-01
B083N8N7TB,0,0,0,0,,2026-08-01
B073W82RLP,0,1,0,0,,2026-08-01
B07FYBLG93,0,0,0,0,,2026-08-01
B00MWRYYJ2,0,1,0,0,,2026-08-01
B07JMLDR2Y,0,1,0,0,,2026-08-01
B00J3YYSUW,0,7,0,0,,2026-08-01
B00EGHMURE,0,0,0,0,,2026-08-01
B07NJ8Y8RP,0,1,0,0,,2026-08-01
B0002F4ZUO,0,1,0,0,,2026-08-01
B000AL47OO,0,1,0,0,,2026-08-01
B077HD4JB9,0,1,0,0,,2026-08-01
B0976XTVR2,0,1,0,0,,2026-08-01
B0016MQEJW,0,2,0,0,,2026-08-01
B00CAE8PM4,0,2,0,0,,2026-08-01
B07TJBQXBW,0,1,0,0,,2026-08-01
B00S2Z9ACY,0,1,0,0,,2026-08-01
B07JN58HWY,0,1,0,0,,2026-08-01
B00S2Z94PM,0,0,0,0,,2026-08-01
B003JFZ2P6,0,1,0,0,,2026-08-01
B008TNAGQS,0,0,0,1,0.0,2026-08-01
B078NF6WD6,0,0,0,0,,2026-08-01
B06XDZTH2X,0,4,0,0,,2026-08-01
B0B66L8PLP,0,0,0,1,0.0,2026-08-01
B001NZB2D0,0,1,0,0,,2026-08-01
B0976Z1P18,0,1,0,0,,2026-08-01
