SKU,(Child) ASIN,(Parent) ASIN,Brand,Model,Units Ordered,Ordered Product Sales,Sessions,Page Views,Buy Box Percentage,Seller Account,Month,WindowStart,WindowEnd
FBA79451,B0D9KCKY9F,B0D9KCKY9F,Nexlev,SS-01,0,0.0,82,99,98.88,CAMBIUMRETAIL,Aug26,2026-08-01,2026-08-31
FBA78980,B0CDPMX152,B0CDPMX152,Nexlev,GS-02,74,127707.63,5033,7769,95.3,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78980,B0CDPMX152,B0H2N2LY4Q,Nexlev,GS-02,88,156538.98,125,230,98.42,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78981,B0CDPP45BM,B0CDPP45BM,Nexlev,SC-01,394,1303981.36,48769,72181,86.95,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78981,B0CDPP45BM,B0GYFK8LCY,Nexlev,SC-01,234,773349.41,1633,2328,60.82,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78995,B0CDQ55W2M,B0CDQ55W2M,Nexlev,NP-02,1,592.37,7,13,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78995,B0CDQ55W2M,B0GR5GRB6X,Nexlev,NP-02,0,0.0,1,1,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA78998,B0CDQ5NBH8,B0CDQ5NBH8,Nexlev,NP-05,0,0.0,4,4,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79229,B0CQX9ZZMH,B0CQX9ZZMH,Nexlev,GS-04,0,0.0,0,0,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79263,B0CYSLCRQS,B0CYSLCRQS,Nexlev,MR-01,172,408168.64,182582,225426,95.42,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79263,B0CYSLCRQS,B0GYD85QWZ,Nexlev,MR-01,86,208341.53,0,0,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79262,B0CYSMBCB8,B0CYSMBCB8,Nexlev,SC-02,0,0.0,111,184,77.33,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79262,B0CYSMBCB8,B0FCCHV183,Nexlev,SC-02,1,2155.08,40,61,90.2,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79346,B0D25LNDSY,B0D25LNDSY,Nexlev,ETC-04-WH,5,3377.97,224,307,96.84,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79346,B0D25LNDSY,B0GL2YMTXF,Nexlev,ETC-04-WH,1,717.8,8,13,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79346,B0D25LNDSY,B0HFX9LMCW,Nexlev,ETC-04-WH,8,4400.0,0,0,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79267,B0D2LD6BYJ,B0D2LD6BYJ,Nexlev,T-02,11,5926.27,290,406,66.01,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79272,B0D2LFMY48,B0D2LFMY48,Nexlev,HS-01,3,2022.88,326,377,93.24,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79272,B0D2LFMY48,B0H8T3Y9NP,Nexlev,HS-01,0,0.0,11,13,15.38,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79265,B0D2LHNS9B,B0D2LHNS9B,Nexlev,CR-01,2,1269.49,119,161,85.31,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79276,B0D2LJSQXZ,B0D2LJSQXZ,Nexlev,SM-01,28,88691.53,4232,5679,95.66,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79273,B0D2LKB4BJ,B0D2LKB4BJ,Nexlev,HS-02,1,677.12,257,324,99.66,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79273,B0D2LKB4BJ,B0H8T3Y9NP,Nexlev,HS-02,2,592.37,11,13,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79373,B0D2P5TGWK,B0D2P5TGWK,Nexlev,ET-01-BK,14,3593.22,603,749,99.29,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79373,B0D2P5TGWK,B0GL2YRNWX,Nexlev,ET-01-BK,9,2042.37,10,13,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79374,B0D2P7WLJB,B0D2P7WLJB,Nexlev,ET-02-GN,11,2787.29,2702,3235,83.5,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79374,B0D2P7WLJB,B0GL2YRNWX,Nexlev,ET-02-GN,11,2533.9,31,34,15.63,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79268,B0D383WQPB,B0D383WQPB,Nexlev,GS-05,5,8055.08,974,1174,65.08,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79268,B0D383WQPB,B0H2N2LY4Q,Nexlev,GS-05,3,4955.08,24,33,15.63,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79332,B0D63FKYZ5,B0D63FKYZ5,Nexlev,HM-01,3,2692.37,144,200,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79332,B0D63FKYZ5,B0H2MJ6CZ1,Nexlev,HM-01,1,846.61,4,4,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79277,B0D672NXC8,B0D672NXC8,Nexlev,SC-03,8,50155.93,1184,1739,98.61,NEXLEV,Aug26,2026-08-01,2026-08-31
FBP79350,B0D67727VG,B0D67727VG,Nexlev,EA-01,39,34482.2,2246,3150,52.45,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79348,B0D81DLSFT,B0D81DLSFT,Nexlev,HD-02,0,0.0,136,199,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79348,B0D81DLSFT,B0H2MW72R5,Nexlev,HD-02,1,846.61,0,0,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79271,B0D83Q7L8W,B0D83Q7L8W,Nexlev,V-01,6,6802.54,1692,1944,85.38,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79271,B0D83Q7L8W,B0H8T2DRWP,Nexlev,V-01,5,5927.97,33,34,14.71,NEXLEV,Aug26,2026-08-01,2026-08-31
FBK79347,B0D842173P,B0D842173P,Nexlev,ETC-05-PI,1,672.88,56,82,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79279,B0D8445KJN,B0D8445KJN,Nexlev,LR-01,6,4486.44,140,244,74.87,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79280,B0D845B2DG,B0D845B2DG,Nexlev,LR-02,20,23966.1,559,856,85.98,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79280,B0D845B2DG,B0GYD6S179,Nexlev,LR-02,22,28405.08,15,17,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79461,B0D86Y2V7V,B0D86Y2V7V,Nexlev,HD-02,0,0.0,27,54,95.35,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79278,B0D86ZC9YT,B0D86ZC9YT,Nexlev,HD-01,5,6097.46,174,251,96.05,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79381,B0D9KCNVNM,B0D9KCNVNM,Nexlev,ETR-06,5,4508.47,135,194,99.41,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79349,B0D9KDQCCM,B0D9KDQCCM,Nexlev,SW-01,32,26549.15,775,1157,97.35,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79405,B0D9KFP4MG,B0D9KFP4MG,Nexlev,HSB-03,36,53698.31,14668,19625,89.71,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79405,B0D9KFP4MG,B0H8T3Y9NP,Nexlev,HSB-03,29,41804.24,375,503,45.32,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79405,B0D9KFP4MG,B0HGY7YYHJ,Nexlev,HSB-03,16,22868.64,0,0,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79443,B0D9KFQG8Q,B0D9KFQG8Q,Nexlev,LE-03,0,0.0,371,554,99.49,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79443,B0D9KFQG8Q,B0F1CTXXNH,Nexlev,LE-03,1,1185.59,13,15,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79404,B0D9KFZYG8,B0D9KFZYG8,Nexlev,FS-01,15,21297.46,1123,1478,38.76,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79440,B0DCGHKRXX,B0DCGHKRXX,Nexlev,LE-02,9,14672.03,983,1268,49.69,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79452,B0DCGHVN81,B0DCGHVN81,Nexlev,VC-01,76,126694.92,8469,12106,95.28,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79452,B0DCGHVN81,B0H8S8GZ6N,Nexlev,VC-01,51,72846.61,219,326,98.22,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79406,B0DCK3N2JJ,B0DCK3N2JJ,Nexlev,HSB-04,23,49400.0,18068,22694,89.91,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79469,B0DCK4DR1B,B0DCK4DR1B,Nexlev,LE-04,9,8094.07,317,452,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79463,B0DCK56Q85,B0DCK56Q85,Nexlev,VC-02,3,4317.8,969,1172,93.39,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79463,B0DCK56Q85,B0H8S8GZ6N,Nexlev,VC-02,8,14231.36,43,55,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79468,B0DCK7J87D,B0DCK7J87D,Nexlev,SPM-01,0,0.0,45,58,98.04,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79439,B0DCK7ZH5P,B0DCK7ZH5P,Nexlev,MR-02,80,224637.29,33729,41215,83.23,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79439,B0DCK7ZH5P,B0GYD85QWZ,Nexlev,MR-02,52,144025.42,1032,1223,93.89,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79480,B0DDC3GVZW,B0DDC3GVZW,Nexlev,VC-03,0,0.0,373,421,71.6,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79480,B0DDC3GVZW,B0H8S8GZ6N,Nexlev,VC-03,0,0.0,10,12,27.27,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79464,B0DFCDKMWR,B0DFCDKMWR,Nexlev,CM-01-BL,1,1346.61,60,79,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79472,B0DFCDZWND,B0DFCDZWND,Nexlev,CM-02-PR,12,13694.92,1153,1496,89.36,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79472,B0DFCDZWND,B0DPXH1DYT,Nexlev,CM-02-PR,9,9230.51,25,33,78.57,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79488,B0DFCG2VGS,B0DFCG2VGS,Nexlev,KE-01,5,7156.78,1165,1730,99.32,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79488,B0DFCG2VGS,B0H8SS9BR7,Nexlev,KE-01,12,16303.39,44,75,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79489,B0DFD123P5,B0DFD123P5,Nexlev,KE-02,0,0.0,57,84,94.59,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79489,B0DFD123P5,B0H8SS9BR7,Nexlev,KE-02,0,0.0,10,14,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79481,B0DFMRG2K4,B0DFMRG2K4,Nexlev,TM-02,1,1346.61,5,10,62.5,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79436,B0DGTGKPJR,B0DGTGKPJR,Nexlev,MR-01 HEPA Filter,8,2027.12,155,265,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79474,B0DJFH4K8B,B0DJFH4K8B,Nexlev,TIC-03,0,0.0,116,148,95.14,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79474,B0DJFH4K8B,B0FCRT3ZZN,Nexlev,TIC-03,0,0.0,3,3,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79473,B0DJFH6RTL,B0DJFH6RTL,Nexlev,TI-02,3,4150.0,1026,1282,99.92,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79473,B0DJFH6RTL,B0H2MY7Y5B,Nexlev,TI-02,4,5591.53,26,35,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79467,B0DK9LYT4P,B0DK9LYT4P,Nexlev,TM-01,1,846.61,215,284,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79467,B0DK9LYT4P,B0H2MXZR3J,Nexlev,TM-01,1,1077.12,8,8,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79483,B0DK9NRBWJ,B0DK9NRBWJ,Nexlev,TM-03,0,0.0,75,100,99.07,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79483,B0DK9NRBWJ,B0GL6HDMPS,Nexlev,TM-03,0,0.0,2,4,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79485,B0DK9QNKK8,B0DK9QNKK8,Nexlev,TM-04,0,0.0,53,76,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79566,B0DKJSCLBD,B0DKJSCLBD,Nexlev,VC-05,3,5916.95,425,582,93.12,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79570,B0DKJXRXKM,B0DKJXRXKM,Nexlev,BR-01,8,11640.68,604,841,99.86,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79570,B0DKJXRXKM,B0F1CTXXNH,Nexlev,BR-01,2,2879.66,41,57,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79565,B0DKJZDY72,B0DKJZDY72,Nexlev,VC-04,7,9604.24,224,288,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79573,B0DKK15YNJ,B0DKK15YNJ,Nexlev,EA-02,5,10588.98,317,449,96.06,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79590,B0DM6BB3VT,B0DM6BB3VT,Nexlev,CFM-01,6,14348.31,228,336,98.65,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79596,B0DMT19RWC,B0DMT19RWC,Nexlev,MG-01,1,1524.58,97,130,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79596,B0DMT19RWC,B0F199CGW6,Nexlev,MG-01,0,0.0,2,2,100.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79484,B0DNJF1BLS,B0DNJF1BLS,Nexlev,CF-01,1,1256.78,142,189,95.68,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79589,B0DNJP9T35,B0DNJP9T35,Nexlev,SS-02,1,1616.1,103,143,98.26,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79567,B0DNJS23HS,B0DNJS23HS,Nexlev,SC-04,206,939041.53,31003,43058,81.62,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79567,B0DNJS23HS,B0GYFK8LCY,Nexlev,SC-04,84,376208.47,912,1241,89.6,NEXLEV,Aug26,2026-08-01,2026-08-31
FBK79271,B0DQ8W1RBV,B0DQ8W1RBV,Nexlev,V-01 RG,10,12196.61,1924,2398,63.69,NEXLEV,Aug26,2026-08-01,2026-08-31
FBK79271,B0DQ8W1RBV,B0H8T2DRWP,Nexlev,V-01 RG,4,5081.36,63,76,0.0,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79493,B0DQCWRG3H,B0DQCWRG3H,Nexlev,V-03,278,439476.27,25937,39521,89.33,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79493,B0DQCWRG3H,B0H8T2DRWP,Nexlev,V-03,267,440542.37,666,990,52.84,NEXLEV,Aug26,2026-08-01,2026-08-31
FBA79492,B0DT6Y7KJM,B0DT6Y7KJM,Nexlev,V-02,7,12078.81,1474,1721,99.76,NEXLEV,Aug26,2026-08-01,2026-08-31
