date,ams_orders,Spend,adGroupName,campaignId,Impressions,14 Day Total Sales (₹),adGroupId,raw_sku,asin,Clicks,campaignName,14 Day Total Units (#),sku,model,brand,category_l0,category_l1,category_l2,ad_account
2026-08-01,0,0.0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,63,0.0,295011922479357,FBA79567,B0DNJS23HS,0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-02,0,114.26,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,55,0.0,295011922479357,FBA79567,B0DNJS23HS,3,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-03,0,35.86,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,61,0.0,295011922479357,FBA79567,B0DNJS23HS,2,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-04,0,0.0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,50,0.0,295011922479357,FBA79567,B0DNJS23HS,0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-05,0,56.83,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,28,0.0,295011922479357,FBA79567,B0DNJS23HS,2,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-06,0,0.0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,27,0.0,295011922479357,FBA79567,B0DNJS23HS,0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-07,0,1023.09,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,563,0.0,295011922479357,FBA79567,B0DNJS23HS,27,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-08,0,87.58,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,67,0.0,295011922479357,FBA79567,B0DNJS23HS,2,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-09,0,0.0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,57,0.0,295011922479357,FBA79567,B0DNJS23HS,0,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
2026-08-10,0,136.62,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,322759767501413,48,0.0,295011922479357,FBA79567,B0DNJS23HS,3,Nexlev -B0DNJS23HS-Steam Cleaner-SP-PT,0,FBA79567,SC-04,Nexlev,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,Nexlev
