SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA75680,AM-C6,B0B4G1PXWV,B0B4G1PXWV,"Audio Array AM-C6 USB Plug & Play Condenser Microphone Kit | with pop-Filter & Shock Mount | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | Gaming, Podcasting & Streaming","1,081",15,0.30%,0.20%,"1,490",22,0.30%,0.21%,32.34%,29.41%,2,0,0.19%,0.00%,"₹ 3,303.39",₹ 0.00,2,0
FBA75688,AM-W12,B0B4G763WS,B0B4G763WS,"Audio Array AM-W12 UHF Dual Wireless Premium Metal Microphones | 4+ Hours Receiver Battery Backup | Range up to 60m| Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box, etc","1,482",42,0.41%,0.56%,"2,073",62,0.42%,0.60%,12.53%,13.51%,2,1,0.13%,2.38%,"₹ 6,608.47","₹ 3,899.00",2,1
FBA75678,AA-01,B0B4G8PH2P,B0B4G8PH2P,"Audio Array AA-01 Suspension Boom Scissor Microphone Stand | Double Layer Mesh Pop Filter | 70cm Sturdy Boom Arm with 1.8kg Capacity | 5/8"" to 3/8"" Screw Adapter | Mic Holder, Foam Cover, Cable Ties","1,030",45,0.29%,0.60%,"1,326",61,0.27%,0.59%,12.60%,22.50%,3,0,0.29%,0.00%,"₹ 5,580.51",₹ 0.00,2,0
FBA75690,AM-C10,B0B4K87PR4,B0B4K87PR4,Audio Array AM-C10 USB Plug & Play Conference Microphone with Speaker | Omni Directional Pickup Upto 4M | Speaker and Mic Mute Buttons | Volume Control & Mute Button | Ideal for Meeting & Video Call,"1,065",58,0.30%,0.78%,"1,443",82,0.29%,0.79%,6.94%,5.36%,2,0,0.19%,0.00%,"₹ 6,777.97",₹ 0.00,2,0
FBA76730,AM-C27,B0BLKB6FRR,B0BLKB6FRR,"Audio Array AM-C27 XLR to TRS Cardioid Dynamic Handheld Microphone Sound for Live Events | Premium Built with 4.5M Cable | Singing, Public Meetings, Studio Recording, Live Sound, Party",49,1,0.01%,0.01%,66,1,0.01%,0.01%,41.54%,100.00%,2,0,4.08%,0.00%,"₹ 1,100.85",₹ 0.00,2,0
FBA78974,AA-20,B0CF5RRTDJ,B0CF5RRTDJ,"Audio Array AA-20 Microphone Arm Stand | 81cm Reach | Premium light weight & slick design | Flexible height & position adjustments | 1kg Weight Capacity | 5/8"" to 3/8"" Screw Adapter | Cable Ties",742,31,0.21%,0.42%,"1,013",45,0.20%,0.43%,18.81%,4.55%,2,0,0.27%,0.00%,"₹ 1,875.42",₹ 0.00,2,0
FBA78975,AA-21,B0CF5TCQKL,B0CF5TCQKL,"Audio Array AA-21 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Black (Set of 2)","4,559",170,1.27%,2.28%,"6,319",249,1.27%,2.40%,3.27%,3.48%,2,1,0.04%,0.59%,"₹ 6,455.93","₹ 3,809.00",2,1
FBA79103,AI-10,B0CM6NTWBP,B0CM6NTWBP,"Audio Array AI-10 Professional Live Soundcard|1Ch Mixer |Bluetooth | 3 Condenser Mic Inputs, 2 mobilephones & PC/Mac Outputs | +48V phantom power, 4 Voice Modes, Denoise, built-in FX | Gaming, Karaoke","7,948",134,2.22%,1.79%,"12,447",219,2.51%,2.11%,1.37%,0.00%,2,0,0.03%,0.00%,"₹ 5,506.78",₹ 0.00,2,0
FBA79104,AI-11,B0CM6NVLT9,B0CM6NVLT9,"Audio Array AI-11 USB Bluetooth Soundcard, 1Ch Mixer, Audio Interface | 2 Condenser In, 2 Out |2 Live Out+1 Accompany In | OTG for mobile and PC/MAC | Effects | Streaming, Podcasting, Gaming, Singing","6,569",114,1.84%,1.53%,"9,886",154,1.99%,1.48%,0.74%,17.35%,2,1,0.03%,0.88%,"₹ 2,540.68","₹ 1,499.00",2,1
FBA79447,AM-W34,B0DFMLXD9S,B0DFMLXD9S,"Audio Array AM-W34 UHF Dual Wireless Premium Metal Microphones | 800mAh 6-8 Hours Receiver Battery Backup | Range up to 50M | Karaoke Singing, Wedding, Church | PA System, Amplifier, Mixer, Party Box","2,099",69,0.59%,0.92%,"2,845",102,0.57%,0.98%,10.35%,31.67%,2,0,0.10%,0.00%,"₹ 5,930.51",₹ 0.00,2,0
FBA79722,AM-W21,B0F2HYY7JF,B0F2HYY7JF,"Audio Array AM-W21 Dual Wireless Lapel Mic | TFT Card Recording, Noise Cancellation & Echo | Android, iOS, DSLR Camera, Laptops | 360° Pickup, Plug n Play, 60M Working Range, 48-Hour Battery Life",360,10,0.10%,0.13%,528,22,0.11%,0.21%,47.94%,76.92%,2,1,0.56%,10.00%,"₹ 5,083.05","₹ 2,999.00",2,1
FBA79825,GB-02 (AM-C43 + AI-11),B0FJ2DT13L,B0FJ2DT13L,"Audio Array All in 1 Pro Bundle | Condenser Mic with USB Bluetooth Soundcard Mixer | Complete Setup for Streaming, Podcasting, Gaming, Singing & Home Studio Recording - GB-02","1,305",39,0.36%,0.52%,"1,714",45,0.35%,0.43%,46.37%,50.00%,2,0,0.15%,0.00%,"₹ 6,481.36",₹ 0.00,2,0
FBA75691,AM-W14,B0B4G5JG4P,B0B4G5JG4P,"Audio Array AM-W14 UHF Dual Wireless Premium Metal Microphone | 2X XLR Outs & 1/4"" Mix Out | Range up to 200ft/60m | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box",74,4,0.02%,0.05%,99,5,0.02%,0.05%,100.00%,100.00%,1,0,1.35%,0.00%,"₹ 5,507.63",₹ 0.00,1,0
FBA75686,AM-W10,B0B4G89VQJ,B0B4G89VQJ,"Audio Array AM-W10 Professional Dual Wireless Lapel Mics | Upto 10hr Battery & 100m Range | 2X Lapel mics, Type C Adapter for Easy Plug&Play | Volume & Mute Function | Vlogging, Streaming, YouTube",146,13,0.04%,0.17%,217,31,0.04%,0.30%,28.88%,75.00%,1,0,0.68%,0.00%,"₹ 3,134.75",₹ 0.00,1,0
FBA75677,AM-C5,B0B4KC7VBM,B0B4KC7VBM,"Audio Array AM-C5 USB Plug & Play Conference Mic for Mac OS & Windows | Conference, Recording, Skype, Online Class with Range Upto 5M | One Touch Mute Button & Light Indicator (NOT A Speaker)","1,796",117,0.50%,1.57%,"2,344",160,0.47%,1.54%,5.83%,5.88%,1,0,0.06%,0.00%,"₹ 2,050.00",₹ 0.00,1,0
FBA76728,AM-C25,B0BLNCP74M,B0BLNCP74M,"Audio Array AM-C25 Premium USB Condenser Microphone Kit with Boom Arm & Pop-Filter | No Latency Headphone Monitoring, Volume Control & Mute Button | Discord, Valorant, Gaming, Podcasting & Streaming",160,3,0.04%,0.04%,221,3,0.04%,0.03%,95.21%,100.00%,1,0,0.63%,0.00%,"₹ 1,694.07",₹ 0.00,1,0
FBA78204,AM-C31,B0C4YT43Z3,B0C4YT43Z3,"Audio Array AM-C31 USB Plug & Play Condenser Microphone Kit | Pop-Filter & Metallic Base | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | for PC/Mobile, Gaming, Podcasting & Streaming",35,0,0.01%,0.00%,45,0,0.01%,0.00%,21.43%,0.00%,1,0,2.86%,0.00%,"₹ 1,795.76",₹ 0.00,1,0
FBA78925,AM-C11X,B0CBC7QMNV,B0CBC7QMNV,"Audio Array AM-C11X XLR Dynamic Microphone | Studio-quality Audio Output | Cardioid Polar Pattern | Premium Metal Build | 2 Meter XLR cable | for Streaming, Gaming, Podcasting, Singing | 2 Yr Warranty","1,477",36,0.41%,0.48%,"2,051",50,0.41%,0.48%,17.33%,5.88%,2,0,0.14%,0.00%,"₹ 6,184.75",₹ 0.00,1,0
FBA78961,AM-C40,B0CBCB9S14,B0CBCB9S14,"Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming",366,11,0.10%,0.15%,527,19,0.11%,0.18%,11.07%,0.00%,1,0,0.27%,0.00%,"₹ 2,117.80",₹ 0.00,1,0
FBA79009,AM-C41,B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",647,11,0.18%,0.15%,996,12,0.20%,0.12%,15.53%,30.00%,1,0,0.15%,0.00%,"₹ 1,312.71",₹ 0.00,1,0
FBA79356,AA-19WL,B0D3Q2T5XX,B0D3Q2T5XX,Audio Array AA-19WL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | White,"1,398",58,0.39%,0.78%,"1,651",73,0.33%,0.70%,12.77%,20.00%,1,0,0.07%,0.00%,"₹ 4,236.44",₹ 0.00,1,0
FBA79444,AM-W20,B0DFMLQBMC,B0DFMLQBMC,"Audio Array AM-W20 Magnetic Wireless Lapel Microphone Set | One Touch Smart Noise Reduction | 48KHz/24Bit Hi-fi Recording | 50M Range | 800mAh 48Hrs Long Battery Backup | Vlogging, Podcast, Streaming",15,0,0.00%,0.00%,32,0,0.01%,0.00%,19.35%,0.00%,1,0,6.67%,0.00%,"₹ 1,609.32",₹ 0.00,1,0
FBA79653,AM-C45 Pro,B0DN6LJZBR,B0DN6LJZBR,"Audio Array AM-C45 XLR/USB Pro RGB Dynamic Microphone Kit | 192kHz/24bit Studio Quality Output | Volume Control, Mute and Noise Cancellation | Realtime Monitoring for Streaming, Gaming & podcasting",524,10,0.15%,0.13%,638,10,0.13%,0.10%,25.26%,20.00%,1,0,0.19%,0.00%,"₹ 3,473.73",₹ 0.00,1,0
FBA79822,KB-01 (AM-W32 + AI-12),B0FJ2J6MTF,B0FJ2J6MTF,"Audio Array Portable Karaoke Bundle | Dual Wireless UHF Microphones with Rechargeable Battery Receiver & USB Plug n Play BT Soundcard Mixer | Ideal for Parties, Home Karaoke & Live Singing - KB-01",318,18,0.09%,0.24%,365,20,0.07%,0.19%,45.40%,30.00%,1,0,0.31%,0.00%,"₹ 3,812.71",₹ 0.00,1,0
FBA79824,GB-01 (AM-C43 +AI-10),B0FJ2K95XT,B0FJ2K95XT,"Audio Array Ultimate Gaming Bundle | Condenser Mic with Boom Arm & Sound Card | Streaming Kit for PC/Mobile with 14 FX, Voice Modes, Loopback, Real Time Monitoring |for YouTube & Live Stream - GB-01","1,402",33,0.39%,0.44%,"1,819",43,0.37%,0.41%,50.65%,56.52%,1,0,0.07%,0.00%,"₹ 4,533.05",₹ 0.00,1,0
FBA79831,GB-04 (AM-C45 + AI-06),B0FJ8W5Y9Q,B0FJ8W5Y9Q,"Audio Array RGB Gaming Bundle|RGB USB Dynamic Microphone with Sound Card – Mute, Volume Control, Monitoring, Noise Cancellation, Voice Effects|for Streaming, Podcasting, Gaming, Singing - GB-04",180,6,0.05%,0.08%,235,6,0.05%,0.06%,50.48%,80.00%,1,0,0.56%,0.00%,"₹ 5,507.63",₹ 0.00,1,0
FBA79815,AM-W19,B0FPR7VFCH,B0FPR7VFCH,"Audio Array AM-W19 Wireless Lavalier Microphone|192kHz/24bit |AI Noise Cancellation for iPhone/Android, 32h Charging Case, Plug & Play for Vlogging, Streaming, Meetings, Video Recording","1,019",26,0.28%,0.35%,"1,390",40,0.28%,0.39%,9.82%,23.08%,1,0,0.10%,0.00%,"₹ 1,694.07",₹ 0.00,1,0
FBA79906,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),B0FTVVLNS9,B0FTVVLNS9,"Audio Array Professional Dynamic Bundle with Headphones & Audio Interface - USB/XLR Dynamic Microphone, 24-bit/192kHz Interface, Boom Arm & Semi-Open Headphones | Plug & Play Podcast Kit - PB-12",494,6,0.14%,0.08%,632,6,0.13%,0.06%,20.70%,40.00%,1,0,0.20%,0.00%,"₹ 9,321.19",₹ 0.00,1,0
FBA79959,AM-W47 Wired,B0G39ZHDYP,B0G39ZHDYP,"Audio Array Wired Voice Amplifier 2026 Edition | Bluetooth 5.3 | Wired Headset Mic with 10W Speaker for Teachers, Tour Guides | 10Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wired",40,1,0.01%,0.01%,49,1,0.01%,0.01%,100.00%,0.00%,1,0,2.50%,0.00%,"₹ 1,100.85",₹ 0.00,1,0
FBA79957,AM-W23,B0G3Q517Y2,B0G3Q517Y2,"Audio Array AM-W23 Magnetic Wieless Mic with Charging Pouch 2026 Edition 24Bit/ 48Khz, iPhone/Android/iPad/Laptop, AI Noise Reduction, 50H Battery, 230ft Range for Recording, Vlogging",8,2,0.00%,0.03%,11,3,0.00%,0.03%,100.00%,0.00%,1,0,12.50%,0.00%,"₹ 2,541.53",₹ 0.00,1,0
FBA77011,AM-C29,B0BPMN89NG,B0BPMN89NG,"Audio Array AM-C29 4 Pickup Pattern Professional USB Plug & Play Condenser Microphone | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | For Conference, Gaming, Podcasting & Live Streaming",33,2,0.01%,0.03%,39,2,0.01%,0.02%,41.18%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78206,AM-W15,B0C4YSV3XL,B0C4YSV3XL,Audio Array AM-W15 Dual Wireless Mic with Charging Case | Upto 16hr Battery Backup & 100m Range | Active Noise Cancellation | Informative LCD Screen | BIS & WPC Certified | 2 Yr Warranty,155,10,0.04%,0.13%,188,14,0.04%,0.13%,41.76%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78203,AM-C30,B0C4YTNJG7,B0C4YTNJG7,"Audio Array AM-C30 Metal RGB Professional USB Microphone | One-Touch Mute, Gain & No-Latency Monitoring Controls | Shock Mount and Tripod | for PC/Mobile, Gaming, Streaming, Podcasting & Voiceover",117,2,0.03%,0.03%,154,2,0.03%,0.02%,35.46%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78424,AM-C37,B0C55MY66L,B0C55MY66L,"Audio Array AM-C37 Premium USB/XLR Dynamic Podcast Microphone | Volume, Mute Controls & Headphone Monitoring | Premium Metal Build | 2 Meter USB Cable Included | 96kHz/24bit Studio Performance",95,2,0.03%,0.03%,142,2,0.03%,0.02%,43.31%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78420,AM-C33,B0C5957W3P,B0C5957W3P,"Audio Array AM-C33 Lapel Microphone | 1M Long, Strong Cable | 3.5mm TRRS | 3.5mm TRRS Port & TRRS to TRS Adapter | Omnidirectional Pickup | Mic Cover & Leather Carry Bag Included | 1 Year Warranty",17,0,0.00%,0.00%,35,0,0.01%,0.00%,70.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78960,AM-C39,B0CBCB82MT,B0CBCB82MT,"Audio Array AM-C39 XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","2,609",29,0.73%,0.39%,"3,697",32,0.75%,0.31%,3.29%,10.53%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79008,AI-06,B0CH4RT4P8,B0CH4RT4P8,"Audio Array AI-06 Streaming Audio Mixer Sound Card | XLR, 1/4"" & line in | PC/Phone RGB Mixer with Volume Fader, Individual Control, Mute and Monitoring, 48V Phantom Power | Stream, Podcast & Karaoke","4,229",73,1.18%,0.98%,"5,333",84,1.08%,0.81%,24.32%,18.37%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0CLDPNHQ1,B0CLDPNHQ1,Audio Array Instrument Microphone Microphone Kit,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79106,AM-C44,B0CM9KJZWQ,B0CM9KJZWQ,"Audio Array AM-C44 XLR/USB Professional Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming, Podcasting","1,689",36,0.47%,0.48%,"2,468",60,0.50%,0.58%,1.53%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79230,AM-W46,B0CX1XK5R6,B0CX1XK5R6,Audio Array AM-W46 Groove Wireless Bluetooth 5.3 Bookshelf Speaker 30W | 5400mAh upto 24h Long Battery | 3 EQ Modes | Stylish Premium Metal Body | Superior Bass Quality,796,26,0.22%,0.35%,996,29,0.20%,0.28%,24.89%,38.46%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79380,AM-C46,B0D3M1B4Z8,B0D3M1B4Z8,"Audio Array AM-C46 Professional RGB USB Condenser Microphone Kit | Noise-Cancellation, Mute, Monitoring & Volume Controls | 192kHz/24bit Studio Quality | Gaming, Streaming, Podcast | Mac/PC/Mobile","13,882",300,3.88%,4.02%,"19,218",407,3.88%,3.92%,0.24%,2.53%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79823,PB-01 (AM-C11 + AI-04),B0FJ2HZCVN,B0FJ2HZCVN,"Audio Array Ultimate Podcast Bundle | Dynamic Microphone with USB/XLR Connectivity & 24-Bit/192kHz Audio Interface | Ideal for Podcasting, Streaming, Voice Recording & Content Creation - PB-01","3,343",83,0.93%,1.11%,"3,682",90,0.74%,0.87%,16.46%,27.45%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79826,PB-02 (AI-04 Red + AM-C11 + AA-05),B0FJ2LQT7K,B0FJ2LQT7K,"Audio Array Complete Podcast Bundle | USB/XLR Dynamic Mic with Audio Interface 24bit/192kHz & Boom Arm Stand | Professional Streaming & Recording Kit for PC, Mac & Mobile Devices - PB-02",106,0,0.03%,0.00%,125,0,0.03%,0.00%,2.44%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79832,GB-05 (AM-C43 + AI-06),B0FJ8S53GW,B0FJ8S53GW,"Audio Array Streaming Bundle Kit | USB Condenser Mic & RGB Sound Card with Phantom Power, Voice Effects, Real-Time Monitoring | for Podcasting, Gaming, YouTube & Live Streaming - GB-05",558,11,0.16%,0.15%,642,12,0.13%,0.12%,3.20%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79834,PB-05 (AA-05 + AM-C11 + AI-04),B0FJ8T4WXM,B0FJ8T4WXM,"Audio Array Podcast Kit | USB/XLR Dynamic Mic with Boom Arm & Audio Interface 24-Bit/192kHz | Metal Build | Plug & Play | No-Latency Monitoring for Streaming, Recording & Content Creation - PB-05",112,0,0.03%,0.00%,124,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79835,PB-06 (AA-05 + AM-C44 + AI-04),B0FJ8TWCQZ,B0FJ8TWCQZ,"Audio Array Pro Podcast Bundle | USB/XLR Dynamic Microphone with 24-Bit/192kHz Audio Interface & Boom Arm | Real-Time Monitoring, Plug & Play for Streaming, Recording & Content Creation - PB-06",270,6,0.08%,0.08%,381,7,0.08%,0.07%,0.28%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79836,PB-07 (AA-05 + AM-C45 + AI-04),B0FJ8Z1W81,B0FJ8Z1W81,"Audio Array RGB Podcast Bundle | Dynamic RGB USB/XLR Mic with 24-Bit/192kHz Audio Interface & Boom Arm | AI Noise Cancelling, Plug & Play Kit for Streaming, Podcasting, Gaming & Recording - PB-07",58,0,0.02%,0.00%,65,0,0.01%,0.00%,44.44%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79846,AM-C11X Pro,B0FN7C25VS,B0FN7C25VS,"Audio Array AM-C11X Pro XLR Podcast Mic Kit with Dynamic Microphone, 2m XLR Cable & Adjustable Boom Arm | Studio-Quality Sound, 20Hz–20kHz, All-Metal Build for Podcasting, Streaming & Recording",630,13,0.18%,0.17%,786,16,0.16%,0.15%,4.04%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79844,PB-08 (AM-C1 + AI-04),B0FN7DYB2M,B0FN7DYB2M,"Audio Array Podcast Bundle with USB Condenser Mic Kit, Audio Interface |192kHz/24bit Studio Quality, Plug & Play, Phantom Power, Real-Time Monitoring for Recording, Streaming & Podcasting - PB-08",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79847,PB-09 (AM-C45 + AI-06 + AA-05),B0FN7FYZM3,B0FN7FYZM3,"Audio Array RGB Gaming Mic Bundle with USB/XLR Microphone, Boom Arm & Sound Card Mixer | Streaming Mic Kit with Voice Effects, AI Noise Cancel, RGB Lights for Podcasting, Gaming & Recording - PB-09",110,7,0.03%,0.09%,133,8,0.03%,0.08%,37.70%,57.14%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FR9JS2XJ,B0FR9JS2XJ,Audio Array Professional Recording Studio Digital Sound Card (AI-10 & AI-11 & GB-01 & GB-02),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79905,PB-11 (AM-C44+AA-05+AH-45-BK),B0FTVSH458,B0FTVSH458,"Audio Array Professional Dynamic Studio Bundle with Headphones – USB/XLR Dynamic Microphone, Boom Arm, Monitoring Headphones | 24-bit/192kHz, Plug & Play, No-Latency Recording, Monitoring - PB-11",77,0,0.02%,0.00%,94,0,0.02%,0.00%,23.17%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0FWBWSTHW,B0FWBWSTHW,Audio Array Wireless Lapel Mics (AM-W16 & AM-W17 & AM-W20 & AM-W21),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79960,AM-W47 Wireless,B0G3B152FR,B0G3B152FR,"Audio Array Wireless Voice Amplifier 2026 Edition | Bluetooth 5.3 |10W Speaker With Wireless Mic | For Teachers, Tour Guides |10 Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wireless",16,1,0.00%,0.01%,20,1,0.00%,0.01%,88.24%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79958,AM-W24,B0G3Q59X8C,B0G3Q59X8C,"Audio Array AM-W24 2026 Edition Magnetic Wireless 5gm Mic with Slide Charging Case for iPhone/Android/iPad, AI Noise Reduction, 30H Battery, 200ft Range, Plug & Play for Recording, Vlogging, Streaming",10,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79963,AM-Mix8,B0G53CB72D,B0G53CB72D,"Audio Array AM-Pro8 8-Channel Hybrid USB Mixer 8 Analog+2 Digital Inputs, 48kHz/16-Bit, Built-In Compressor, 6AUX Sends, Group Buses, Insert Points,+24dBu Balanced Outputs for Live, Studio & Broadcast",34,1,0.01%,0.01%,38,1,0.01%,0.01%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79961,AI-13,B0G53H49BS,B0G53H49BS,"Audio Array AI-13 2026 Edition 4-Channel Hybrid USB Summing Mixer 4 Analog+2 Digital, 48kHz/16-Bit, 2XLR Mic Inputs,TRS Stereo In, 48V Phantom, Hi-Z,2 Band EQ,Monitoring,Amp Out, USB-C Power",86,2,0.02%,0.03%,116,3,0.02%,0.03%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79966,AM-Mix10,B0G53KWRVW,B0G53KWRVW,"Audio Array AM-Mix10 10-Channel Hybrid USB Mixer with10 Analog+2 Digital Inputs, 48kHz/16-Bit DSP, Phantom Power, USB-C Powered, AUX Sends, Built-In FX, Balanced XLR Outputs for Live, Studio & Podcast",46,0,0.01%,0.00%,54,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79964,AM-Pro12,B0G53KWRWH,B0G53KWRWH,"Audio Array AM-Pro12 12-Channel HYBRID USB Mixer 12 channel analog+2 digital 48kHz/16bit,128DSP Fx, Built-In Compressor, 4Group Buses, Inserts,+24dBu Balanced XLR Outs For Live, Studio & Broadcast",30,0,0.01%,0.00%,51,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79962,AM-Mix4 OTG,B0G53LZNY3,B0G53LZNY3,"Audio Array AM-Mix4 OTG 4-Channel 3 Out Hybrid USB Summing Audio Mixer (4 Analog + 2 Digital), 192kHz/24-Bit OTG, 99 DSP FX, Logarithmic Faders, Balanced XLR Out, Phantom Power, Hi-Z, 3-Band EQ",18,0,0.01%,0.00%,19,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79968,AI-14,B0G53M9258,B0G53M9258,"Audio Array AI-14 8-Channel Hybrid USB Audio Mixer with 8 Analog + 2 Digital Inputs, 48kHz/16-Bit Processing, +50dB Gain, Combo XLR, Phantom Power, Hi-Z, 3-Band EQ, 99 DSP FX, Balanced XLR Output",57,1,0.02%,0.01%,66,2,0.01%,0.02%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79965,AM-Mix6,B0G53PRM34,B0G53PRM34,"Audio Array AM-Mix6 6-Channel Hybrid USB Audio Mixer with 6 Analog + 2 Digital Inputs, 48kHz/16-Bit, +50dB Mic Gain, PAD Switch, Dual AUX Sends,128 DSP FX, Balanced XLR Main Output, ≥102dB Max SPL",32,0,0.01%,0.00%,42,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79974,AM-S1,B0GD8JSPB1,B0GD8JSPB1,"Audio Array 60W Bluetooth Bookshelf Speaker Pair | 1.5"" Silk Dome Tweeter, 4"" Sub Woofer | Music & Monitor Mode | Aux, HDMI, USB-C, TRS & RCA Connectivity",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0GFWGGN3Q,B0GFWGGN3Q,Audio Array Podcast Microphones (AM-C44 & AM-C45 & AM-C44 Pro & AM-C45 Pro & AM-C48),1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79105,AI-12,B0CM6WH4ZT,B0CM6WH4ZT,"Audio Array AI-12 USB Bluetooth Soundcard | 1Ch Mixer interface | 2 mic inputs, 2 smartphone & PC/Mac outputs | Karaoke Recording, Mobile/PC Streaming, Live Broadcasting | Singing, Recording,Gaming","3,135",52,2.01%,1.34%,"4,261",66,1.94%,1.20%,3.88%,0.00%,2,0,0.06%,0.00%,"₹ 2,515.25",₹ 0.00,2,0
