asin,week,brand,sku,model,(parent) asin,title,sessions,sessions - total - b2b,session percentage - total,session percentage - total - b2b,page views - total,page views - total - b2b,page views percentage - total,page views percentage - total - b2b,buy_box_pct,featured offer percentage - b2b,units_ordered,units ordered - b2b,conversion_pct,unit session percentage - b2b,ordered_product_sales,ordered product sales - b2b,total order items,total order items - b2b,gmv,ad_channel,spend,clicks,impressions,attributed_sales,ams_orders,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct,category_l0,category_l1,category_l2,Model,units
B001J1772I,23,Fossil,0.0,0.0,B001J1772I,Diesel Mega Chief Analog Grey Over sized dial Men's Watch - DZ1206,307.0,5.0,0.0014,0.0013,404.0,8.0,0.0013,0.0014,0.9478,1.0,1.0,0.0,0.0033,0.0,11859.32203389831,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B002LZUAFM,23,Fossil,0.0,0.0,B002LZUAFM,Emporio Armani Mens Chronograph Stainless Steel Watch (Black_Free Size),628.0,10.0,0.0028,0.0025,892.0,22.0,0.0029,0.0039,0.7122,0.75,1.0,0.0,0.0016,0.0,22877.1186440678,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B004D4S7AY,23,Fossil,0.0,0.0,B004D4S7AY,Fossil Analog Gold Dial Women's Watch - ES2811,5268.0,61.0,0.0236,0.0154,6922.0,76.0,0.0226,0.0136,0.9892,0.9677,10.0,0.0,0.0019,0.0,114355.9322033898,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,10.0
B0058XWUHA,23,Fossil,0.0,0.0,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,655.0,9.0,0.0029,0.0023,890.0,12.0,0.0029,0.0021,0.9975,1.0,2.0,0.0,0.0031,0.0,38973.72881355933,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B00786VY22,23,Fossil,0.0,0.0,B00786VY22,Armani Exchange Mens Hampton Leather Analogue Watch - AX2101 (Black_Free Size),36.0,0.0,0.0002,0.0,47.0,0.0,0.0002,0.0,0.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B007NM84PQ,23,Fossil,0.0,0.0,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,988.0,9.0,0.0044,0.0023,1386.0,10.0,0.0045,0.0018,0.9819,0.0,5.0,0.0,0.0051,0.0,50817.79661016949,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,5.0
B008AXYWHQ,23,Fossil,0.0,0.0,B008AXYWHQ,Fossil Nate Chronograph Analog Black Dial Grey Band Men's Stainless Steel Watch - JR1401,11840.0,200.0,0.053,0.0504,17243.0,278.0,0.0563,0.0498,0.9985,1.0,106.0,5.0,0.009,0.025,875667.7966101696,47985.0,106.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,106.0
B00944CXEY,23,Fossil,0.0,0.0,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,417.0,9.0,0.0019,0.0023,573.0,11.0,0.0019,0.002,0.9355,1.0,1.0,0.0,0.0024,0.0,10421.18644067797,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B00AFTT8KE,23,Fossil,0.0,0.0,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",330.0,4.0,0.0015,0.001,428.0,4.0,0.0014,0.0007,0.995,1.0,1.0,0.0,0.003,0.0,11011.86440677966,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B00AFTTQ8I,23,Fossil,0.0,0.0,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,1725.0,28.0,0.0077,0.0071,2402.0,39.0,0.0078,0.007,0.9688,1.0,5.0,0.0,0.0029,0.0,38545.76271186441,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,5.0
B00AFTTQQ0,23,Fossil,0.0,0.0,B00AFTTQQ0,Fossil Grant Chronograph Black Dial Men's Watch-FS4812,157.0,4.0,0.0007,0.001,213.0,4.0,0.0007,0.0007,0.9494,0.3333,1.0,0.0,0.0064,0.0,6607.627118644068,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B00AG37H8Y,23,Fossil,0.0,0.0,B00AG37H8Y,"Fossil Analog White Dial Men's Watch-FS4795 Stainless Steel, Multicolor Strap",14809.0,326.0,0.0662,0.0822,20315.0,438.0,0.0663,0.0784,0.9977,1.0,30.0,0.0,0.002,0.0,368474.5762711865,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,30.0
B00AMWDOEK,23,Fossil,0.0,0.0,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,1503.0,28.0,0.0067,0.0071,2046.0,38.0,0.0067,0.0068,0.9871,1.0,5.0,0.0,0.0033,0.0,38544.91525423729,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,5.0
B00DH9NPBM,23,Fossil,0.0,0.0,B00DH9NPBM,Fossil Machine Brown Watch FS4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B00EVZ83J0,23,Fossil,0.0,0.0,B00EVZ83J0,"Fossil Decker Brown Watch Ch2885 - Chronograph, Men, Leather",15016.0,238.0,0.0672,0.06,22367.0,330.0,0.073,0.0591,0.0162,0.0504,3.0,0.0,0.0002,0.0,17534.74576271186,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,3.0
B00H2ZDX00,23,Fossil,0.0,0.0,B00H2ZDX00,Fossil End of Season Dean Analog Off-White Dial Men's Watch - FS4867,8479.0,195.0,0.0379,0.0492,12418.0,310.0,0.0405,0.0555,0.9979,0.9516,44.0,0.0,0.0052,0.0,321839.8305084746,0.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,44.0
B00HVBJ6W4,23,Fossil,0.0,0.0,B00HVBJ6W4,Fossil Riley Analog White & Beige Dial Women's Watch -ES3466,8026.0,147.0,0.0359,0.0371,10341.0,210.0,0.0338,0.0376,0.9984,1.0,36.0,6.0,0.0045,0.0408,259611.8644067797,48582.0,34.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,36.0
B00NVAWTLY,23,Fossil,0.0,0.0,B00NVAWTLY,"Fossil Nate Analog Black Dial Men's Watch-JR1487 Genuine Leather, Brown Strap",3786.0,79.0,0.0169,0.0199,5449.0,97.0,0.0178,0.0174,0.9969,1.0,29.0,0.0,0.0077,0.0,218655.0847457627,0.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,29.0
B00PW3J8LM,23,Fossil,0.0,0.0,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",197.0,3.0,0.0009,0.0008,276.0,10.0,0.0009,0.0018,0.9399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B00WM0CF4A,23,Fossil,0.0,0.0,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,2853.0,56.0,0.0128,0.0141,4062.0,109.0,0.0133,0.0195,0.9026,0.8889,16.0,0.0,0.0056,0.0,94874.57627118644,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,16.0
B00Z52HG6O,23,Fossil,0.0,0.0,B00Z52HG6O,Michael Kors Slim Runway Analog Rose Gold Dial Women's Watch-MK3197,106.0,3.0,0.0005,0.0008,156.0,7.0,0.0005,0.0013,0.9552,0.2,1.0,0.0,0.0094,0.0,7624.576271186441,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B012R0UNAW,23,Fossil,0.0,0.0,B012R0UNAW,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band",1168.0,10.0,0.0052,0.0025,1615.0,12.0,0.0053,0.0021,0.9894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B01487C7CO,23,Fossil,0.0,0.0,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,2396.0,44.0,0.0107,0.0111,3097.0,58.0,0.0101,0.0104,0.9808,1.0,2.0,1.0,0.0008,0.0227,33886.4406779661,19993.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B017SN1OI8,23,Fossil,0.0,0.0,B017SN1OI8,Fossil Analog Blue Dial Men's Watch - FS5151,1891.0,39.0,0.0085,0.0098,2801.0,59.0,0.0091,0.0106,0.9988,0.9722,30.0,10.0,0.0159,0.2564,210347.4576271187,83170.0,25.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,30.0
B0183NW5H6,23,Fossil,0.0,0.0,B0183NW5H6,Fossil Analog Black Dial Men's Watch-FS5164,51.0,1.0,0.0002,0.0003,68.0,2.0,0.0002,0.0004,0.3125,0.0,1.0,0.0,0.0196,0.0,7878.813559322034,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0
B01GZZYSRO,23,Fossil,0.0,0.0,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,220.0,9.0,0.001,0.0023,306.0,10.0,0.001,0.0018,1.0,1.0,2.0,0.0,0.0091,0.0,16606.77966101695,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B01GZZZ328,23,Fossil,0.0,0.0,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,226.0,3.0,0.001,0.0008,275.0,4.0,0.0009,0.0007,0.9961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B01KNMEVDG,23,Fossil,0.0,0.0,B01KNMEVDG,Fossil Grant Sport Blue Watch FS5237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B01MTYS3BW,23,Fossil,0.0,0.0,B01MTYS3BW,Diesel Analog Stainless Steel Black Dial and Band (Big dial) Men's Watch-DZ7395,3444.0,72.0,0.0154,0.0181,4404.0,94.0,0.0144,0.0168,0.0401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B01MZWUN47,23,Fossil,0.0,0.0,B01MZWUN47,"Skagen Leather Analog Blue Color Small Dial Men Watch - Skw6355, Brown Band",9.0,0.0,0.0,0.0,16.0,0.0,0.0001,0.0,0.8333,0.0,1.0,0.0,0.1111,0.0,6353.389830508475,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0
B06VV5QB6Q,23,Fossil,0.0,0.0,B06VV5QB6Q,"Fossil Analog Black Dial Men's Watch-FS5308 Stainless Steel, Black Strap",1761.0,27.0,0.0079,0.0068,2358.0,31.0,0.0077,0.0056,0.9339,1.0,6.0,0.0,0.0034,0.0,48271.18644067797,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,6.0
B0769YW2KN,23,Fossil,0.0,0.0,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size",793.0,13.0,0.0035,0.0033,1054.0,16.0,0.0034,0.0029,0.8629,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B077SMJP9Z,23,Fossil,0.0,0.0,B077SMJP9Z,"Skagen Stainless Steel Analog White Dial Women Watch - Skw2694, Rose Gold Band",272.0,10.0,0.0012,0.0025,345.0,12.0,0.0011,0.0021,0.0987,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B077SN2LNP,23,Fossil,0.0,0.0,B077SN2LNP,Michael Kors Lexington Analog Black Dial Men's Watch-MK8603,123.0,2.0,0.0006,0.0005,158.0,3.0,0.0005,0.0005,1.0,1.0,1.0,0.0,0.0081,0.0,20757.62711864407,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B078Y2PJL4,23,Fossil,0.0,0.0,B078Y2PJL4,"Fossil Stainless Steel Women Karli Rose Gold Dial Analog Watch Bq3181, Rose Gold Band",16374.0,225.0,0.0732,0.0567,24106.0,344.0,0.0787,0.0616,0.1078,0.0977,24.0,5.0,0.0015,0.0222,147396.6101694915,35985.0,21.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,24.0
B079DC27J5,23,Fossil,0.0,0.0,B079DC27J5,Fossil Analog Black Dial Men's Watch-FS5452,605.0,10.0,0.0027,0.0025,793.0,11.0,0.0026,0.002,0.8359,0.8571,2.0,0.0,0.0033,0.0,22022.03389830509,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B079XB5RXH,23,Fossil,0.0,0.0,B079XB5RXH,Michael Kors Ritz Analogue Women's Watch (Rose Gold Dial Rose Gold Colored Strap),1154.0,19.0,0.0052,0.0048,1579.0,24.0,0.0052,0.0043,0.9971,1.0,3.0,0.0,0.0026,0.0,62271.18644067797,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,3.0
B07CSNG8XL,23,Fossil,0.0,0.0,B07CSNG8XL,Fossil Carlie Analog White Dial Women's Watch - ES4433,1260.0,14.0,0.0056,0.0035,1811.0,17.0,0.0059,0.003,0.9829,1.0,1.0,0.0,0.0008,0.0,8045.762711864407,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B07M7P7VLX,23,Fossil,0.0,0.0,B07M7P7VLX,Fossil Women's Analog Watch (Black),1008.0,14.0,0.0045,0.0035,1425.0,22.0,0.0047,0.0039,1.0,1.0,16.0,0.0,0.0159,0.0,115510.1694915254,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,16.0
B07MFZ6S2Q,23,Fossil,0.0,0.0,B07MFZ6S2Q,Fossil Neutra Analog Black Dial and Band Men's Stainless Steel Watch-FS5525,462.0,5.0,0.0021,0.0013,689.0,7.0,0.0022,0.0013,0.9854,1.0,4.0,0.0,0.0087,0.0,49128.81355932204,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,4.0
B07MM5MH6F,23,Fossil,0.0,0.0,B07MM5MH6F,"Fossil Watch, Black, Free Size, (FS5512)",1065.0,14.0,0.0048,0.0035,1372.0,21.0,0.0045,0.0038,0.8982,0.875,3.0,0.0,0.0028,0.0,33033.05084745763,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,3.0
B07QSK7DHR,23,Fossil,0.0,0.0,B07QSK7DHR,Michael Kors Analog Gold Dial Women's Watch-MK4339,173.0,1.0,0.0008,0.0003,220.0,1.0,0.0007,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07RPQWF6B,23,Fossil,0.0,0.0,B07RPQWF6B,Fossil Women Tillie Mini White Dial Rosegold Band Quartz Stainless Steel Analog Watch BQ3502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B07RZ1R1HJ,23,Fossil,0.0,0.0,B07RZ1R1HJ,"Fossil Analog Gold Dial Women's Watch (ES4628, Multicolour)",562.0,5.0,0.0025,0.0013,753.0,5.0,0.0025,0.0009,0.9157,0.0,5.0,0.0,0.0089,0.0,55055.93220338984,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,5.0
B07SV6Q9QX,23,Fossil,0.0,0.0,B07SV6Q9QX,Diesel Vert Silver Quartz Stainless Steel Watch DZ2234,28.0,0.0,0.0001,0.0,48.0,0.0,0.0002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07SW9WNP5,23,Fossil,0.0,0.0,B07SW9WNP5,Diesel Spiked Black Quartz Leather Watch DZ4703,71.0,0.0,0.0003,0.0,94.0,0.0,0.0003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07SXDRFK2,23,Fossil,0.0,0.0,B07SXDRFK2,Diesel Mega Chief Slim Silver Quartz Stainless Steel Watch DZ4702,24.0,0.0,0.0001,0.0,30.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07SXFRLZZ,23,Fossil,0.0,0.0,B07SXFRLZZ,Diesel Spiked Silver Quartz Stainless Steel Watch DZ4709,24.0,0.0,0.0001,0.0,35.0,0.0,0.0001,0.0,1.0,0.0,1.0,0.0,0.0417,0.0,17368.64406779661,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B07SZSVT1F,23,Fossil,0.0,0.0,B07SZSVT1F,Diesel D-Sruptor Black Watch DZ2213,57.0,2.0,0.0003,0.0005,74.0,2.0,0.0002,0.0004,0.7794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T1X89FZ,23,Fossil,0.0,0.0,B07T1X89FZ,"Diesel Stainless Steel Analog Silver Dial Men's Watch-Dz2215, Band Color:Green",22.0,1.0,0.0001,0.0003,28.0,1.0,0.0001,0.0002,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T1X8TKH,23,Fossil,0.0,0.0,B07T1X8TKH,Diesel D-Sruptor Gold Watch DZ2214,28.0,2.0,0.0001,0.0005,53.0,8.0,0.0002,0.0014,0.9487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T1X96CL,23,Fossil,0.0,0.0,B07T1X96CL,Diesel Spiked Black Watch DZ4667,182.0,5.0,0.0008,0.0013,264.0,7.0,0.0009,0.0013,0.892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T2XY7V5,23,Fossil,0.0,0.0,B07T2XY7V5,Diesel Spiked Black Quartz Leather Watch DZ4671,17.0,0.0,0.0001,0.0,23.0,0.0,0.0001,0.0,0.9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T2XYGR5,23,Fossil,0.0,0.0,B07T2XYGR5,Diesel Men Spiked Green Quartz Stainless Steel Chronograph Watch DZ4670,113.0,2.0,0.0005,0.0005,164.0,3.0,0.0005,0.0005,0.9225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B07T2XYHYD,23,Fossil,0.0,0.0,B07T2XYHYD,Diesel D-Era White Quartz Leather Watch DZ5613,25.0,0.0,0.0001,0.0,34.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T3ZLNM3,23,Fossil,0.0,0.0,B07T3ZLNM3,"Diesel Leather Analog Silver Dial Men's Watch-Dz4665, Band Color -Brown",2393.0,27.0,0.0107,0.0068,2889.0,30.0,0.0094,0.0054,0.9624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T3ZPD9X,23,Fossil,0.0,0.0,B07T3ZPD9X,Diesel D-Era Black Quartz Leather Watch DZ5612,46.0,0.0,0.0002,0.0,50.0,0.0,0.0002,0.0,0.9388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T53T1KV,23,Fossil,0.0,0.0,B07T53T1KV,Diesel Mr. Daddy Slim Grey Quartz Stainless Steel Watch DZ7487,276.0,6.0,0.0012,0.0015,381.0,8.0,0.0012,0.0014,0.8623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T62VK1C,23,Fossil,0.0,0.0,B07T62VK1C,Diesel D-Sruptor Silver Watch DZ2212,108.0,3.0,0.0005,0.0008,149.0,4.0,0.0005,0.0007,0.9774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T62XNWY,23,Fossil,0.0,0.0,B07T62XNWY,Diesel D-Era Silver Quartz Stainless Steel Watch DZ5609,15.0,0.0,0.0001,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T62YVHY,23,Fossil,0.0,0.0,B07T62YVHY,Diesel Wonder-D White Watch DZ5618,76.0,2.0,0.0003,0.0005,98.0,2.0,0.0003,0.0004,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B07T63MQ9G,23,Fossil,0.0,0.0,B07T63MQ9G,Diesel Scraper Black Watch DZ2210SET,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T63ZJTR,23,Fossil,0.0,0.0,B07T63ZJTR,"Diesel Stainless Steel Analog Yellow Dial Men's Watch-Dz4662, Band Color -Gold",78.0,1.0,0.0003,0.0003,102.0,1.0,0.0003,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B07T64HT6R,23,Fossil,0.0,0.0,B07T64HT6R,Diesel D-Era Gold Quartz Stainless Steel Watch DZ5611,63.0,1.0,0.0003,0.0003,100.0,4.0,0.0003,0.0007,0.8429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07T655VD8,23,Fossil,0.0,0.0,B07T655VD8,"Diesel Stainless Steel Analog Gold Dial Men Watch-Dz4659, Gold Band",44.0,3.0,0.0002,0.0008,49.0,3.0,0.0002,0.0005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B07WQ9WRJ9,23,Fossil,0.0,0.0,B07WQ9WRJ9,Fossil Men's Black Dial Analog Watch-FS5665,430.0,7.0,0.0019,0.0018,547.0,7.0,0.0018,0.0013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0846PC77Q,23,Fossil,0.0,0.0,B0846PC77Q,Armani Exchange Analogue Men's Watch (Black Dial Black Colored Strap),132.0,1.0,0.0006,0.0003,164.0,1.0,0.0005,0.0002,0.9868,0.0,1.0,0.0,0.0076,0.0,13131.35593220339,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0846PJPW9,23,Fossil,0.0,0.0,B0846PJPW9,Armani Exchange Black Dial Analog Men's Watch,3667.0,83.0,0.0164,0.0209,4809.0,102.0,0.0157,0.0183,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B0846Q1JT5,23,Fossil,0.0,0.0,B0846Q1JT5,Armani Exchange Analog Silver Dial Women's Stainless Steel Watch-Ax5901,832.0,6.0,0.0037,0.0015,1039.0,6.0,0.0034,0.0011,0.9917,1.0,1.0,0.0,0.0012,0.0,13130.50847457627,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B084CG2ZVZ,23,Fossil,0.0,0.0,B084CG2ZVZ,Fossil Neutra Chrono Grey Quartz Stainless Steel Watch FS5699,199.0,3.0,0.0009,0.0008,274.0,5.0,0.0009,0.0009,0.9237,0.0,1.0,0.0,0.005,0.0,12282.20338983051,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
