asin,week,brand,sku,model,(parent) asin,title,sessions,sessions - total - b2b,session percentage - total,session percentage - total - b2b,page views - total,page views - total - b2b,page views percentage - total,page views percentage - total - b2b,buy_box_pct,featured offer percentage - b2b,units_ordered,units ordered - b2b,conversion_pct,unit session percentage - b2b,ordered_product_sales,ordered product sales - b2b,total order items,total order items - b2b,gmv,ad_channel,spend,clicks,impressions,attributed_sales,ams_orders,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct,category_l0,category_l1,category_l2,Model,units
B0D67727VG,30,Nexlev,FBP79350,EA-01,B0D67727VG,EA-01,906.0,0.0,0.0,0.0,1210.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9388.14,0.0,0.0,0.0,0.0,SP_SD,479.25,85.0,7663.0,2135.24,2.0,0.2244478372454618,4.455378195096505,,239.625,,,HPC,Hair Care,Hair Oil Applicator,EA-01,10.0
B0D81DLSFT,30,Nexlev,FBA79348,HD-02,B0D81DLSFT,HD-02,67.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2489.03,0.0,0.0,0.0,0.0,SP_SD,45.12,11.0,2576.0,1248.31,1.0,0.0361448678613485,27.666445035460992,,45.12,,,,,,HD-02,3.0
B0D83Q7L8W,30,Nexlev,FBA79271,V-01,B0D83Q7L8W,V-01,466.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1158.47,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Hair Care,Volumizer,V-01,1.0
B0D842173P,30,Nexlev,FBK79347,ETC-05-PI,B0D842173P,ETC-05-PI,11.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,62.99,8.0,1604.0,0.0,0.0,,0.0,,,,,HPC,Oral Care,Electric Toothbrush,ETC-05-PI,0.0
B0D8445KJN,30,Nexlev,FBA79279,LR-01,B0D8445KJN,LR-01,262.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1523.73,0.0,0.0,0.0,0.0,SP_SD,451.47,96.0,25618.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Fabric Care,Lint Remover,LR-01,2.0
B0D845B2DG,30,Nexlev,FBA79280,LR-02,B0D845B2DG,LR-02,178.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6410.17,0.0,0.0,0.0,0.0,SP_SD,160.43,14.0,8569.0,1270.34,1.0,0.1262890249854369,7.918344449292525,,160.43,,,Home & Kitchen,Fabric Care,Lint Remover,LR-02,5.0
B0D86Y2V7V,30,Nexlev,FBA79461,HD-02,B0D86Y2V7V,HD-02,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,21.11,4.0,448.0,0.0,0.0,,0.0,,,,,,,,HD-02,0.0
B0D86ZC9YT,30,Nexlev,FBA79278,HD-01,B0D86ZC9YT,HD-01,28.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1248.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Hair Care,Hair Dryer,HD-01,1.0
B0D9KCNVNM,30,Nexlev,FBA79381,ETR-06,B0D9KCNVNM,ETR-06,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Oral Care,Electric Toothbrush - Oscillating,ETR-06,0.0
B0D9KDQCCM,30,Nexlev,FBA79349,SW-01,B0D9KDQCCM,SW-01,473.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4233.05,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Fabric Care,Mini Sewing Machine,SW-01,5.0
B0D9KFP4MG,30,Nexlev,FBA79405,HSB-03,B0D9KFP4MG,HSB-03,914.0,0.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4973.73,0.0,0.0,0.0,0.0,SP_SD,1093.31,174.0,37876.0,1661.02,1.0,0.6582160359297299,1.5192580329458252,,1093.31,,,HPC,Hair Care,Hair Straightener Brush - Corded,HSB-03,3.0
B0D9KFQG8Q,30,Nexlev,FBA79443,LE-03,B0D9KFQG8Q,LE-03,95.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1526.27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Skin Care,LED Face & Skin Care Massager,LE-03,2.0
B0D9KFZYG8,30,Nexlev,FBA79404,FS-01,B0D9KFZYG8,FS-01,320.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7239.83,0.0,0.0,0.0,0.0,SP_SD,857.4200000000001,82.0,38612.0,1439.83,1.0,0.5955008577401499,1.679258706351613,,857.4200000000001,,,HPC,Skin Care,Face Steamer,FS-01,5.0
B0DCGHKRXX,30,Nexlev,FBA79440,LE-02,B0DCGHKRXX,LE-02,448.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8336.44,0.0,0.0,0.0,0.0,SP_SD,149.27,24.0,5306.0,0.0,0.0,,0.0,,,,,HPC,Hair Care,Hair Therapy Comb,LE-02,5.0
B0DCGHVN81,30,Nexlev,FBA79452,VC-01,B0DCGHVN81,VC-01,2304.0,0.0,0.0,0.0,3264.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,68103.39,0.0,0.0,0.0,0.0,SP_SD,14634.79,1421.0,206178.0,33797.43,19.0,0.4330148771666958,2.309389475352909,,770.2521052631579,,,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,VC-01,39.0
B0DCK3N2JJ,30,Nexlev,FBA79406,HSB-04,B0DCK3N2JJ,HSB-04,1152.0,0.0,0.0,0.0,1802.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,39016.1,0.0,0.0,0.0,0.0,SP_SD,1309.58,205.0,23900.0,25170.33,11.0,0.0520287179389384,19.220154553368257,,119.05272727272728,,,HPC,Hair Care,Hair Straightener Brush - Cordless,HSB-04,17.0
B0DCK4DR1B,30,Nexlev,FBA79469,LE-04,B0DCK4DR1B,LE-04,32.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2540.68,0.0,0.0,0.0,0.0,SP_SD,102.45,20.0,2497.0,1270.34,1.0,0.0806477006155832,12.399609565641777,,102.45,,,HPC,Skin Care,Skin Lift Device,LE-04,2.0
B0DCK56Q85,30,Nexlev,FBA79463,VC-02,B0DCK56Q85,VC-02,436.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4235.59,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,VC-02,2.0
B0DCK7ZH5P,30,Nexlev,FBA79439,MR-02,B0DCK7ZH5P,MR-02,23130.0,0.0,0.0,0.0,28128.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,137871.18,0.0,0.0,0.0,0.0,SP_SD,16327.96,1789.0,146622.0,35655.92,12.0,0.4579312495652896,2.1837339140958205,,1360.6633333333334,,,Home & Kitchen,Cleaning & Vacumming,Mite Remover,MR-02,48.0
B0DDC3GVZW,30,Nexlev,FBA79480,VC-03,B0DDC3GVZW,VC-03,183.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1346.61,0.0,0.0,0.0,0.0,SP_SD,8.78,1.0,591.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,VC-03,1.0
B0DFCDKMWR,30,Nexlev,FBA79464,CM-01-BL,B0DFCDKMWR,CM-01-BL,33.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,CM-01-BL,0.0
B0DFCDZWND,30,Nexlev,FBA79472,CM-02-PR,B0DFCDZWND,CM-02-PR,510.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5792.37,0.0,0.0,0.0,0.0,SP_SD,1502.2199999999998,197.0,34754.0,5207.6,4.0,0.2884668561333435,3.4666027612466888,,375.555,,,HPC,Electric Massagers,Electric Heating Pads,CM-02-PR,5.0
B0DFCG2VGS,30,Nexlev,FBA79488,KE-01,B0DFCG2VGS,KE-01,642.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2964.41,0.0,0.0,0.0,0.0,SP_SD,1498.61,179.0,28114.0,2964.4,2.0,0.5055356901902577,1.9780997057273075,,749.305,,,Home & Kitchen,Kitchen Appliances,Electric Multi Kettles,KE-01,2.0
B0DFMRG2K4,30,Nexlev,FBA79481,TM-02,B0DFMRG2K4,TM-02,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Trimmers & Body Groomers,Intimate Trimmer,TM-02,0.0
B0DJFH6RTL,30,Nexlev,FBA79473,TI-02,B0DJFH6RTL,TI-02,200.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2962.71,0.0,0.0,0.0,0.0,SP_SD,662.62,62.0,31352.0,1481.36,1.0,0.44730517902468,2.235610153632549,,662.62,,,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,TI-02,2.0
B0DK9LYT4P,30,Nexlev,FBA79467,TM-01,B0DK9LYT4P,TM-01,81.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,294.63,65.0,11041.0,0.0,0.0,,0.0,,,,,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,TM-01,0.0
B0DK9NRBWJ,30,Nexlev,FBA79483,TM-03,B0DK9NRBWJ,TM-03,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Trimmers & Body Groomers,Men's Body Trimmer,TM-03,0.0
B0DK9QNKK8,30,Nexlev,FBA79485,TM-04,B0DK9QNKK8,TM-04,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Trimmers & Body Groomers,Body & Nose Trimmer,TM-04,0.0
B0DKJSCLBD,30,Nexlev,FBA79566,VC-05,B0DKJSCLBD,VC-05,136.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,VC-05,0.0
B0DKJXRXKM,30,Nexlev,FBA79570,BR-01,B0DKJXRXKM,BR-01,340.0,0.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10185.59,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Skin Care,Blackhead Remover,BR-01,7.0
B0DKJZDY72,30,Nexlev,FBA79565,VC-04,B0DKJZDY72,VC-04,38.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,VC-04,0.0
B0DKK15YNJ,30,Nexlev,FBA79573,EA-02,B0DKK15YNJ,EA-02,732.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,19139.83,0.0,0.0,0.0,0.0,SP_SD,4352.13,319.0,49242.0,11223.07,5.0,0.3877842693665815,2.578753392017242,,870.426,,,HPC,Hair Care,Hair Oil Applicator,EA-02,9.0
B0DM6BB3VT,30,Nexlev,FBA79590,CFM-01,B0DM6BB3VT,CFM-01,278.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,15083.9,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Electric Massagers,Calf Massager,CFM-01,6.0
B0DMT19RWC,30,Nexlev,FBA79596,MG-01,B0DMT19RWC,MG-01,26.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3142.37,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Electric Massagers,Massage Gun,MG-01,2.0
B0DNJP9T35,30,Nexlev,FBA79589,SS-02,B0DNJP9T35,SS-02,61.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,303.74,45.0,21267.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Cleaning & Vacumming,Electric Spin Scrubber,SS-02,0.0
B0DNJS23HS,30,Nexlev,FBA79567,SC-04,B0DNJS23HS,SC-04,12716.0,0.0,0.0,0.0,17986.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,343480.51,0.0,0.0,0.0,0.0,SP_SD,29434.99,1321.0,118195.0,136790.72,29.0,0.2151826527413555,4.647214760392308,,1014.999655172414,,,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,SC-04,72.0
B0DQ8W1RBV,30,Nexlev,FBK79271,V-01 RG,B0DQ8W1RBV,V-01 RG,428.0,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3770.34,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Hair Care,Volumizer,V-01 RG,3.0
B0DQCWRG3H,30,Nexlev,FBA79493,V-03,B0DQCWRG3H,V-03,6626.0,0.0,0.0,0.0,10304.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,142301.69,0.0,0.0,0.0,0.0,SP_SD,24183.97,2487.0,316711.0,96124.64,58.0,0.2515897068639217,3.974725406953449,,416.965,,,HPC,Hair Care,Volumizer,V-03,85.0
B0DT6Y7KJM,30,Nexlev,FBA79492,V-02,B0DT6Y7KJM,V-02,207.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,78.12,12.0,2108.0,0.0,0.0,,0.0,,,,,HPC,Hair Care,Volumizer,V-02,0.0
B0DTK4FY1G,30,Nexlev,FBA79698,SS-01,B0DTK4FY1G,SS-01,83.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Cleaning & Vacumming,Electric Spin Scrubber,SS-01,0.0
B0DTYDTKN8,30,Nexlev,FBA79699,SPM-01,B0DTYDTKN8,SPM-01,484.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3592.37,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Cleaning & Vacumming,Electric Spin Mop Swipe,SPM-01,1.0
B0DV931G48,30,Nexlev,FBA79690,PM-02,B0DV931G48,PM-02,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Electric Massagers,Handheld Percussion Massager,PM-02,0.0
B0DV94R4QD,30,Nexlev,FBA79686,MGS-02,B0DV94R4QD,MGS-02,16.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Electric Massagers,Massage Gun - Mini,MGS-02,0.0
B0DV9CY3XR,30,Nexlev,FBA79687,MGC-03,B0DV9CY3XR,MGC-03,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,HPC,Electric Massagers,Hot & Cold Massage Gun,MGC-03,0.0
B0DVC58QPZ,30,Nexlev,FBA79692,AP-03,B0DVC58QPZ,AP-03,134.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3682.2,0.0,0.0,0.0,0.0,SP_SD,281.64,65.0,33208.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Air Purifier,Air Purifier,AP-03,1.0
B0DVC7VJP1,30,Nexlev,FBA79679,ST-01,B0DVC7VJP1,ST-01,2694.0,0.0,0.0,0.0,3744.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,97781.35,0.0,0.0,0.0,0.0,SP_SD,4631.5,180.0,24526.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Kitchen Appliances,Stand Mixer,ST-01,19.0
B0DVC8NYY2,30,Nexlev,FBA79682,HU-02,B0DVC8NYY2,HU-02,170.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4827.97,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Air Purifier,Humidifier White,HU-02,3.0
B0DVC9PRSD,30,Nexlev,FBA79683,AP-01,B0DVC9PRSD,AP-01,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Air Purifier,Air Purifier,AP-01,0.0
B0DVCDD5VC,30,Nexlev,FBA79678,NP-07,B0DVCDD5VC,NP-07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,NP-07,0.0
B0F29SZCVF,30,Nexlev,FBK79591,KM-01,B0F29SZCVF,KM-01,160.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,731.45,151.0,10055.0,0.0,0.0,,0.0,,,,,HPC,Electric Massagers,Knee Massager,KM-01,0.0
B0F2N11VTN,30,Nexlev,FBA79607,LR-02 SET OF 2 BLADES,B0F2N11VTN,LR-02 Set of 2 blades,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,26.51,3.0,5116.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Set of 2 blades,Spares,LR-02 SET OF 2 BLADES,0.0
B0F2N31GNX,30,Nexlev,FBA79657,SS-02 SET OF SPARES,B0F2N31GNX,SS-02 Set of Spares,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Set of Spares,Spares,SS-02 SET OF SPARES,0.0
B0F2N37819,30,Nexlev,FBA79606,LR-01 SET OF 2 BLADES,B0F2N37819,LR-01 Set of 2 blades,20.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,635.59,0.0,0.0,0.0,0.0,SP_SD,24.76,5.0,5153.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Set of 2 blades,Spares,LR-01 SET OF 2 BLADES,2.0
B0F2N4N83Y,30,Nexlev,FBA79721,MR-02 HEPA FILTER,B0F2N4N83Y,MR-02 HEPA Filter,49.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,593.22,0.0,0.0,0.0,0.0,SP_SD,16.62,2.0,143.0,0.0,0.0,,0.0,,,,,,,,MR-02 HEPA FILTER,4.0
B0F43P6D23,30,Nexlev,FBA79652,SC-05,B0F43P6D23,SC-05,30656.0,0.0,0.0,0.0,42342.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,400309.32,0.0,0.0,0.0,0.0,SP_SD,77234.55,4183.0,533411.0,229208.23,76.0,0.3369623769617696,2.967690366552275,,1016.2440789473684,,,Home & Kitchen,Cleaning & Vacumming,Steam cleaner,SC-05,146.0
B0F678L8YT,30,Nexlev,FBA79771,SC-01 SET OF SPARES,B0F678L8YT,SC-01 Set of Spares,477.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,676.27,0.0,0.0,0.0,0.0,SP_SD,78.69,14.0,4398.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Set of Spares,Spares,SC-01 SET OF SPARES,2.0
B0F67BW7SF,30,Nexlev,FBA79778,AP-03 HEPA,B0F67BW7SF,AP-03 HEPA,21.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,93.68,17.0,9327.0,0.0,0.0,,0.0,,,,,Home & Kitchen,HEPA,Spares,AP-03 HEPA,0.0
B0F74DJYG6,30,Nexlev,FBA79773,VC-01 HEPA,B0F74DJYG6,VC-01 HEPA,66.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,760.17,0.0,0.0,0.0,0.0,SP_SD,108.35,24.0,4458.0,0.0,0.0,,0.0,,,,,Home & Kitchen,HEPA,Spares,VC-01 HEPA,3.0
B0FJ1ZB4G9,30,Nexlev,FBA79707,ETC-08-BL,B0FJ1ZB4G9,ETC-08-BL,35.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1345.76,0.0,0.0,0.0,0.0,SP_SD,37.4,9.0,4315.0,0.0,0.0,,0.0,,,,,HPC,Oral Care,Electric Toothbrush,ETC-08-BL,2.0
B0FJ8SFNRH,30,Nexlev,FBA79809,KE-03,B0FJ8SFNRH,KE-03,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Kitchen Appliances,Electric Kettle,KE-03,0.0
B0FJG5PFGQ,30,Nexlev,FBA79673,ETC-07-WH,B0FJG5PFGQ,ETC-07-WH,196.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4037.29,0.0,0.0,0.0,0.0,SP_SD,178.01000000000002,21.0,4635.0,4037.28,6.0,0.0440915665992945,22.68007415313746,,29.668333333333337,,,HPC,Oral Care,Electric Toothbrush,ETC-07-WH,6.0
B0FMF1D9NV,30,Nexlev,FBA79843,SC-04 SPARE SET,B0FMF1D9NV,SC-04 Spare Set,532.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,932.2,0.0,0.0,0.0,0.0,SP_SD,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Spare Set,Spares,SC-04 SPARE SET,4.0
B0FPGDVVCX,30,Nexlev,FBA79849,CFM-03,B0FPGDVVCX,CFM-03,1181.0,0.0,0.0,0.0,1593.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,74911.02,0.0,0.0,0.0,0.0,SP_SD,8096.5700000000015,672.0,90209.0,35731.07,8.0,0.2265974682538195,4.413111972106706,,1012.0712500000002,,,HPC,Electric Massagers,Calf Massager,CFM-03,16.0
B0FS6TB7CP,30,Nexlev,FBA79812,PB-01,B0FS6TB7CP,PB-01,2106.0,0.0,0.0,0.0,2820.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18297.46,0.0,0.0,0.0,0.0,SP_SD,2510.09,289.0,137727.0,6099.15,3.0,0.4115475107187067,2.4298531128365912,,836.6966666666667,,,Home & Kitchen,Kitchen Appliances,Portable Blender,PB-01,11.0
B0FS7T8151,30,Nexlev,FBA79810,MF-01,B0FS7T8151,MF-01,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Kitchen Appliances,Milk Frother,MF-01,0.0
B0FSF1N457,30,Nexlev,FBA79811,MC-01,B0FSF1N457,MC-01,1270.0,0.0,0.0,0.0,1639.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7546.61,0.0,0.0,0.0,0.0,SP_SD,9.26,2.0,765.0,0.0,0.0,,0.0,,,,,Home & Kitchen,Kitchen Appliances,Electric Mini Chopper,MC-01,15.0
B0FT8R24QM,30,Nexlev,FBA79819,LR-03,B0FT8R24QM,LR-03,64.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,338.14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,Fabric Care,Lint Remover,LR-03,1.0
B0FYNLPK1B,30,Nexlev,FBA79913,"VC-05 VC-05 -SET OF SPARES(CREVICE, BRUSH & HOSE)",B0FYNLPK1B,"VC-05 VC-05 -Set of Spares(Crevice, Brush & Hose)",12.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Home & Kitchen,"VC-05 -Set of Spares(Crevice, Brush & Hose)",Spares,"VC-05 VC-05 -SET OF SPARES(CREVICE, BRUSH & HOSE)",0.0
B0GGHZWMVW,30,Nexlev,FBA79971,SP-01,B0GGHZWMVW,SP-01,54868.0,0.0,0.0,0.0,71364.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,579612.71,0.0,0.0,0.0,0.0,SP_SD,55574.90000000001,3706.0,342273.0,274553.28,29.0,0.2024193628282277,4.940238848832835,,1916.3758620689655,,,Home & Kitchen,Cleaning & Vacumming,,SP-01,59.0
