date,asin,Spend,adGroupName,ams_orders,campaignId,14 Day Total Units (#),Impressions,raw_sku,adGroupId,14 Day Total Sales (₹),Clicks,campaignName,sku,model,brand,category_l0,category_l1,category_l2
2026-07-15,B0C8JDHLX9,0.0,VIEWS REM || 4 STAR || TONOR,0,349719208790496,0,0,FBM79115,382841462163329,0.0,0,SD || CONV || VIEWS REM || 4 STAR || TONOR,FBA79115,T10,Tonor,Accessories,Boom Arm Kit,
