seller_account,sku,asin,afn_fulfillable_quantity,afn_total_quantity,afn_inbound_shipped_quantity,afn_reserved_quantity
CAMBIUMRETAIL,FBA80118,B07WGWGMBM,156,158,0,2
VIOMI,FBA79970,B0FFM8LKFG,96,96,0,0
CAMBIUMRETAIL,FBA72564,B07LDJJ4JP,15,45,30,0
CAMBIUMRETAIL,FBA72563,B07RMH1BMS,10,27,17,0
VIOMI,FBA80172,B00FFIGZF6,18,20,0,0
VIOMI,FBA75977,B08CF53PQH,18,18,0,0
NEXLEV,FBA80252,B0HDD2LYLZ,0,15,0,0
NEXLEV,FBA80253,B0HDCT9QW5,0,15,0,0
CAMBIUMRETAIL,FBA79252,B0C86FJGB6,12,12,0,0
VIOMI,FBA80175,B01ERLMEQU,10,10,0,0
VIOMI,FBA80139,B001QXCYZY,6,6,0,0
VIOMI,FBA75976,B08FW1Q676,3,6,0,3
VIOMI,FBA80174,B07PR8H1HV,2,6,0,4
VIOMI,FBA76694,B0BLSMX1QP,0,5,0,4
VIOMI,FBA80173,B00QHURUBE,4,5,0,1
VIOMI,FBA78904,B007JW093A,3,3,0,0
VIOMI,FBA78905,B007JW0962,3,3,0,0
VIOMI,FBA78906,B007JW095I,3,3,0,0
VIOMI,FBA78912,B007JW08KE,2,3,0,1
VIOMI,FBA78908,B007JW09R6,3,3,0,0
VIOMI,FBA78907,B007JW09TO,3,3,0,0
CAMBIUMRETAIL,FBA79100,B09MC1Z4VS,3,3,0,0
VIOMI,FBA78617,B00IN0E9TW,0,3,0,3
CAMBIUMRETAIL,FBA79219,B07FDZ6QZM,3,3,0,0
CAMBIUMRETAIL,FBA79250,B0CQNSQ9BJ,2,2,0,0
VIOMI,FBA78588,B00IN0EM1W,1,2,0,1
VIOMI,FBA78616,B0779CHWC9,0,2,0,2
VIOMI,FBA78618,B09M8NRVWP,0,2,0,2
VIOMI,FBA78619,B000KIVM1S,0,2,0,2
CAMBIUMRETAIL,FBA79101,B07FDZ1YVJ,2,2,0,0
CAMBIUMRETAIL,FBA79091,B0C7MZBL4R,1,2,0,1
VIOMI,FBA78913,B007JW08JA,2,2,0,0
