kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,45620690102134,45620690102134,,budget.amount,350.0,250.0,,,
budget_changed,192429211487117,192429211487117,,budget.amount,300.0,200.0,,,
budget_changed,551718651462342,551718651462342,,budget.amount,350.0,300.0,,,
budget_changed,73201749380127,73201749380127,,budget.amount,300.0,250.0,,,
budget_changed,402084441383247,402084441383247,,budget.amount,300.0,150.0,,,
bid_changed,207509426883398,7358943487735,91946681353633,bid,16.91,15.79,table monitor stand,PHRASE,
bid_changed,192435499290260,227265944527550,254243029046558,bid,18.8,22.17,monitor arm desk mount,EXACT,
bid_changed,126809147079678,169489793214233,147580683401753,bid,20.82,24.83,monitor holder table mount,PHRASE,
bid_changed,202672148357761,169489793214233,147580683401753,bid,21.44,25.57,vesa mount monitor arm,PHRASE,
bid_changed,148071457788314,7358943487735,91946681353633,bid,17.42,15.79,height adjustable for monitor,PHRASE,
bid_changed,226460810462009,169489793214233,147580683401753,bid,20.82,24.83,dual monitor setup,PHRASE,
bid_changed,18369463829629,7358943487735,91946681353633,bid,16.91,15.79,height adjustable monitor stand,PHRASE,
bid_changed,116796447299770,7358943487735,91946681353633,bid,16.91,15.79,table mount monitor stand,PHRASE,
bid_changed,68962020170724,227265944527550,254243029046558,bid,18.8,22.17,monitor arm,EXACT,
bid_changed,43942274805969,45620690102134,265255503062484,bid,19.36,18.8,+gas +spring +monitor +arm,BROAD,
bid_changed,186027810237438,45620690102134,265255503062484,bid,18.99,17.9,+vesa +mount +monitor +arm,BROAD,
bid_changed,242803883442458,366635017663735,363212612593904,bid,17.35,16.83,,,ASIN_SAME_AS=B0CTZYVY8X
bid_changed,126973876145363,366635017663735,363212612593904,bid,57.83,56.1,,,ASIN_SAME_AS=B0FBX4RNFD
bid_changed,156625138824612,551718651462342,468603991229425,bid,35.03,33.36,,,ASIN_SAME_AS=B08QB6YJ61
bid_changed,259422441907251,192429211487117,9162552791453,bid,15.66,14.91,,,ASIN_SAME_AS=B0FYXQ4L5H
bid_changed,276359318835069,192429211487117,9162552791453,bid,17.26,15.66,,,ASIN_SAME_AS=B0CH4X2FVM
bid_changed,26531876721011,366635017663735,363212612593904,bid,49.75,48.26,,,ASIN_SAME_AS=B0CWVDXHWH
bid_changed,153677530103588,366635017663735,363212612593904,bid,38.85,37.68,,,ASIN_SAME_AS=B0F8J9W8K8
bid_changed,95110687375708,366635017663735,363212612593904,bid,49.41,47.93,,,ASIN_SAME_AS=B0FBX618W4
bid_changed,15555497109926,366635017663735,363212612593904,bid,20.23,19.62,,,ASIN_SAME_AS=B0CX8TXMY6
bid_changed,186176804480550,551718651462342,468603991229425,bid,20.32,19.35,,,ASIN_SAME_AS=B0BZPRFH9F
bid_changed,189348406141987,192429211487117,9162552791453,bid,17.26,15.66,,,ASIN_SAME_AS=B0DMF71GN8
