kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value
budget_changed,197838945268298,197838945268298,,budget.amount,1400.0,1800.0
budget_changed,80804581756508,80804581756508,,budget.amount,2800.0,3300.0
budget_changed,39872942469609,39872942469609,,budget.amount,2700.0,3200.0
