kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,188277777011012,188277777011012,,budget.amount,200.0,250.0,,,
budget_changed,235864165756495,235864165756495,,budget.amount,500.0,400.0,,,
budget_changed,157594849023851,157594849023851,,budget.amount,300.0,400.0,,,
budget_changed,215129494188065,215129494188065,,budget.amount,300.0,400.0,,,
budget_changed,420588504416118,420588504416118,,budget.amount,650.0,950.0,,,
budget_changed,102823122727955,102823122727955,,budget.amount,700.0,1100.0,,,
budget_changed,161762415649041,161762415649041,,budget.amount,400.0,700.0,,,
budget_changed,52097422471620,52097422471620,,budget.amount,3000.0,3600.0,,,
budget_changed,22193097265608,22193097265608,,budget.amount,400.0,600.0,,,
budget_changed,547803314827110,547803314827110,,budget.amount,350.0,450.0,,,
budget_changed,144561986522852,144561986522852,,budget.amount,300.0,350.0,,,
budget_changed,138278027091413,138278027091413,,budget.amount,700.0,500.0,,,
budget_changed,2145822977568,2145822977568,,budget.amount,800.0,1200.0,,,
budget_changed,8166050802758,8166050802758,,budget.amount,300.0,450.0,,,
bid_changed,204531844215198,100938321688849,256159577614176,bid,14.0,17.5,+condenser +microphone +for +recording,BROAD,
state_changed,186513416056384,100938321688849,102726306841461,state,ENABLED,PAUSED,+podcast +mic,BROAD,
bid_changed,182095032075013,163508242832787,29807175255783,bid,15.0,16.0,+monitor +headphones,BROAD,
bid_changed,114160897989976,163508242832787,29807175255783,bid,15.0,16.0,+open +back +headphones,BROAD,
bid_changed,79006287304361,67277704155422,122947219726387,bid,12.0,13.5,+conference +speaker +with +mic,BROAD,
bid_changed,102686689162625,45833578930745,121435831500286,bid,4.0,5.2,audio mixer 8 channel,PHRASE,
bid_changed,116201694846240,235864165756495,263058510395861,bid,7.0,7.5,4 channel mixer,PHRASE,
bid_changed,107293569851953,189499520520874,88587080621975,bid,13.5,14.5,conference speaker,PHRASE,
bid_changed,223351533337678,163508242832787,29807175255783,bid,15.0,16.0,+studio +headphones +for +music +production,BROAD,
bid_changed,275098823800059,67277704155422,122947219726387,bid,12.0,13.0,+conference +mic,BROAD,
state_changed,266991158206841,144561986522852,222786653020930,state,ENABLED,PAUSED,studio monitor speakers,PHRASE,
bid_changed,235225561968228,45833578930745,121435831500286,bid,4.0,5.2,sound mixer,PHRASE,
bid_changed,183240764071958,144561986522852,222786653020930,bid,10.0,12.0,monitor speaker for studio,PHRASE,
state_changed,57261412467395,220965448847008,124682039228626,state,ENABLED,PAUSED,teaching mic with speaker wireless,EXACT,
bid_changed,257402197903507,235864165756495,263058510395861,bid,6.0,5.75,audio mixer,PHRASE,
bid_changed,246800784315444,12416109275909,166130328065548,bid,12.0,13.0,+audio +interface +for +recording +studio,BROAD,
bid_changed,136574334022424,215129494188065,114071206061199,bid,12.3,13.0,conference microphone,PHRASE,
bid_changed,253549263067713,45833578930745,121435831500286,bid,4.0,5.2,dj mixer,PHRASE,
bid_changed,241382290904816,100938321688849,256159577614176,bid,15.0,18.0,+podcast +mic +set,BROAD,
bid_changed,69577493988306,45833578930745,121435831500286,bid,4.0,5.2,audio mixer,PHRASE,
bid_changed,203925149136812,67277704155422,122947219726387,bid,12.0,13.0,+conference +microphone,BROAD,
state_changed,39078659725570,235864165756495,263058510395861,state,ENABLED,PAUSED,dj mixer,PHRASE,
bid_changed,201687751426897,163508242832787,29807175255783,bid,15.0,16.0,+studio +monitoring +headphones,BROAD,
state_changed,247529661736994,235864165756495,263058510395861,state,ENABLED,PAUSED,sound mixer 4 channel,PHRASE,
bid_changed,167920903014077,189499520520874,88587080621975,bid,13.5,14.5,conference call mic and speaker,PHRASE,
bid_changed,236132890643461,12416109275909,106893008829759,bid,19.0,21.0,sound interface,PHRASE,
bid_changed,254053624133996,100938321688849,102726306841461,bid,12.0,13.0,+condenser +mic,BROAD,
bid_changed,186028346377808,163508242832787,29807175255783,bid,15.0,16.0,+studio +monitor +headphones,BROAD,
bid_changed,58226567968653,189499520520874,88587080621975,bid,13.5,14.5,conference mic,PHRASE,
bid_changed,207409956630680,100938321688849,102726306841461,bid,9.6,10.5,+condenser +microphone,BROAD,
bid_changed,26232146625675,189499520520874,88587080621975,bid,13.5,14.5,conference speaker with mic,PHRASE,
bid_changed,263921333378741,189499520520874,88587080621975,bid,14.5,15.5,conference microphone,PHRASE,
bid_changed,72849645681243,67277704155422,122947219726387,bid,12.0,13.0,+conference +call +mic +and +speaker,BROAD,
state_changed,239840702823065,12416109275909,106893008829759,state,ENABLED,PAUSED,soundcard,PHRASE,
bid_changed,132935877704259,12416109275909,166130328065548,bid,12.0,13.5,+soundcard +for +recording +studio,BROAD,
bid_changed,213339342516725,163508242832787,29807175255783,bid,15.0,16.0,+dj +headphones,BROAD,
bid_changed,84841589208603,100938321688849,256159577614176,bid,11.0,15.0,+condenser +mic +for +singing,BROAD,
bid_changed,201110444251417,100938321688849,256159577614176,bid,10.0,13.5,+condenser +mic +for +recording,BROAD,
bid_changed,137248433121832,15401971520648,189208840374932,bid,7.0,6.2,,,ASIN_SAME_AS=B07X8Z1BRG
bid_changed,87417722991200,67277704155422,107949770069706,bid,14.0,15.0,,,ASIN_SAME_AS=B0CN2L52S6
bid_changed,55148098393921,189499520520874,66159578633283,bid,14.0,16.0,,,ASIN_SAME_AS=B06X15NDTV
bid_changed,267779658569804,157594849023851,228145093736239,bid,14.0,15.5,,,ASIN_SAME_AS=B08QSJMHKW
bid_changed,48996293214945,67277704155422,107949770069706,bid,14.0,15.0,,,ASIN_SAME_AS=B0F46WMKDB
bid_changed,177772265089661,120312135144244,81517407485193,bid,14.0,15.0,,,ASIN_SAME_AS=B0FG3GRHGH
state_changed,200819797100738,96291548700740,101303044162526,state,ENABLED,PAUSED,,,ASIN_SAME_AS=B0BVFN8BPZ
bid_changed,217656671284085,189499520520874,66159578633283,bid,16.0,17.0,,,ASIN_SAME_AS=B09WQZSW4F
bid_changed,142392742971411,120312135144244,81517407485193,bid,14.0,15.0,,,ASIN_SAME_AS=B0DQ1R42VN
bid_changed,177908655242312,101845805824285,141906734928032,bid,19.0,20.5,,,ASIN_SAME_AS=B00IT0IHOY
bid_changed,165418199018366,15401971520648,189208840374932,bid,7.0,6.2,,,ASIN_SAME_AS=B0CBX1JGB1
bid_changed,36795419093041,120312135144244,145174754562278,bid,9.0,10.0,,,ASIN_SAME_AS=B0F6K2CGZT
bid_changed,236835843488011,101845805824285,141906734928032,bid,16.5,17.5,,,ASIN_SAME_AS=B0DR35TX1N
bid_changed,97067711225232,189499520520874,66159578633283,bid,14.0,16.0,,,ASIN_SAME_AS=B0788QQ9KW
bid_changed,166786243440539,120312135144244,145174754562278,bid,9.0,10.0,,,ASIN_SAME_AS=B0G53KWRVW
state_changed,106051085564175,161762415649041,259670235013433,state,ENABLED,PAUSED,,,ASIN_SAME_AS=B0DNB9NNMJ
bid_changed,146618419805211,101845805824285,141906734928032,bid,15.0,17.0,,,ASIN_SAME_AS=B07WTDZ5JR
bid_changed,268754997144271,208197247124850,88592515810213,bid,13.5,14.0,,,ASIN_SAME_AS=B0FNWWJD4L
bid_changed,239127008176816,120312135144244,81517407485193,bid,14.0,15.0,,,ASIN_SAME_AS=B0FVMNL314
bid_changed,157134000578710,80877003270492,351946757625022,bid,5.5,5.7,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,154515935683835,67277704155422,107949770069706,bid,14.0,15.0,,,ASIN_SAME_AS=B06X15NDTV
bid_changed,42173592409814,15401971520648,189208840374932,bid,7.0,6.2,,,ASIN_SAME_AS=B0D6RPGGPY
bid_changed,122175026491146,208197247124850,172285864017000,bid,12.0,13.0,,,ASIN_SAME_AS=B09HL4T36F
state_changed,183963085353074,80877003270492,351946757625022,state,ENABLED,PAUSED,,,ASIN_SUBSTITUTE_RELATED=None
