profile_id,profile_label,prev_snapshot,curr_snapshot,total,bid_changed,state_changed,budget_changed,added,removed
1122755254933937,Nexlev (vendor),2026-07-09T04:51:20Z,2026-07-09T08:24:48Z,0,0,0,0,0,0
3563790765020958,White Mulberry (vendor),2026-07-09T04:40:47Z,2026-07-09T08:14:10Z,0,0,0,0,0,0
3633693611482083,AudioArray (vendor),2026-07-09T04:48:55Z,2026-07-09T08:22:21Z,6,0,0,6,0,0
866679611348308,Cambium Retail Private Limited (seller),2026-07-09T04:40:29Z,2026-07-09T08:13:52Z,46,27,16,3,0,0
