kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,367359102623689,367359102623689,,state,ENABLED,PAUSED,,,
budget_changed,187467568019980,187467568019980,,budget.amount,300.0,500.0,,,
budget_changed,367359102623689,367359102623689,,budget.amount,400.0,550.0,,,
budget_changed,122200237335741,122200237335741,,budget.amount,200.0,350.0,,,
bid_changed,235641543956952,123946954384986,159655993543964,bid,16.92,17.43,table for gaming pc setup,PHRASE,
bid_changed,87669392974165,123946954384986,159655993543964,bid,16.92,17.43,gaming computer table,PHRASE,
bid_changed,267003204689449,275080209531414,222164671888696,bid,42.78,44.06,gaming desk l shaped,PHRASE,
bid_changed,268207964424391,275080209531414,222164671888696,bid,39.55,40.74,l shaped gaming desk,PHRASE,
bid_changed,245353381944401,123946954384986,159655993543964,bid,16.92,17.43,gaming pc table for desktop,PHRASE,
bid_changed,218543650225343,275080209531414,222164671888696,bid,37.67,38.8,l shaped gaming table,PHRASE,
bid_changed,248955770900026,123946954384986,159655993543964,bid,16.92,17.43,gaming pc desk,PHRASE,
bid_changed,26128944434767,123946954384986,159655993543964,bid,16.92,17.43,computer table for gaming pc,PHRASE,
bid_changed,133233332157423,41018142655949,17749223973231,bid,32.49,32.53,white mulberry,PHRASE,
bid_changed,14069429234893,84335100495107,184727165134203,bid,21.22,21.86,,,ASIN_SAME_AS=B0GPQPTFS2
state_changed,210396586894656,84335100495107,184727165134203,state,ENABLED,PAUSED,,,ASIN_SAME_AS=B0F1DKCW78
bid_changed,161559887037178,84335100495107,184727165134203,bid,21.22,21.86,,,ASIN_SAME_AS=B0GZ873P1Z
