kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,snapshot_current,target_expression
added,145075372191276,347428527156994,392879233670795,*,,row_created,,,"{'adGroupId': '392879233670795', 'bid': 3.0, 'campaignId': '347428527156994', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07QZC53V8'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07QZC53V8'}], 'state': 'ENABLED', 'targetId': '145075372191276'}",ASIN_SAME_AS=B07QZC53V8
added,152745495661196,389243081816115,337434378316257,*,,row_created,,,"{'adGroupId': '337434378316257', 'bid': 6.12, 'campaignId': '389243081816115', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09FJ7LWX4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09FJ7LWX4'}], 'state': 'ENABLED', 'targetId': '152745495661196'}",ASIN_SAME_AS=B09FJ7LWX4
added,209609860008813,541880951850612,554955215944906,*,,row_created,,,"{'adGroupId': '554955215944906', 'bid': 17.85, 'campaignId': '541880951850612', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09PV9FHXD'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09PV9FHXD'}], 'state': 'PAUSED', 'targetId': '209609860008813'}",ASIN_SAME_AS=B09PV9FHXD
added,217058014763733,457463607948694,398897774988508,*,,row_created,,,"{'adGroupId': '398897774988508', 'bid': 1.0, 'campaignId': '457463607948694', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09XMYT6T9'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09XMYT6T9'}], 'state': 'ENABLED', 'targetId': '217058014763733'}",ASIN_EXPANDED_FROM=B09XMYT6T9
added,200507752159938,530129470467061,530906802611359,*,,row_created,,,"{'adGroupId': '530906802611359', 'bid': 4.85, 'campaignId': '530129470467061', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07J4TJ3FL'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07J4TJ3FL'}], 'state': 'PAUSED', 'targetId': '200507752159938'}",ASIN_SAME_AS=B07J4TJ3FL
added,167524427963730,304131972433658,512437038445790,*,,row_created,,,"{'adGroupId': '512437038445790', 'campaignId': '304131972433658', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0002H0RCC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0002H0RCC'}], 'state': 'ENABLED', 'targetId': '167524427963730'}",ASIN_SAME_AS=B0002H0RCC
added,11330129939877,331565376326419,424602923090537,*,,row_created,,,"{'adGroupId': '424602923090537', 'bid': 5.31, 'campaignId': '331565376326419', 'expression': [{'type': 'ASIN_CATEGORY_SAME_AS', 'value': '1375442031'}, {'type': 'ASIN_PRICE_BETWEEN', 'value': '1299-4999'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_CATEGORY_SAME_AS', 'value': 'PC Speakers'}, {'type': 'ASIN_PRICE_BETWEEN', 'value': '1299-4999'}], 'state': 'ENABLED', 'targetId': '11330129939877'}",ASIN_CATEGORY_SAME_AS=1375442031; ASIN_PRICE_BETWEEN=1299-4999
added,260344101471226,398654610697879,360637384715876,*,,row_created,,,"{'adGroupId': '360637384715876', 'bid': 4.12, 'campaignId': '398654610697879', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CXSMPBLC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CXSMPBLC'}], 'state': 'PAUSED', 'targetId': '260344101471226'}",ASIN_SAME_AS=B0CXSMPBLC
added,56609202145403,304131972433658,512437038445790,*,,row_created,,,"{'adGroupId': '512437038445790', 'campaignId': '304131972433658', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07XQPDD1X'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07XQPDD1X'}], 'state': 'ENABLED', 'targetId': '56609202145403'}",ASIN_SAME_AS=B07XQPDD1X
added,250550567950382,7570101885814,170138191702200,*,,row_created,,,"{'adGroupId': '170138191702200', 'bid': 6.0, 'campaignId': '7570101885814', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B0BD58VZ6M'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B0BD58VZ6M'}], 'state': 'ENABLED', 'targetId': '250550567950382'}",ASIN_EXPANDED_FROM=B0BD58VZ6M
added,73781532329786,484596475145275,490175454758281,*,,row_created,,,"{'adGroupId': '490175454758281', 'campaignId': '484596475145275', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HCKSTJ3'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HCKSTJ3'}], 'state': 'ENABLED', 'targetId': '73781532329786'}",ASIN_SAME_AS=B09HCKSTJ3
added,108856289497382,429920467304910,370063809401163,*,,row_created,,,"{'adGroupId': '370063809401163', 'bid': 4.0, 'campaignId': '429920467304910', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07RSTCCJM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07RSTCCJM'}], 'state': 'ENABLED', 'targetId': '108856289497382'}",ASIN_SAME_AS=B07RSTCCJM
added,263950405765718,484596475145275,490175454758281,*,,row_created,,,"{'adGroupId': '490175454758281', 'campaignId': '484596475145275', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08HH3FTYT'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08HH3FTYT'}], 'state': 'ENABLED', 'targetId': '263950405765718'}",ASIN_SAME_AS=B08HH3FTYT
added,195728279528711,435972857129295,419953979100534,*,,row_created,,,"{'adGroupId': '419953979100534', 'bid': 1.94, 'campaignId': '435972857129295', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CM5YNHGL'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CM5YNHGL'}], 'state': 'ENABLED', 'targetId': '195728279528711'}",ASIN_SAME_AS=B0CM5YNHGL
added,159813203887849,347428527156994,392879233670795,*,,row_created,,,"{'adGroupId': '392879233670795', 'bid': 3.0, 'campaignId': '347428527156994', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B085RN4THZ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B085RN4THZ'}], 'state': 'ENABLED', 'targetId': '159813203887849'}",ASIN_SAME_AS=B085RN4THZ
added,37130750872618,304131972433658,512437038445790,*,,row_created,,,"{'adGroupId': '512437038445790', 'campaignId': '304131972433658', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B72HF3YS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B72HF3YS'}], 'state': 'ENABLED', 'targetId': '37130750872618'}",ASIN_SAME_AS=B0B72HF3YS
added,163841283699614,378055058524052,292730258698620,*,,row_created,,,"{'adGroupId': '292730258698620', 'bid': 30.37, 'campaignId': '378055058524052', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CD7NF6B9'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CD7NF6B9'}], 'state': 'ENABLED', 'targetId': '163841283699614'}",ASIN_SAME_AS=B0CD7NF6B9
added,82079307953197,541880951850612,554955215944906,*,,row_created,,,"{'adGroupId': '554955215944906', 'bid': 15.99, 'campaignId': '541880951850612', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09D7YWN39'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09D7YWN39'}], 'state': 'PAUSED', 'targetId': '82079307953197'}",ASIN_EXPANDED_FROM=B09D7YWN39
added,204200622509122,342535158419675,452951158776828,*,,row_created,,,"{'adGroupId': '452951158776828', 'bid': 20.6, 'campaignId': '342535158419675', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00E87OLFQ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00E87OLFQ'}], 'state': 'PAUSED', 'targetId': '204200622509122'}",ASIN_SAME_AS=B00E87OLFQ
added,106392438562759,424954780409088,357180586230263,*,,row_created,,,"{'adGroupId': '357180586230263', 'bid': 7.89, 'campaignId': '424954780409088', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CG9G5485'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CG9G5485'}], 'state': 'PAUSED', 'targetId': '106392438562759'}",ASIN_SAME_AS=B0CG9G5485
added,79385577728034,426690415042119,382163366831756,*,,row_created,,,"{'adGroupId': '382163366831756', 'bid': 7.81, 'campaignId': '426690415042119', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B096KSRZVJ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B096KSRZVJ'}], 'state': 'ENABLED', 'targetId': '79385577728034'}",ASIN_SAME_AS=B096KSRZVJ
added,275404523030678,444937328049077,521013832897393,*,,row_created,,,"{'adGroupId': '521013832897393', 'bid': 5.54, 'campaignId': '444937328049077', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07HD65F23'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07HD65F23'}], 'state': 'ENABLED', 'targetId': '275404523030678'}",ASIN_SAME_AS=B07HD65F23
added,251845236954329,467799866536322,485505561302604,*,,row_created,,,"{'adGroupId': '485505561302604', 'bid': 7.83, 'campaignId': '467799866536322', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B085YC42H6'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B085YC42H6'}], 'state': 'ENABLED', 'targetId': '251845236954329'}",ASIN_SAME_AS=B085YC42H6
added,181435262502417,316718890538747,508653589897805,*,,row_created,,,"{'adGroupId': '508653589897805', 'bid': 16.26, 'campaignId': '316718890538747', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08HCBMSTP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08HCBMSTP'}], 'state': 'ENABLED', 'targetId': '181435262502417'}",ASIN_SAME_AS=B08HCBMSTP
added,40930201727994,452791746768550,502820474558879,*,,row_created,,,"{'adGroupId': '502820474558879', 'bid': 10.28, 'campaignId': '452791746768550', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B01BZOKLOO'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B01BZOKLOO'}], 'state': 'ENABLED', 'targetId': '40930201727994'}",ASIN_SAME_AS=B01BZOKLOO
added,175774821927915,96950390367830,16390635014270,*,,row_created,,,"{'adGroupId': '16390635014270', 'bid': 8.0, 'campaignId': '96950390367830', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BMFQP2ZZ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BMFQP2ZZ'}], 'state': 'ENABLED', 'targetId': '175774821927915'}",ASIN_SAME_AS=B0BMFQP2ZZ
added,186282865862453,342535158419675,452951158776828,*,,row_created,,,"{'adGroupId': '452951158776828', 'bid': 20.6, 'campaignId': '342535158419675', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B074ZBRX9L'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B074ZBRX9L'}], 'state': 'PAUSED', 'targetId': '186282865862453'}",ASIN_SAME_AS=B074ZBRX9L
added,99968130886783,195666719223124,135256189876712,*,,row_created,,,"{'adGroupId': '135256189876712', 'bid': 15.0, 'campaignId': '195666719223124', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CFPY6TJB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CFPY6TJB'}], 'state': 'PAUSED', 'targetId': '99968130886783'}",ASIN_SAME_AS=B0CFPY6TJB
added,235009628074774,411886423295731,485382771274375,*,,row_created,,,"{'adGroupId': '485382771274375', 'bid': 15.99, 'campaignId': '411886423295731', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09NPK2S8B'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09NPK2S8B'}], 'state': 'PAUSED', 'targetId': '235009628074774'}",ASIN_SAME_AS=B09NPK2S8B
added,106030160311602,108058378659029,19578175222729,*,,row_created,,,"{'adGroupId': '19578175222729', 'bid': 8.4, 'campaignId': '108058378659029', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0FF9R3GKK'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0FF9R3GKK'}], 'state': 'ENABLED', 'targetId': '106030160311602'}",ASIN_SAME_AS=B0FF9R3GKK
added,161093750597898,146409039505917,171905360638440,*,,row_created,,,"{'adGroupId': '171905360638440', 'campaignId': '146409039505917', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08F7ZGVBM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08F7ZGVBM'}], 'state': 'ENABLED', 'targetId': '161093750597898'}",ASIN_SAME_AS=B08F7ZGVBM
added,105050973266210,481502395507000,550610329818109,*,,row_created,,,"{'adGroupId': '550610329818109', 'bid': 4.08, 'campaignId': '481502395507000', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B078TF61DM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B078TF61DM'}], 'state': 'PAUSED', 'targetId': '105050973266210'}",ASIN_SAME_AS=B078TF61DM
added,104219850443943,530129470467061,530906802611359,*,,row_created,,,"{'adGroupId': '530906802611359', 'bid': 1.1, 'campaignId': '530129470467061', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09JNYJDM6'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09JNYJDM6'}], 'state': 'PAUSED', 'targetId': '104219850443943'}",ASIN_SAME_AS=B09JNYJDM6
added,4920617863136,146409039505917,171905360638440,*,,row_created,,,"{'adGroupId': '171905360638440', 'campaignId': '146409039505917', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09B7724XS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09B7724XS'}], 'state': 'ENABLED', 'targetId': '4920617863136'}",ASIN_SAME_AS=B09B7724XS
added,51843858870978,7570101885814,170138191702200,*,,row_created,,,"{'adGroupId': '170138191702200', 'bid': 6.0, 'campaignId': '7570101885814', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BN8PP9TS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BN8PP9TS'}], 'state': 'ENABLED', 'targetId': '51843858870978'}",ASIN_SAME_AS=B0BN8PP9TS
added,636104205768,436118399654402,427367899465844,*,,row_created,,,"{'adGroupId': '427367899465844', 'bid': 15.99, 'campaignId': '436118399654402', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B077K9F7HL'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B077K9F7HL'}], 'state': 'PAUSED', 'targetId': '636104205768'}",ASIN_SAME_AS=B077K9F7HL
added,276670358971394,300791510798225,515872803020127,*,,row_created,,,"{'adGroupId': '515872803020127', 'bid': 36.08, 'campaignId': '300791510798225', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00823RJ9M'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00823RJ9M'}], 'state': 'ENABLED', 'targetId': '276670358971394'}",ASIN_SAME_AS=B00823RJ9M
added,216604772906292,464209242624066,357402165381275,*,,row_created,,,"{'adGroupId': '357402165381275', 'bid': 5.85, 'campaignId': '464209242624066', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BRVBPMTW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BRVBPMTW'}], 'state': 'PAUSED', 'targetId': '216604772906292'}",ASIN_SAME_AS=B0BRVBPMTW
added,213429836540855,283581033611943,327706937445724,*,,row_created,,,"{'adGroupId': '327706937445724', 'bid': 17.12, 'campaignId': '283581033611943', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09PRQXP6C'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09PRQXP6C'}], 'state': 'PAUSED', 'targetId': '213429836540855'}",ASIN_SAME_AS=B09PRQXP6C
added,208737018595565,527561673206879,311501293826624,*,,row_created,,,"{'adGroupId': '311501293826624', 'bid': 4.5, 'campaignId': '527561673206879', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09J4LHT99'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09J4LHT99'}], 'state': 'ENABLED', 'targetId': '208737018595565'}",ASIN_SAME_AS=B09J4LHT99
added,20898393626288,378530332991221,471383224144636,*,,row_created,,,"{'adGroupId': '471383224144636', 'campaignId': '378530332991221', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BRN1WQC4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BRN1WQC4'}], 'state': 'PAUSED', 'targetId': '20898393626288'}",ASIN_SAME_AS=B0BRN1WQC4
added,123011806710443,413081285395434,497375074882000,*,,row_created,,,"{'adGroupId': '497375074882000', 'bid': 4.4, 'campaignId': '413081285395434', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B7BGHJHP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B7BGHJHP'}], 'state': 'ENABLED', 'targetId': '123011806710443'}",ASIN_SAME_AS=B0B7BGHJHP
added,92819256373269,314957492914641,422138493011596,*,,row_created,,,"{'adGroupId': '422138493011596', 'bid': 5.45, 'campaignId': '314957492914641', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09NYL1G7S'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09NYL1G7S'}], 'state': 'ENABLED', 'targetId': '92819256373269'}",ASIN_SAME_AS=B09NYL1G7S
added,230333450487923,247463126368176,114274960591351,*,,row_created,,,"{'adGroupId': '114274960591351', 'bid': 5.54, 'campaignId': '247463126368176', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07HD65F23'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07HD65F23'}], 'state': 'ENABLED', 'targetId': '230333450487923'}",ASIN_SAME_AS=B07HD65F23
added,180918365366232,284162704128531,471664578682451,*,,row_created,,,"{'adGroupId': '471664578682451', 'bid': 6.47, 'campaignId': '284162704128531', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HZQ7RVM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HZQ7RVM'}], 'state': 'ENABLED', 'targetId': '180918365366232'}",ASIN_SAME_AS=B00HZQ7RVM
added,208654259588612,337670571549125,519295867511175,*,,row_created,,,"{'adGroupId': '519295867511175', 'bid': 2.28, 'campaignId': '337670571549125', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B097376LKF'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B097376LKF'}], 'state': 'ENABLED', 'targetId': '208654259588612'}",ASIN_SAME_AS=B097376LKF
added,3512686107592,424658055909442,416457623756578,*,,row_created,,,"{'adGroupId': '416457623756578', 'bid': 15.99, 'campaignId': '424658055909442', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B096SGKCY6'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B096SGKCY6'}], 'state': 'PAUSED', 'targetId': '3512686107592'}",ASIN_SAME_AS=B096SGKCY6
added,171659979172152,362845181922098,364586373981840,*,,row_created,,,"{'adGroupId': '364586373981840', 'bid': 19.35, 'campaignId': '362845181922098', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08MBQYQBQ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08MBQYQBQ'}], 'state': 'PAUSED', 'targetId': '171659979172152'}",ASIN_SAME_AS=B08MBQYQBQ
added,153676642334605,452641406919969,337061846460666,*,,row_created,,,"{'adGroupId': '337061846460666', 'bid': 2.25, 'campaignId': '452641406919969', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07ZPBSTJP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07ZPBSTJP'}], 'state': 'PAUSED', 'targetId': '153676642334605'}",ASIN_SAME_AS=B07ZPBSTJP
added,32418592705352,292212748458322,337657584309991,*,,row_created,,,"{'adGroupId': '337657584309991', 'bid': 1.0, 'campaignId': '292212748458322', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CKPWRL3K'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CKPWRL3K'}], 'state': 'ENABLED', 'targetId': '32418592705352'}",ASIN_SAME_AS=B0CKPWRL3K
added,33027735607742,513028148653242,471785459686389,*,,row_created,,,"{'adGroupId': '471785459686389', 'bid': 5.54, 'campaignId': '513028148653242', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C24B8VTW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C24B8VTW'}], 'state': 'PAUSED', 'targetId': '33027735607742'}",ASIN_SAME_AS=B0C24B8VTW
added,264794455546676,284162704128531,471664578682451,*,,row_created,,,"{'adGroupId': '471664578682451', 'bid': 6.47, 'campaignId': '284162704128531', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B075XNC474'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B075XNC474'}], 'state': 'ENABLED', 'targetId': '264794455546676'}",ASIN_SAME_AS=B075XNC474
added,256598315556750,196132871279865,145116412891474,*,,row_created,,,"{'adGroupId': '145116412891474', 'bid': 6.0, 'campaignId': '196132871279865', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B00GR9W1MS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B00GR9W1MS'}], 'state': 'ENABLED', 'targetId': '256598315556750'}",ASIN_EXPANDED_FROM=B00GR9W1MS
added,188769785366356,183604639860637,17454624430148,*,,row_created,,,"{'adGroupId': '17454624430148', 'bid': 2.5, 'campaignId': '183604639860637', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B081S9BCHF'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B081S9BCHF'}], 'state': 'ENABLED', 'targetId': '188769785366356'}",ASIN_SAME_AS=B081S9BCHF
added,215592343543193,484596475145275,490175454758281,*,,row_created,,,"{'adGroupId': '490175454758281', 'campaignId': '484596475145275', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B095CXM73W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B095CXM73W'}], 'state': 'ENABLED', 'targetId': '215592343543193'}",ASIN_SAME_AS=B095CXM73W
added,90362745912390,388228545428693,332257791620212,*,,row_created,,,"{'adGroupId': '332257791620212', 'bid': 6.12, 'campaignId': '388228545428693', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B001AIQGUO'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B001AIQGUO'}], 'state': 'PAUSED', 'targetId': '90362745912390'}",ASIN_SAME_AS=B001AIQGUO
added,185798371750532,544252258600926,288994288905757,*,,row_created,,,"{'adGroupId': '288994288905757', 'bid': 14.85, 'campaignId': '544252258600926', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07NNWBV68'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07NNWBV68'}], 'state': 'PAUSED', 'targetId': '185798371750532'}",ASIN_SAME_AS=B07NNWBV68
added,153170050089730,283581033611943,327706937445724,*,,row_created,,,"{'adGroupId': '327706937445724', 'bid': 3.04, 'campaignId': '283581033611943', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B078MGXLVS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B078MGXLVS'}], 'state': 'PAUSED', 'targetId': '153170050089730'}",ASIN_SAME_AS=B078MGXLVS
added,181304781371974,541880951850612,554955215944906,*,,row_created,,,"{'adGroupId': '554955215944906', 'bid': 17.85, 'campaignId': '541880951850612', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09TB86S1G'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09TB86S1G'}], 'state': 'PAUSED', 'targetId': '181304781371974'}",ASIN_SAME_AS=B09TB86S1G
added,138456525097249,441760761201815,419864827660597,*,,row_created,,,"{'adGroupId': '419864827660597', 'bid': 15.99, 'campaignId': '441760761201815', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00I2J4WJG'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00I2J4WJG'}], 'state': 'PAUSED', 'targetId': '138456525097249'}",ASIN_SAME_AS=B00I2J4WJG
added,213768359474294,459559480979309,310036530116873,*,,row_created,,,"{'adGroupId': '310036530116873', 'bid': 4.75, 'campaignId': '459559480979309', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B2PZ3TMP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B2PZ3TMP'}], 'state': 'PAUSED', 'targetId': '213768359474294'}",ASIN_SAME_AS=B0B2PZ3TMP
added,181161315214279,396831519513851,455815952940864,*,,row_created,,,"{'adGroupId': '455815952940864', 'bid': 7.37, 'campaignId': '396831519513851', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B4WT83YB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B4WT83YB'}], 'state': 'ENABLED', 'targetId': '181161315214279'}",ASIN_SAME_AS=B0B4WT83YB
