kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,33331792087758,33331792087758,,*,,row_created,"{'budget': {'budget': 500.0, 'budgetType': 'DAILY'}, 'campaignId': '33331792087758', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-Exact', 'offAmazonSettings': {}, 'startDate': '2026-07-08', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,199996347688574,199996347688574,,*,,row_created,"{'budget': {'budget': 450.0, 'budgetType': 'DAILY'}, 'campaignId': '199996347688574', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-BM', 'offAmazonSettings': {}, 'startDate': '2026-07-08', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,48220954931676,48220954931676,,*,,row_created,"{'budget': {'budget': 500.0, 'budgetType': 'DAILY'}, 'campaignId': '48220954931676', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-PT', 'offAmazonSettings': {}, 'startDate': '2026-07-08', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,54448426040605,33331792087758,54448426040605,*,,row_created,"{'adGroupId': '54448426040605', 'campaignId': '33331792087758', 'defaultBid': 50.1, 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-Exact', 'state': 'ENABLED'}",,,
added,139599852397263,199996347688574,139599852397263,*,,row_created,"{'adGroupId': '139599852397263', 'campaignId': '199996347688574', 'defaultBid': 50.1, 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-BM', 'state': 'ENABLED'}",,,
added,16192604518999,48220954931676,16192604518999,*,,row_created,"{'adGroupId': '16192604518999', 'campaignId': '48220954931676', 'defaultBid': 50.1, 'name': 'Nexlev-B0GN85NZQN-Dehumidifier-PT', 'state': 'ENABLED'}",,,
added,216429639685381,33331792087758,54448426040605,*,,row_created,"{'adGroupId': '54448426040605', 'bid': 14.5, 'campaignId': '33331792087758', 'keywordId': '216429639685381', 'keywordText': 'de humidifier for room', 'matchType': 'EXACT', 'state': 'ENABLED'}",de humidifier for room,EXACT,
added,246846911514953,33331792087758,54448426040605,*,,row_created,"{'adGroupId': '54448426040605', 'bid': 14.5, 'campaignId': '33331792087758', 'keywordId': '246846911514953', 'keywordText': 'dehumidifiers for home', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifiers for home,EXACT,
added,28007654384365,199996347688574,139599852397263,*,,row_created,"{'adGroupId': '139599852397263', 'bid': 8.7, 'campaignId': '199996347688574', 'keywordId': '28007654384365', 'keywordText': '+dehumidifier +for +room +moisture', 'matchType': 'BROAD', 'state': 'ENABLED'}",+dehumidifier +for +room +moisture,BROAD,
added,33906267564832,33331792087758,54448426040605,*,,row_created,"{'adGroupId': '54448426040605', 'bid': 14.5, 'campaignId': '33331792087758', 'keywordId': '33906267564832', 'keywordText': 'dehumidifier for bedroom', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifier for bedroom,EXACT,
added,114058741751387,33331792087758,54448426040605,*,,row_created,"{'adGroupId': '54448426040605', 'bid': 14.5, 'campaignId': '33331792087758', 'keywordId': '114058741751387', 'keywordText': 'dehumidifier for room', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifier for room,EXACT,
added,251032983241084,199996347688574,139599852397263,*,,row_created,"{'adGroupId': '139599852397263', 'bid': 9.4, 'campaignId': '199996347688574', 'keywordId': '251032983241084', 'keywordText': '+dehumidifier', 'matchType': 'BROAD', 'state': 'ENABLED'}",+dehumidifier,BROAD,
added,9232899865405,48220954931676,16192604518999,*,,row_created,"{'adGroupId': '16192604518999', 'bid': 12.8, 'campaignId': '48220954931676', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09TSZTMZ2'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09TSZTMZ2'}], 'state': 'ENABLED', 'targetId': '9232899865405'}",,,ASIN_SAME_AS=B09TSZTMZ2
added,52683179427621,48220954931676,16192604518999,*,,row_created,"{'adGroupId': '16192604518999', 'bid': 14.2, 'campaignId': '48220954931676', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0F9WMF1K9'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0F9WMF1K9'}], 'state': 'ENABLED', 'targetId': '52683179427621'}",,,ASIN_SAME_AS=B0F9WMF1K9
