kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,target_expression
added,214102046865407,480653599582489,427971112754223,*,,row_created,"{'adGroupId': '427971112754223', 'bid': 7.84, 'campaignId': '480653599582489', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B084P1CXFD'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B084P1CXFD'}], 'state': 'PAUSED', 'targetId': '214102046865407'}",ASIN_SAME_AS=B084P1CXFD
added,79477450508664,424658055909442,416457623756578,*,,row_created,"{'adGroupId': '416457623756578', 'bid': 1.85, 'campaignId': '424658055909442', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08YJD9TTZ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08YJD9TTZ'}], 'state': 'PAUSED', 'targetId': '79477450508664'}",ASIN_SAME_AS=B08YJD9TTZ
added,184582739276878,328786800922296,311273080670999,*,,row_created,"{'adGroupId': '311273080670999', 'bid': 2.06, 'campaignId': '328786800922296', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B097Z467CC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B097Z467CC'}], 'state': 'PAUSED', 'targetId': '184582739276878'}",ASIN_SAME_AS=B097Z467CC
added,130720043604052,273961287015019,73520899385473,*,,row_created,"{'adGroupId': '73520899385473', 'bid': 3.98, 'campaignId': '273961287015019', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09V1FYVTB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09V1FYVTB'}], 'state': 'PAUSED', 'targetId': '130720043604052'}",ASIN_SAME_AS=B09V1FYVTB
added,235789768836879,509852131999905,386889086149422,*,,row_created,"{'adGroupId': '386889086149422', 'bid': 15.99, 'campaignId': '509852131999905', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CT3RFC9F'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CT3RFC9F'}], 'state': 'PAUSED', 'targetId': '235789768836879'}",ASIN_SAME_AS=B0CT3RFC9F
added,35875571878701,132661329225102,222989954241186,*,,row_created,"{'adGroupId': '222989954241186', 'bid': 16.99, 'campaignId': '132661329225102', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08CVP2HXP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08CVP2HXP'}], 'state': 'PAUSED', 'targetId': '35875571878701'}",ASIN_EXPANDED_FROM=B08CVP2HXP
added,80184125542325,231584934295045,507956056064361,*,,row_created,"{'adGroupId': '507956056064361', 'bid': 3.0, 'campaignId': '231584934295045', 'expression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '80184125542325'}",QUERY_BROAD_REL_MATCHES=None
added,83188769949309,513028148653242,471785459686389,*,,row_created,"{'adGroupId': '471785459686389', 'bid': 5.54, 'campaignId': '513028148653242', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09XKD1D82'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09XKD1D82'}], 'state': 'PAUSED', 'targetId': '83188769949309'}",ASIN_SAME_AS=B09XKD1D82
added,138166812340830,513028148653242,471785459686389,*,,row_created,"{'adGroupId': '471785459686389', 'bid': 5.54, 'campaignId': '513028148653242', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09RJY9F6S'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09RJY9F6S'}], 'state': 'PAUSED', 'targetId': '138166812340830'}",ASIN_SAME_AS=B09RJY9F6S
added,143955530352610,408751255657627,390313099846321,*,,row_created,"{'adGroupId': '390313099846321', 'campaignId': '408751255657627', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D3F5YP43'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D3F5YP43'}], 'state': 'ENABLED', 'targetId': '143955530352610'}",ASIN_SAME_AS=B0D3F5YP43
added,151156166452129,304145514402482,436433850358106,*,,row_created,"{'adGroupId': '436433850358106', 'bid': 4.12, 'campaignId': '304145514402482', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07BQ2G189'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07BQ2G189'}], 'state': 'ENABLED', 'targetId': '151156166452129'}",ASIN_SAME_AS=B07BQ2G189
added,231012586042475,532137237523579,542447743481174,*,,row_created,"{'adGroupId': '542447743481174', 'bid': 21.02, 'campaignId': '532137237523579', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HDF2GBG'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HDF2GBG'}], 'state': 'ENABLED', 'targetId': '231012586042475'}",ASIN_SAME_AS=B09HDF2GBG
added,261378791386319,413113887651790,484826510006145,*,,row_created,"{'adGroupId': '484826510006145', 'bid': 7.85, 'campaignId': '413113887651790', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09241VBTP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09241VBTP'}], 'state': 'ENABLED', 'targetId': '261378791386319'}",ASIN_SAME_AS=B09241VBTP
added,265735887297075,459559480979309,310036530116873,*,,row_created,"{'adGroupId': '310036530116873', 'bid': 23.54, 'campaignId': '459559480979309', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B097RQ5G1Z'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B097RQ5G1Z'}], 'state': 'PAUSED', 'targetId': '265735887297075'}",ASIN_SAME_AS=B097RQ5G1Z
added,178075646459620,527561673206879,311501293826624,*,,row_created,"{'adGroupId': '311501293826624', 'bid': 4.5, 'campaignId': '527561673206879', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09DY1SSPX'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09DY1SSPX'}], 'state': 'ENABLED', 'targetId': '178075646459620'}",ASIN_SAME_AS=B09DY1SSPX
added,166816142976310,502756955019599,529390045894045,*,,row_created,"{'adGroupId': '529390045894045', 'bid': 7.78, 'campaignId': '502756955019599', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C4TBFPJW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C4TBFPJW'}], 'state': 'ENABLED', 'targetId': '166816142976310'}",ASIN_SAME_AS=B0C4TBFPJW
added,168087077952262,457463607948694,398897774988508,*,,row_created,"{'adGroupId': '398897774988508', 'bid': 5.16, 'campaignId': '457463607948694', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B3F8BKB3'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B3F8BKB3'}], 'state': 'ENABLED', 'targetId': '168087077952262'}",ASIN_SAME_AS=B0B3F8BKB3
added,229273229990944,487473329942634,396898520573700,*,,row_created,"{'adGroupId': '396898520573700', 'bid': 7.8, 'campaignId': '487473329942634', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C4LD1LRW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C4LD1LRW'}], 'state': 'ENABLED', 'targetId': '229273229990944'}",ASIN_SAME_AS=B0C4LD1LRW
added,36440467241800,424748125386360,305659227492138,*,,row_created,"{'adGroupId': '305659227492138', 'bid': 20.75, 'campaignId': '424748125386360', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BPRDMPZ1'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BPRDMPZ1'}], 'state': 'PAUSED', 'targetId': '36440467241800'}",ASIN_SAME_AS=B0BPRDMPZ1
added,2211835094984,411886423295731,485382771274375,*,,row_created,"{'adGroupId': '485382771274375', 'bid': 15.99, 'campaignId': '411886423295731', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C8WBLJ2W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C8WBLJ2W'}], 'state': 'PAUSED', 'targetId': '2211835094984'}",ASIN_SAME_AS=B0C8WBLJ2W
added,209992260754420,368833212792592,359815589217325,*,,row_created,"{'adGroupId': '359815589217325', 'bid': 7.8, 'campaignId': '368833212792592', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BGNXLWS1'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BGNXLWS1'}], 'state': 'ENABLED', 'targetId': '209992260754420'}",ASIN_SAME_AS=B0BGNXLWS1
added,249580416704478,441760761201815,419864827660597,*,,row_created,"{'adGroupId': '419864827660597', 'bid': 15.99, 'campaignId': '441760761201815', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CKTY7C6C'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CKTY7C6C'}], 'state': 'PAUSED', 'targetId': '249580416704478'}",ASIN_SAME_AS=B0CKTY7C6C
added,43808510884216,331056937605660,487911737041267,*,,row_created,"{'adGroupId': '487911737041267', 'bid': 2.05, 'campaignId': '331056937605660', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DMF4H2J8'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DMF4H2J8'}], 'state': 'ENABLED', 'targetId': '43808510884216'}",ASIN_SAME_AS=B0DMF4H2J8
added,193511766585030,481502395507000,550610329818109,*,,row_created,"{'adGroupId': '550610329818109', 'bid': 15.99, 'campaignId': '481502395507000', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B01E5GGT2W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B01E5GGT2W'}], 'state': 'PAUSED', 'targetId': '193511766585030'}",ASIN_EXPANDED_FROM=B01E5GGT2W
added,83191009748027,331056937605660,487911737041267,*,,row_created,"{'adGroupId': '487911737041267', 'bid': 1.99, 'campaignId': '331056937605660', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CC332GLP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CC332GLP'}], 'state': 'PAUSED', 'targetId': '83191009748027'}",ASIN_SAME_AS=B0CC332GLP
added,40523226662315,424954780409088,357180586230263,*,,row_created,"{'adGroupId': '357180586230263', 'bid': 2.18, 'campaignId': '424954780409088', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BVFN8BPZ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BVFN8BPZ'}], 'state': 'ENABLED', 'targetId': '40523226662315'}",ASIN_SAME_AS=B0BVFN8BPZ
added,200148654593755,435175466289597,454872717823824,*,,row_created,"{'adGroupId': '454872717823824', 'bid': 15.99, 'campaignId': '435175466289597', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B076H2GR6L'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B076H2GR6L'}], 'state': 'PAUSED', 'targetId': '200148654593755'}",ASIN_SAME_AS=B076H2GR6L
added,260047934142237,429920467304910,370063809401163,*,,row_created,"{'adGroupId': '370063809401163', 'bid': 4.0, 'campaignId': '429920467304910', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08BCXTYCB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08BCXTYCB'}], 'state': 'ENABLED', 'targetId': '260047934142237'}",ASIN_SAME_AS=B08BCXTYCB
added,266998675806713,452641406919969,337061846460666,*,,row_created,"{'adGroupId': '337061846460666', 'bid': 7.1, 'campaignId': '452641406919969', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09SFBGPGW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09SFBGPGW'}], 'state': 'PAUSED', 'targetId': '266998675806713'}",ASIN_SAME_AS=B09SFBGPGW
added,165798437341469,456669926037468,344008546572411,*,,row_created,"{'adGroupId': '344008546572411', 'bid': 7.08, 'campaignId': '456669926037468', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CLH3JYVH'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CLH3JYVH'}], 'state': 'ENABLED', 'targetId': '165798437341469'}",ASIN_SAME_AS=B0CLH3JYVH
added,82787997742530,309912156507253,485240956951886,*,,row_created,"{'adGroupId': '485240956951886', 'bid': 5.0, 'campaignId': '309912156507253', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D47H2HH6'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D47H2HH6'}], 'state': 'ENABLED', 'targetId': '82787997742530'}",ASIN_SAME_AS=B0D47H2HH6
added,46237944827438,411886423295731,485382771274375,*,,row_created,"{'adGroupId': '485382771274375', 'bid': 15.99, 'campaignId': '411886423295731', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08TT4R5YX'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08TT4R5YX'}], 'state': 'PAUSED', 'targetId': '46237944827438'}",ASIN_SAME_AS=B08TT4R5YX
added,260681932695789,493894775292926,503617060679261,*,,row_created,"{'adGroupId': '503617060679261', 'bid': 7.48, 'campaignId': '493894775292926', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08F82B7LJ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08F82B7LJ'}], 'state': 'ENABLED', 'targetId': '260681932695789'}",ASIN_SAME_AS=B08F82B7LJ
added,275015582897571,320248248638086,480729002462223,*,,row_created,"{'adGroupId': '480729002462223', 'bid': 6.28, 'campaignId': '320248248638086', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CCJMB97H'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CCJMB97H'}], 'state': 'ENABLED', 'targetId': '275015582897571'}",ASIN_SAME_AS=B0CCJMB97H
added,28176564021889,530858332234905,559831569182404,*,,row_created,"{'adGroupId': '559831569182404', 'bid': 7.11, 'campaignId': '530858332234905', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CTJ8BSWN'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CTJ8BSWN'}], 'state': 'PAUSED', 'targetId': '28176564021889'}",ASIN_SAME_AS=B0CTJ8BSWN
added,59321139074072,331056937605660,487911737041267,*,,row_created,"{'adGroupId': '487911737041267', 'bid': 6.39, 'campaignId': '331056937605660', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DM1VW53K'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DM1VW53K'}], 'state': 'ENABLED', 'targetId': '59321139074072'}",ASIN_SAME_AS=B0DM1VW53K
