kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,target_expression
budget_changed,314912537806505,314912537806505,,budget.amount,400.0,450.0,,
budget_changed,206544671571201,206544671571201,,budget.amount,2500.0,2200.0,,
budget_changed,80877003270492,80877003270492,,budget.amount,500.0,400.0,,
budget_changed,128956399511488,128956399511488,,budget.amount,1400.0,600.0,,
budget_changed,157594849023851,157594849023851,,budget.amount,800.0,300.0,,
budget_changed,197838945268298,197838945268298,,budget.amount,1200.0,1100.0,,
budget_changed,515841444802569,515841444802569,,budget.amount,350.0,250.0,,
budget_changed,547803314827110,547803314827110,,budget.amount,450.0,350.0,,
budget_changed,279045445884148,279045445884148,,budget.amount,600.0,500.0,,
budget_changed,80804581756508,80804581756508,,budget.amount,4300.0,2300.0,,
budget_changed,309250355185998,309250355185998,,budget.amount,700.0,600.0,,
budget_changed,78495635228839,78495635228839,,budget.amount,650.0,400.0,,
budget_changed,41425766293234,41425766293234,,budget.amount,3500.0,2000.0,,
budget_changed,22193097265608,22193097265608,,budget.amount,600.0,400.0,,
budget_changed,52097422471620,52097422471620,,budget.amount,3300.0,2500.0,,
budget_changed,101153440479580,101153440479580,,budget.amount,350.0,300.0,,
budget_changed,465834265761091,465834265761091,,budget.amount,4000.0,2000.0,,
budget_changed,105792382700019,105792382700019,,budget.amount,650.0,400.0,,
budget_changed,4950326161989,4950326161989,,budget.amount,400.0,200.0,,
budget_changed,103696758155703,103696758155703,,budget.amount,1000.0,300.0,,
budget_changed,401877641335868,401877641335868,,budget.amount,500.0,400.0,,
budget_changed,20557174629775,20557174629775,,budget.amount,600.0,400.0,,
budget_changed,303664432816417,303664432816417,,budget.amount,5000.0,3300.0,,
budget_changed,188277777011012,188277777011012,,budget.amount,250.0,200.0,,
budget_changed,423969438527542,423969438527542,,budget.amount,700.0,200.0,,
budget_changed,439362754224933,439362754224933,,budget.amount,200.0,150.0,,
budget_changed,73856033548240,73856033548240,,budget.amount,550.0,450.0,,
budget_changed,112758008627475,112758008627475,,budget.amount,900.0,500.0,,
budget_changed,108058378659029,108058378659029,,budget.amount,8000.0,6000.0,,
budget_changed,12416109275909,12416109275909,,budget.amount,600.0,400.0,,
budget_changed,66882835036372,66882835036372,,budget.amount,900.0,800.0,,
budget_changed,189499520520874,189499520520874,,budget.amount,400.0,300.0,,
budget_changed,144561986522852,144561986522852,,budget.amount,400.0,300.0,,
budget_changed,101845805824285,101845805824285,,budget.amount,350.0,300.0,,
budget_changed,489228562508004,489228562508004,,budget.amount,300.0,180.0,,
budget_changed,138278027091413,138278027091413,,budget.amount,500.0,400.0,,
budget_changed,215129494188065,215129494188065,,budget.amount,400.0,300.0,,
budget_changed,283581033611943,283581033611943,,budget.amount,1300.0,550.0,,
budget_changed,365616655569604,365616655569604,,budget.amount,1300.0,900.0,,
budget_changed,8166050802758,8166050802758,,budget.amount,500.0,300.0,,
budget_changed,161762415649041,161762415649041,,budget.amount,500.0,400.0,,
budget_changed,235864165756495,235864165756495,,budget.amount,400.0,500.0,,
budget_changed,39872942469609,39872942469609,,budget.amount,1400.0,1200.0,,
budget_changed,420588504416118,420588504416118,,budget.amount,400.0,350.0,,
budget_changed,487498759721282,487498759721282,,budget.amount,500.0,350.0,,
budget_changed,145790487552087,145790487552087,,budget.amount,600.0,350.0,,
added,34780334553688,388228545428693,332257791620212,*,,row_created,"{'adGroupId': '332257791620212', 'bid': 2.96, 'campaignId': '388228545428693', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08C12L8BV'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08C12L8BV'}], 'state': 'PAUSED', 'targetId': '34780334553688'}",ASIN_SAME_AS=B08C12L8BV
added,269944179532788,432229661709605,433521624557652,*,,row_created,"{'adGroupId': '433521624557652', 'bid': 2.06, 'campaignId': '432229661709605', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HT2D83Z'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09HT2D83Z'}], 'state': 'PAUSED', 'targetId': '269944179532788'}",ASIN_SAME_AS=B09HT2D83Z
added,244755474642505,461163749661726,498779170152876,*,,row_created,"{'adGroupId': '498779170152876', 'bid': 2.88, 'campaignId': '461163749661726', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B079CYZTYP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B079CYZTYP'}], 'state': 'ENABLED', 'targetId': '244755474642505'}",ASIN_SAME_AS=B079CYZTYP
added,125556271691305,515267283829799,558752712430446,*,,row_created,"{'adGroupId': '558752712430446', 'bid': 3.03, 'campaignId': '515267283829799', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07JGQ9L5B'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07JGQ9L5B'}], 'state': 'ENABLED', 'targetId': '125556271691305'}",ASIN_SAME_AS=B07JGQ9L5B
added,7546352264193,308140708159148,428480540142380,*,,row_created,"{'adGroupId': '428480540142380', 'bid': 4.89, 'campaignId': '308140708159148', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BWJQ5TMK'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BWJQ5TMK'}], 'state': 'ENABLED', 'targetId': '7546352264193'}",ASIN_SAME_AS=B0BWJQ5TMK
added,217698023909842,398654610697879,360637384715876,*,,row_created,"{'adGroupId': '360637384715876', 'bid': 13.59, 'campaignId': '398654610697879', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D17J6MRW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0D17J6MRW'}], 'state': 'PAUSED', 'targetId': '217698023909842'}",ASIN_SAME_AS=B0D17J6MRW
added,156926078397029,362845181922098,364586373981840,*,,row_created,"{'adGroupId': '364586373981840', 'bid': 19.35, 'campaignId': '362845181922098', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00548P1TS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00548P1TS'}], 'state': 'PAUSED', 'targetId': '156926078397029'}",ASIN_SAME_AS=B00548P1TS
added,76753955719458,195666719223124,135256189876712,*,,row_created,"{'adGroupId': '135256189876712', 'bid': 16.0, 'campaignId': '195666719223124', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZLK8DZN'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZLK8DZN'}], 'state': 'PAUSED', 'targetId': '76753955719458'}",ASIN_SAME_AS=B0CZLK8DZN
added,53436438833999,470670590582838,440971715902513,*,,row_created,"{'adGroupId': '440971715902513', 'bid': 6.28, 'campaignId': '470670590582838', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B083NC4ZTT'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B083NC4ZTT'}], 'state': 'PAUSED', 'targetId': '53436438833999'}",ASIN_SAME_AS=B083NC4ZTT
added,180044848586271,549167518790831,546633022701024,*,,row_created,"{'adGroupId': '546633022701024', 'bid': 8.15, 'campaignId': '549167518790831', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CW9944RQ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CW9944RQ'}], 'state': 'ENABLED', 'targetId': '180044848586271'}",ASIN_SAME_AS=B0CW9944RQ
added,29306567605365,435972857129295,419953979100534,*,,row_created,"{'adGroupId': '419953979100534', 'bid': 15.99, 'campaignId': '435972857129295', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZ7HLBQN'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZ7HLBQN'}], 'state': 'PAUSED', 'targetId': '29306567605365'}",ASIN_SAME_AS=B0CZ7HLBQN
added,26696538112365,342535158419675,452951158776828,*,,row_created,"{'adGroupId': '452951158776828', 'bid': 1.16, 'campaignId': '342535158419675', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZHXJRQP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CZHXJRQP'}], 'state': 'ENABLED', 'targetId': '26696538112365'}",ASIN_SAME_AS=B0CZHXJRQP
added,155254266900929,283581033611943,327706937445724,*,,row_created,"{'adGroupId': '327706937445724', 'bid': 15.99, 'campaignId': '283581033611943', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B015R0IQGW'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B015R0IQGW'}], 'state': 'PAUSED', 'targetId': '155254266900929'}",ASIN_SAME_AS=B015R0IQGW
added,199924136831410,416867220617773,451305491506417,*,,row_created,"{'adGroupId': '451305491506417', 'bid': 6.12, 'campaignId': '416867220617773', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BF969RVP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BF969RVP'}], 'state': 'PAUSED', 'targetId': '199924136831410'}",ASIN_SAME_AS=B0BF969RVP
added,158028455169328,381037702387504,344200571977040,*,,row_created,"{'adGroupId': '344200571977040', 'bid': 7.28, 'campaignId': '381037702387504', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09H4KG7MT'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09H4KG7MT'}], 'state': 'ENABLED', 'targetId': '158028455169328'}",ASIN_SAME_AS=B09H4KG7MT
added,18859930124109,527561673206879,311501293826624,*,,row_created,"{'adGroupId': '311501293826624', 'bid': 4.5, 'campaignId': '527561673206879', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08ZYS16FL'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08ZYS16FL'}], 'state': 'ENABLED', 'targetId': '18859930124109'}",ASIN_SAME_AS=B08ZYS16FL
added,222729374546118,225668819222991,185492075547869,*,,row_created,"{'adGroupId': '185492075547869', 'bid': 17.43, 'campaignId': '225668819222991', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09YC4G5C4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09YC4G5C4'}], 'state': 'PAUSED', 'targetId': '222729374546118'}",ASIN_SAME_AS=B09YC4G5C4
added,34512996637183,342535158419675,452951158776828,*,,row_created,"{'adGroupId': '452951158776828', 'bid': 15.99, 'campaignId': '342535158419675', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B084ZJV87H'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B084ZJV87H'}], 'state': 'PAUSED', 'targetId': '34512996637183'}",ASIN_SAME_AS=B084ZJV87H
added,231468151132146,527866089316418,544264169772545,*,,row_created,"{'adGroupId': '544264169772545', 'bid': 9.0, 'campaignId': '527866089316418', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B082BC34TS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B082BC34TS'}], 'state': 'ENABLED', 'targetId': '231468151132146'}",ASIN_SAME_AS=B082BC34TS
