kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,307155910002298,307155910002298,,budget.amount,700.0,900.0,,,
budget_changed,353406111190773,353406111190773,,budget.amount,400.0,500.0,,,
budget_changed,374346625385100,374346625385100,,budget.amount,250.0,350.0,,,
budget_changed,223237988116670,223237988116670,,budget.amount,300.0,350.0,,,
budget_changed,216525085180689,216525085180689,,budget.amount,1000.0,1200.0,,,
budget_changed,318979632187767,318979632187767,,budget.amount,300.0,450.0,,,
budget_changed,61584851208016,61584851208016,,budget.amount,800.0,1000.0,,,
budget_changed,192429211487117,192429211487117,,budget.amount,200.0,300.0,,,
budget_changed,366899319331204,366899319331204,,budget.amount,1000.0,1300.0,,,
budget_changed,42955749839308,42955749839308,,budget.amount,600.0,800.0,,,
bid_changed,16828306131482,208099093682412,274561465186222,bid,17.04,17.89,dual monitor stand for table,PHRASE,
bid_changed,158717564174934,208099093682412,274561465186222,bid,17.1,17.95,dual monitor arm,PHRASE,
bid_changed,250066997199220,136790952441955,88515593118125,bid,15.89,16.68,+monitor +mount +for +table,BROAD,
bid_changed,267106240683110,47325474688101,3587617743918,bid,5.88,6.17,+tv +wall +mount,BROAD,
bid_changed,99004561565561,223237988116670,178807782580434,bid,6.29,6.6,monitor stand vesa,BROAD,
bid_changed,85176669771909,237348386026222,73867873787641,bid,13.93,14.63,monitor arm with laptop stand,EXACT,
bid_changed,277058757220686,208099093682412,274561465186222,bid,17.1,17.95,dual monitor stand,PHRASE,
bid_changed,209761602566986,194651596126094,98137371059586,bid,19.72,20.71,monitor arm stand,PHRASE,
bid_changed,207509426883398,7358943487735,91946681353633,bid,16.26,16.91,table monitor stand,PHRASE,
bid_changed,65714040537671,13742219474607,116492896493500,bid,5.88,6.17,+movable +tv +wall +mount,BROAD,
bid_changed,39788045795401,265356432727683,208497627183808,bid,14.21,14.92,+monitor +arm +desk +mount,BROAD,
bid_changed,147972408913696,191999418599378,43106025655238,bid,13.93,14.63,moniter arm,PHRASE,
