kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,149602150819112,149602150819112,,state,ENABLED,PAUSED,,,
state_changed,276064858990141,276064858990141,,state,ENABLED,PAUSED,,,
state_changed,165657306389427,165657306389427,,state,ENABLED,PAUSED,,,
state_changed,129776444115096,129776444115096,,state,ENABLED,PAUSED,,,
budget_changed,29046584000437,29046584000437,,budget.amount,300.0,400.0,,,
budget_changed,544517272011782,544517272011782,,budget.amount,3500.0,1500.0,,,
budget_changed,223432636972133,223432636972133,,budget.amount,800.0,450.0,,,
budget_changed,45677898062745,45677898062745,,budget.amount,850.0,500.0,,,
budget_changed,13524356632107,13524356632107,,budget.amount,250.0,350.0,,,
budget_changed,172235532246245,172235532246245,,budget.amount,1800.0,1200.0,,,
budget_changed,81800689405595,81800689405595,,budget.amount,800.0,650.0,,,
bid_changed,254766873718062,217256666636744,208500747924838,bid,13.9,14.34,+air +purifier +for +bedroom +hepa,BROAD,
bid_changed,127164078710521,136101433379467,220923298184405,bid,16.0,17.8,stand mixer for baking,PHRASE,
bid_changed,10010200121914,217256666636744,208500747924838,bid,13.9,14.34,+air +purifier +for +ac,BROAD,
bid_changed,125061594829400,29046584000437,274819654824268,bid,26.34,27.34,+stand +mixer +grinder,BROAD,
bid_changed,88026973019695,66906387868074,175769200161025,bid,24.2,25.9,stand mixer for baking,EXACT,
bid_changed,212717109280661,29046584000437,274819654824268,bid,26.34,27.34,+kneading +dough +machine,BROAD,
bid_changed,66063772329781,29046584000437,274819654824268,bid,26.34,27.34,+atta +maker +machine +for +home,BROAD,
bid_changed,233514891830176,29046584000437,274819654824268,bid,26.34,27.34,+flour +kneading +machine,BROAD,
bid_changed,60140612455842,144700538689430,131942946968576,bid,9.8,10.34,+steam +cleaner,BROAD,
state_changed,114522603541030,276064858990141,197498930447685,state,ENABLED,PAUSED,handheld steam cleaner for home,EXACT,
bid_changed,39870848852123,81800689405595,3559774702659,bid,21.8,22.46,steam+cleaning+machine,BROAD,
bid_changed,170747549121353,29046584000437,274819654824268,bid,26.34,27.34,+dough +maker +machine +for +home,BROAD,
bid_changed,230776309294066,136101433379467,220923298184405,bid,16.0,17.8,stand mixer,PHRASE,
bid_changed,25035465484561,13524356632107,72282910120509,bid,13.12,14.2,+vacuum +cleaner +for +carpet,BROAD,
bid_changed,19086073553050,338412501420627,393097897564777,bid,68.0,71.0,nexlev steam cleaner for home cleaning,EXACT,
bid_changed,258429701285661,136101433379467,220923298184405,bid,16.0,17.8,stand mixer,EXACT,
bid_changed,53252811927751,144700538689430,131942946968576,bid,9.8,10.34,+steam +cleaner +for +home,BROAD,
bid_changed,202149527320579,116183259641403,61763398303705,bid,15.45,16.0,steam cleaner,EXACT,
bid_changed,258094747801781,116183259641403,61763398303705,bid,15.45,16.0,steam mop,EXACT,
bid_changed,69924177981193,54572002726013,148034150141855,bid,11.0,12.12,small vacuum cleaner for dust,PHRASE,
bid_changed,206113280759096,13524356632107,72282910120509,bid,13.12,14.2,+vacuum +cleaner +for +bed,BROAD,
bid_changed,149788161488659,54572002726013,148034150141855,bid,11.0,12.12,sofa cleaner machine,PHRASE,
state_changed,149788161488659,54572002726013,148034150141855,state,ENABLED,PAUSED,sofa cleaner machine,PHRASE,
bid_changed,57604603571919,54572002726013,148034150141855,bid,11.0,12.12,dust cleaner machine,PHRASE,
bid_changed,123000339402772,248841292713136,115011086221864,bid,25.62,27.12,stand mixer for baking,PHRASE,
bid_changed,228514670755821,217256666636744,208500747924838,bid,13.9,14.34,+humidifier +with +air +purifier,BROAD,
bid_changed,56112081131445,13524356632107,72282910120509,bid,13.12,14.2,+mattress +vacuum +cleaner,BROAD,
bid_changed,130865413010139,217256666636744,208500747924838,bid,13.9,14.34,+room +air +purifier +for +home,BROAD,
bid_changed,211934589760796,217256666636744,208500747924838,bid,13.9,14.34,+hepa +air +purifier,BROAD,
bid_changed,199630960732257,29046584000437,274819654824268,bid,26.34,27.34,+ata +kneader +machine,BROAD,
bid_changed,261027064894830,13524356632107,72282910120509,bid,12.34,14.2,+vacuum +cleaner +for +sofa,BROAD,
state_changed,261027064894830,13524356632107,72282910120509,state,ENABLED,PAUSED,+vacuum +cleaner +for +sofa,BROAD,
bid_changed,172820018114026,136101433379467,220923298184405,bid,16.0,17.8,stand mixer for baking,EXACT,
bid_changed,25420238738827,116183259641403,61763398303705,bid,15.45,16.0,steam mop floor cleaner,EXACT,
bid_changed,145191645341266,217256666636744,208500747924838,bid,13.9,14.34,+air +purifier +with +h14 +hepa +filter,BROAD,
bid_changed,29025693588625,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F74DJYG6
bid_changed,142438718489548,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F67BSF2R
bid_changed,22292077533552,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F2N4N83Y
bid_changed,159090517463838,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F678L8YT
bid_changed,141306449248806,41648085511436,239514015132012,bid,23.0,24.34,,,ASIN_SAME_AS=B07F6BY3JQ
bid_changed,100665121405553,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F2N1HTBT
bid_changed,60301136064907,59016905331818,18714831211902,bid,14.12,14.83,,,ASIN_SAME_AS=B0FL7WLNKQ
bid_changed,34081766477947,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0DFCDKMWR
bid_changed,218133893997138,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F2N11VTN
bid_changed,236054446780596,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F67775SH
bid_changed,224642341248961,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0DT6Y7KJM
bid_changed,262775532142931,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0DFCG2VGS
bid_changed,189134287968632,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F2N37819
bid_changed,167366667888049,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0D81DLSFT
bid_changed,27629794910996,106449738350869,216829450561207,bid,27.23,28.12,,,ASIN_SAME_AS=B0CMGRKZRT
bid_changed,38798883885540,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0D9KFP4MG
bid_changed,59049665983482,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F67BW7SF
bid_changed,170793784154876,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0FMF1D9NV
bid_changed,191765358075075,164209463711606,218814403327239,bid,7.7,10.45,,,ASIN_SAME_AS=B0DVC968P1
bid_changed,157813253833684,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0D2LKB4BJ
bid_changed,195296822601435,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0D86Y2V7V
bid_changed,15605258099511,106449738350869,216829450561207,bid,27.23,30.0,,,ASIN_SAME_AS=B09XB5HHZB
bid_changed,181790310185783,96208966240521,218529522958441,bid,24.12,25.23,,,ASIN_SAME_AS=B096V98SH8
bid_changed,131076411218546,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0DFCDZWND
bid_changed,255140060097338,59016905331818,18714831211902,bid,15.0,15.75,,,ASIN_SAME_AS=B0DQCWRG3H
bid_changed,197207540801211,59016905331818,18714831211902,bid,15.0,15.75,,,ASIN_SAME_AS=B0F2DW3TNC
bid_changed,209991143488851,106449738350869,216829450561207,bid,27.23,30.0,,,ASIN_SAME_AS=B0CC2PPFZK
bid_changed,208992856952314,164209463711606,218814403327239,bid,9.0,10.45,,,ASIN_SAME_AS=B0F29SZCVF
