profile_id,profile_label,prev_snapshot,curr_snapshot,total,bid_changed,state_changed,budget_changed,added,removed
1122755254933937,Nexlev (vendor),2026-07-07T06:00:19Z,2026-07-07T10:09:37Z,3,0,0,3,0,0
3563790765020958,White Mulberry (vendor),2026-07-07T05:53:07Z,2026-07-07T10:02:25Z,0,0,0,0,0,0
3633693611482083,AudioArray (vendor),2026-07-07T05:58:18Z,2026-07-07T10:07:58Z,15996,0,0,46,15950,0
866679611348308,Cambium Retail Private Limited (seller),2026-07-07T05:52:51Z,2026-07-07T10:02:12Z,0,0,0,0,0,0
