profile_id,profile_label,prev_snapshot,curr_snapshot,total,bid_changed,state_changed,budget_changed,added,removed
1122755254933937,Nexlev (vendor),2026-07-07T01:35:14Z,2026-07-07T06:00:19Z,0,0,0,0,0,0
3563790765020958,White Mulberry (vendor),2026-07-07T01:25:58Z,2026-07-07T05:53:07Z,0,0,0,0,0,0
3633693611482083,AudioArray (vendor),2026-07-07T01:33:06Z,2026-07-07T05:58:18Z,15950,0,0,0,0,15950
866679611348308,Cambium Retail Private Limited (seller),2026-07-07T01:25:41Z,2026-07-07T05:52:51Z,0,0,0,0,0,0
