kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,52097422471620,52097422471620,,budget.amount,2500.0,3000.0,,,
budget_changed,206544671571201,206544671571201,,budget.amount,4500.0,4800.0,,,
budget_changed,365616655569604,365616655569604,,budget.amount,1500.0,1800.0,,,
bid_changed,183699486513499,112758008627475,128218619322473,bid,7.3,10.0,+uhf +wireless +microphone,BROAD,
bid_changed,47385215637914,101153440479580,83426196643882,bid,3.5,5.0,dj mixer,PHRASE,
bid_changed,1151615977656,138278027091413,161326398698919,bid,8.0,10.0,monitor speaker for studio,PHRASE,
bid_changed,157900635041383,112758008627475,128218619322473,bid,14.0,15.5,+uhf +wireless +mic,BROAD,
bid_changed,34526117321317,101153440479580,83426196643882,bid,3.5,5.0,audio mixer,PHRASE,
bid_changed,37948742199845,101153440479580,83426196643882,bid,3.5,5.0,4 channel mixer,PHRASE,
bid_changed,31089868424152,112758008627475,128218619322473,bid,10.0,13.0,+ahuja +wireless +microphone,BROAD,
bid_changed,161371863446857,112758008627475,128218619322473,bid,14.0,15.5,+dual +wireless +microphone,BROAD,
bid_changed,32696935697975,101153440479580,83426196643882,bid,3.5,5.0,sound mixer,PHRASE,
bid_changed,54180098840282,112758008627475,128218619322473,bid,7.5,10.0,+uhf +microphone,BROAD,
bid_changed,239280588783157,112758008627475,128218619322473,bid,10.0,13.0,+shure +wireless +microphone,BROAD,
bid_changed,3620764702891,112758008627475,128218619322473,bid,14.0,15.5,+cordless +mic +for +singing,BROAD,
bid_changed,12214105623821,138278027091413,161326398698919,bid,12.0,12.5,studio speaker,PHRASE,
bid_changed,261206225625771,112758008627475,183985348565604,bid,18.5,19.0,,,ASIN_SAME_AS=B0GF2BBHJL
bid_changed,262434261806061,112758008627475,162713826576085,bid,19.0,20.0,,,ASIN_SAME_AS=B0DXLD42LP
bid_changed,121061193072302,112758008627475,162713826576085,bid,19.0,20.0,,,ASIN_SAME_AS=B0G1CHHW3X
bid_changed,226211756403010,112758008627475,183985348565604,bid,18.5,19.0,,,ASIN_SAME_AS=B0839119FS
bid_changed,20847314869181,188277777011012,524622363172142,bid,5.6,6.1,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,221163243358400,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0816S593W
bid_changed,178707457241034,188277777011012,524622363172142,bid,5.6,6.1,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,239997233129244,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B0C1VZR99C
bid_changed,113356998675107,112758008627475,162713826576085,bid,19.0,20.0,,,ASIN_SAME_AS=B0G1C977ZW
bid_changed,101748956622401,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0H4W148M5
bid_changed,227332307828749,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0CCPG2DJ3
bid_changed,149058299785876,188277777011012,524622363172142,bid,5.6,6.1,,,ASIN_ACCESSORY_RELATED=None
bid_changed,280495643901868,112758008627475,183985348565604,bid,18.5,19.0,,,ASIN_SAME_AS=B0GC741HZ7
bid_changed,212365244438339,188277777011012,524622363172142,bid,5.6,5.8,,,ASIN_SUBSTITUTE_RELATED=None
bid_changed,225312951834901,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0F91QDW1F
bid_changed,9216924350571,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0FSKZ28BQ
bid_changed,146885335669325,112758008627475,162713826576085,bid,19.0,20.0,,,ASIN_SAME_AS=B0G1C9Y7ZT
bid_changed,261985860587733,112758008627475,162713826576085,bid,19.0,20.0,,,ASIN_SAME_AS=B0FHHRM3XJ
bid_changed,42173592409814,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B0D6RPGGPY
bid_changed,215485229013507,112758008627475,183985348565604,bid,18.5,19.0,,,ASIN_SAME_AS=B01N6448Q4
bid_changed,1487039175113,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B00KXU9WOC
bid_changed,165418199018366,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B0CBX1JGB1
bid_changed,21615356592662,101153440479580,275327518661735,bid,6.3,8.0,,,ASIN_SAME_AS=B0BQRH1WCV
bid_changed,33785457411632,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B0BTJ9MWGJ
bid_changed,137248433121832,15401971520648,189208840374932,bid,6.2,7.0,,,ASIN_SAME_AS=B07X8Z1BRG
