kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,228483805532886,228483805532886,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '228483805532886', 'dynamicBidding': {'placementBidding': [{'percentage': 100, 'placement': 'PLACEMENT_TOP'}], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K-Exact-SP-333', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,125569668084501,125569668084501,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '125569668084501', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-Exact-SP-224', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,215098062883506,215098062883506,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '215098062883506', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K-Phrase-SP-334', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,175424227640094,175424227640094,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '175424227640094', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K-BM-SP-333', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,251370547704370,251370547704370,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '251370547704370', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-PT-SP', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,128970708707220,128970708707220,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '128970708707220', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-BM-SP-222', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,227395312592943,227395312592943,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '227395312592943', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-Phrase-SP-223', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,2356173136271,2356173136271,,*,,row_created,"{'budget': {'budget': 200.0, 'budgetType': 'DAILY'}, 'campaignId': '2356173136271', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K(Multiasin)-Phrase/Exact-SP-334', 'offAmazonSettings': {}, 'startDate': '2026-07-09', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,52679508395597,125569668084501,52679508395597,*,,row_created,"{'adGroupId': '52679508395597', 'campaignId': '125569668084501', 'defaultBid': 21.57, 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-Exact-SP-224', 'state': 'ENABLED'}",,,
added,65847797687881,215098062883506,65847797687881,*,,row_created,"{'adGroupId': '65847797687881', 'campaignId': '215098062883506', 'defaultBid': 21.57, 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K-Phrase-SP-334', 'state': 'ENABLED'}",,,
added,2939033087150,227395312592943,2939033087150,*,,row_created,"{'adGroupId': '2939033087150', 'campaignId': '227395312592943', 'defaultBid': 21.57, 'name': 'White Mulberry Gaming Desk-B0CPFS24ML-Phrase-SP-223', 'state': 'ENABLED'}",,,
added,222864547419743,2356173136271,222864547419743,*,,row_created,"{'adGroupId': '222864547419743', 'campaignId': '2356173136271', 'defaultBid': 3.0, 'name': 'White Mulberry L-Shaped Office-B0BFVMDJ2K(Multiasin)-Exact-SP-334', 'state': 'ENABLED'}",,,
