kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,182107803469818,182107803469818,,*,,row_created,"{'budget': {'budget': 500.0, 'budgetType': 'DAILY'}, 'campaignId': '182107803469818', 'dynamicBidding': {'placementBidding': [{'percentage': 15, 'placement': 'PLACEMENT_TOP'}], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexlev-B0GN85NZQN-Exact-Humidofier', 'offAmazonSettings': {}, 'startDate': '2026-07-05', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
added,142046740205886,142046740205886,,*,,row_created,"{'budget': {'budget': 300.0, 'budgetType': 'DAILY'}, 'campaignId': '142046740205886', 'dynamicBidding': {'placementBidding': [], 'strategy': 'LEGACY_FOR_SALES'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexlev-B0GGHZWMVW-Vacuum-CT', 'offAmazonSettings': {}, 'startDate': '2026-07-05', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
budget_changed,230842544268186,230842544268186,,budget.amount,350.0,500.0,,,,
budget_changed,42122104106489,42122104106489,,budget.amount,1100.0,1500.0,,,,
budget_changed,187535044481672,187535044481672,,budget.amount,800.0,1100.0,,,,
budget_changed,25966642996308,25966642996308,,budget.amount,350.0,600.0,,,,
budget_changed,64162594622419,64162594622419,,budget.amount,400.0,800.0,,,,
budget_changed,33232196822279,33232196822279,,budget.amount,350.0,500.0,,,,
budget_changed,13524356632107,13524356632107,,budget.amount,350.0,500.0,,,,
budget_changed,116183259641403,116183259641403,,budget.amount,400.0,600.0,,,,
budget_changed,338412501420627,338412501420627,,budget.amount,1400.0,1700.0,,,,
budget_changed,245688487686616,245688487686616,,budget.amount,250.0,450.0,,,,
budget_changed,144700538689430,144700538689430,,budget.amount,500.0,800.0,,,,
budget_changed,54572002726013,54572002726013,,budget.amount,350.0,600.0,,,,
budget_changed,544517272011782,544517272011782,,budget.amount,2500.0,3000.0,,,,
budget_changed,172235532246245,172235532246245,,budget.amount,2000.0,2700.0,,,,
budget_changed,1772038670719,1772038670719,,budget.amount,200.0,450.0,,,,
budget_changed,347746858533214,347746858533214,,budget.amount,1600.0,1900.0,,,,
budget_changed,223432636972133,223432636972133,,budget.amount,800.0,1000.0,,,,
added,129703527637823,142046740205886,129703527637823,*,,row_created,"{'adGroupId': '129703527637823', 'campaignId': '142046740205886', 'defaultBid': 32.26, 'name': 'Nexlev-B0GGHZWMVW-Vacuum-CT', 'state': 'ENABLED'}",,,
added,13937722009286,182107803469818,13937722009286,*,,row_created,"{'adGroupId': '13937722009286', 'campaignId': '182107803469818', 'defaultBid': 50.1, 'name': 'Nexlev-B0GN85NZQN-Exact-Humidofier', 'state': 'ENABLED'}",,,
added,151960356380330,182107803469818,13937722009286,*,,row_created,"{'adGroupId': '13937722009286', 'bid': 23.3, 'campaignId': '182107803469818', 'keywordId': '151960356380330', 'keywordText': 'de humidifier for room moisture', 'matchType': 'EXACT', 'state': 'ENABLED'}",de humidifier for room moisture,EXACT,
added,28864295492496,182107803469818,13937722009286,*,,row_created,"{'adGroupId': '13937722009286', 'bid': 24.3, 'campaignId': '182107803469818', 'keywordId': '28864295492496', 'keywordText': 'dehumidifier for room moisture', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifier for room moisture,EXACT,
added,235605869812302,182107803469818,13937722009286,*,,row_created,"{'adGroupId': '13937722009286', 'bid': 25.3, 'campaignId': '182107803469818', 'keywordId': '235605869812302', 'keywordText': 'dehumidifier for room', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifier for room,EXACT,
added,76609557858429,182107803469818,13937722009286,*,,row_created,"{'adGroupId': '13937722009286', 'bid': 23.2, 'campaignId': '182107803469818', 'keywordId': '76609557858429', 'keywordText': 'dehumidifier for bedroom', 'matchType': 'EXACT', 'state': 'ENABLED'}",dehumidifier for bedroom,EXACT,
bid_changed,187063900527516,108416073173743,127422741295528,bid,21.86,22.78,,nexlev steam cleaner,EXACT,
