kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,231549798218451,261106870353900,525904541680017,*,,row_created,"{'adGroupId': '525904541680017', 'bid': 10.0, 'campaignId': '261106870353900', 'expression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '231549798218451'}",,,QUERY_HIGH_REL_MATCHES=None
added,31816215683662,261106870353900,525904541680017,*,,row_created,"{'adGroupId': '525904541680017', 'bid': 10.0, 'campaignId': '261106870353900', 'expression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'state': 'ENABLED', 'targetId': '31816215683662'}",,,ASIN_ACCESSORY_RELATED=None
added,131302114837838,100294650727461,350588684454170,*,,row_created,"{'adGroupId': '350588684454170', 'bid': 11.3, 'campaignId': '100294650727461', 'expression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '131302114837838'}",,,QUERY_BROAD_REL_MATCHES=None
added,252217885229251,261106870353900,525904541680017,*,,row_created,"{'adGroupId': '525904541680017', 'bid': 10.0, 'campaignId': '261106870353900', 'expression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_BROAD_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '252217885229251'}",,,QUERY_BROAD_REL_MATCHES=None
added,254045451510483,100294650727461,350588684454170,*,,row_created,"{'adGroupId': '350588684454170', 'bid': 11.3, 'campaignId': '100294650727461', 'expression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'QUERY_HIGH_REL_MATCHES'}], 'state': 'ENABLED', 'targetId': '254045451510483'}",,,QUERY_HIGH_REL_MATCHES=None
added,166559907377583,100294650727461,350588684454170,*,,row_created,"{'adGroupId': '350588684454170', 'bid': 11.3, 'campaignId': '100294650727461', 'expression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'state': 'ENABLED', 'targetId': '166559907377583'}",,,ASIN_SUBSTITUTE_RELATED=None
added,8792965550218,100294650727461,350588684454170,*,,row_created,"{'adGroupId': '350588684454170', 'bid': 11.3, 'campaignId': '100294650727461', 'expression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_ACCESSORY_RELATED'}], 'state': 'ENABLED', 'targetId': '8792965550218'}",,,ASIN_ACCESSORY_RELATED=None
added,161222097964089,261106870353900,525904541680017,*,,row_created,"{'adGroupId': '525904541680017', 'bid': 10.0, 'campaignId': '261106870353900', 'expression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'expressionType': 'AUTO', 'resolvedExpression': [{'type': 'ASIN_SUBSTITUTE_RELATED'}], 'state': 'ENABLED', 'targetId': '161222097964089'}",,,ASIN_SUBSTITUTE_RELATED=None
state_changed,188064166963506,53442640020080,117043867660564,state,ENABLED,ARCHIVED,,,,ASIN_SAME_AS=B08L46ZKKZ
state_changed,125143817213721,53442640020080,117043867660564,state,ENABLED,ARCHIVED,,,,ASIN_SAME_AS=B0FNQS4RRD
