kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_current,keyword_text,match_type,target_expression
added,131612057885446,131612057885446,,*,,row_created,"{'budget': {'budget': 1000.0, 'budgetType': 'DAILY'}, 'campaignId': '131612057885446', 'dynamicBidding': {'placementBidding': [{'percentage': 200, 'placement': 'PLACEMENT_TOP'}], 'strategy': 'MANUAL'}, 'marketplaceBudgetAllocation': 'MANUAL', 'name': 'Nexliv-Stand Mixer-B0DVC7VJP1-Exact-SP', 'offAmazonSettings': {}, 'startDate': '2026-07-06', 'state': 'ENABLED', 'tags': {}, 'targetingType': 'MANUAL'}",,,
state_changed,78865936372293,78865936372293,,state,ENABLED,PAUSED,,,,
budget_changed,237927885454657,237927885454657,,budget.amount,500.0,600.0,,,,
budget_changed,64162594622419,64162594622419,,budget.amount,800.0,1500.0,,,,
budget_changed,1772038670719,1772038670719,,budget.amount,450.0,600.0,,,,
budget_changed,96208966240521,96208966240521,,budget.amount,500.0,1000.0,,,,
budget_changed,529871399973174,529871399973174,,budget.amount,1000.0,1600.0,,,,
budget_changed,142775272023469,142775272023469,,budget.amount,750.0,1000.0,,,,
budget_changed,206386193753093,206386193753093,,budget.amount,1900.0,3100.0,,,,
budget_changed,142046740205886,142046740205886,,budget.amount,300.0,500.0,,,,
budget_changed,172235532246245,172235532246245,,budget.amount,2700.0,4000.0,,,,
budget_changed,347746858533214,347746858533214,,budget.amount,1900.0,2300.0,,,,
budget_changed,322759767501413,322759767501413,,budget.amount,3800.0,4000.0,,,,
budget_changed,57239662670121,57239662670121,,budget.amount,200.0,350.0,,,,
budget_changed,17001454287662,17001454287662,,budget.amount,2000.0,2500.0,,,,
budget_changed,261106870353900,261106870353900,,budget.amount,500.0,1900.0,,,,
budget_changed,427413283934733,427413283934733,,budget.amount,500.0,800.0,,,,
budget_changed,263110411379543,263110411379543,,budget.amount,500.0,650.0,,,,
budget_changed,544517272011782,544517272011782,,budget.amount,3200.0,3600.0,,,,
budget_changed,68356323890766,68356323890766,,budget.amount,2000.0,2500.0,,,,
budget_changed,133895216142303,133895216142303,,budget.amount,1800.0,2300.0,,,,
added,261743920772724,131612057885446,261743920772724,*,,row_created,"{'adGroupId': '261743920772724', 'campaignId': '131612057885446', 'defaultBid': 18.41, 'name': 'Nexliv-Stand Mixer-B0DVC7VJP1-Exact-SP', 'state': 'ENABLED'}",,,
added,138478231894545,174578235062534,7205273127417,*,,row_created,"{'adGroupId': '7205273127417', 'bid': 27.23, 'campaignId': '174578235062534', 'keywordId': '138478231894545', 'keywordText': 'stand mixer dough maker', 'matchType': 'PHRASE', 'state': 'ENABLED'}",stand mixer dough maker,PHRASE,
added,81209167765494,174578235062534,7205273127417,*,,row_created,"{'adGroupId': '7205273127417', 'bid': 19.43, 'campaignId': '174578235062534', 'keywordId': '81209167765494', 'keywordText': 'ata maker machine', 'matchType': 'PHRASE', 'state': 'ENABLED'}",ata maker machine,PHRASE,
