kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
state_changed,529871399973174,529871399973174,,state,ENABLED,PAUSED,,,
state_changed,88295895045623,88295895045623,,state,ENABLED,PAUSED,,,
state_changed,59016905331818,59016905331818,,state,ENABLED,PAUSED,,,
state_changed,135646867249275,135646867249275,,state,ENABLED,PAUSED,,,
state_changed,476827727314928,476827727314928,,state,ENABLED,PAUSED,,,
budget_changed,159088198095819,159088198095819,,budget.amount,500.0,650.0,,,
budget_changed,544517272011782,544517272011782,,budget.amount,3600.0,2800.0,,,
budget_changed,181477167438134,181477167438134,,budget.amount,1900.0,3000.0,,,
budget_changed,248841292713136,248841292713136,,budget.amount,500.0,400.0,,,
budget_changed,223432636972133,223432636972133,,budget.amount,1000.0,600.0,,,
budget_changed,347746858533214,347746858533214,,budget.amount,2300.0,2000.0,,,
budget_changed,80725360332327,80725360332327,,budget.amount,1000.0,1500.0,,,
budget_changed,187535044481672,187535044481672,,budget.amount,1100.0,1300.0,,,
budget_changed,95168265191754,95168265191754,,budget.amount,800.0,600.0,,,
budget_changed,97951288460982,97951288460982,,budget.amount,600.0,500.0,,,
budget_changed,49512020166399,49512020166399,,budget.amount,500.0,700.0,,,
budget_changed,262913268144769,262913268144769,,budget.amount,700.0,500.0,,,
budget_changed,109356094982496,109356094982496,,budget.amount,200.0,350.0,,,
budget_changed,82632056467916,82632056467916,,budget.amount,350.0,250.0,,,
budget_changed,378352344494772,378352344494772,,budget.amount,900.0,300.0,,,
budget_changed,190823895833833,190823895833833,,budget.amount,850.0,350.0,,,
budget_changed,171193228791303,171193228791303,,budget.amount,700.0,450.0,,,
budget_changed,81800689405595,81800689405595,,budget.amount,1000.0,1300.0,,,
budget_changed,73907808785967,73907808785967,,budget.amount,750.0,500.0,,,
budget_changed,43232694567580,43232694567580,,budget.amount,400.0,600.0,,,
budget_changed,427413283934733,427413283934733,,budget.amount,800.0,500.0,,,
budget_changed,100294650727461,100294650727461,,budget.amount,1000.0,1800.0,,,
budget_changed,45677898062745,45677898062745,,budget.amount,800.0,1100.0,,,
budget_changed,261106870353900,261106870353900,,budget.amount,500.0,1500.0,,,
budget_changed,172235532246245,172235532246245,,budget.amount,4000.0,5000.0,,,
budget_changed,54572002726013,54572002726013,,budget.amount,600.0,400.0,,,
budget_changed,116183259641403,116183259641403,,budget.amount,600.0,400.0,,,
budget_changed,144700538689430,144700538689430,,budget.amount,1600.0,1700.0,,,
state_changed,23523102416722,286518988574474,23523102416722,state,ENABLED,PAUSED,,,
bid_changed,221922098295157,150713781510927,209382661880243,bid,7.6,8.06,steam cleaner,BROAD,
